s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-1.8915810E-004, 5.4997903E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8860812E-004, 0.0000000E+000, 0.0000000E+000
 3.3541021E-001, 3.7891283E-002,-1.9254344E-003, 6.1062233E-004,-4.5063387E-005, 5.7257026E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2594866E-002, 3.6537133E-002, 1.8342634E-006, 1.8342634E-006
 6.1491871E-001, 1.5482176E-001,-3.5986383E-003, 2.5632926E-003,-9.8656357E-004, 1.3247934E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2773488E-001, 1.5281310E-001, 4.7165872E-006, 4.7165872E-006
 9.5032889E-001, 3.3243352E-001,-7.1017954E-003, 5.4595866E-003,-5.9160584E-003, 2.3510456E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9332550E-001, 3.2489877E-001, 7.5986558E-006, 7.5986558E-006
 1.2298374E+000, 4.5349853E-001,-2.0589585E-002, 7.1424714E-003,-1.6933729E-002, 3.6865047E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1615566E-001, 4.2315455E-001, 1.0480337E-005, 1.0480337E-005
 1.5093459E+000, 4.9512604E-001,-3.2799667E-002, 7.4258084E-003,-2.5565670E-002, 4.7493016E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3837204E-001, 4.4423400E-001, 1.3099569E-005, 1.3099569E-005
 1.8447561E+000, 5.6447440E-001,-4.2495392E-002, 8.1879505E-003,-2.9651123E-002, 5.8351201E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8656484E-001, 5.0057419E-001, 1.5980051E-005, 1.5980051E-005
 2.1242645E+000, 6.6737668E-001,-5.0638201E-002, 9.6455500E-003,-3.4114020E-002, 6.8923336E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7389971E-001, 5.9233893E-001, 1.8859719E-005, 1.8859719E-005
 2.4037731E+000, 7.8198573E-001,-5.0472966E-002, 1.1487047E-002,-4.0999126E-002, 7.8356749E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7839726E-001, 7.0207904E-001, 2.1476733E-005, 2.1476733E-005
 2.7391832E+000, 9.1770384E-001,-5.3686782E-002, 1.3540537E-002,-5.5460954E-002, 8.8523852E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0235249E-001, 8.2218517E-001, 2.4354350E-005, 2.4354350E-005
 3.0186918E+000, 1.0406422E+000,-6.9600345E-002, 1.4951638E-002,-7.4927143E-002, 9.8788463E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9672420E-001, 9.1116517E-001, 2.7230729E-005, 2.7230729E-005
 3.3541019E+000, 1.1332776E+000,-8.1859081E-002, 1.5426876E-002,-8.9844677E-002, 1.0934508E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6444915E-001, 9.7711008E-001, 3.0105638E-005, 3.0105638E-005
 3.6336105E+000, 1.2245413E+000,-8.9345816E-002, 1.5768248E-002,-9.5848019E-002, 1.1973995E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0373942E+000, 1.0552355E+000, 3.2979018E-005, 3.2979018E-005
 3.9131191E+000, 1.3367939E+000,-9.3794504E-002, 1.9191784E-002,-1.0957682E-001, 1.2899197E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1311326E+000, 1.1527434E+000, 3.5589667E-005, 3.5589667E-005
 4.2485290E+000, 1.4843882E+000,-1.2303673E-001, 2.0518527E-002,-1.2657511E-001, 1.3933556E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2386138E+000, 1.2554342E+000, 3.8459568E-005, 3.8459568E-005
 4.5280375E+000, 1.5770136E+000,-1.3616667E-001, 2.0309313E-002,-1.4984399E-001, 1.4970744E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3012326E+000, 1.3114619E+000, 4.1327521E-005, 4.1327521E-005
 4.8075461E+000, 1.6740733E+000,-1.4168019E-001, 2.2909080E-002,-1.8215886E-001, 1.5901897E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3554445E+000, 1.3733024E+000, 4.3932853E-005, 4.3932853E-005
 5.1429563E+000, 1.8136616E+000,-1.6177560E-001, 2.2972032E-002,-2.0872671E-001, 1.6925459E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4496732E+000, 1.4663005E+000, 4.6796488E-005, 4.6796488E-005
 5.4224648E+000, 1.9139263E+000,-1.8774041E-001, 2.2795454E-002,-2.3317877E-001, 1.7958273E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5052782E+000, 1.5159822E+000, 4.9657757E-005, 4.9657757E-005
 5.7019734E+000, 2.0115831E+000,-2.0954745E-001, 2.5280849E-002,-2.5682941E-001, 1.8897210E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5539160E+000, 1.5706761E+000, 5.2256635E-005, 5.2256635E-005
 6.0373836E+000, 2.1334831E+000,-2.1631917E-001, 2.4086005E-002,-2.7574172E-001, 1.9920009E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6450447E+000, 1.6657074E+000, 5.5112756E-005, 5.5112756E-005
 6.3168921E+000, 2.2477159E+000,-2.2011250E-001, 2.8909612E-002,-3.0612144E-001, 2.0942102E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7290472E+000, 1.7506010E+000, 5.7966098E-005, 5.7966098E-005
 6.6523023E+000, 2.3668553E+000,-2.3744144E-001, 2.9277857E-002,-3.4234275E-001, 2.1968962E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8026232E+000, 1.8165686E+000, 6.0816337E-005, 6.0816337E-005
 6.9318109E+000, 2.4830019E+000,-2.8170639E-001, 2.7464747E-002,-3.8236744E-001, 2.2995459E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8342600E+000, 1.8466227E+000, 6.3663515E-005, 6.3663515E-005
