bd_template.fds,fileid,imeshlower,imeshupper,3dsmoke,tend,ductsurf,alspec1,alspec2,cuspec1,cuspec2,alreac,cureac,almatl1,almatl2,alsurf1,alpart1,alprop1,almfr,cumatl1,cumatl2,cusurf1,cupart1,cuprop1,cumfr,initx1,initx2,inity1,inity2,initz1,initz2,hrrpuvval,radfrac,nozx1,nozy1,nozz1,nozx2,nozy2,nozz2,nozx3,nozy3,nozz3,orient1,orient2,orient3,alslcf1,alslcf2,cuslcf1,cuslcf2,rampqf200,rampqf199,rampqf198,rampqf197,rampqf196,rampqf195,rampqf194,rampqf193,rampqf192,rampqf191,rampqf190,rampqf189,rampqf188,rampqf187,rampqf186,rampqf185,rampqf184,rampqf183,rampqf182,rampqf181,rampqf180,rampqf179,rampqf178,rampqf177,rampqf176,rampqf175,rampqf174,rampqf173,rampqf172,rampqf171,rampqf170,rampqf169,rampqf168,rampqf167,rampqf166,rampqf165,rampqf164,rampqf163,rampqf162,rampqf161,rampqf160,rampqf159,rampqf158,rampqf157,rampqf156,rampqf155,rampqf154,rampqf153,rampqf152,rampqf151,rampqf150,rampqf149,rampqf148,rampqf147,rampqf146,rampqf145,rampqf144,rampqf143,rampqf142,rampqf141,rampqf140,rampqf139,rampqf138,rampqf137,rampqf136,rampqf135,rampqf134,rampqf133,rampqf132,rampqf131,rampqf130,rampqf129,rampqf128,rampqf127,rampqf126,rampqf125,rampqf124,rampqf123,rampqf122,rampqf121,rampqf120,rampqf119,rampqf118,rampqf117,rampqf116,rampqf115,rampqf114,rampqf113,rampqf112,rampqf111,rampqf110,rampqf109,rampqf108,rampqf107,rampqf106,rampqf105,rampqf104,rampqf103,rampqf102,rampqf101,rampqf100,rampqf99,rampqf98,rampqf97,rampqf96,rampqf95,rampqf94,rampqf93,rampqf92,rampqf91,rampqf90,rampqf89,rampqf88,rampqf87,rampqf86,rampqf85,rampqf84,rampqf83,rampqf82,rampqf81,rampqf80,rampqf79,rampqf78,rampqf77,rampqf76,rampqf75,rampqf74,rampqf73,rampqf72,rampqf71,rampqf70,rampqf69,rampqf68,rampqf67,rampqf66,rampqf65,rampqf64,rampqf63,rampqf62,rampqf61,rampqf60,rampqf59,rampqf58,rampqf57,rampqf56,rampqf55,rampqf54,rampqf53,rampqf52,rampqf51,rampqf50,rampqf49,rampqf48,rampqf47,rampqf46,rampqf45,rampqf44,rampqf43,rampqf42,rampqf41,rampqf40,rampqf39,rampqf38,rampqf37,rampqf36,rampqf35,rampqf34,rampqf33,rampqf32,rampqf31,rampqf30,rampqf29,rampqf28,rampqf27,rampqf26,rampqf25,rampqf24,rampqf23,rampqf22,rampqf21,rampqf20,rampqf19,rampqf18,rampqf17,rampqf16,rampqf15,rampqf14,rampqf13,rampqf12,rampqf11,rampqf10,rampqf9,rampqf8,rampqf7,rampqf6,rampqf5,rampqf4,rampqf3,rampqf2,rampqf1,rampmff200,rampmff199,rampmff198,rampmff197,rampmff196,rampmff195,rampmff194,rampmff193,rampmff192,rampmff191,rampmff190,rampmff189,rampmff188,rampmff187,rampmff186,rampmff185,rampmff184,rampmff183,rampmff182,rampmff181,rampmff180,rampmff179,rampmff178,rampmff177,rampmff176,rampmff175,rampmff174,rampmff173,rampmff172,rampmff171,rampmff170,rampmff169,rampmff168,rampmff167,rampmff166,rampmff165,rampmff164,rampmff163,rampmff162,rampmff161,rampmff160,rampmff159,rampmff158,rampmff157,rampmff156,rampmff155,rampmff154,rampmff153,rampmff152,rampmff151,rampmff150,rampmff149,rampmff148,rampmff147,rampmff146,rampmff145,rampmff144,rampmff143,rampmff142,rampmff141,rampmff140,rampmff139,rampmff138,rampmff137,rampmff136,rampmff135,rampmff134,rampmff133,rampmff132,rampmff131,rampmff130,rampmff129,rampmff128,rampmff127,rampmff126,rampmff125,rampmff124,rampmff123,rampmff122,rampmff121,rampmff120,rampmff119,rampmff118,rampmff117,rampmff116,rampmff115,rampmff114,rampmff113,rampmff112,rampmff111,rampmff110,rampmff109,rampmff108,rampmff107,rampmff106,rampmff105,rampmff104,rampmff103,rampmff102,rampmff101,rampmff100,rampmff99,rampmff98,rampmff97,rampmff96,rampmff95,rampmff94,rampmff93,rampmff92,rampmff91,rampmff90,rampmff89,rampmff88,rampmff87,rampmff86,rampmff85,rampmff84,rampmff83,rampmff82,rampmff81,rampmff80,rampmff79,rampmff78,rampmff77,rampmff76,rampmff75,rampmff74,rampmff73,rampmff72,rampmff71,rampmff70,rampmff69,rampmff68,rampmff67,rampmff66,rampmff65,rampmff64,rampmff63,rampmff62,rampmff61,rampmff60,rampmff59,rampmff58,rampmff57,rampmff56,rampmff55,rampmff54,rampmff53,rampmff52,rampmff51,rampmff50,rampmff49,rampmff48,rampmff47,rampmff46,rampmff45,rampmff44,rampmff43,rampmff42,rampmff41,rampmff40,rampmff39,rampmff38,rampmff37,rampmff36,rampmff35,rampmff34,rampmff33,rampmff32,rampmff31,rampmff30,rampmff29,rampmff28,rampmff27,rampmff26,rampmff25,rampmff24,rampmff23,rampmff22,rampmff21,rampmff20,rampmff19,rampmff18,rampmff17,rampmff16,rampmff15,rampmff14,rampmff13,rampmff12,rampmff11,rampmff10,rampmff9,rampmff8,rampmff7,rampmff6,rampmff5,rampmff4,rampmff3,rampmff2,rampmff1,slcfpbx
bd_eCuhSts0d15cStraight.fds,bd_eCuhSts0d15cStraight,-1,1,COPPER OXIDE,23,STEEL DUCT,!SPEC,!SPEC,&SPEC,&SPEC,!REAC,&REAC,!MATL,!MATL,!SURF,!PART,!PROP,0.0235,&MATL,&MATL,&SURF,&PART,&PROP,0.0235,-0.1200,0.1200,-0.2000,0.2000,-0.0800,0.0800,1403693,0.495,0.0000,-0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0.0000,0,0,-1,!SLCF,!SLCF,&SLCF,&SLCF,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1030,0.1046,0.1062,0.1078,0.1095,0.1112,0.1129,0.1146,0.1164,0.1182,0.1200,0.1219,0.1238,0.1257,0.1276,0.1296,0.1316,0.1336,0.1357,0.1378,0.1399,0.1420,0.1442,0.1465,0.1487,0.1510,0.1533,0.1557,0.1581,0.1605,0.1630,0.1655,0.1681,0.1707,0.1733,0.1760,0.1787,0.1814,0.1842,0.1871,0.1900,0.1929,0.1959,0.1989,0.2019,0.2051,0.2082,0.2114,0.2147,0.2180,0.2213,0.2247,0.2282,0.2317,0.2353,0.2389,0.2426,0.2463,0.2501,0.2540,0.2579,0.2619,0.2659,0.2700,0.2741,0.2783,0.2826,0.2870,0.2914,0.2959,0.3004,0.3051,0.3097,0.3145,0.3193,0.3243,0.3292,0.3343,0.3394,0.3447,0.3500,0.3553,0.3608,0.3664,0.3720,0.3777,0.3835,0.3894,0.3954,0.4015,0.4076,0.4139,0.4203,0.4267,0.4333,0.4399,0.4467,0.4535,0.4605,0.4676,0.4747,0.4820,0.4894,0.4969,0.5046,0.5123,0.5202,0.5282,0.5363,0.5445,0.5529,0.5613,0.5699,0.5787,0.5876,0.5966,0.6057,0.6150,0.6244,0.6340,0.6437,0.6536,0.6636,0.6738,0.6841,0.6946,0.7052,0.7160,0.7270,0.7381,0.7494,0.7609,0.7725,0.7844,0.7964,0.8086,0.8209,0.8335,0.8463,0.8592,0.8724,0.8857,0.8992,0.9130,0.9270,0.9411,0.9555,0.9701,0.9849,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0321,0.0329,0.0336,0.0344,0.0352,0.0360,0.0369,0.0377,0.0386,0.0395,0.0404,0.0414,0.0424,0.0433,0.0444,0.0454,0.0465,0.0475,0.0487,0.0498,0.0509,0.0521,0.0534,0.0546,0.0559,0.0572,0.0585,0.0599,0.0613,0.0627,0.0642,0.0657,0.0672,0.0688,0.0704,0.0720,0.0737,0.0754,0.0772,0.0790,0.0808,0.0827,0.0846,0.0866,0.0886,0.0907,0.0928,0.0950,0.0972,0.0995,0.1018,0.1042,0.1066,0.1091,0.1117,0.1143,0.1169,0.1197,0.1225,0.1253,0.1282,0.1312,0.1343,0.1374,0.1406,0.1439,0.1473,0.1507,0.1542,0.1578,0.1615,0.1653,0.1692,0.1731,0.1771,0.1813,0.1855,0.1898,0.1943,0.1988,0.2035,0.2082,0.2131,0.2180,0.2231,0.2283,0.2337,0.2391,0.2447,0.2504,0.2563,0.2622,0.2684,0.2746,0.2810,0.2876,0.2943,0.3012,0.3082,0.3154,0.3228,0.3303,0.3380,0.3459,0.3540,0.3623,0.3707,0.3794,0.3882,0.3973,0.4066,0.4161,0.4258,0.4357,0.4459,0.4563,0.4669,0.4778,0.4890,0.5004,0.5121,0.5241,0.5363,0.5488,0.5616,0.5747,0.5882,0.6019,0.6159,0.6303,0.6450,0.6601,0.6755,0.6913,0.7074,0.7239,0.7408,0.7581,0.7758,0.7939,0.8125,0.8314,0.8508,0.8707,0.8910,0.9118,0.9331,0.9549,0.9772,1.0000,0.0000
bd_eCuhSts3d15cStraight.fds,bd_eCuhSts3d15cStraight,-1,1,COPPER OXIDE,26,STEEL DUCT,!SPEC,!SPEC,&SPEC,&SPEC,!REAC,&REAC,!MATL,!MATL,!SURF,!PART,!PROP,0.0441,&MATL,&MATL,&SURF,&PART,&PROP,0.0441,-0.1200,0.1200,-0.2000,0.2000,-0.0800,0.0800,2123965,0.495,0.0000,-0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0.0000,0,0,-1,!SLCF,!SLCF,&SLCF,&SLCF,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0681,0.0691,0.0702,0.0713,0.0724,0.0735,0.0746,0.0758,0.0769,0.0781,0.0793,0.0806,0.0818,0.0831,0.0843,0.0856,0.0870,0.0883,0.0897,0.0910,0.0925,0.0939,0.0953,0.0968,0.0983,0.0998,0.1013,0.1029,0.1045,0.1061,0.1077,0.1094,0.1111,0.1128,0.1145,0.1163,0.1181,0.1199,0.1218,0.1236,0.1255,0.1275,0.1294,0.1314,0.1335,0.1355,0.1376,0.1397,0.1419,0.1441,0.1463,0.1485,0.1508,0.1531,0.1555,0.1579,0.1603,0.1628,0.1653,0.1678,0.1704,0.1731,0.1757,0.1784,0.1812,0.1840,0.1868,0.1897,0.1926,0.1955,0.1985,0.2016,0.2047,0.2079,0.2111,0.2143,0.2176,0.2209,0.2243,0.2278,0.2313,0.2348,0.2385,0.2421,0.2458,0.2496,0.2535,0.2574,0.2613,0.2653,0.2694,0.2735,0.2777,0.2820,0.2863,0.2907,0.2952,0.2997,0.3043,0.3090,0.3138,0.3186,0.3235,0.3284,0.3335,0.3386,0.3438,0.3491,0.3544,0.3598,0.3654,0.3710,0.3767,0.3824,0.3883,0.3943,0.4003,0.4064,0.4127,0.4190,0.4254,0.4319,0.4386,0.4453,0.4521,0.4590,0.4661,0.4732,0.4805,0.4878,0.4953,0.5029,0.5106,0.5184,0.5263,0.5344,0.5425,0.5509,0.5593,0.5678,0.5765,0.5853,0.5943,0.6034,0.6126,0.6220,0.6315,0.6411,0.6509,0.6609,0.6710,0.7040,0.7370,0.7700,0.8030,0.8359,0.8688,0.9016,0.9344,0.9672,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0171,0.0175,0.0179,0.0183,0.0187,0.0192,0.0196,0.0201,0.0205,0.0210,0.0215,0.0220,0.0225,0.0231,0.0236,0.0241,0.0247,0.0253,0.0259,0.0265,0.0271,0.0277,0.0284,0.0290,0.0297,0.0304,0.0311,0.0319,0.0326,0.0334,0.0341,0.0349,0.0357,0.0366,0.0374,0.0383,0.0392,0.0401,0.0411,0.0420,0.0430,0.0440,0.0450,0.0461,0.0472,0.0483,0.0494,0.0505,0.0517,0.0529,0.0542,0.0554,0.0567,0.0580,0.0594,0.0608,0.0622,0.0637,0.0651,0.0667,0.0682,0.0698,0.0714,0.0731,0.0748,0.0766,0.0783,0.0802,0.0820,0.0840,0.0859,0.0879,0.0900,0.0921,0.0942,0.0964,0.0987,0.1010,0.1033,0.1058,0.1082,0.1107,0.1133,0.1160,0.1187,0.1215,0.1243,0.1272,0.1302,0.1332,0.1363,0.1395,0.1428,0.1461,0.1495,0.1530,0.1566,0.1602,0.1639,0.1678,0.1717,0.1757,0.1798,0.1840,0.1883,0.1927,0.1972,0.2018,0.2065,0.2113,0.2163,0.2213,0.2265,0.2318,0.2372,0.2427,0.2484,0.2542,0.2601,0.2662,0.2724,0.2788,0.2853,0.2919,0.2987,0.3057,0.3128,0.3201,0.3276,0.3353,0.3431,0.3511,0.3593,0.3677,0.3763,0.3851,0.3941,0.4033,0.4127,0.4223,0.4322,0.4422,0.4526,0.4631,0.4739,0.4850,0.4963,0.5079,0.5198,0.5319,0.5443,0.5857,0.6280,0.6713,0.7155,0.7607,0.8068,0.8538,0.9017,0.9504,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000
bd_eCuhSts5d15cStraight.fds,bd_eCuhSts5d15cStraight,-1,1,COPPER OXIDE,28,STEEL DUCT,!SPEC,!SPEC,&SPEC,&SPEC,!REAC,&REAC,!MATL,!MATL,!SURF,!PART,!PROP,0.0441,&MATL,&MATL,&SURF,&PART,&PROP,0.0441,-0.1200,0.1200,-0.2000,0.2000,-0.0800,0.0800,2123965,0.495,0.0000,-0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0.0000,0,0,-1,!SLCF,!SLCF,&SLCF,&SLCF,0.0681,0.0691,0.0702,0.0713,0.0724,0.0735,0.0746,0.0758,0.0769,0.0781,0.0793,0.0806,0.0818,0.0831,0.0843,0.0856,0.0870,0.0883,0.0897,0.0910,0.0925,0.0939,0.0953,0.0968,0.0983,0.0998,0.1013,0.1029,0.1045,0.1061,0.1077,0.1094,0.1111,0.1128,0.1145,0.1163,0.1181,0.1199,0.1218,0.1236,0.1255,0.1275,0.1294,0.1314,0.1335,0.1355,0.1376,0.1397,0.1419,0.1441,0.1463,0.1485,0.1508,0.1531,0.1555,0.1579,0.1603,0.1628,0.1653,0.1678,0.1704,0.1731,0.1757,0.1784,0.1812,0.1840,0.1868,0.1897,0.1926,0.1955,0.1985,0.2016,0.2047,0.2079,0.2111,0.2143,0.2176,0.2209,0.2243,0.2278,0.2313,0.2348,0.2385,0.2421,0.2458,0.2496,0.2535,0.2574,0.2613,0.2653,0.2694,0.2735,0.2777,0.2820,0.2863,0.2907,0.2952,0.2997,0.3043,0.3090,0.3138,0.3186,0.3235,0.3284,0.3335,0.3386,0.3438,0.3491,0.3544,0.3598,0.3654,0.3710,0.3767,0.3824,0.3883,0.3943,0.4003,0.4064,0.4127,0.4190,0.4254,0.4319,0.4386,0.4453,0.4521,0.4590,0.4661,0.4732,0.4805,0.4878,0.4953,0.5029,0.5106,0.5184,0.5263,0.5344,0.5425,0.5509,0.5593,0.5678,0.5765,0.5853,0.5943,0.6034,0.6126,0.6220,0.6315,0.6411,0.6509,0.6609,0.6710,0.7040,0.7370,0.7700,0.8030,0.8359,0.8688,0.9016,0.9344,0.9672,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0171,0.0175,0.0179,0.0183,0.0187,0.0192,0.0196,0.0201,0.0205,0.0210,0.0215,0.0220,0.0225,0.0231,0.0236,0.0241,0.0247,0.0253,0.0259,0.0265,0.0271,0.0277,0.0284,0.0290,0.0297,0.0304,0.0311,0.0319,0.0326,0.0334,0.0341,0.0349,0.0357,0.0366,0.0374,0.0383,0.0392,0.0401,0.0411,0.0420,0.0430,0.0440,0.0450,0.0461,0.0472,0.0483,0.0494,0.0505,0.0517,0.0529,0.0542,0.0554,0.0567,0.0580,0.0594,0.0608,0.0622,0.0637,0.0651,0.0667,0.0682,0.0698,0.0714,0.0731,0.0748,0.0766,0.0783,0.0802,0.0820,0.0840,0.0859,0.0879,0.0900,0.0921,0.0942,0.0964,0.0987,0.1010,0.1033,0.1058,0.1082,0.1107,0.1133,0.1160,0.1187,0.1215,0.1243,0.1272,0.1302,0.1332,0.1363,0.1395,0.1428,0.1461,0.1495,0.1530,0.1566,0.1602,0.1639,0.1678,0.1717,0.1757,0.1798,0.1840,0.1883,0.1927,0.1972,0.2018,0.2065,0.2113,0.2163,0.2213,0.2265,0.2318,0.2372,0.2427,0.2484,0.2542,0.2601,0.2662,0.2724,0.2788,0.2853,0.2919,0.2987,0.3057,0.3128,0.3201,0.3276,0.3353,0.3431,0.3511,0.3593,0.3677,0.3763,0.3851,0.3941,0.4033,0.4127,0.4223,0.4322,0.4422,0.4526,0.4631,0.4739,0.4850,0.4963,0.5079,0.5198,0.5319,0.5443,0.5857,0.6280,0.6713,0.7155,0.7607,0.8068,0.8538,0.9017,0.9504,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000
bd_eCuhSts2d0cStraight.fds,bd_eCuhSts2d0cStraight,-1,1,COPPER OXIDE,10,STEEL DUCT,!SPEC,!SPEC,&SPEC,&SPEC,!REAC,&REAC,!MATL,!MATL,!SURF,!PART,!PROP,0.0441,&MATL,&MATL,&SURF,&PART,&PROP,0.0441,-0.1200,0.1200,-0.2000,0.2000,-0.0800,0.0800,2123965,0.495,0.0000,-0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0.0000,0,0,-1,!SLCF,!SLCF,&SLCF,&SLCF,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000
