s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.5010085E+000, 2.6002444E-001, 9.0528719E-002, 3.0937571E-001,-2.5361965E-001, 9.9510862E-006
 3.0046930E+000, 5.9694740E-001, 2.0489753E-001, 4.6533581E-001,-6.7921199E-002, 1.9740324E-005
 4.5003586E+000, 9.5897351E-001, 3.2760956E-001, 6.3067159E-001, 1.1195618E-001, 2.9542411E-005
 6.0098872E+000, 1.3116616E+000, 4.5038850E-001, 7.8531156E-001, 2.9577784E-001, 3.9353777E-005
 7.5059009E+000, 1.6496475E+000, 5.7525238E-001, 9.4695059E-001, 4.5522292E-001, 4.9113724E-005
 9.0049372E+000, 2.0157040E+000, 7.1155298E-001, 1.1046096E+000, 6.4576503E-001, 5.8849846E-005
 1.0504465E+001, 2.3672044E+000, 8.3975040E-001, 1.2219690E+000, 8.7203659E-001, 6.8036203E-005
 1.2005178E+001, 2.4954395E+000, 8.8806714E-001, 1.2226708E+000, 1.0043938E+000, 7.0105605E-005
 1.3505892E+001, 2.4844731E+000, 8.8438394E-001, 1.1574105E+000, 1.0555659E+000, 7.0105597E-005
 1.5000353E+001, 2.4821941E+000, 8.8621077E-001, 1.0912408E+000, 1.1250935E+000, 7.0105590E-005
 1.6507977E+001, 2.4782194E+000, 8.9032991E-001, 1.0552943E+000, 1.1540395E+000, 7.0105583E-005
 1.8003269E+001, 2.4721193E+000, 8.9079810E-001, 9.9679710E-001, 1.2047799E+000, 7.0105576E-005
 1.9512156E+001, 2.4946679E+000, 9.0246463E-001, 9.5909310E-001, 1.2644590E+000, 7.0105569E-005
 2.1007446E+001, 2.4702102E+000, 8.9829137E-001, 8.9346931E-001, 1.3055405E+000, 7.0105561E-005
 2.2502739E+001, 2.4881317E+000, 9.1044306E-001, 8.5815934E-001, 1.3538985E+000, 7.0105554E-005
 2.4011625E+001, 2.4975463E+000, 9.2007138E-001, 8.3092562E-001, 1.3917993E+000, 7.0105547E-005
 2.5506916E+001, 2.4648348E+000, 9.1097679E-001, 7.7210704E-001, 1.4188798E+000, 7.0105540E-005
 2.7002209E+001, 2.4991428E+000, 9.3111715E-001, 7.6645718E-001, 1.4538403E+000, 7.0105533E-005
 2.8511093E+001, 2.4726608E+000, 9.2874650E-001, 7.1810706E-001, 1.4835483E+000, 7.0105525E-005
 3.0006386E+001, 2.4746626E+000, 9.3313685E-001, 6.7800804E-001, 1.5227558E+000, 7.0105518E-005
 3.1501678E+001, 2.4992619E+000, 9.4627095E-001, 6.7576313E-001, 1.5447972E+000, 7.0105511E-005
 3.3009205E+001, 2.4765907E+000, 9.4275541E-001, 6.4288808E-001, 1.5601263E+000, 7.0105504E-005
 3.4504498E+001, 2.4862788E+000, 9.5004223E-001, 6.2821213E-001, 1.5829408E+000, 7.0105497E-005
 3.6014740E+001, 2.4788653E+000, 9.5261282E-001, 5.9819486E-001, 1.6057534E+000, 7.0105489E-005
 3.7510033E+001, 2.4826023E+000, 9.5926096E-001, 5.8013791E-001, 1.6268078E+000, 7.0105482E-005
 3.9005325E+001, 2.4753042E+000, 9.5859158E-001, 5.6919577E-001, 1.6320961E+000, 7.0105475E-005
 4.0500618E+001, 2.4960354E+000, 9.7089432E-001, 5.5622817E-001, 1.6615814E+000, 7.0105468E-005
 4.2010860E+001, 2.4761297E+000, 9.6814140E-001, 5.3927422E-001, 1.6645998E+000, 7.0105461E-005
 4.3506153E+001, 2.4942123E+000, 9.7719127E-001, 5.4366227E-001, 1.6748734E+000, 7.0105453E-005
 4.5001446E+001, 2.4778146E+000, 9.7664162E-001, 5.3138313E-001, 1.6728400E+000, 7.0105446E-005
 4.6511692E+001, 2.4779081E+000, 9.7770038E-001, 5.2169905E-001, 1.6799183E+000, 7.0105439E-005
 4.8006985E+001, 2.4910348E+000, 9.8728504E-001, 5.1810801E-001, 1.6945786E+000, 7.0105432E-005
 4.9502274E+001, 2.4880989E+000, 9.8887214E-001, 4.9464957E-001, 1.7187999E+000, 7.0105425E-005
