s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 5.2507812E+001, 8.2478058E+001, 3.7294583E+002, 5.3908644E+000, 3.8788621E+000, 2.6741371E+000, 1.6726962E+000, 9.8691285E-001, 6.2582844E-001, 4.1854689E-001, 3.0861995E-001, 2.3232378E-001, 1.8433827E-001
 5.4003104E+001, 8.3209717E+001, 3.7258524E+002, 5.3778200E+000, 3.8820593E+000, 2.6734972E+000, 1.6733941E+000, 9.8819524E-001, 6.2345755E-001, 4.2729855E-001, 3.1486428E-001, 2.3823892E-001, 1.9544384E-001
 5.5513349E+001, 8.3337097E+001, 3.7223776E+002, 5.3175159E+000, 3.8655691E+000, 2.6672761E+000, 1.6718074E+000, 9.8853147E-001, 6.2441534E-001, 4.2698112E-001, 3.1484810E-001, 2.4655889E-001, 2.1298355E-001
 5.7008641E+001, 8.3251389E+001, 3.7181790E+002, 5.2564063E+000, 3.8398752E+000, 2.6491458E+000, 1.6619474E+000, 9.8299146E-001, 6.1885673E-001, 4.2490956E-001, 3.1328735E-001, 2.4393404E-001, 2.0496573E-001
 5.8503933E+001, 8.3580605E+001, 3.7160901E+002, 5.3212256E+000, 3.8519456E+000, 2.6574323E+000, 1.6668748E+000, 9.8683995E-001, 6.2481487E-001, 4.2596734E-001, 3.1400374E-001, 2.4007763E-001, 1.9724390E-001
 6.0014177E+001, 8.4950874E+001, 3.7126129E+002, 5.3262377E+000, 3.8589733E+000, 2.6579485E+000, 1.6665564E+000, 9.8800981E-001, 6.2944865E-001, 4.2572173E-001, 3.1537408E-001, 2.4334249E-001, 2.0090194E-001
 6.1509469E+001, 8.5517639E+001, 3.7095047E+002, 5.2728453E+000, 3.8352084E+000, 2.6391816E+000, 1.6537470E+000, 9.7956795E-001, 6.2585980E-001, 4.3340364E-001, 3.1974536E-001, 2.4374516E-001, 2.0525493E-001
 6.3004761E+001, 8.5077370E+001, 3.7066580E+002, 5.2980661E+000, 3.8366256E+000, 2.6457627E+000, 1.6616063E+000, 9.8590398E-001, 6.2731439E-001, 4.2871171E-001, 3.1779999E-001, 2.4865712E-001, 2.0378250E-001
 6.4500053E+001, 8.5075951E+001, 3.7045331E+002, 5.3391447E+000, 3.8378046E+000, 2.6423197E+000, 1.6580305E+000, 9.8488420E-001, 6.2770885E-001, 4.2673975E-001, 3.1719637E-001, 2.4666570E-001, 2.0259286E-001
 6.6004317E+001, 8.5065147E+001, 3.7017026E+002, 5.3804507E+000, 3.8484864E+000, 2.6484919E+000, 1.6609367E+000, 9.8737109E-001, 6.2541586E-001, 4.3406025E-001, 3.2327667E-001, 2.5040531E-001, 2.0650266E-001
 6.7503120E+001, 8.4669525E+001, 3.6986621E+002, 5.3386960E+000, 3.8224421E+000, 2.6350496E+000, 1.6552517E+000, 9.8550838E-001, 6.2777233E-001, 4.3771511E-001, 3.3130109E-001, 2.7053112E-001, 2.2758976E-001
 6.9010826E+001, 8.4880020E+001, 3.6957004E+002, 5.2915668E+000, 3.8208570E+000, 2.6307786E+000, 1.6516055E+000, 9.8329389E-001, 6.2848055E-001, 4.3610370E-001, 3.2879332E-001, 2.5649303E-001, 2.1471365E-001
 7.0503750E+001, 8.4337936E+001, 3.6932291E+002, 5.2444072E+000, 3.8151457E+000, 2.6265540E+000, 1.6492611E+000, 9.8103446E-001, 6.3058209E-001, 4.4099718E-001, 3.3054903E-001, 2.5697359E-001, 2.1358860E-001
 7.2011456E+001, 8.4282532E+001, 3.6916202E+002, 5.3040757E+000, 3.8336141E+000, 2.6326199E+000, 1.6537819E+000, 9.8664641E-001, 6.2677312E-001, 4.4034380E-001, 3.3204922E-001, 2.5818536E-001, 2.0985049E-001
 7.3504380E+001, 8.5068657E+001, 3.6903735E+002, 5.3452635E+000, 3.8292575E+000, 2.6298897E+000, 1.6505426E+000, 9.8476136E-001, 6.3248944E-001, 4.3656391E-001, 3.3244711E-001, 2.6273951E-001, 2.4033204E-001
 7.5012085E+001, 8.5730942E+001, 3.6872018E+002, 5.2833800E+000, 3.8041286E+000, 2.6151862E+000, 1.6430541E+000, 9.8085111E-001, 6.2860650E-001, 4.3359792E-001, 3.2808045E-001, 2.5793827E-001, 2.2690840E-001
 7.6505009E+001, 8.6110970E+001, 3.6850253E+002, 5.2870536E+000, 3.7909787E+000, 2.6064246E+000, 1.6400006E+000, 9.7956651E-001, 6.2370270E-001, 4.3870676E-001, 3.3084181E-001, 2.5596055E-001, 2.1415174E-001
 7.8015671E+001, 8.6441353E+001, 3.6840244E+002, 5.3671789E+000, 3.8327439E+000, 2.6313503E+000, 1.6532875E+000, 9.8845667E-001, 6.3346368E-001, 4.4434702E-001, 3.4113142E-001, 2.7390566E-001, 2.3534746E-001
 7.9511789E+001, 8.6892761E+001, 3.6824704E+002, 5.3437629E+000, 3.8155987E+000, 2.6231568E+000, 1.6491983E+000, 9.8638862E-001, 6.3206738E-001, 4.4731855E-001, 3.3998868E-001, 2.6847470E-001, 2.3041481E-001
 8.1010493E+001, 8.6863754E+001, 3.6806552E+002, 5.3728180E+000, 3.8194606E+000, 2.6215072E+000, 1.6478318E+000, 9.8712969E-001, 6.3580847E-001, 4.3946782E-001, 3.3669022E-001, 2.6984560E-001, 2.2491387E-001
 8.2503377E+001, 8.6958046E+001, 3.6792212E+002, 5.4037795E+000, 3.8262057E+000, 2.6278257E+000, 1.6525313E+000, 9.8974907E-001, 6.3230461E-001, 4.4697452E-001, 3.4477705E-001, 2.8311771E-001, 2.4032064E-001
 8.4007902E+001, 8.6660316E+001, 3.6772293E+002, 5.3391829E+000, 3.8205361E+000, 2.6295285E+000, 1.6560137E+000, 9.9239892E-001, 6.3712168E-001, 4.4869882E-001, 3.4314221E-001, 2.7424806E-001, 2.3258866E-001
 8.5511878E+001, 8.7109085E+001, 3.6747406E+002, 5.2275686E+000, 3.7810781E+000, 2.6057112E+000, 1.6417501E+000, 9.8457670E-001, 6.3416648E-001, 4.4435957E-001, 3.3831379E-001, 2.7165222E-001, 2.3452930E-001
 8.7009185E+001, 8.7274803E+001, 3.6730182E+002, 5.3474107E+000, 3.8013184E+000, 2.6093609E+000, 1.6421598E+000, 9.8520237E-001, 6.3431776E-001, 4.4450429E-001, 3.3856758E-001, 2.6858777E-001, 2.2529413E-001
 8.8515131E+001, 8.7644363E+001, 3.6727203E+002, 5.4067278E+000, 3.8266606E+000, 2.6226983E+000, 1.6485469E+000, 9.9022436E-001, 6.3963479E-001, 4.4551104E-001, 3.4009421E-001, 2.7173811E-001, 2.3313035E-001
 9.0003800E+001, 8.7532089E+001, 3.6717072E+002, 5.4593697E+000, 3.8442991E+000, 2.6319773E+000, 1.6542821E+000, 9.9381626E-001, 6.4382720E-001, 4.6429354E-001, 3.5399663E-001, 2.7684358E-001, 2.3033552E-001
 9.1508306E+001, 8.7270332E+001, 3.6695917E+002, 5.4802222E+000, 3.8335812E+000, 2.6253078E+000, 1.6542616E+000, 9.9548876E-001, 6.3935459E-001, 4.5334911E-001, 3.4859046E-001, 2.8633252E-001, 2.4010602E-001
 9.3012812E+001, 8.7327377E+001, 3.6678226E+002, 5.5728679E+000, 3.8650723E+000, 2.6379380E+000, 1.6563441E+000, 9.9518347E-001, 6.4100951E-001, 4.5088261E-001, 3.4815872E-001, 2.7940610E-001, 2.4339046E-001
 9.4501481E+001, 8.7432350E+001, 3.6664185E+002, 5.3708730E+000, 3.8203919E+000, 2.6271031E+000, 1.6547265E+000, 9.9553597E-001, 6.4248973E-001, 4.5551708E-001, 3.5315365E-001, 2.8181210E-001, 2.4142227E-001
 9.6002758E+001, 8.7417526E+001, 3.6650839E+002, 5.3263965E+000, 3.7972376E+000, 2.6103880E+000, 1.6448158E+000, 9.9013561E-001, 6.4070094E-001, 4.5244786E-001, 3.4764147E-001, 2.7661344E-001, 2.3516546E-001
 9.7506648E+001, 8.7920929E+001, 3.6655817E+002, 5.3739524E+000, 3.8350520E+000, 2.6280720E+000, 1.6542610E+000, 9.9531722E-001, 6.3532966E-001, 4.5841125E-001, 3.5352439E-001, 2.8257161E-001, 2.3447035E-001
 9.9010537E+001, 8.7704018E+001, 3.6651733E+002, 5.3723130E+000, 3.8300252E+000, 2.6230793E+000, 1.6549046E+000, 9.9797350E-001, 6.3950181E-001, 4.6396416E-001, 3.6495951E-001, 2.9644814E-001, 2.4263327E-001
 1.0050709E+002, 8.7865273E+001, 3.6641669E+002, 5.3110828E+000, 3.7913668E+000, 2.6046636E+000, 1.6438842E+000, 9.9222666E-001, 6.4302850E-001, 4.5716345E-001, 3.5503131E-001, 2.8740212E-001, 2.4317186E-001
 1.0200966E+002, 8.8413567E+001, 3.6631332E+002, 5.3542705E+000, 3.8174536E+000, 2.6206768E+000, 1.6541566E+000, 9.9843383E-001, 6.4695269E-001, 4.5874360E-001, 3.5149559E-001, 2.8293052E-001, 2.4121305E-001
 1.0351222E+002, 8.8708130E+001, 3.6623248E+002, 5.3792677E+000, 3.8200164E+000, 2.6136432E+000, 1.6458620E+000, 9.9396032E-001, 6.4622414E-001, 4.5698199E-001, 3.5422179E-001, 2.8491199E-001, 2.4348719E-001
 1.0501479E+002, 8.9099670E+001, 3.6622461E+002, 5.3737388E+000, 3.8335557E+000, 2.6235464E+000, 1.6521585E+000, 9.9767584E-001, 6.4274704E-001, 4.6611342E-001, 3.6080217E-001, 2.9223633E-001, 2.5725216E-001
 1.0650187E+002, 8.9445930E+001, 3.6617743E+002, 5.3759494E+000, 3.8343661E+000, 2.6268640E+000, 1.6566149E+000, 1.0014020E+000, 6.4180785E-001, 4.6706861E-001, 3.6195910E-001, 2.9090747E-001, 2.5834006E-001
 1.0800444E+002, 8.9527931E+001, 3.6597427E+002, 5.3307424E+000, 3.8163762E+000, 2.6193552E+000, 1.6518962E+000, 9.9827319E-001, 6.4771628E-001, 4.6178085E-001, 3.5957673E-001, 2.9042143E-001, 2.4573456E-001
 1.0950701E+002, 8.9518723E+001, 3.6601633E+002, 5.3243070E+000, 3.8068244E+000, 2.6171443E+000, 1.6536325E+000, 1.0003849E+000, 6.5179443E-001, 4.5855772E-001, 3.5875425E-001, 2.9396850E-001, 2.5279659E-001
 1.1100958E+002, 9.0275383E+001, 3.6593579E+002, 5.3589721E+000, 3.8125603E+000, 2.6105142E+000, 1.6474266E+000, 9.9768370E-001, 6.4719641E-001, 4.7370335E-001, 3.6650494E-001, 2.9772669E-001, 2.6706296E-001
 1.1251215E+002, 9.0838203E+001, 3.6591623E+002, 5.3716249E+000, 3.8055174E+000, 2.6134720E+000, 1.6540689E+000, 1.0037572E+000, 6.5284610E-001, 4.6889821E-001, 3.6520407E-001, 2.9294831E-001, 2.4989706E-001
 1.1401472E+002, 9.0999825E+001, 3.6586465E+002, 5.3453193E+000, 3.8180437E+000, 2.6195133E+000, 1.6555299E+000, 1.0039357E+000, 6.4997351E-001, 4.6638331E-001, 3.6010560E-001, 2.8990516E-001, 2.4562153E-001
 1.1550180E+002, 9.0859253E+001, 3.6588599E+002, 5.3574710E+000, 3.8224678E+000, 2.6216292E+000, 1.6566139E+000, 1.0050048E+000, 6.5619630E-001, 4.6325448E-001, 3.6017823E-001, 2.9089651E-001, 2.4843104E-001
 1.1700437E+002, 9.0589043E+001, 3.6576837E+002, 5.3713150E+000, 3.8221037E+000, 2.6221261E+000, 1.6565893E+000, 1.0048354E+000, 6.5771198E-001, 4.6667600E-001, 3.6669144E-001, 3.0210277E-001, 2.6119870E-001
 1.1850694E+002, 9.0374268E+001, 3.6578458E+002, 5.4089742E+000, 3.8285568E+000, 2.6251764E+000, 1.6598848E+000, 1.0076565E+000, 6.5943474E-001, 4.6466672E-001, 3.6191759E-001, 2.9791200E-001, 2.6200932E-001
 1.2000950E+002, 9.0326645E+001, 3.6568115E+002, 5.3829985E+000, 3.8504677E+000, 2.6398406E+000, 1.6658677E+000, 1.0101372E+000, 6.5778124E-001, 4.7447079E-001, 3.7242284E-001, 3.0049670E-001, 2.5771761E-001
 1.2151207E+002, 9.0689705E+001, 3.6570792E+002, 5.3811588E+000, 3.8454740E+000, 2.6293280E+000, 1.6589934E+000, 1.0073103E+000, 6.5548480E-001, 4.7893307E-001, 3.7598661E-001, 3.0260572E-001, 2.6240575E-001
 1.2301464E+002, 9.1020027E+001, 3.6571698E+002, 5.4256701E+000, 3.8619959E+000, 2.6435273E+000, 1.6662517E+000, 1.0104221E+000, 6.6256613E-001, 4.6327466E-001, 3.6392856E-001, 2.9907492E-001, 2.5912133E-001
 1.2450172E+002, 9.1069588E+001, 3.6576477E+002, 5.4364104E+000, 3.8526328E+000, 2.6361022E+000, 1.6632239E+000, 1.0096806E+000, 6.6211647E-001, 4.6477172E-001, 3.6355209E-001, 2.9709882E-001, 2.5493476E-001
 1.2600429E+002, 9.1249214E+001, 3.6567661E+002, 5.4198065E+000, 3.8484459E+000, 2.6386836E+000, 1.6677618E+000, 1.0126557E+000, 6.6374755E-001, 4.6985263E-001, 3.7043151E-001, 3.0617261E-001, 2.7230415E-001
 1.2750686E+002, 9.1210426E+001, 3.6559998E+002, 5.4228029E+000, 3.8410819E+000, 2.6241951E+000, 1.6581534E+000, 1.0081551E+000, 6.5874583E-001, 4.7678104E-001, 3.7162745E-001, 2.9996726E-001, 2.6178911E-001
 1.2900943E+002, 9.0852028E+001, 3.6563007E+002, 5.4095173E+000, 3.8561583E+000, 2.6430061E+000, 1.6714269E+000, 1.0156603E+000, 6.6166109E-001, 4.7911116E-001, 3.7348202E-001, 3.0293772E-001, 2.6631948E-001
 1.3051200E+002, 9.0560844E+001, 3.6562790E+002, 5.3961473E+000, 3.8427672E+000, 2.6362164E+000, 1.6674834E+000, 1.0146819E+000, 6.6757619E-001, 4.7404981E-001, 3.7542367E-001, 3.0696321E-001, 2.7274081E-001
 1.3201457E+002, 9.0617714E+001, 3.6569296E+002, 5.4414101E+000, 3.8730104E+000, 2.6537416E+000, 1.6772419E+000, 1.0200305E+000, 6.6888535E-001, 4.7733113E-001, 3.7674484E-001, 3.0506587E-001, 2.6125029E-001
 1.3350408E+002, 9.0692551E+001, 3.6569418E+002, 5.3909583E+000, 3.8649347E+000, 2.6429377E+000, 1.6707783E+000, 1.0174453E+000, 6.6850471E-001, 4.7503829E-001, 3.7585327E-001, 3.0792621E-001, 2.7394998E-001
 1.3500417E+002, 9.1354889E+001, 3.6570456E+002, 5.4231153E+000, 3.8671601E+000, 2.6456122E+000, 1.6738392E+000, 1.0202990E+000, 6.7051017E-001, 4.7910801E-001, 3.7825891E-001, 3.0870625E-001, 2.6947299E-001
 1.3650287E+002, 9.2072800E+001, 3.6580374E+002, 5.4494872E+000, 3.8618276E+000, 2.6483495E+000, 1.6754209E+000, 1.0219955E+000, 6.6840476E-001, 4.8884892E-001, 3.8770032E-001, 3.1358221E-001, 2.7500278E-001
 1.3800157E+002, 9.1867294E+001, 3.6563437E+002, 5.4281192E+000, 3.8517091E+000, 2.6450925E+000, 1.6766027E+000, 1.0223815E+000, 6.7160261E-001, 4.8569483E-001, 3.8602987E-001, 3.1746912E-001, 2.6960149E-001
 1.3950026E+002, 9.2094963E+001, 3.6568921E+002, 5.4432063E+000, 3.8659117E+000, 2.6500192E+000, 1.6754383E+000, 1.0214697E+000, 6.7220479E-001, 4.8233804E-001, 3.8281569E-001, 3.1683978E-001, 2.7947667E-001
 1.4101425E+002, 9.2398888E+001, 3.6568182E+002, 5.4595675E+000, 3.8612537E+000, 2.6509163E+000, 1.6806968E+000, 1.0262618E+000, 6.6630518E-001, 4.8844498E-001, 3.8210320E-001, 3.1515202E-001, 2.7684698E-001
 1.4251295E+002, 9.2470322E+001, 3.6574112E+002, 5.4834428E+000, 3.8837452E+000, 2.6598439E+000, 1.6850744E+000, 1.0284480E+000, 6.7656100E-001, 4.8758984E-001, 3.8997829E-001, 3.2414994E-001, 2.8583059E-001
 1.4401165E+002, 9.2360069E+001, 3.6577319E+002, 5.4256454E+000, 3.8733432E+000, 2.6526537E+000, 1.6803726E+000, 1.0260471E+000, 6.7323875E-001, 4.8732412E-001, 3.8436228E-001, 3.1634197E-001, 2.7798119E-001
 1.4551035E+002, 9.2316048E+001, 3.6577945E+002, 5.4229093E+000, 3.8730676E+000, 2.6517229E+000, 1.6793478E+000, 1.0254172E+000, 6.7672992E-001, 4.7260937E-001, 3.7839338E-001, 3.2137960E-001, 2.8639525E-001
 1.4700905E+002, 9.3271233E+001, 3.6582050E+002, 5.4452329E+000, 3.8780682E+000, 2.6538186E+000, 1.6811665E+000, 1.0276819E+000, 6.7275149E-001, 4.8617616E-001, 3.8565731E-001, 3.2216352E-001, 2.8299952E-001
 1.4850774E+002, 9.3125053E+001, 3.6587064E+002, 5.4531856E+000, 3.8858120E+000, 2.6585989E+000, 1.6827108E+000, 1.0281849E+000, 6.6487455E-001, 5.0349265E-001, 4.1207290E-001, 3.4335038E-001, 2.8796270E-001
 1.5000644E+002, 9.2528275E+001, 3.6596292E+002, 5.4859281E+000, 3.8889608E+000, 2.6663842E+000, 1.6911030E+000, 1.0344002E+000, 6.8185502E-001, 4.8997462E-001, 3.9433855E-001, 3.3445108E-001, 2.9805750E-001
 1.5150514E+002, 9.2312820E+001, 3.6595221E+002, 5.4727435E+000, 3.8877373E+000, 2.6618748E+000, 1.6866752E+000, 1.0333669E+000, 6.7910510E-001, 4.9175245E-001, 3.9187753E-001, 3.3578035E-001, 3.0044517E-001
 1.5300384E+002, 9.2269501E+001, 3.6600082E+002, 5.4692445E+000, 3.9090297E+000, 2.6807680E+000, 1.6977299E+000, 1.0381970E+000, 6.7358029E-001, 5.0050050E-001, 3.9471430E-001, 3.2655326E-001, 2.8522286E-001
 1.5450253E+002, 9.1989998E+001, 3.6614352E+002, 5.4941278E+000, 3.9083335E+000, 2.6801906E+000, 1.6993788E+000, 1.0413146E+000, 6.8659079E-001, 4.9597889E-001, 3.9787930E-001, 3.3171904E-001, 2.9590374E-001
 1.5600123E+002, 9.2277130E+001, 3.6615533E+002, 5.5033627E+000, 3.9016488E+000, 2.6744003E+000, 1.6919308E+000, 1.0360535E+000, 6.8258357E-001, 4.9455130E-001, 4.0012088E-001, 3.3802289E-001, 2.9532424E-001
 1.5750993E+002, 9.2471664E+001, 3.6609790E+002, 5.4837351E+000, 3.9104943E+000, 2.6856732E+000, 1.7039864E+000, 1.0428721E+000, 6.8679434E-001, 4.9598676E-001, 3.9721018E-001, 3.3313900E-001, 2.9608479E-001
