s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 3.4203274E+002, 6.6394920E+001, 3.5283051E+002, 4.1632233E+000, 3.4100354E+000, 2.5179524E+000, 1.6416982E+000, 1.0053169E+000, 6.6228622E-001, 4.5773521E-001, 3.4228238E-001, 2.6656416E-001, 2.1859442E-001
 3.4350127E+002, 6.5936989E+001, 3.5283826E+002, 4.1615191E+000, 3.4137514E+000, 2.5204251E+000, 1.6418147E+000, 1.0048727E+000, 6.6182768E-001, 4.5722550E-001, 3.4186783E-001, 2.6570353E-001, 2.1717164E-001
 3.4502528E+002, 6.5622093E+001, 3.5284845E+002, 4.1560774E+000, 3.4106522E+000, 2.5244770E+000, 1.6435332E+000, 1.0053172E+000, 6.6154814E-001, 4.5675135E-001, 3.4096646E-001, 2.6424056E-001, 2.1554728E-001
 3.4650603E+002, 6.5269173E+001, 3.5279285E+002, 4.1607289E+000, 3.4203322E+000, 2.5235400E+000, 1.6418681E+000, 1.0029727E+000, 6.6002274E-001, 4.5574939E-001, 3.4026480E-001, 2.6362857E-001, 2.1516067E-001
 3.4802627E+002, 6.4849960E+001, 3.5293991E+002, 4.1451397E+000, 3.4014964E+000, 2.5135355E+000, 1.6399744E+000, 1.0026275E+000, 6.6060996E-001, 4.5633376E-001, 3.4050512E-001, 2.6344737E-001, 2.1471420E-001
 3.4950168E+002, 6.4479599E+001, 3.5299930E+002, 4.1472635E+000, 3.4008014E+000, 2.5216465E+000, 1.6442441E+000, 1.0050601E+000, 6.6103309E-001, 4.5548707E-001, 3.3936182E-001, 2.6234195E-001, 2.1361123E-001
 3.5100146E+002, 6.4149147E+001, 3.5301636E+002, 4.1514316E+000, 3.4088058E+000, 2.5231378E+000, 1.6444721E+000, 1.0043384E+000, 6.5959024E-001, 4.5372087E-001, 3.3756986E-001, 2.6084241E-001, 2.1219435E-001
 3.5250449E+002, 6.3964027E+001, 3.5305203E+002, 4.1463680E+000, 3.4032209E+000, 2.5172329E+000, 1.6397331E+000, 1.0023097E+000, 6.5814167E-001, 4.5235068E-001, 3.3623362E-001, 2.5961190E-001, 2.1109527E-001
 3.5400752E+002, 6.3734913E+001, 3.5312274E+002, 4.1320720E+000, 3.4013019E+000, 2.5131004E+000, 1.6384654E+000, 1.0009857E+000, 6.5781903E-001, 4.5267433E-001, 3.3643997E-001, 2.5939694E-001, 2.1073610E-001
 3.5551055E+002, 6.3450089E+001, 3.5311133E+002, 4.1261039E+000, 3.4064391E+000, 2.5212879E+000, 1.6425381E+000, 1.0023342E+000, 6.5838879E-001, 4.5283377E-001, 3.3639672E-001, 2.5917372E-001, 2.1023157E-001
 3.5701358E+002, 6.3271408E+001, 3.5300488E+002, 4.1285801E+000, 3.4018562E+000, 2.5262842E+000, 1.6455940E+000, 1.0039042E+000, 6.5832531E-001, 4.5192075E-001, 3.3539763E-001, 2.5817844E-001, 2.0920599E-001
 3.5851661E+002, 6.3063820E+001, 3.5317456E+002, 4.1319280E+000, 3.4027517E+000, 2.5222428E+000, 1.6434832E+000, 1.0024731E+000, 6.5717000E-001, 4.5113420E-001, 3.3470353E-001, 2.5750843E-001, 2.0851974E-001
 3.6001964E+002, 6.2708031E+001, 3.5311761E+002, 4.1373100E+000, 3.4014249E+000, 2.5166674E+000, 1.6409463E+000, 1.0013559E+000, 6.5628779E-001, 4.4991410E-001, 3.3343872E-001, 2.5665751E-001, 2.0815232E-001
 3.6152267E+002, 6.2416046E+001, 3.5315259E+002, 4.1251268E+000, 3.4052758E+000, 2.5251875E+000, 1.6439480E+000, 1.0023001E+000, 6.5664047E-001, 4.5000851E-001, 3.3330232E-001, 2.5638649E-001, 2.0774639E-001
 3.6302570E+002, 6.1998543E+001, 3.5323044E+002, 4.1282701E+000, 3.4072046E+000, 2.5270989E+000, 1.6480420E+000, 1.0037543E+000, 6.5689665E-001, 4.5011115E-001, 3.3346793E-001, 2.5620183E-001, 2.0736903E-001
 3.6452873E+002, 6.1766701E+001, 3.5323288E+002, 4.1337786E+000, 3.4080098E+000, 2.5269861E+000, 1.6464089E+000, 1.0028003E+000, 6.5657687E-001, 4.5006180E-001, 3.3326527E-001, 2.5587282E-001, 2.0680189E-001
 3.6603176E+002, 6.1653137E+001, 3.5332248E+002, 4.1151848E+000, 3.3962810E+000, 2.5176597E+000, 1.6433842E+000, 1.0020697E+000, 6.5554518E-001, 4.4847551E-001, 3.3160040E-001, 2.5431409E-001, 2.0537536E-001
 3.6753479E+002, 6.1406261E+001, 3.5342169E+002, 4.1204391E+000, 3.4042807E+000, 2.5188606E+000, 1.6425956E+000, 1.0004832E+000, 6.5445501E-001, 4.4794863E-001, 3.3106577E-001, 2.5323641E-001, 2.0454030E-001
 3.6901529E+002, 6.1256531E+001, 3.5350043E+002, 4.1106124E+000, 3.4076130E+000, 2.5235066E+000, 1.6454467E+000, 1.0020114E+000, 6.5573460E-001, 4.4866005E-001, 3.3159328E-001, 2.5368175E-001, 2.0465440E-001
 3.7051392E+002, 6.1193573E+001, 3.5343558E+002, 4.1156588E+000, 3.4027708E+000, 2.5315540E+000, 1.6487731E+000, 1.0032223E+000, 6.5569663E-001, 4.4840002E-001, 3.3175758E-001, 2.5408733E-001, 2.0471561E-001
 3.7202856E+002, 6.1248188E+001, 3.5346851E+002, 4.1198568E+000, 3.4088426E+000, 2.5273139E+000, 1.6481844E+000, 1.0031424E+000, 6.5573454E-001, 4.4826061E-001, 3.3140719E-001, 2.5378087E-001, 2.0456523E-001
 3.7350798E+002, 6.1182838E+001, 3.5361362E+002, 4.1138096E+000, 3.4028451E+000, 2.5246100E+000, 1.6467007E+000, 1.0030003E+000, 6.5570635E-001, 4.4820714E-001, 3.3109206E-001, 2.5335318E-001, 2.0394881E-001
 3.7502263E+002, 6.1020531E+001, 3.5373740E+002, 4.1156616E+000, 3.4083624E+000, 2.5250630E+000, 1.6476053E+000, 1.0031068E+000, 6.5585995E-001, 4.4834608E-001, 3.3106697E-001, 2.5308874E-001, 2.0349261E-001
 3.7650205E+002, 6.0822929E+001, 3.5372772E+002, 4.1150351E+000, 3.4051681E+000, 2.5271955E+000, 1.6495860E+000, 1.0034863E+000, 6.5574580E-001, 4.4743064E-001, 3.2959080E-001, 2.5190166E-001, 2.0279931E-001
 3.7801669E+002, 6.0803169E+001, 3.5396320E+002, 4.1044364E+000, 3.3922534E+000, 2.5219519E+000, 1.6467648E+000, 1.0018719E+000, 6.5431213E-001, 4.4611338E-001, 3.2857084E-001, 2.5123146E-001, 2.0239387E-001
 3.7953134E+002, 6.0703781E+001, 3.5409735E+002, 4.1188607E+000, 3.4065149E+000, 2.5268838E+000, 1.6501058E+000, 1.0030307E+000, 6.5455562E-001, 4.4632480E-001, 3.2873458E-001, 2.5098425E-001, 2.0190504E-001
 3.8101076E+002, 6.0570663E+001, 3.5404404E+002, 4.1103287E+000, 3.4094596E+000, 2.5380006E+000, 1.6527331E+000, 1.0040174E+000, 6.5523845E-001, 4.4652510E-001, 3.2839039E-001, 2.5044534E-001, 2.0145893E-001
 3.8252540E+002, 6.0494774E+001, 3.5416119E+002, 4.0960331E+000, 3.4016707E+000, 2.5287435E+000, 1.6523366E+000, 1.0047730E+000, 6.5597755E-001, 4.4745019E-001, 3.2936090E-001, 2.5117356E-001, 2.0199266E-001
 3.8400482E+002, 6.0420288E+001, 3.5418762E+002, 4.1098652E+000, 3.4051645E+000, 2.5253015E+000, 1.6506616E+000, 1.0051410E+000, 6.5660572E-001, 4.4826052E-001, 3.3023781E-001, 2.5163427E-001, 2.0179257E-001
 3.8551947E+002, 6.0325523E+001, 3.5420709E+002, 4.1176958E+000, 3.4211929E+000, 2.5318682E+000, 1.6521679E+000, 1.0047064E+000, 6.5552181E-001, 4.4658953E-001, 3.2836431E-001, 2.4994390E-001, 2.0060974E-001
 3.8703411E+002, 6.0199657E+001, 3.5431372E+002, 4.1019225E+000, 3.4105980E+000, 2.5387239E+000, 1.6567600E+000, 1.0060921E+000, 6.5529191E-001, 4.4553062E-001, 3.2690775E-001, 2.4841717E-001, 1.9977574E-001
 3.8851353E+002, 6.0096004E+001, 3.5447232E+002, 4.1035490E+000, 3.4050453E+000, 2.5374572E+000, 1.6581017E+000, 1.0070555E+000, 6.5627325E-001, 4.4671103E-001, 3.2792342E-001, 2.4899805E-001, 1.9990787E-001
 3.9002818E+002, 6.0000572E+001, 3.5463034E+002, 4.1100855E+000, 3.4040577E+000, 2.5290866E+000, 1.6526580E+000, 1.0044121E+000, 6.5519208E-001, 4.4647813E-001, 3.2868710E-001, 2.5006112E-001, 2.0028350E-001
 3.9151283E+002, 5.9929237E+001, 3.5470856E+002, 4.1131091E+000, 3.4232645E+000, 2.5371175E+000, 1.6570898E+000, 1.0056710E+000, 6.5496629E-001, 4.4573024E-001, 3.2829458E-001, 2.5008366E-001, 2.0025173E-001
 3.9302996E+002, 5.9863895E+001, 3.5465121E+002, 4.1130190E+000, 3.4214594E+000, 2.5455322E+000, 1.6599594E+000, 1.0090628E+000, 6.5768158E-001, 4.4689894E-001, 3.2766631E-001, 2.4893808E-001, 1.9978969E-001
 3.9451876E+002, 5.9950016E+001, 3.5483371E+002, 4.0972905E+000, 3.4140749E+000, 2.5403311E+000, 1.6609304E+000, 1.0089582E+000, 6.5804952E-001, 4.4776055E-001, 3.2811591E-001, 2.4876848E-001, 1.9922359E-001
 3.9600756E+002, 6.0035965E+001, 3.5485083E+002, 4.1113329E+000, 3.4136727E+000, 2.5429192E+000, 1.6656593E+000, 1.0110447E+000, 6.5804678E-001, 4.4757703E-001, 3.2880929E-001, 2.4957015E-001, 1.9954260E-001
 3.9753098E+002, 5.9956352E+001, 3.5504050E+002, 4.1142893E+000, 3.4193573E+000, 2.5442352E+000, 1.6611450E+000, 1.0093349E+000, 6.5796250E-001, 4.4793305E-001, 3.2898340E-001, 2.4975316E-001, 1.9939695E-001
 3.9901978E+002, 5.9972637E+001, 3.5524966E+002, 4.1051292E+000, 3.4213557E+000, 2.5392952E+000, 1.6598299E+000, 1.0076761E+000, 6.5632558E-001, 4.4613469E-001, 3.2799622E-001, 2.4917205E-001, 1.9903523E-001
 4.0050858E+002, 5.9989948E+001, 3.5518948E+002, 4.1155143E+000, 3.4235339E+000, 2.5475967E+000, 1.6653817E+000, 1.0101899E+000, 6.5658027E-001, 4.4521680E-001, 3.2682738E-001, 2.4848033E-001, 1.9914348E-001
 4.0203200E+002, 5.9862835E+001, 3.5536890E+002, 4.1141086E+000, 3.4211056E+000, 2.5458050E+000, 1.6676400E+000, 1.0130152E+000, 6.5890330E-001, 4.4688275E-001, 3.2758290E-001, 2.4898258E-001, 1.9936208E-001
 4.0352080E+002, 5.9707909E+001, 3.5545950E+002, 4.1176763E+000, 3.4290106E+000, 2.5472779E+000, 1.6664439E+000, 1.0110308E+000, 6.5907580E-001, 4.4820845E-001, 3.2859790E-001, 2.4925649E-001, 1.9917904E-001
 4.0502332E+002, 5.9552139E+001, 3.5534564E+002, 4.1087866E+000, 3.4193432E+000, 2.5455649E+000, 1.6649655E+000, 1.0113043E+000, 6.5932465E-001, 4.4865045E-001, 3.2888442E-001, 2.4911983E-001, 1.9887908E-001
 4.0651866E+002, 5.9274971E+001, 3.5557877E+002, 4.1043143E+000, 3.4302771E+000, 2.5501914E+000, 1.6705616E+000, 1.0139954E+000, 6.6055095E-001, 4.4889164E-001, 3.2921806E-001, 2.4915239E-001, 1.9870979E-001
 4.0801400E+002, 5.9191109E+001, 3.5554041E+002, 4.1119342E+000, 3.4265738E+000, 2.5493915E+000, 1.6685086E+000, 1.0135425E+000, 6.5997052E-001, 4.4807976E-001, 3.2879940E-001, 2.4934836E-001, 1.9870827E-001
 4.0950934E+002, 5.9174561E+001, 3.5564929E+002, 4.1135530E+000, 3.4280570E+000, 2.5499415E+000, 1.6697474E+000, 1.0140634E+000, 6.6030711E-001, 4.4801807E-001, 3.2822403E-001, 2.4880506E-001, 1.9858575E-001
 4.1100780E+002, 5.9293358E+001, 3.5573862E+002, 4.1117773E+000, 3.4367895E+000, 2.5572865E+000, 1.6750566E+000, 1.0163141E+000, 6.6203249E-001, 4.4946101E-001, 3.2906654E-001, 2.4916390E-001, 1.9867375E-001
 4.1251560E+002, 5.9255524E+001, 3.5582019E+002, 4.1107287E+000, 3.4284880E+000, 2.5585074E+000, 1.6783521E+000, 1.0190814E+000, 6.6337752E-001, 4.5021871E-001, 3.2990867E-001, 2.4973184E-001, 1.9890793E-001
 4.1402340E+002, 5.9248413E+001, 3.5599280E+002, 4.1191149E+000, 3.4359138E+000, 2.5600631E+000, 1.6761721E+000, 1.0166835E+000, 6.6222245E-001, 4.4996679E-001, 3.2973337E-001, 2.4959561E-001, 1.9804527E-001
 4.1553120E+002, 5.9211193E+001, 3.5597141E+002, 4.1165404E+000, 3.4365432E+000, 2.5593495E+000, 1.6767250E+000, 1.0175431E+000, 6.6205418E-001, 4.4942132E-001, 3.2938448E-001, 2.4916534E-001, 1.9781883E-001
 4.1700474E+002, 5.9490555E+001, 3.5621884E+002, 4.1090546E+000, 3.4344897E+000, 2.5652549E+000, 1.6822344E+000, 1.0206654E+000, 6.6350096E-001, 4.4946131E-001, 3.2866785E-001, 2.4861154E-001, 1.9816744E-001
 4.1851254E+002, 5.9463806E+001, 3.5624667E+002, 4.1236234E+000, 3.4427445E+000, 2.5605829E+000, 1.6782006E+000, 1.0191199E+000, 6.6272891E-001, 4.4867671E-001, 3.2806879E-001, 2.4843541E-001, 1.9828780E-001
 4.2002034E+002, 5.9220631E+001, 3.5632364E+002, 4.1178622E+000, 3.4409575E+000, 2.5671623E+000, 1.6814384E+000, 1.0206785E+000, 6.6433644E-001, 4.5007032E-001, 3.2930213E-001, 2.4915950E-001, 1.9861653E-001
 4.2152814E+002, 5.9130367E+001, 3.5644095E+002, 4.1215105E+000, 3.4528892E+000, 2.5730722E+000, 1.6865495E+000, 1.0231394E+000, 6.6680396E-001, 4.5250356E-001, 3.3107102E-001, 2.5011429E-001, 1.9829276E-001
 4.2300167E+002, 5.9146454E+001, 3.5642480E+002, 4.1228127E+000, 3.4362957E+000, 2.5616269E+000, 1.6826760E+000, 1.0224947E+000, 6.6658473E-001, 4.5171210E-001, 3.3026263E-001, 2.4986081E-001, 1.9804113E-001
 4.2450947E+002, 5.9278332E+001, 3.5677429E+002, 4.1213388E+000, 3.4476352E+000, 2.5673380E+000, 1.6863172E+000, 1.0238634E+000, 6.6640997E-001, 4.5154697E-001, 3.2998443E-001, 2.4934469E-001, 1.9822098E-001
 4.2601728E+002, 5.9440407E+001, 3.5677417E+002, 4.1255784E+000, 3.4601927E+000, 2.5767312E+000, 1.6892329E+000, 1.0249193E+000, 6.6599411E-001, 4.5092779E-001, 3.2939681E-001, 2.4859381E-001, 1.9799574E-001
 4.2751794E+002, 5.9371098E+001, 3.5675940E+002, 4.1240997E+000, 3.4478779E+000, 2.5758812E+000, 1.6903847E+000, 1.0260153E+000, 6.6642684E-001, 4.5086086E-001, 3.2905161E-001, 2.4840575E-001, 1.9778930E-001
 4.2902214E+002, 5.9491196E+001, 3.5703580E+002, 4.1269751E+000, 3.4545329E+000, 2.5778136E+000, 1.6942817E+000, 1.0282425E+000, 6.6958749E-001, 4.5337030E-001, 3.3092931E-001, 2.4972174E-001, 1.9861057E-001
 4.3050178E+002, 5.9560757E+001, 3.5708801E+002, 4.1314235E+000, 3.4569385E+000, 2.5813951E+000, 1.6960163E+000, 1.0287851E+000, 6.7015821E-001, 4.5479080E-001, 3.3230752E-001, 2.5049025E-001, 1.9846697E-001
 4.3202133E+002, 5.9505653E+001, 3.5726926E+002, 4.1291738E+000, 3.4554224E+000, 2.5798149E+000, 1.6937428E+000, 1.0289812E+000, 6.6932803E-001, 4.5347384E-001, 3.3130926E-001, 2.4970670E-001, 1.9778416E-001
 4.3352062E+002, 5.9301205E+001, 3.5736371E+002, 4.1287694E+000, 3.4645402E+000, 2.5791605E+000, 1.6947700E+000, 1.0286938E+000, 6.6800988E-001, 4.5190594E-001, 3.3027226E-001, 2.4930421E-001, 1.9795300E-001
 4.3500640E+002, 5.9327370E+001, 3.5733621E+002, 4.1336141E+000, 3.4631317E+000, 2.5892570E+000, 1.6962157E+000, 1.0297588E+000, 6.6952389E-001, 4.5244679E-001, 3.3002883E-001, 2.4900714E-001, 1.9804004E-001
 4.3652933E+002, 5.9232063E+001, 3.5751587E+002, 4.1329412E+000, 3.4598591E+000, 2.5824456E+000, 1.7004776E+000, 1.0315660E+000, 6.7080414E-001, 4.5361626E-001, 3.3074999E-001, 2.4937557E-001, 1.9811419E-001
 4.3802448E+002, 5.8987015E+001, 3.5773587E+002, 4.1398196E+000, 3.4636493E+000, 2.5825965E+000, 1.6994679E+000, 1.0312052E+000, 6.7133975E-001, 4.5483211E-001, 3.3208525E-001, 2.5033924E-001, 1.9873241E-001
 4.3952657E+002, 5.8900043E+001, 3.5772040E+002, 4.1490912E+000, 3.4765923E+000, 2.5927210E+000, 1.7033367E+000, 1.0340265E+000, 6.7270428E-001, 4.5565799E-001, 3.3278009E-001, 2.5078672E-001, 1.9875920E-001
 4.4100269E+002, 5.9000862E+001, 3.5773343E+002, 4.1481075E+000, 3.4706950E+000, 2.5905921E+000, 1.7051152E+000, 1.0360317E+000, 6.7387646E-001, 4.5565903E-001, 3.3208415E-001, 2.4986422E-001, 1.9728574E-001
 4.4253043E+002, 5.9098167E+001, 3.5808170E+002, 4.1320624E+000, 3.4667349E+000, 2.5854685E+000, 1.7002844E+000, 1.0329558E+000, 6.7170781E-001, 4.5433369E-001, 3.3126402E-001, 2.4902157E-001, 1.9689757E-001
 4.4402680E+002, 5.9143429E+001, 3.5815054E+002, 4.1475420E+000, 3.4814873E+000, 2.5910327E+000, 1.7023656E+000, 1.0341343E+000, 6.7284960E-001, 4.5567605E-001, 3.3239660E-001, 2.4962409E-001, 1.9771910E-001
 4.4551745E+002, 5.9148346E+001, 3.5815067E+002, 4.1413717E+000, 3.4847569E+000, 2.6029272E+000, 1.7109504E+000, 1.0381534E+000, 6.7511493E-001, 4.5699924E-001, 3.3336082E-001, 2.5047100E-001, 1.9862668E-001
 4.4701459E+002, 5.9167576E+001, 3.5839478E+002, 4.1382322E+000, 3.4752312E+000, 2.5981777E+000, 1.7113485E+000, 1.0386834E+000, 6.7536944E-001, 4.5735505E-001, 3.3403802E-001, 2.5125745E-001, 1.9890541E-001
 4.4851173E+002, 5.9085274E+001, 3.5848312E+002, 4.1523662E+000, 3.4805124E+000, 2.5970495E+000, 1.7103193E+000, 1.0391395E+000, 6.7562467E-001, 4.5711529E-001, 3.3367655E-001, 2.5113335E-001, 1.9760652E-001
 4.5000887E+002, 5.9080624E+001, 3.5847644E+002, 4.1551685E+000, 3.4906557E+000, 2.6056170E+000, 1.7139821E+000, 1.0414553E+000, 6.7648870E-001, 4.5689476E-001, 3.3308408E-001, 2.5050953E-001, 1.9810838E-001
 4.5150601E+002, 5.9121376E+001, 3.5855301E+002, 4.1565309E+000, 3.4956541E+000, 2.6111813E+000, 1.7187517E+000, 1.0421546E+000, 6.7702961E-001, 4.5761842E-001, 3.3360398E-001, 2.5119928E-001, 1.9914852E-001
 4.5300315E+002, 5.9329857E+001, 3.5872989E+002, 4.1594591E+000, 3.4895008E+000, 2.6127033E+000, 1.7181751E+000, 1.0432142E+000, 6.7772287E-001, 4.5805854E-001, 3.3402446E-001, 2.5161132E-001, 1.9944356E-001
 4.5450028E+002, 5.9443474E+001, 3.5895624E+002, 4.1535735E+000, 3.4819303E+000, 2.5989726E+000, 1.7192903E+000, 1.0455612E+000, 6.7979443E-001, 4.5970941E-001, 3.3513385E-001, 2.5192985E-001, 1.9913816E-001
 4.5603307E+002, 5.9194939E+001, 3.5913071E+002, 4.1588979E+000, 3.5000200E+000, 2.6072149E+000, 1.7203937E+000, 1.0462228E+000, 6.8058610E-001, 4.6028009E-001, 3.3559895E-001, 2.5220382E-001, 1.9834408E-001
 4.5753021E+002, 5.9108929E+001, 3.5913666E+002, 4.1585288E+000, 3.4969771E+000, 2.6158044E+000, 1.7202554E+000, 1.0437510E+000, 6.7729712E-001, 4.5698312E-001, 3.3279452E-001, 2.5010747E-001, 1.9761707E-001
 4.5902735E+002, 5.8989384E+001, 3.5926611E+002, 4.1609411E+000, 3.4940314E+000, 2.6110990E+000, 1.7236661E+000, 1.0460275E+000, 6.7936152E-001, 4.5835087E-001, 3.3291250E-001, 2.4908452E-001, 1.9716395E-001
 4.6052448E+002, 5.8977142E+001, 3.5932910E+002, 4.1770468E+000, 3.5058086E+000, 2.6234426E+000, 1.7277360E+000, 1.0483345E+000, 6.8094295E-001, 4.5963818E-001, 3.3433300E-001, 2.5048918E-001, 1.9826387E-001
 4.6202162E+002, 5.9026680E+001, 3.5937976E+002, 4.1686316E+000, 3.5068891E+000, 2.6225238E+000, 1.7271826E+000, 1.0484395E+000, 6.8132561E-001, 4.6097094E-001, 3.3594891E-001, 2.5226948E-001, 1.9958232E-001
 4.6351876E+002, 5.9013783E+001, 3.5969452E+002, 4.1661015E+000, 3.4967797E+000, 2.6074207E+000, 1.7224293E+000, 1.0490139E+000, 6.8238473E-001, 4.6218258E-001, 3.3701739E-001, 2.5298959E-001, 1.9966622E-001
 4.6503032E+002, 5.8899235E+001, 3.5978671E+002, 4.1868706E+000, 3.5153935E+000, 2.6158345E+000, 1.7247622E+000, 1.0494008E+000, 6.8177789E-001, 4.6069607E-001, 3.3534217E-001, 2.5140524E-001, 1.9848882E-001
 4.6653268E+002, 5.8965641E+001, 3.5994110E+002, 4.1825476E+000, 3.5211394E+000, 2.6261477E+000, 1.7297916E+000, 1.0496116E+000, 6.8171221E-001, 4.6008500E-001, 3.3443683E-001, 2.5046983E-001, 1.9786237E-001
 4.6800010E+002, 5.8991787E+001, 3.6004617E+002, 4.1718922E+000, 3.5028813E+000, 2.6217256E+000, 1.7291496E+000, 1.0500001E+000, 6.8189484E-001, 4.6012962E-001, 3.3513427E-001, 2.5130877E-001, 1.9824864E-001
 4.6950246E+002, 5.8954258E+001, 3.6020352E+002, 4.1815124E+000, 3.5138743E+000, 2.6252165E+000, 1.7334702E+000, 1.0535181E+000, 6.8401182E-001, 4.6144614E-001, 3.3593029E-001, 2.5235513E-001, 1.9938217E-001
 4.7100482E+002, 5.8954041E+001, 3.6022513E+002, 4.1859159E+000, 3.5258043E+000, 2.6347752E+000, 1.7377648E+000, 1.0562727E+000, 6.8597186E-001, 4.6290109E-001, 3.3693206E-001, 2.5299188E-001, 1.9997209E-001
 4.7250718E+002, 5.8971867E+001, 3.6020685E+002, 4.1833439E+000, 3.5199461E+000, 2.6336753E+000, 1.7389436E+000, 1.0579346E+000, 6.8755758E-001, 4.6446311E-001, 3.3787620E-001, 2.5336748E-001, 1.9992477E-001
 4.7400154E+002, 5.8928249E+001, 3.6033209E+002, 4.1892433E+000, 3.5187533E+000, 2.6283514E+000, 1.7393059E+000, 1.0569884E+000, 6.8726444E-001, 4.6458849E-001, 3.3785310E-001, 2.5271904E-001, 1.9849546E-001
 4.7551309E+002, 5.8857624E+001, 3.6049167E+002, 4.1966281E+000, 3.5289729E+000, 2.6361110E+000, 1.7372624E+000, 1.0555034E+000, 6.8655163E-001, 4.6380597E-001, 3.3729362E-001, 2.5242740E-001, 1.9806740E-001
 4.7703091E+002, 5.8570831E+001, 3.6061600E+002, 4.1965194E+000, 3.5275316E+000, 2.6328714E+000, 1.7407643E+000, 1.0561705E+000, 6.8602568E-001, 4.6310738E-001, 3.3724833E-001, 2.5331751E-001, 1.9888957E-001
 4.7851423E+002, 5.8467686E+001, 3.6078598E+002, 4.2007160E+000, 3.5391088E+000, 2.6415074E+000, 1.7407885E+000, 1.0565913E+000, 6.8645805E-001, 4.6351895E-001, 3.3722672E-001, 2.5377434E-001, 1.9992819E-001
 4.8003205E+002, 5.8698410E+001, 3.6081744E+002, 4.1989570E+000, 3.5391109E+000, 2.6473150E+000, 1.7465878E+000, 1.0614960E+000, 6.8962592E-001, 4.6524060E-001, 3.3821768E-001, 2.5412101E-001, 2.0056549E-001
 4.8151538E+002, 5.8860676E+001, 3.6099063E+002, 4.1972132E+000, 3.5401413E+000, 2.6482515E+000, 1.7499554E+000, 1.0631593E+000, 6.9143909E-001, 4.6694717E-001, 3.3949211E-001, 2.5469708E-001, 2.0090082E-001
 4.8302159E+002, 5.8887375E+001, 3.6106921E+002, 4.1994352E+000, 3.5405097E+000, 2.6488061E+000, 1.7449019E+000, 1.0597744E+000, 6.8970948E-001, 4.6651569E-001, 3.3996087E-001, 2.5496191E-001, 2.0033081E-001
 4.8451979E+002, 5.8798466E+001, 3.6099402E+002, 4.2039413E+000, 3.5484695E+000, 2.6456058E+000, 1.7468777E+000, 1.0612007E+000, 6.8917048E-001, 4.6510911E-001, 3.3832270E-001, 2.5364095E-001, 1.9979970E-001
 4.8601458E+002, 5.8770092E+001, 3.6119629E+002, 4.2016096E+000, 3.5572765E+000, 2.6581733E+000, 1.7533804E+000, 1.0641009E+000, 6.9025135E-001, 4.6428150E-001, 3.3672944E-001, 2.5214532E-001, 1.9951743E-001
 4.8750938E+002, 5.8726288E+001, 3.6136975E+002, 4.2067122E+000, 3.5437865E+000, 2.6587880E+000, 1.7542113E+000, 1.0646465E+000, 6.9229871E-001, 4.6663049E-001, 3.3815441E-001, 2.5300491E-001, 1.9980294E-001
 4.8901228E+002, 5.8745243E+001, 3.6153134E+002, 4.2267289E+000, 3.5473475E+000, 2.6514966E+000, 1.7568699E+000, 1.0662819E+000, 6.9309473E-001, 4.6822664E-001, 3.3996826E-001, 2.5453758E-001, 2.0058075E-001
 4.9052823E+002, 5.8677231E+001, 3.6167780E+002, 4.2301602E+000, 3.5609806E+000, 2.6582978E+000, 1.7599336E+000, 1.0692474E+000, 6.9423795E-001, 4.6905658E-001, 3.4119511E-001, 2.5558135E-001, 2.0100953E-001
 4.9200720E+002, 5.8506786E+001, 3.6178610E+002, 4.2200799E+000, 3.5557230E+000, 2.6542559E+000, 1.7572277E+000, 1.0680857E+000, 6.9388914E-001, 4.6839848E-001, 3.4073755E-001, 2.5556871E-001, 2.0075780E-001
 4.9352315E+002, 5.8591919E+001, 3.6188477E+002, 4.2257361E+000, 3.5572305E+000, 2.6569645E+000, 1.7552972E+000, 1.0660380E+000, 6.9214737E-001, 4.6688968E-001, 3.3921334E-001, 2.5374022E-001, 1.9998452E-001
 4.9500212E+002, 5.8683277E+001, 3.6204987E+002, 4.2252531E+000, 3.5659804E+000, 2.6636117E+000, 1.7583232E+000, 1.0684099E+000, 6.9337606E-001, 4.6763194E-001, 3.3957967E-001, 2.5364146E-001, 2.0007868E-001
 4.9651807E+002, 5.8794453E+001, 3.6212677E+002, 4.2303376E+000, 3.5668044E+000, 2.6674907E+000, 1.7659447E+000, 1.0717695E+000, 6.9577473E-001, 4.6948579E-001, 3.4115621E-001, 2.5502333E-001, 2.0092908E-001
 4.9803402E+002, 5.8997471E+001, 3.6220071E+002, 4.2336483E+000, 3.5692089E+000, 2.6760833E+000, 1.7687305E+000, 1.0739906E+000, 6.9762641E-001, 4.7091064E-001, 3.4222773E-001, 2.5604790E-001, 2.0149961E-001
 4.9950190E+002, 5.9066444E+001, 3.6236832E+002, 4.2325964E+000, 3.5676444E+000, 2.6673121E+000, 1.7680674E+000, 1.0731536E+000, 6.9713664E-001, 4.7066379E-001, 3.4222433E-001, 2.5619489E-001, 2.0139849E-001
 5.0102732E+002, 5.8961613E+001, 3.6246567E+002, 4.2470508E+000, 3.5711324E+000, 2.6674776E+000, 1.7633218E+000, 1.0700616E+000, 6.9534993E-001, 4.6956694E-001, 3.4153020E-001, 2.5584960E-001, 2.0126386E-001
