m,m,m,kg/m2,m,m,m,kW/m2
Mass per Area-x,Mass per Area-y,Mass per Area-z,Mass per Area,Incident Heat Flux-x,Incident Heat Flux-y,Incident Heat Flux-z,Incident Heat Flu
 1.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7912049E+000, 1.0000000E-001, 0.0000000E+000, 0.0000000E+000, 9.9878246E-001
 1.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7912049E+000, 2.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.0966203E+000
 1.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7749113E+000, 3.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.1751083E+000
 1.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7749113E+000, 4.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.3185369E+000
 1.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7606847E+000, 5.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.5528276E+000
 1.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7606847E+000, 6.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.9254955E+000
 1.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7480424E+000, 7.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.6022735E+000
 1.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7480424E+000, 8.0000000E-001, 0.0000000E+000, 0.0000000E+000, 3.7019873E+000
 1.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7370912E+000, 9.0000000E-001, 0.0000000E+000, 0.0000000E+000, 5.1716917E+000
 1.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7370912E+000, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6784032E+000
 2.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7278965E+000, 1.1000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1262564E+001
 2.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7278965E+000, 1.2000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3602325E+001
 2.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7202849E+000,NaN,NaN,NaN,NaN
 2.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7202849E+000,NaN,NaN,NaN,NaN
 2.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7138207E+000,NaN,NaN,NaN,NaN
 2.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7138207E+000,NaN,NaN,NaN,NaN
 2.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7078300E+000,NaN,NaN,NaN,NaN
 2.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7078300E+000,NaN,NaN,NaN,NaN
 2.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7015632E+000,NaN,NaN,NaN,NaN
 2.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7015632E+000,NaN,NaN,NaN,NaN
 3.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6944932E+000,NaN,NaN,NaN,NaN
 3.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6944932E+000,NaN,NaN,NaN,NaN
 3.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6864492E+000,NaN,NaN,NaN,NaN
 3.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6864492E+000,NaN,NaN,NaN,NaN
 3.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6772750E+000,NaN,NaN,NaN,NaN
 3.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6772750E+000,NaN,NaN,NaN,NaN
 3.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6667366E+000,NaN,NaN,NaN,NaN
 3.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6667366E+000,NaN,NaN,NaN,NaN
 3.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6548212E+000,NaN,NaN,NaN,NaN
 3.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6548212E+000,NaN,NaN,NaN,NaN
 4.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6414989E+000,NaN,NaN,NaN,NaN
 4.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6414989E+000,NaN,NaN,NaN,NaN
 4.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6268766E+000,NaN,NaN,NaN,NaN
 4.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6268766E+000,NaN,NaN,NaN,NaN
 4.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6109080E+000,NaN,NaN,NaN,NaN
 4.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6109080E+000,NaN,NaN,NaN,NaN
 4.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.5935479E+000,NaN,NaN,NaN,NaN
 4.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.5935479E+000,NaN,NaN,NaN,NaN
 4.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.5748584E+000,NaN,NaN,NaN,NaN
 4.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.5748584E+000,NaN,NaN,NaN,NaN
 5.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.5547279E+000,NaN,NaN,NaN,NaN
 5.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.5547279E+000,NaN,NaN,NaN,NaN
