m,m,m,kg/m2,m,m,m,kW/m2
Mass per Area-x,Mass per Area-y,Mass per Area-z,Mass per Area,Incident Heat Flux-x,Incident Heat Flux-y,Incident Heat Flux-z,Incident Heat Flu
 1.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3930423E+000, 1.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.0485720E+000
 1.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3930423E+000, 2.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.1536847E+000
 1.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3787163E+000, 3.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.2506151E+000
 1.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3787163E+000, 4.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.4222414E+000
 1.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3662867E+000, 5.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.6843186E+000
 1.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3662867E+000, 6.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.0702474E+000
 1.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3553128E+000, 7.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.7321334E+000
 1.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3553128E+000, 8.0000000E-001, 0.0000000E+000, 0.0000000E+000, 3.8133333E+000
 1.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3458955E+000, 9.0000000E-001, 0.0000000E+000, 0.0000000E+000, 5.3060746E+000
 1.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3458955E+000, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5661365E+000
 2.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3382152E+000, 1.1000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1062682E+001
 2.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3382152E+000, 1.2000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3333905E+001
 2.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3323715E+000,NaN,NaN,NaN,NaN
 2.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3323715E+000,NaN,NaN,NaN,NaN
 2.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3283018E+000,NaN,NaN,NaN,NaN
 2.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3283018E+000,NaN,NaN,NaN,NaN
 2.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3252650E+000,NaN,NaN,NaN,NaN
 2.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3252650E+000,NaN,NaN,NaN,NaN
 2.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3226831E+000,NaN,NaN,NaN,NaN
 2.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3226831E+000,NaN,NaN,NaN,NaN
 3.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3202983E+000,NaN,NaN,NaN,NaN
 3.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3202983E+000,NaN,NaN,NaN,NaN
 3.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3180218E+000,NaN,NaN,NaN,NaN
 3.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3180218E+000,NaN,NaN,NaN,NaN
 3.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3158674E+000,NaN,NaN,NaN,NaN
 3.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3158674E+000,NaN,NaN,NaN,NaN
 3.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3138501E+000,NaN,NaN,NaN,NaN
 3.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3138501E+000,NaN,NaN,NaN,NaN
 3.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3119980E+000,NaN,NaN,NaN,NaN
 3.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3119980E+000,NaN,NaN,NaN,NaN
 4.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3102828E+000,NaN,NaN,NaN,NaN
 4.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3102828E+000,NaN,NaN,NaN,NaN
 4.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3086314E+000,NaN,NaN,NaN,NaN
 4.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3086314E+000,NaN,NaN,NaN,NaN
 4.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.3070647E+000,NaN,NaN,NaN,NaN
