m,m,m,kg/m2,m,m,m,kW/m2
Mass per Area-x,Mass per Area-y,Mass per Area-z,Mass per Area,Incident Heat Flux-x,Incident Heat Flux-y,Incident Heat Flux-z,Incident Heat Flu
 1.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383121E+000, 1.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.8002717E+000
 1.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383121E+000, 2.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.8885029E+000
 1.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383066E+000, 3.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.9440824E+000
 1.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383066E+000, 4.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.0647680E+000
 1.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383009E+000, 5.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.2993639E+000
 1.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383009E+000, 6.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.6237285E+000
 1.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382952E+000, 7.0000000E-001, 0.0000000E+000, 0.0000000E+000, 3.1840018E+000
 1.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382952E+000, 8.0000000E-001, 0.0000000E+000, 0.0000000E+000, 4.1243921E+000
 1.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382898E+000, 9.0000000E-001, 0.0000000E+000, 0.0000000E+000, 5.5157953E+000
 1.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382898E+000, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6827220E+000
 2.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382849E+000, 1.1000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0771198E+001
 2.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382849E+000, 1.2000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2798689E+001
 2.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382805E+000,NaN,NaN,NaN,NaN
 2.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382805E+000,NaN,NaN,NaN,NaN
 2.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382766E+000,NaN,NaN,NaN,NaN
 2.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382766E+000,NaN,NaN,NaN,NaN
 2.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382729E+000,NaN,NaN,NaN,NaN
 2.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382729E+000,NaN,NaN,NaN,NaN
 2.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382693E+000,NaN,NaN,NaN,NaN
 2.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382693E+000,NaN,NaN,NaN,NaN
 3.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382656E+000,NaN,NaN,NaN,NaN
 3.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382656E+000,NaN,NaN,NaN,NaN
 3.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382614E+000,NaN,NaN,NaN,NaN
 3.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382614E+000,NaN,NaN,NaN,NaN
 3.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382569E+000,NaN,NaN,NaN,NaN
 3.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382569E+000,NaN,NaN,NaN,NaN
 3.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382517E+000,NaN,NaN,NaN,NaN
 3.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382517E+000,NaN,NaN,NaN,NaN
 3.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2382459E+000,NaN,NaN,NaN,NaN
