s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 3.9302892E+002, 7.0846542E+001, 4.2193259E+002, 6.1614494E+000, 5.1407447E+000, 3.7858853E+000, 2.4872663E+000, 1.5151358E+000, 9.7860610E-001, 6.5801436E-001, 4.7616202E-001, 3.5526001E-001, 2.7880409E-001
 3.9450529E+002, 7.0540756E+001, 4.2179138E+002, 6.1360683E+000, 5.1558456E+000, 3.7911723E+000, 2.4881909E+000, 1.5141819E+000, 9.7604012E-001, 6.5507394E-001, 4.7466576E-001, 3.5505718E-001, 2.7945694E-001
 3.9601307E+002, 7.0168144E+001, 4.2192487E+002, 6.1215215E+000, 5.1243801E+000, 3.7825861E+000, 2.4935491E+000, 1.5193934E+000, 9.7993582E-001, 6.5668565E-001, 4.7489828E-001, 3.5508004E-001, 2.7945399E-001
 3.9752086E+002, 7.0010368E+001, 4.2189227E+002, 6.1389022E+000, 5.1479521E+000, 3.7937939E+000, 2.4967821E+000, 1.5197046E+000, 9.8040235E-001, 6.5712816E-001, 4.7485110E-001, 3.5503685E-001, 2.7903914E-001
 3.9902864E+002, 6.9865410E+001, 4.2179031E+002, 6.1396441E+000, 5.1490355E+000, 3.7915080E+000, 2.4914966E+000, 1.5149546E+000, 9.7699970E-001, 6.5643066E-001, 4.7513238E-001, 3.5503590E-001, 2.7867666E-001
 4.0050501E+002, 6.9740654E+001, 4.2178152E+002, 6.1374397E+000, 5.1266541E+000, 3.7860301E+000, 2.4920053E+000, 1.5187484E+000, 9.7944850E-001, 6.5752649E-001, 4.7564149E-001, 3.5498992E-001, 2.7840576E-001
 4.0201280E+002, 6.9439621E+001, 4.2190652E+002, 6.1457052E+000, 5.1345696E+000, 3.7857797E+000, 2.4929948E+000, 1.5181301E+000, 9.8022032E-001, 6.5903980E-001, 4.7683078E-001, 3.5532060E-001, 2.7849337E-001
 4.0352058E+002, 6.9387108E+001, 4.2179901E+002, 6.1350904E+000, 5.1412749E+000, 3.7867877E+000, 2.4899614E+000, 1.5164515E+000, 9.7733384E-001, 6.5610874E-001, 4.7604564E-001, 3.5586336E-001, 2.7887911E-001
 4.0502836E+002, 6.9620514E+001, 4.2188907E+002, 6.1270638E+000, 5.1362863E+000, 3.8022845E+000, 2.5011010E+000, 1.5226045E+000, 9.8062479E-001, 6.5708691E-001, 4.7553140E-001, 3.5535428E-001, 2.7887279E-001
 4.0650474E+002, 6.9656799E+001, 4.2194507E+002, 6.1331878E+000, 5.1288304E+000, 3.8024657E+000, 2.5016971E+000, 1.5249735E+000, 9.8521817E-001, 6.6033840E-001, 4.7650447E-001, 3.5489228E-001, 2.7853391E-001
 4.0801252E+002, 6.9869759E+001, 4.2181540E+002, 6.1431155E+000, 5.1337180E+000, 3.8018184E+000, 2.5026410E+000, 1.5252233E+000, 9.8429328E-001, 6.6050363E-001, 4.7716594E-001, 3.5544771E-001, 2.7861300E-001
 4.0952031E+002, 6.9941406E+001, 4.2186450E+002, 6.1386638E+000, 5.1476398E+000, 3.8042490E+000, 2.4997377E+000, 1.5241860E+000, 9.8245847E-001, 6.5875280E-001, 4.7667229E-001, 3.5548282E-001, 2.7813515E-001
 4.1102809E+002, 6.9896332E+001, 4.2184372E+002, 6.1221571E+000, 5.1262975E+000, 3.7897248E+000, 2.4926789E+000, 1.5215354E+000, 9.8068827E-001, 6.5710521E-001, 4.7487897E-001, 3.5404268E-001, 2.7793047E-001
 4.1250446E+002, 6.9726799E+001, 4.2193408E+002, 6.1369720E+000, 5.1463189E+000, 3.7974660E+000, 2.4977353E+000, 1.5249699E+000, 9.8426765E-001, 6.5942663E-001, 4.7556049E-001, 3.5427251E-001, 2.7858037E-001
 4.1401225E+002, 6.9714989E+001, 4.2185608E+002, 6.1323833E+000, 5.1615438E+000, 3.8075178E+000, 2.5053165E+000, 1.5275087E+000, 9.8664075E-001, 6.6184032E-001, 4.7800800E-001, 3.5598648E-001, 2.7876794E-001
 4.1551567E+002, 6.9767952E+001, 4.2181409E+002, 6.1280980E+000, 5.1410027E+000, 3.8053212E+000, 2.5095060E+000, 1.5323170E+000, 9.8770624E-001, 6.6212183E-001, 4.7854266E-001, 3.5662749E-001, 2.7842966E-001
 4.1700816E+002, 6.9767906E+001, 4.2179092E+002, 6.1316133E+000, 5.1460481E+000, 3.7963350E+000, 2.5022881E+000, 1.5309241E+000, 9.8929691E-001, 6.6332042E-001, 4.7843638E-001, 3.5577023E-001, 2.7874509E-001
 4.1850347E+002, 6.9516304E+001, 4.2171597E+002, 6.1287842E+000, 5.1536565E+000, 3.8036618E+000, 2.5052276E+000, 1.5298154E+000, 9.8665869E-001, 6.6180754E-001, 4.7783875E-001, 3.5617879E-001, 2.7944252E-001
 4.2002130E+002, 6.9401009E+001, 4.2198828E+002, 6.1197157E+000, 5.1513739E+000, 3.8025918E+000, 2.5033560E+000, 1.5298090E+000, 9.8869318E-001, 6.6426712E-001, 4.7984526E-001, 3.5726681E-001, 2.7951014E-001
 4.2150816E+002, 6.9443077E+001, 4.2193735E+002, 6.1223598E+000, 5.1556869E+000, 3.8087995E+000, 2.5091386E+000, 1.5344999E+000, 9.9117243E-001, 6.6498858E-001, 4.8016265E-001, 3.5700172E-001, 2.7880839E-001
 4.2302879E+002, 6.9384575E+001, 4.2197314E+002, 6.1292906E+000, 5.1379008E+000, 3.8064682E+000, 2.5079689E+000, 1.5317913E+000, 9.8972011E-001, 6.6319102E-001, 4.7862732E-001, 3.5632598E-001, 2.7823338E-001
 4.2450021E+002, 6.9387772E+001, 4.2194952E+002, 6.1256232E+000, 5.1351542E+000, 3.7980034E+000, 2.5066161E+000, 1.5322120E+000, 9.8949635E-001, 6.6330451E-001, 4.7878078E-001, 3.5595980E-001, 2.7778667E-001
 4.2600229E+002, 6.9395424E+001, 4.2201874E+002, 6.1197019E+000, 5.1561637E+000, 3.8072572E+000, 2.5100057E+000, 1.5336488E+000, 9.8972005E-001, 6.6424161E-001, 4.7953016E-001, 3.5586342E-001, 2.7794954E-001
 4.2750437E+002, 6.9350632E+001, 4.2208582E+002, 6.1172500E+000, 5.1396379E+000, 3.7993507E+000, 2.5088255E+000, 1.5345175E+000, 9.9015945E-001, 6.6415209E-001, 4.7989479E-001, 3.5645723E-001, 2.7887064E-001
 4.2901961E+002, 6.9251793E+001, 4.2213278E+002, 6.1449327E+000, 5.1616945E+000, 3.8117442E+000, 2.5110071E+000, 1.5346088E+000, 9.9109894E-001, 6.6514432E-001, 4.8044422E-001, 3.5734311E-001, 2.7947897E-001
 4.3051471E+002, 6.8817078E+001, 4.2185959E+002, 6.1310320E+000, 5.1596642E+000, 3.8164310E+000, 2.5174317E+000, 1.5400736E+000, 9.9463153E-001, 6.6691220E-001, 4.8118916E-001, 3.5758659E-001, 2.7932027E-001
 4.3201457E+002, 6.8828224E+001, 4.2182889E+002, 6.1237745E+000, 5.1471639E+000, 3.8217394E+000, 2.5198104E+000, 1.5398108E+000, 9.9419743E-001, 6.6703540E-001, 4.8168036E-001, 3.5796961E-001, 2.7926579E-001
 4.3352939E+002, 6.8953438E+001, 4.2214557E+002, 6.1159444E+000, 5.1426711E+000, 3.8135481E+000, 2.5121636E+000, 1.5370815E+000, 9.9367660E-001, 6.6712207E-001, 4.8208433E-001, 3.5813394E-001, 2.7914935E-001
 4.3501129E+002, 6.8965530E+001, 4.2218549E+002, 6.1268072E+000, 5.1524954E+000, 3.8158441E+000, 2.5154502E+000, 1.5401164E+000, 9.9387610E-001, 6.6595256E-001, 4.8080346E-001, 3.5719803E-001, 2.7882361E-001
 4.3652612E+002, 6.9288208E+001, 4.2212006E+002, 6.1313176E+000, 5.1753449E+000, 3.8301604E+000, 2.5222261E+000, 1.5414438E+000, 9.9486244E-001, 6.6643411E-001, 4.8071611E-001, 3.5756949E-001, 2.7932727E-001
 4.3800390E+002, 6.9509880E+001, 4.2206900E+002, 6.1143794E+000, 5.1502724E+000, 3.8312211E+000, 2.5272627E+000, 1.5440748E+000, 9.9752408E-001, 6.6911292E-001, 4.8244971E-001, 3.5859215E-001, 2.7995786E-001
 4.3951410E+002, 6.9461464E+001, 4.2203754E+002, 6.1536417E+000, 5.1448250E+000, 3.8140674E+000, 2.5239155E+000, 1.5475827E+000, 9.9924272E-001, 6.7037797E-001, 4.8350602E-001, 3.5891262E-001, 2.8022078E-001
 4.4102429E+002, 6.9322990E+001, 4.2216229E+002, 6.1240029E+000, 5.1715546E+000, 3.8207743E+000, 2.5230696E+000, 1.5481538E+000, 9.9935418E-001, 6.6945648E-001, 4.8291925E-001, 3.5847047E-001, 2.7908438E-001
 4.4250488E+002, 6.9552254E+001, 4.2221167E+002, 6.1249137E+000, 5.1544533E+000, 3.8172643E+000, 2.5171647E+000, 1.5434742E+000, 9.9644345E-001, 6.6735482E-001, 4.8191023E-001, 3.5801312E-001, 2.7821550E-001
 4.4401507E+002, 6.9516861E+001, 4.2214331E+002, 6.1318598E+000, 5.1626081E+000, 3.8182633E+000, 2.5191896E+000, 1.5452832E+000, 9.9868536E-001, 6.6906071E-001, 4.8174444E-001, 3.5656098E-001, 2.7797508E-001
 4.4551934E+002, 6.9442703E+001, 4.2215735E+002, 6.1233535E+000, 5.1650596E+000, 3.8250785E+000, 2.5279360E+000, 1.5475602E+000, 9.9844027E-001, 6.6933376E-001, 4.8234770E-001, 3.5733548E-001, 2.7901319E-001
 4.4701769E+002, 6.9391045E+001, 4.2223636E+002, 6.1290970E+000, 5.1667347E+000, 3.8234589E+000, 2.5249147E+000, 1.5497208E+000, 9.9965316E-001, 6.6943097E-001, 4.8217985E-001, 3.5794735E-001, 2.7993667E-001
 4.4851604E+002, 6.9219681E+001, 4.2220346E+002, 6.1318426E+000, 5.1631651E+000, 3.8301125E+000, 2.5274231E+000, 1.5513633E+000, 1.0024444E+000, 6.7156589E-001, 4.8330498E-001, 3.5856175E-001, 2.8004399E-001
 4.5001439E+002, 6.8907074E+001, 4.2240305E+002, 6.1255436E+000, 5.1559811E+000, 3.8282816E+000, 2.5261371E+000, 1.5482591E+000, 9.9979311E-001, 6.7072165E-001, 4.8353961E-001, 3.5852557E-001, 2.7903461E-001
 4.5151274E+002, 6.8951248E+001, 4.2243753E+002, 6.1355815E+000, 5.1687760E+000, 3.8317785E+000, 2.5263877E+000, 1.5496588E+000, 9.9976224E-001, 6.6879916E-001, 4.8140126E-001, 3.5609829E-001, 2.7767012E-001
 4.5302018E+002, 6.8963852E+001, 4.2228412E+002, 6.1383767E+000, 5.1666417E+000, 3.8333497E+000, 2.5339842E+000, 1.5516269E+000, 1.0012912E+000, 6.7087382E-001, 4.8252526E-001, 3.5696852E-001, 2.7880549E-001
 4.5450222E+002, 6.8861946E+001, 4.2224603E+002, 6.1341505E+000, 5.1673751E+000, 3.8265905E+000, 2.5298934E+000, 1.5529791E+000, 1.0032377E+000, 6.7255300E-001, 4.8383713E-001, 3.5875556E-001, 2.8021508E-001
 4.5601890E+002, 6.8983719E+001, 4.2234814E+002, 6.1201534E+000, 5.1649823E+000, 3.8353002E+000, 2.5311053E+000, 1.5536807E+000, 1.0032892E+000, 6.7354327E-001, 4.8556751E-001, 3.6041746E-001, 2.8107843E-001
 4.5752417E+002, 6.8810165E+001, 4.2236829E+002, 6.1367116E+000, 5.1767516E+000, 3.8388076E+000, 2.5334253E+000, 1.5589807E+000, 1.0073706E+000, 6.7531741E-001, 4.8614177E-001, 3.5989332E-001, 2.8001276E-001
 4.5902944E+002, 6.8953773E+001, 4.2229169E+002, 6.1401806E+000, 5.1711378E+000, 3.8364584E+000, 2.5362394E+000, 1.5596776E+000, 1.0055096E+000, 6.7211628E-001, 4.8314983E-001, 3.5784924E-001, 2.7812153E-001
 4.6050335E+002, 6.9220627E+001, 4.2241016E+002, 6.1355939E+000, 5.1658344E+000, 3.8288822E+000, 2.5253890E+000, 1.5525731E+000, 1.0040855E+000, 6.7278993E-001, 4.8425579E-001, 3.5782963E-001, 2.7785662E-001
 4.6200862E+002, 6.9075188E+001, 4.2236899E+002, 6.1452651E+000, 5.1827674E+000, 3.8344765E+000, 2.5321772E+000, 1.5545509E+000, 1.0052863E+000, 6.7490715E-001, 4.8555169E-001, 3.5907117E-001, 2.7962309E-001
 4.6351389E+002, 6.8861061E+001, 4.2233780E+002, 6.1277485E+000, 5.1883035E+000, 3.8369231E+000, 2.5365684E+000, 1.5552266E+000, 1.0033323E+000, 6.7386311E-001, 4.8657492E-001, 3.6028349E-001, 2.8036693E-001
 4.6501916E+002, 6.8647354E+001, 4.2224054E+002, 6.1392183E+000, 5.1849413E+000, 3.8399878E+000, 2.5366077E+000, 1.5595554E+000, 1.0057667E+000, 6.7319703E-001, 4.8618340E-001, 3.6081910E-001, 2.8119895E-001
 4.6652443E+002, 6.8918503E+001, 4.2236722E+002, 6.1288767E+000, 5.1857600E+000, 3.8501973E+000, 2.5414515E+000, 1.5617166E+000, 1.0091422E+000, 6.7579991E-001, 4.8676994E-001, 3.6085376E-001, 2.8114313E-001
 4.6802971E+002, 6.9012794E+001, 4.2255896E+002, 6.1386900E+000, 5.1687708E+000, 3.8427253E+000, 2.5438197E+000, 1.5630041E+000, 1.0101374E+000, 6.7692828E-001, 4.8758820E-001, 3.6100614E-001, 2.8081509E-001
 4.6950362E+002, 6.8918770E+001, 4.2255200E+002, 6.1542368E+000, 5.1885424E+000, 3.8428593E+000, 2.5397730E+000, 1.5578504E+000, 1.0068294E+000, 6.7642587E-001, 4.8812976E-001, 3.6168563E-001, 2.8121728E-001
 4.7100889E+002, 6.8850662E+001, 4.2244708E+002, 6.1489048E+000, 5.1842670E+000, 3.8408906E+000, 2.5391350E+000, 1.5612063E+000, 1.0091968E+000, 6.7671734E-001, 4.8805815E-001, 3.6152923E-001, 2.8091085E-001
 4.7251416E+002, 6.8830383E+001, 4.2252631E+002, 6.1315017E+000, 5.1803141E+000, 3.8512251E+000, 2.5506840E+000, 1.5663840E+000, 1.0106778E+000, 6.7696619E-001, 4.8808509E-001, 3.6151433E-001, 2.8143716E-001
 4.7402884E+002, 6.8755310E+001, 4.2262653E+002, 6.1468673E+000, 5.1846700E+000, 3.8443086E+000, 2.5407526E+000, 1.5632943E+000, 1.0101864E+000, 6.7756456E-001, 4.8830679E-001, 3.6164606E-001, 2.8157732E-001
 4.7551216E+002, 6.8625870E+001, 4.2259308E+002, 6.1410003E+000, 5.1875553E+000, 3.8486199E+000, 2.5430303E+000, 1.5646143E+000, 1.0101460E+000, 6.7746037E-001, 4.8847833E-001, 3.6172691E-001, 2.8087026E-001
 4.7702997E+002, 6.8729607E+001, 4.2269138E+002, 6.1519928E+000, 5.1925979E+000, 3.8484137E+000, 2.5417926E+000, 1.5631224E+000, 1.0101722E+000, 6.7734581E-001, 4.8827407E-001, 3.6127904E-001, 2.8039587E-001
 4.7851329E+002, 6.8663269E+001, 4.2259390E+002, 6.1619949E+000, 5.1960630E+000, 3.8516109E+000, 2.5490179E+000, 1.5650749E+000, 1.0107087E+000, 6.7779207E-001, 4.8891136E-001, 3.6155573E-001, 2.8134701E-001
 4.8003111E+002, 6.8705185E+001, 4.2255896E+002, 6.1386471E+000, 5.1928411E+000, 3.8490543E+000, 2.5496941E+000, 1.5691017E+000, 1.0129024E+000, 6.7813867E-001, 4.8874870E-001, 3.6224836E-001, 2.8202948E-001
 4.8150362E+002, 6.8625282E+001, 4.2286023E+002, 6.1460752E+000, 5.1884756E+000, 3.8469119E+000, 2.5431118E+000, 1.5677181E+000, 1.0133636E+000, 6.7862535E-001, 4.8881716E-001, 3.6226687E-001, 2.8154817E-001
 4.8302032E+002, 6.8510544E+001, 4.2285986E+002, 6.1660624E+000, 5.2033839E+000, 3.8548496E+000, 2.5436497E+000, 1.5652652E+000, 1.0119338E+000, 6.7869782E-001, 4.8919195E-001, 3.6215359E-001, 2.8051788E-001
 4.8450606E+002, 6.8530052E+001, 4.2277942E+002, 6.1448779E+000, 5.1908674E+000, 3.8556292E+000, 2.5487130E+000, 1.5698050E+000, 1.0159757E+000, 6.8132877E-001, 4.9042106E-001, 3.6232665E-001, 2.8137383E-001
 4.8602276E+002, 6.8742500E+001, 4.2298392E+002, 6.1615334E+000, 5.2014089E+000, 3.8630946E+000, 2.5567973E+000, 1.5698280E+000, 1.0127852E+000, 6.7923099E-001, 4.9027985E-001, 3.6300415E-001, 2.8262061E-001
 4.8750851E+002, 6.8719734E+001, 4.2293585E+002, 6.1696725E+000, 5.1893778E+000, 3.8550093E+000, 2.5506365E+000, 1.5712785E+000, 1.0142758E+000, 6.7888808E-001, 4.9018592E-001, 3.6370528E-001, 2.8287336E-001
 4.8902521E+002, 6.8416046E+001, 4.2305850E+002, 6.1557279E+000, 5.1990719E+000, 3.8636882E+000, 2.5540891E+000, 1.5730623E+000, 1.0157667E+000, 6.8059564E-001, 4.9082303E-001, 3.6384407E-001, 2.8280133E-001
 4.9051096E+002, 6.8496872E+001, 4.2320285E+002, 6.1590185E+000, 5.2018337E+000, 3.8648231E+000, 2.5539818E+000, 1.5700821E+000, 1.0150706E+000, 6.8041861E-001, 4.9022192E-001, 3.6313209E-001, 2.8231651E-001
 4.9202766E+002, 6.8668510E+001, 4.2318814E+002, 6.1646671E+000, 5.2013774E+000, 3.8624754E+000, 2.5566080E+000, 1.5748727E+000, 1.0183766E+000, 6.8177801E-001, 4.9037120E-001, 3.6268917E-001, 2.8173694E-001
 4.9351341E+002, 6.8701591E+001, 4.2315240E+002, 6.1718097E+000, 5.2164984E+000, 3.8686240E+000, 2.5610116E+000, 1.5725380E+000, 1.0149245E+000, 6.8066108E-001, 4.9128044E-001, 3.6375007E-001, 2.8193519E-001
 4.9502439E+002, 6.8730309E+001, 4.2309058E+002, 6.1528692E+000, 5.1877317E+000, 3.8522439E+000, 2.5521410E+000, 1.5794995E+000, 1.0196918E+000, 6.8265855E-001, 4.9222496E-001, 3.6416110E-001, 2.8297615E-001
 4.9650231E+002, 6.9073219E+001, 4.2339847E+002, 6.1994228E+000, 5.2280555E+000, 3.8772299E+000, 2.5588140E+000, 1.5804611E+000, 1.0213975E+000, 6.8442267E-001, 4.9283811E-001, 3.6476207E-001, 2.8404525E-001
 4.9801813E+002, 6.8954262E+001, 4.2304181E+002, 6.1952744E+000, 5.2227101E+000, 3.8781471E+000, 2.5633085E+000, 1.5815030E+000, 1.0222492E+000, 6.8569499E-001, 4.9393159E-001, 3.6536017E-001, 2.8370091E-001
 4.9951370E+002, 6.8834801E+001, 4.2320370E+002, 6.1548319E+000, 5.1913285E+000, 3.8627424E+000, 2.5586376E+000, 1.5778251E+000, 1.0201211E+000, 6.8440390E-001, 4.9282002E-001, 3.6484799E-001, 2.8276321E-001
 5.0103181E+002, 6.8698494E+001, 4.2340973E+002, 6.1959448E+000, 5.2204170E+000, 3.8656342E+000, 2.5527439E+000, 1.5743233E+000, 1.0178456E+000, 6.8176347E-001, 4.9121851E-001, 3.6405286E-001, 2.8314522E-001
 5.0252049E+002, 6.8727570E+001, 4.2335562E+002, 6.1648302E+000, 5.2313881E+000, 3.8821204E+000, 2.5660870E+000, 1.5812113E+000, 1.0217229E+000, 6.8428457E-001, 4.9244624E-001, 3.6483249E-001, 2.8394318E-001
 5.0401034E+002, 6.8761490E+001, 4.2361972E+002, 6.1840930E+000, 5.2374406E+000, 3.8819323E+000, 2.5678537E+000, 1.5821081E+000, 1.0247068E+000, 6.8717068E-001, 4.9461895E-001, 3.6584467E-001, 2.8384581E-001
 5.0552125E+002, 6.8742561E+001, 4.2327930E+002, 6.1798673E+000, 5.1999145E+000, 3.8763769E+000, 2.5677023E+000, 1.5814244E+000, 1.0214828E+000, 6.8486512E-001, 4.9369401E-001, 3.6515027E-001, 2.8236660E-001
 5.0701769E+002, 6.8690376E+001, 4.2343582E+002, 6.2005515E+000, 5.2170396E+000, 3.8744109E+000, 2.5656507E+000, 1.5812196E+000, 1.0199811E+000, 6.8206948E-001, 4.9192187E-001, 3.6358127E-001, 2.8231317E-001
 5.0851413E+002, 6.8825706E+001, 4.2354657E+002, 6.1877604E+000, 5.2227311E+000, 3.8786666E+000, 2.5639586E+000, 1.5823478E+000, 1.0222878E+000, 6.8441033E-001, 4.9230275E-001, 3.6422801E-001, 2.8415754E-001
 5.1001057E+002, 6.8743050E+001, 4.2362311E+002, 6.1940403E+000, 5.2244139E+000, 3.8842046E+000, 2.5644968E+000, 1.5817345E+000, 1.0247643E+000, 6.8688321E-001, 4.9414936E-001, 3.6623460E-001, 2.8509921E-001
 5.1152326E+002, 6.8802605E+001, 4.2368744E+002, 6.1934624E+000, 5.2282157E+000, 3.8866010E+000, 2.5701733E+000, 1.5852147E+000, 1.0272686E+000, 6.8908674E-001, 4.9592823E-001, 3.6696786E-001, 2.8485903E-001
 5.1301301E+002, 6.8688034E+001, 4.2388162E+002, 6.1963897E+000, 5.2352099E+000, 3.8953648E+000, 2.5766664E+000, 1.5881879E+000, 1.0258961E+000, 6.8680429E-001, 4.9387240E-001, 3.6570647E-001, 2.8371763E-001
 5.1452811E+002, 6.8604500E+001, 4.2366187E+002, 6.1946583E+000, 5.2161331E+000, 3.8750236E+000, 2.5650473E+000, 1.5826102E+000, 1.0219625E+000, 6.8445325E-001, 4.9231654E-001, 3.6493510E-001, 2.8430253E-001
 5.1600090E+002, 6.8926697E+001, 4.2388995E+002, 6.2037473E+000, 5.2315273E+000, 3.8811927E+000, 2.5656669E+000, 1.5845226E+000, 1.0237874E+000, 6.8621713E-001, 4.9340633E-001, 3.6502975E-001, 2.8489053E-001
 5.1750375E+002, 6.9055183E+001, 4.2395456E+002, 6.2088695E+000, 5.2442384E+000, 3.8912826E+000, 2.5757327E+000, 1.5868498E+000, 1.0268295E+000, 6.8863356E-001, 4.9508384E-001, 3.6643276E-001, 2.8524232E-001
 5.1900660E+002, 6.9311523E+001, 4.2393448E+002, 6.2221556E+000, 5.2364764E+000, 3.8877418E+000, 2.5787740E+000, 1.5905476E+000, 1.0273541E+000, 6.8868595E-001, 4.9604309E-001, 3.6734438E-001, 2.8540444E-001
 5.2052147E+002, 6.9208603E+001, 4.2413504E+002, 6.2069807E+000, 5.2245231E+000, 3.8866055E+000, 2.5745285E+000, 1.5932899E+000, 1.0302428E+000, 6.8964380E-001, 4.9582410E-001, 3.6706942E-001, 2.8531238E-001
 5.2202204E+002, 6.9081978E+001, 4.2425262E+002, 6.2188268E+000, 5.2396932E+000, 3.8892341E+000, 2.5727351E+000, 1.5940828E+000, 1.0311726E+000, 6.9086868E-001, 4.9681360E-001, 3.6704135E-001, 2.8524727E-001
 5.2352158E+002, 6.9017403E+001, 4.2417953E+002, 6.2175703E+000, 5.2475820E+000, 3.8979380E+000, 2.5735152E+000, 1.5888116E+000, 1.0286121E+000, 6.9113708E-001, 4.9798200E-001, 3.6812675E-001, 2.8570521E-001
 5.2502427E+002, 6.9068832E+001, 4.2423151E+002, 6.2153053E+000, 5.2281251E+000, 3.8838942E+000, 2.5745478E+000, 1.5936366E+000, 1.0311589E+000, 6.9146705E-001, 4.9810386E-001, 3.6824739E-001, 2.8565022E-001
 5.2651604E+002, 6.9083473E+001, 4.2431436E+002, 6.2338357E+000, 5.2490454E+000, 3.8962219E+000, 2.5822198E+000, 1.5923671E+000, 1.0289280E+000, 6.8950212E-001, 4.9706239E-001, 3.6803803E-001, 2.8573349E-001
 5.2802243E+002, 6.9189415E+001, 4.2407904E+002, 6.2173376E+000, 5.2649331E+000, 3.9025218E+000, 2.5834594E+000, 1.5969999E+000, 1.0322925E+000, 6.9175184E-001, 4.9821606E-001, 3.6868337E-001, 2.8610948E-001
 5.2950250E+002, 6.9156624E+001, 4.2388284E+002, 6.2086892E+000, 5.2453628E+000, 3.9040916E+000, 2.5870757E+000, 1.6003455E+000, 1.0348684E+000, 6.9297045E-001, 4.9903083E-001, 3.6932543E-001, 2.8628287E-001
 5.3101474E+002, 6.9108086E+001, 4.2419208E+002, 6.2354603E+000, 5.2435431E+000, 3.8961494E+000, 2.5769749E+000, 1.5947499E+000, 1.0325962E+000, 6.9231784E-001, 4.9745449E-001, 3.6764449E-001, 2.8393823E-001
 5.3252676E+002, 6.8974731E+001, 4.2428546E+002, 6.2351918E+000, 5.2607865E+000, 3.9044881E+000, 2.5817335E+000, 1.5928304E+000, 1.0286933E+000, 6.9092160E-001, 4.9776536E-001, 3.6740574E-001, 2.8553423E-001
 5.3401193E+002, 6.8879517E+001, 4.2426108E+002, 6.2262387E+000, 5.2653017E+000, 3.9044540E+000, 2.5847311E+000, 1.5981894E+000, 1.0340044E+000, 6.9403225E-001, 4.9907368E-001, 3.6838943E-001, 2.8695074E-001
 5.3550868E+002, 6.9023705E+001, 4.2413455E+002, 6.2332649E+000, 5.2695041E+000, 3.9145489E+000, 2.5947306E+000, 1.6027806E+000, 1.0355446E+000, 6.9444448E-001, 4.9946320E-001, 3.6978745E-001, 2.8761831E-001
 5.3700544E+002, 6.8942841E+001, 4.2415247E+002, 6.2288899E+000, 5.2508373E+000, 3.9124587E+000, 2.5907435E+000, 1.6021640E+000, 1.0350198E+000, 6.9392151E-001, 5.0055718E-001, 3.7066114E-001, 2.8751713E-001
 5.3852680E+002, 6.8892982E+001, 4.2446579E+002, 6.2500558E+000, 5.2534938E+000, 3.9069479E+000, 2.5807459E+000, 1.5988718E+000, 1.0339910E+000, 6.9330895E-001, 4.9917150E-001, 3.6934552E-001, 2.8702432E-001
 5.4000335E+002, 6.8750916E+001, 4.2450241E+002, 6.2551384E+000, 5.2849035E+000, 3.9169416E+000, 2.5881391E+000, 1.6002426E+000, 1.0378045E+000, 6.9539744E-001, 4.9927482E-001, 3.6868423E-001, 2.8642800E-001
 5.4150852E+002, 6.8583687E+001, 4.2419006E+002, 6.2411118E+000, 5.2546744E+000, 3.9143999E+000, 2.5949275E+000, 1.6033896E+000, 1.0360531E+000, 6.9466317E-001, 5.0042516E-001, 3.6998862E-001, 2.8630242E-001
 5.4302472E+002, 6.8642151E+001, 4.2446759E+002, 6.2681899E+000, 5.2541051E+000, 3.9100080E+000, 2.5850456E+000, 1.5995840E+000, 1.0347527E+000, 6.9218808E-001, 4.9816930E-001, 3.6959320E-001, 2.8728583E-001
 5.4451060E+002, 6.8581238E+001, 4.2465164E+002, 6.2711577E+000, 5.2751703E+000, 3.9169331E+000, 2.5864778E+000, 1.6019409E+000, 1.0381290E+000, 6.9507581E-001, 4.9976596E-001, 3.7027353E-001, 2.8808630E-001
 5.4602377E+002, 6.8587120E+001, 4.2460925E+002, 6.2717671E+000, 5.2748356E+000, 3.9246929E+000, 2.5937593E+000, 1.6042989E+000, 1.0398175E+000, 6.9686967E-001, 5.0140816E-001, 3.7070221E-001, 2.8833103E-001
 5.4752481E+002, 6.8748291E+001, 4.2464871E+002, 6.2550917E+000, 5.2739072E+000, 3.9262087E+000, 2.5966363E+000, 1.6036475E+000, 1.0410048E+000, 6.9842023E-001, 5.0289518E-001, 3.7199241E-001, 2.8871462E-001
 5.4902499E+002, 6.8722931E+001, 4.2452896E+002, 6.2634468E+000, 5.2597980E+000, 3.9165995E+000, 2.5993247E+000, 1.6079369E+000, 1.0398566E+000, 6.9779265E-001, 5.0277460E-001, 3.7155798E-001, 2.8803727E-001
 5.5051855E+002, 6.8958885E+001, 4.2487201E+002, 6.2776856E+000, 5.2783303E+000, 3.9185870E+000, 2.5981064E+000, 1.6077077E+000, 1.0410720E+000, 6.9787264E-001, 5.0303406E-001, 3.7168899E-001, 2.8774834E-001
 5.5202556E+002, 6.9120964E+001, 4.2490784E+002, 6.2756567E+000, 5.2800331E+000, 3.9202611E+000, 2.5936723E+000, 1.6085608E+000, 1.0411788E+000, 6.9825780E-001, 5.0400752E-001, 3.7207252E-001, 2.8872308E-001
