s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2
 1.0600020E+003, 1.8830322E+002, 5.2278809E+002, 1.2023887E+001, 1.8608030E+001, 8.5716457E+000, 5.2187052E+000, 3.7106335E+000, 2.7689421E+000, 2.2686713E+000, 2.0337303E+000, 1.8395694E+000, 1.7169017E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.9037126E+000, 2.3685448E+000, 2.3990998E+000, 2.4019969E+000, 2.4021096E+000, 2.4021118E+000, 2.4248042E+000, 2.4862719E+000, 2.5415411E+000, 2.5914416E+000, 2.6197069E+000, 2.6438982E+000, 2.6718545E+000, 2.6897223E+000, 2.7044156E+000, 2.7188342E+000, 2.7265749E+000, 2.7350075E+000, 9.6199999E+000
 1.0620095E+003, 1.8806596E+002, 5.2257373E+002, 1.1860564E+001, 1.7312138E+001, 8.5675001E+000, 5.2206249E+000, 3.7124934E+000, 2.7688432E+000, 2.2669499E+000, 2.0309486E+000, 1.8374221E+000, 1.7145001E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8976966E+000, 2.3680382E+000, 2.3990498E+000, 2.4019942E+000, 2.4021094E+000, 2.4021118E+000, 2.4238129E+000, 2.4852939E+000, 2.5406394E+000, 2.5906777E+000, 2.6189587E+000, 2.6431894E+000, 2.6711988E+000, 2.6891043E+000, 2.7038329E+000, 2.7182856E+000, 2.7260447E+000, 2.7344990E+000, 9.6199999E+000
 1.0640048E+003, 1.8765800E+002, 5.2196710E+002, 1.1903724E+001, 1.7891161E+001, 8.5578814E+000, 5.2010741E+000, 3.7024105E+000, 2.7672982E+000, 2.2664516E+000, 2.0283587E+000, 1.8333070E+000, 1.7082189E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8917111E+000, 2.3675284E+000, 2.3989997E+000, 2.4019914E+000, 2.4021094E+000, 2.4021118E+000, 2.4228272E+000, 2.4843197E+000, 2.5397403E+000, 2.5899179E+000, 2.6182146E+000, 2.6424842E+000, 2.6705470E+000, 2.6884902E+000, 2.7032537E+000, 2.7177410E+000, 2.7255185E+000, 2.7339945E+000, 9.6199999E+000
 1.0660098E+003, 1.8688658E+002, 5.2204254E+002, 1.1888691E+001, 1.7348866E+001, 8.5134296E+000, 5.2060905E+000, 3.7032850E+000, 2.7616093E+000, 2.2621484E+000, 2.0258226E+000, 1.8263117E+000, 1.7008744E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8857552E+000, 2.3670170E+000, 2.3989491E+000, 2.4019885E+000, 2.4021091E+000, 2.4021118E+000, 2.4218476E+000, 2.4833498E+000, 2.5388443E+000, 2.5891628E+000, 2.6174741E+000, 2.6417828E+000, 2.6698990E+000, 2.6878798E+000, 2.7026789E+000, 2.7172005E+000, 2.7249963E+000, 2.7334943E+000, 9.6199999E+000
 1.0680050E+003, 1.8669963E+002, 5.2178802E+002, 1.1867743E+001, 1.8054850E+001, 8.4091110E+000, 5.1982536E+000, 3.7013497E+000, 2.7591257E+000, 2.2589748E+000, 2.0200167E+000, 1.8219486E+000, 1.6987895E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8798580E+000, 2.3665040E+000, 2.3988981E+000, 2.4019856E+000, 2.4021091E+000, 2.4021118E+000, 2.4208741E+000, 2.4823835E+000, 2.5379510E+000, 2.5884116E+000, 2.6167371E+000, 2.6410844E+000, 2.6692543E+000, 2.6872730E+000, 2.7021072E+000, 2.7166636E+000, 2.7244778E+000, 2.7329974E+000, 9.6199999E+000
 1.0700013E+003, 1.8685565E+002, 5.2173383E+002, 1.1837824E+001, 1.8551434E+001, 8.4067326E+000, 5.1888909E+000, 3.6961119E+000, 2.7565625E+000, 2.2560515E+000, 2.0164380E+000, 1.8198360E+000, 1.6937343E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8740510E+000, 2.3659914E+000, 2.3988473E+000, 2.4019828E+000, 2.4021091E+000, 2.4021118E+000, 2.4199092E+000, 2.4814234E+000, 2.5370624E+000, 2.5876658E+000, 2.6160052E+000, 2.6403911E+000, 2.6686141E+000, 2.6866705E+000, 2.7015398E+000, 2.7161310E+000, 2.7239637E+000, 2.7325051E+000, 9.6199999E+000
 1.0720008E+003, 1.8670984E+002, 5.2100592E+002, 1.1769284E+001, 1.6833759E+001, 8.4486027E+000, 5.2023330E+000, 3.7035058E+000, 2.7549894E+000, 2.2527261E+000, 2.0132415E+000, 1.8145360E+000, 1.6873404E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8682916E+000, 2.3654780E+000, 2.3987961E+000, 2.4019799E+000, 2.4021089E+000, 2.4021118E+000, 2.4189508E+000, 2.4804659E+000, 2.5361755E+000, 2.5869234E+000, 2.6152754E+000, 2.6396999E+000, 2.6679761E+000, 2.6860702E+000, 2.7009749E+000, 2.7156007E+000, 2.7234523E+000, 2.7320154E+000, 9.6199999E+000
 1.0740039E+003, 1.8615457E+002, 5.2103040E+002, 1.1845973E+001, 1.7887142E+001, 8.4834299E+000, 5.2049093E+000, 3.7033885E+000, 2.7532010E+000, 2.2510519E+000, 2.0114207E+000, 1.8140976E+000, 1.6869955E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8625547E+000, 2.3649628E+000, 2.3987443E+000, 2.4019771E+000, 2.4021089E+000, 2.4021118E+000, 2.4179990E+000, 2.4795110E+000, 2.5352900E+000, 2.5861835E+000, 2.6145480E+000, 2.6390104E+000, 2.6673400E+000, 2.6854720E+000, 2.7004120E+000, 2.7150731E+000, 2.7229433E+000, 2.7315285E+000, 9.6199999E+000
 1.0760069E+003, 1.8554132E+002, 5.2074207E+002, 1.1681547E+001, 1.7120541E+001, 8.5116444E+000, 5.2067780E+000, 3.7041368E+000, 2.7498620E+000, 2.2471611E+000, 2.0087183E+000, 1.8112386E+000, 1.6834086E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8568363E+000, 2.3644452E+000, 2.3986924E+000, 2.4019740E+000, 2.4021087E+000, 2.4021118E+000, 2.4170549E+000, 2.4785595E+000, 2.5344064E+000, 2.5854466E+000, 2.6138227E+000, 2.6383233E+000, 2.6667063E+000, 2.6848767E+000, 2.6998520E+000, 2.7145481E+000, 2.7224374E+000, 2.7310445E+000, 9.6199999E+000
 1.0780004E+003, 1.8500836E+002, 5.2043713E+002, 1.1685271E+001, 1.6534548E+001, 8.5385771E+000, 5.2066793E+000, 3.7021847E+000, 2.7482133E+000, 2.2441678E+000, 2.0032997E+000, 1.8052788E+000, 1.6768589E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8511447E+000, 2.3639266E+000, 2.3986402E+000, 2.4019711E+000, 2.4021087E+000, 2.4021118E+000, 2.4161227E+000, 2.4776142E+000, 2.5335279E+000, 2.5847149E+000, 2.6131024E+000, 2.6376407E+000, 2.6660771E+000, 2.6842856E+000, 2.6992962E+000, 2.7140276E+000, 2.7219360E+000, 2.7305651E+000, 9.6199999E+000
 1.0800035E+003, 1.8433826E+002, 5.2003918E+002, 1.1663112E+001, 1.5922578E+001, 8.5287437E+000, 5.2082210E+000, 3.7004519E+000, 2.7446980E+000, 2.2403796E+000, 1.9985752E+000, 1.7999842E+000, 1.6725478E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8454616E+000, 2.3634057E+000, 2.3985877E+000, 2.4019680E+000, 2.4021084E+000, 2.4021118E+000, 2.4152007E+000, 2.4766726E+000, 2.5326514E+000, 2.5839868E+000, 2.6123850E+000, 2.6369610E+000, 2.6654510E+000, 2.6836975E+000, 2.6987436E+000, 2.7135103E+000, 2.7214377E+000, 2.7300887E+000, 9.6199999E+000
 1.0820041E+003, 1.8410646E+002, 5.1998175E+002, 1.1604658E+001, 1.5823058E+001, 8.5302010E+000, 5.2158279E+000, 3.7046971E+000, 2.7441642E+000, 2.2388415E+000, 1.9970980E+000, 1.7987434E+000, 1.6709932E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8397775E+000, 2.3628817E+000, 2.3985348E+000, 2.4019649E+000, 2.4021084E+000, 2.4021118E+000, 2.4142885E+000, 2.4757335E+000, 2.5317762E+000, 2.5832603E+000, 2.6116693E+000, 2.6362829E+000, 2.6648266E+000, 2.6831114E+000, 2.6981928E+000, 2.7129948E+000, 2.7209415E+000, 2.7296150E+000, 9.6199999E+000
 1.0840081E+003, 1.8370323E+002, 5.1955481E+002, 1.1632977E+001, 1.5418458E+001, 8.5670872E+000, 5.2247748E+000, 3.7098644E+000, 2.7427139E+000, 2.2359221E+000, 1.9947009E+000, 1.7951409E+000, 1.6678830E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8341172E+000, 2.3623548E+000, 2.3984814E+000, 2.4019618E+000, 2.4021082E+000, 2.4021118E+000, 2.4133883E+000, 2.4747980E+000, 2.5309033E+000, 2.5825372E+000, 2.6109562E+000, 2.6356075E+000, 2.6642051E+000, 2.6825283E+000, 2.6976447E+000, 2.7124822E+000, 2.7204483E+000, 2.7291441E+000, 9.6199999E+000
 1.0860001E+003, 1.8364830E+002, 5.1930750E+002, 1.1614768E+001, 1.6129286E+001, 8.5527973E+000, 5.2119026E+000, 3.7012949E+000, 2.7376716E+000, 2.2318740E+000, 1.9903578E+000, 1.7912471E+000, 1.6644275E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8284909E+000, 2.3618264E+000, 2.3984280E+000, 2.4019585E+000, 2.4021082E+000, 2.4021118E+000, 2.4125032E+000, 2.4738686E+000, 2.5300348E+000, 2.5818183E+000, 2.6102476E+000, 2.6349363E+000, 2.6635876E+000, 2.6819491E+000, 2.6971009E+000, 2.7119739E+000, 2.7199593E+000, 2.7286773E+000, 9.6199999E+000
 1.0880072E+003, 1.8301976E+002, 5.1890430E+002, 1.1550434E+001, 1.4542614E+001, 8.5679827E+000, 5.2165499E+000, 3.7059646E+000, 2.7404466E+000, 2.2337365E+000, 1.9914968E+000, 1.7905109E+000, 1.6613418E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8228761E+000, 2.3612952E+000, 2.3983738E+000, 2.4019554E+000, 2.4021080E+000, 2.4021118E+000, 2.4116325E+000, 2.4729424E+000, 2.5291679E+000, 2.5811021E+000, 2.6095414E+000, 2.6342673E+000, 2.6629725E+000, 2.6813726E+000, 2.6965592E+000, 2.7114680E+000, 2.7194729E+000, 2.7282135E+000, 9.6199999E+000
 1.0900046E+003, 1.8259660E+002, 5.1866571E+002, 1.1560836E+001, 1.5807384E+001, 8.4754572E+000, 5.2077246E+000, 3.7025940E+000, 2.7386787E+000, 2.2310078E+000, 1.9871938E+000, 1.7860680E+000, 1.6574458E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8172684E+000, 2.3607609E+000, 2.3983197E+000, 2.4019520E+000, 2.4021080E+000, 2.4021118E+000, 2.4107766E+000, 2.4720187E+000, 2.5283022E+000, 2.5803878E+000, 2.6088369E+000, 2.6336002E+000, 2.6623592E+000, 2.6807978E+000, 2.6960199E+000, 2.7109644E+000, 2.7189889E+000, 2.7277522E+000, 9.6199999E+000
 1.0920004E+003, 1.8221671E+002, 5.1847845E+002, 1.1595260E+001, 1.5227569E+001, 8.5375404E+000, 5.2192225E+000, 3.7061188E+000, 2.7358868E+000, 2.2283273E+000, 1.9850715E+000, 1.7842875E+000, 1.6521740E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8117141E+000, 2.3602269E+000, 2.3982654E+000, 2.4019487E+000, 2.4021077E+000, 2.4021115E+000, 2.4099410E+000, 2.4711018E+000, 2.5274413E+000, 2.5796781E+000, 2.6081374E+000, 2.6329379E+000, 2.6617508E+000, 2.6802275E+000, 2.6954849E+000, 2.7104652E+000, 2.7185097E+000, 2.7272954E+000, 9.6199999E+000
 1.0940052E+003, 1.8134235E+002, 5.1813110E+002, 1.1537865E+001, 1.4886877E+001, 8.5346899E+000, 5.2198958E+000, 3.7005818E+000, 2.7323771E+000, 2.2248652E+000, 1.9807354E+000, 1.7785845E+000, 1.6492406E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8061603E+000, 2.3596902E+000, 2.3982105E+000, 2.4019456E+000, 2.4021075E+000, 2.4021115E+000, 2.4091234E+000, 2.4701872E+000, 2.5265808E+000, 2.5789695E+000, 2.6074390E+000, 2.6322770E+000, 2.6611435E+000, 2.6796591E+000, 2.6949518E+000, 2.7099683E+000, 2.7180324E+000, 2.7268410E+000, 9.6199999E+000
 1.0960002E+003, 1.8055347E+002, 5.1795380E+002, 1.1507308E+001, 1.5333887E+001, 8.5069704E+000, 5.2189779E+000, 3.7066941E+000, 2.7295291E+000, 2.2191257E+000, 1.9751500E+000, 1.7745986E+000, 1.6459742E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.8006326E+000, 2.3591516E+000, 2.3981555E+000, 2.4019420E+000, 2.4021075E+000, 2.4021115E+000, 2.4083278E+000, 2.4692771E+000, 2.5257230E+000, 2.5782638E+000, 2.6067438E+000, 2.6316187E+000, 2.6605396E+000, 2.6790941E+000, 2.6944220E+000, 2.7094743E+000, 2.7175584E+000, 2.7263901E+000, 9.6199999E+000
 1.0980050E+003, 1.8062769E+002, 5.1772699E+002, 1.1448351E+001, 1.4781854E+001, 8.5169020E+000, 5.1931686E+000, 3.6864100E+000, 2.7213020E+000, 2.2156155E+000, 1.9728956E+000, 1.7714050E+000, 1.6419150E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7951350E+000, 2.3586116E+000, 2.3981001E+000, 2.4019387E+000, 2.4021072E+000, 2.4021115E+000, 2.4075556E+000, 2.4683714E+000, 2.5248675E+000, 2.5775602E+000, 2.6060514E+000, 2.6309633E+000, 2.6599383E+000, 2.6785316E+000, 2.6938949E+000, 2.7089834E+000, 2.7170875E+000, 2.7259429E+000, 9.6199999E+000
 1.1000099E+003, 1.8070688E+002, 5.1743848E+002, 1.1454918E+001, 1.5188779E+001, 8.5081787E+000, 5.2045035E+000, 3.6948359E+000, 2.7212834E+000, 2.2135370E+000, 1.9707754E+000, 1.7703356E+000, 1.6399515E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7896440E+000, 2.3580685E+000, 2.3980443E+000, 2.4019353E+000, 2.4021072E+000, 2.4021115E+000, 2.4068069E+000, 2.4674675E+000, 2.5240126E+000, 2.5768576E+000, 2.6053603E+000, 2.6303091E+000, 2.6593385E+000, 2.6779706E+000, 2.6933694E+000, 2.7084944E+000, 2.7166185E+000, 2.7254975E+000, 9.6199999E+000
 1.1020048E+003, 1.8016615E+002, 5.1722491E+002, 1.1419368E+001, 1.4343078E+001, 8.5435648E+000, 5.2041435E+000, 3.6925948E+000, 2.7223344E+000, 2.2121739E+000, 1.9662704E+000, 1.7626513E+000, 1.6310678E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7841848E+000, 2.3575253E+000, 2.3979886E+000, 2.4019318E+000, 2.4021070E+000, 2.4021115E+000, 2.4060879E+000, 2.4665709E+000, 2.5231619E+000, 2.5761588E+000, 2.6046739E+000, 2.6296597E+000, 2.6587431E+000, 2.6774139E+000, 2.6928482E+000, 2.7080092E+000, 2.7161539E+000, 2.7250564E+000, 9.6199999E+000
 1.1040097E+003, 1.7947093E+002, 5.1727026E+002, 1.1449797E+001, 1.4726272E+001, 8.4381161E+000, 5.1970930E+000, 3.6917727E+000, 2.7211943E+000, 2.2127023E+000, 1.9670267E+000, 1.7633238E+000, 1.6300027E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7787465E+000, 2.3569806E+000, 2.3979323E+000, 2.4019284E+000, 2.4021068E+000, 2.4021115E+000, 2.4053981E+000, 2.4656789E+000, 2.5223138E+000, 2.5754621E+000, 2.6039906E+000, 2.6290131E+000, 2.6581507E+000, 2.6768603E+000, 2.6923299E+000, 2.7075274E+000, 2.7156923E+000, 2.7246189E+000, 9.6199999E+000
 1.1060046E+003, 1.7904231E+002, 5.1707971E+002, 1.1470843E+001, 1.5076298E+001, 8.4387817E+000, 5.1981487E+000, 3.6951892E+000, 2.7185562E+000, 2.2073009E+000, 1.9602396E+000, 1.7561811E+000, 1.6253901E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7733616E+000, 2.3564358E+000, 2.3978760E+000, 2.4019248E+000, 2.4021068E+000, 2.4021115E+000, 2.4047399E+000, 2.4647915E+000, 2.5214682E+000, 2.5747674E+000, 2.6033101E+000, 2.6283691E+000, 2.6575608E+000, 2.6763091E+000, 2.6918144E+000, 2.7070479E+000, 2.7152336E+000, 2.7241843E+000, 9.6199999E+000
 1.1080013E+003, 1.7839024E+002, 5.1666675E+002, 1.1451420E+001, 1.4307464E+001, 8.5244932E+000, 5.2039857E+000, 3.6922565E+000, 2.7151837E+000, 2.2047043E+000, 1.9593675E+000, 1.7553227E+000, 1.6230582E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7680265E+000, 2.3558917E+000, 2.3978198E+000, 2.4019213E+000, 2.4021065E+000, 2.4021115E+000, 2.4041188E+000, 2.4639111E+000, 2.5206268E+000, 2.5740759E+000, 2.6026335E+000, 2.6277289E+000, 2.6569748E+000, 2.6757619E+000, 2.6913023E+000, 2.7065723E+000, 2.7147787E+000, 2.7237537E+000, 9.6199999E+000
 1.1100034E+003, 1.7788574E+002, 5.1640686E+002, 1.1383965E+001, 1.3294885E+001, 8.5473976E+000, 5.2137728E+000, 3.6962187E+000, 2.7151577E+000, 2.2030761E+000, 1.9564430E+000, 1.7522511E+000, 1.6188632E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7626882E+000, 2.3553450E+000, 2.3977630E+000, 2.4019177E+000, 2.4021063E+000, 2.4021115E+000, 2.4035404E+000, 2.4630339E+000, 2.5197859E+000, 2.5733845E+000, 2.6019583E+000, 2.6270900E+000, 2.6563902E+000, 2.6752162E+000, 2.6907918E+000, 2.7060988E+000, 2.7143261E+000, 2.7233255E+000, 9.6199999E+000
 1.1120095E+003, 1.7789670E+002, 5.1645709E+002, 1.1476595E+001, 1.3541393E+001, 8.4703197E+000, 5.2027483E+000, 3.6909397E+000, 2.7118540E+000, 2.1985874E+000, 1.9500084E+000, 1.7450342E+000, 1.6111367E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7573498E+000, 2.3547950E+000, 2.3977060E+000, 2.4019139E+000, 2.4021060E+000, 2.4021115E+000, 2.4030194E+000, 2.4621596E+000, 2.5189455E+000, 2.5726931E+000, 2.6012843E+000, 2.6264524E+000, 2.6558068E+000, 2.6746716E+000, 2.6902828E+000, 2.7056270E+000, 2.7138755E+000, 2.7228990E+000, 9.6199999E+000
 1.1140030E+003, 1.7775015E+002, 5.1601941E+002, 1.1374565E+001, 1.3088931E+001, 8.4772034E+000, 5.2146173E+000, 3.6994452E+000, 2.7129123E+000, 2.1991365E+000, 1.9500824E+000, 1.7440704E+000, 1.6110499E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7520573E+000, 2.3542454E+000, 2.3976488E+000, 2.4019103E+000, 2.4021060E+000, 2.4021115E+000, 2.4025853E+000, 2.4612925E+000, 2.5181093E+000, 2.5720043E+000, 2.6006145E+000, 2.6258190E+000, 2.6552277E+000, 2.6741314E+000, 2.6897779E+000, 2.7051589E+000, 2.7134285E+000, 2.7224762E+000, 9.6199999E+000
 1.1160034E+003, 1.7787990E+002, 5.1587988E+002, 1.1396541E+001, 1.3486359E+001, 8.4811363E+000, 5.2141562E+000, 3.6943471E+000, 2.7068496E+000, 2.1934645E+000, 1.9466133E+000, 1.7406942E+000, 1.6087791E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7468084E+000, 2.3536959E+000, 2.3975914E+000, 2.4019065E+000, 2.4021058E+000, 2.4021115E+000, 2.4022789E+000, 2.4604316E+000, 2.5172765E+000, 2.5713179E+000, 2.5999482E+000, 2.6251886E+000, 2.6546519E+000, 2.6735945E+000, 2.6892762E+000, 2.7046943E+000, 2.7129848E+000, 2.7220566E+000, 9.6199999E+000
 1.1180031E+003, 1.7757899E+002, 5.1580579E+002, 1.1357506E+001, 1.3310324E+001, 8.5115328E+000, 5.2046576E+000, 3.6924672E+000, 2.7057142E+000, 2.1906934E+000, 1.9420918E+000, 1.7366300E+000, 1.6034044E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7415718E+000, 2.3531444E+000, 2.3975337E+000, 2.4019029E+000, 2.4021056E+000, 2.4021115E+000, 2.4021368E+000, 2.4595747E+000, 2.5164447E+000, 2.5706310E+000, 2.5992832E+000, 2.6245596E+000, 2.6540775E+000, 2.6730592E+000, 2.6887765E+000, 2.7042315E+000, 2.7125432E+000, 2.7216394E+000, 9.6199999E+000
 1.1200023E+003, 1.7711804E+002, 5.1550677E+002, 1.1326735E+001, 1.3142779E+001, 8.5399189E+000, 5.2107573E+000, 3.6925509E+000, 2.7063639E+000, 2.1917098E+000, 1.9423138E+000, 1.7352717E+000, 1.6000069E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7363460E+000, 2.3525920E+000, 2.3974757E+000, 2.4018991E+000, 2.4021053E+000, 2.4021115E+000, 2.4021122E+000, 2.4587235E+000, 2.5156152E+000, 2.5699456E+000, 2.5986214E+000, 2.6239336E+000, 2.6535060E+000, 2.6725266E+000, 2.6882792E+000, 2.7037716E+000, 2.7121046E+000, 2.7212253E+000, 9.6199999E+000
 1.1220011E+003, 1.7646466E+002, 5.1534698E+002, 1.1360392E+001, 1.3622001E+001, 8.4250717E+000, 5.2021527E+000, 3.6908972E+000, 2.7022917E+000, 2.1873183E+000, 1.9377443E+000, 1.7303573E+000, 1.5936037E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7311312E+000, 2.3520381E+000, 2.3974175E+000, 2.4018953E+000, 2.4021053E+000, 2.4021115E+000, 2.4021118E+000, 2.4578779E+000, 2.5147884E+000, 2.5692613E+000, 2.5979624E+000, 2.6233103E+000, 2.6529369E+000, 2.6719968E+000, 2.6877849E+000, 2.7033143E+000, 2.7116687E+000, 2.7208142E+000, 9.6199999E+000
 1.1240001E+003, 1.7570844E+002, 5.1520398E+002, 1.1312958E+001, 1.3029414E+001, 8.5201931E+000, 5.2169766E+000, 3.6966159E+000, 2.7032063E+000, 2.1863463E+000, 1.9364487E+000, 1.7289810E+000, 1.5936716E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7259489E+000, 2.3514841E+000, 2.3973594E+000, 2.4018915E+000, 2.4021051E+000, 2.4021115E+000, 2.4021118E+000, 2.4570379E+000, 2.5139639E+000, 2.5685778E+000, 2.5973060E+000, 2.6226892E+000, 2.6523705E+000, 2.6714694E+000, 2.6872931E+000, 2.7028599E+000, 2.7112358E+000, 2.7204058E+000, 9.6199999E+000
 1.1260052E+003, 1.7566937E+002, 5.1488354E+002, 1.1319960E+001, 1.2787143E+001, 8.4838591E+000, 5.2097225E+000, 3.6904266E+000, 2.6979413E+000, 2.1805458E+000, 1.9316636E+000, 1.7257152E+000, 1.5899565E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7207694E+000, 2.3509278E+000, 2.3973007E+000, 2.4018874E+000, 2.4021049E+000, 2.4021115E+000, 2.4021118E+000, 2.4562025E+000, 2.5131404E+000, 2.5678940E+000, 2.5966508E+000, 2.6220694E+000, 2.6518052E+000, 2.6709435E+000, 2.6868029E+000, 2.7024069E+000, 2.7108045E+000, 2.7199996E+000, 9.6199999E+000
 1.1280057E+003, 1.7537054E+002, 5.1465887E+002, 1.1300345E+001, 1.2528681E+001, 8.5189886E+000, 5.2082539E+000, 3.6916153E+000, 2.6960704E+000, 2.1779816E+000, 1.9276651E+000, 1.7202233E+000, 1.5855944E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7156157E+000, 2.3503706E+000, 2.3972418E+000, 2.4018836E+000, 2.4021046E+000, 2.4021115E+000, 2.4021118E+000, 2.4553726E+000, 2.5123188E+000, 2.5672104E+000, 2.5959983E+000, 2.6214521E+000, 2.6512425E+000, 2.6704199E+000, 2.6863148E+000, 2.7019563E+000, 2.7103758E+000, 2.7195961E+000, 9.6199999E+000
 1.1300073E+003, 1.7478305E+002, 5.1446832E+002, 1.1256723E+001, 1.2551165E+001, 8.5178881E+000, 5.2103152E+000, 3.6900439E+000, 2.6959741E+000, 2.1775894E+000, 1.9265710E+000, 1.7185791E+000, 1.5825287E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7104770E+000, 2.3498123E+000, 2.3971827E+000, 2.4018795E+000, 2.4021044E+000, 2.4021115E+000, 2.4021118E+000, 2.4545491E+000, 2.5115001E+000, 2.5665281E+000, 2.5953493E+000, 2.6208382E+000, 2.6506829E+000, 2.6698997E+000, 2.6858301E+000, 2.7015085E+000, 2.7099502E+000, 2.7191958E+000, 9.6199999E+000
 1.1320089E+003, 1.7432930E+002, 5.1425476E+002, 1.1268698E+001, 1.2583921E+001, 8.4748878E+000, 5.1983128E+000, 3.6844304E+000, 2.6926622E+000, 2.1749196E+000, 1.9247336E+000, 1.7162203E+000, 1.5781270E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7053586E+000, 2.3492527E+000, 2.3971233E+000, 2.4018755E+000, 2.4021041E+000, 2.4021115E+000, 2.4021118E+000, 2.4537313E+000, 2.5106835E+000, 2.5658462E+000, 2.5947027E+000, 2.6202269E+000, 2.6501260E+000, 2.6693819E+000, 2.6853476E+000, 2.7010632E+000, 2.7095273E+000, 2.7187984E+000, 9.6199999E+000
 1.1340104E+003, 1.7407896E+002, 5.1411090E+002, 1.1258077E+001, 1.2194636E+001, 8.4783306E+000, 5.2029843E+000, 3.6924407E+000, 2.6929429E+000, 2.1735697E+000, 1.9220862E+000, 1.7124627E+000, 1.5750549E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.7002732E+000, 2.3486924E+000, 2.3970640E+000, 2.4018714E+000, 2.4021039E+000, 2.4021115E+000, 2.4021118E+000, 2.4529192E+000, 2.5098691E+000, 2.5651648E+000, 2.5940585E+000, 2.6196179E+000, 2.6495717E+000, 2.6688664E+000, 2.6848676E+000, 2.7006204E+000, 2.7091067E+000, 2.7184036E+000, 9.6199999E+000
 1.1360002E+003, 1.7294284E+002, 5.1376416E+002, 1.1233212E+001, 1.2356672E+001, 8.4991360E+000, 5.2006774E+000, 3.6833119E+000, 2.6885436E+000, 2.1693609E+000, 1.9188060E+000, 1.7103004E+000, 1.5731996E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.6952298E+000, 2.3481331E+000, 2.3970044E+000, 2.4018674E+000, 2.4021039E+000, 2.4021115E+000, 2.4021118E+000, 2.4521158E+000, 2.5090594E+000, 2.5644860E+000, 2.5934188E+000, 2.6190131E+000, 2.6490211E+000, 2.6683550E+000, 2.6843913E+000, 2.7001812E+000, 2.7086899E+000, 2.7180123E+000, 9.6199999E+000
