m,m,m,kg/m2,m,m,m,kW/m2
Mass per Area-x,Mass per Area-y,Mass per Area-z,Mass per Area,Incident Heat Flux-x,Incident Heat Flux-y,Incident Heat Flux-z,Incident Heat Flu
 1.0500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000, 1.0000000E-001, 0.0000000E+000, 0.0000000E+000, 6.0844274E-001
 1.1500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000, 2.0000000E-001, 0.0000000E+000, 0.0000000E+000, 6.9622063E-001
 1.2500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000, 3.0000000E-001, 0.0000000E+000, 0.0000000E+000, 8.0754199E-001
 1.3500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000, 4.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.0016534E+000
 1.4500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000, 5.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.2896696E+000
 1.5500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000, 6.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.7075788E+000
 1.6500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000, 7.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.4222383E+000
 1.7500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000, 8.0000000E-001, 0.0000000E+000, 0.0000000E+000, 3.5187361E+000
 1.8500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000, 9.0000000E-001, 0.0000000E+000, 0.0000000E+000, 4.9383002E+000
 1.9500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3171083E+000
 2.0500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000, 1.1000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0015888E+001
 2.1500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000, 1.2000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2036154E+001
 2.2500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000,NaN,NaN,NaN,NaN
 2.3500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000,NaN,NaN,NaN,NaN
 2.4500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000,NaN,NaN,NaN,NaN
 2.5500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000,NaN,NaN,NaN,NaN
 2.6500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000,NaN,NaN,NaN,NaN
 2.7500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000,NaN,NaN,NaN,NaN
 2.8500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000,NaN,NaN,NaN,NaN
 2.9500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000,NaN,NaN,NaN,NaN
 3.0500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000,NaN,NaN,NaN,NaN
 3.1500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000,NaN,NaN,NaN,NaN
 3.2500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000,NaN,NaN,NaN,NaN
 3.3500000E-001, 0.0000000E+000, 0.0000000E+000, 9.6200000E+000,NaN,NaN,NaN,NaN
