s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0029390E+000, 3.0887476E-001, 1.0113706E-001, 2.7703117E+000,-4.1617637E+000, 1.1567046E-005
 4.0047655E+000, 7.8283707E-001, 2.4278953E-001, 2.7745671E+000,-3.7028806E+000, 2.4613401E-005
 6.0137248E+000, 1.2461360E+000, 3.6148595E-001, 2.7158333E+000,-3.1885744E+000, 3.7682962E-005
 8.0105762E+000, 1.7334636E+000, 5.0715222E-001, 2.6108644E+000,-2.6069957E+000, 5.0728703E-005
 1.0001948E+001, 2.1997427E+000, 6.3911902E-001, 2.5795198E+000,-2.0761457E+000, 6.3745457E-005
 1.2011057E+001, 2.4677196E+000, 7.3142047E-001, 2.4321165E+000,-1.6355601E+000, 7.0105350E-005
 1.4010958E+001, 2.4816782E+000, 7.5491871E-001, 2.2167707E+000,-1.3519337E+000, 7.0105596E-005
 1.6010859E+001, 2.4898631E+000, 7.7386385E-001, 2.0568967E+000,-1.1472444E+000, 7.0105587E-005
 1.8010759E+001, 2.4885964E+000, 7.9493379E-001, 1.9094618E+000,-9.7873593E-001, 7.0105577E-005
 2.0010660E+001, 2.4763838E+000, 8.2631197E-001, 1.7716845E+000,-8.3395504E-001, 7.0105567E-005
 2.2010561E+001, 2.4803410E+000, 8.8044095E-001, 1.6653460E+000,-7.0709469E-001, 7.0105558E-005
 2.4010462E+001, 2.4857401E+000, 9.2640655E-001, 1.5790668E+000,-5.9962034E-001, 7.0105548E-005
 2.6010363E+001, 2.4899976E+000, 9.7677897E-001, 1.4861364E+000,-4.8701236E-001, 7.0105539E-005
 2.8008017E+001, 2.4806064E+000, 1.0117060E+000, 1.4168482E+000,-4.0957728E-001, 7.0105529E-005
 3.0010166E+001, 2.5031240E+000, 1.0520285E+000, 1.3706897E+000,-3.2776038E-001, 7.0105519E-005
 3.2004898E+001, 2.4810234E+000, 1.0761884E+000, 1.3084435E+000,-2.7105222E-001, 7.0105510E-005
 3.4003338E+001, 2.4702206E+000, 1.1056585E+000, 1.2620071E+000,-2.2634514E-001, 7.0105500E-005
 3.6001778E+001, 2.4880999E+000, 1.1367652E+000, 1.2410489E+000,-1.7271189E-001, 7.0105491E-005
 3.8000221E+001, 2.4934774E+000, 1.1571266E+000, 1.2212837E+000,-1.3927966E-001, 7.0105481E-005
 4.0012253E+001, 2.4791160E+000, 1.1732613E+000, 1.1992451E+000,-1.1954566E-001, 7.0105471E-005
 4.2010696E+001, 2.4819119E+000, 1.1855124E+000, 1.1952189E+000,-1.0246529E-001, 7.0105462E-005
 4.4009136E+001, 2.4799527E+000, 1.1983787E+000, 1.1800459E+000,-8.2430966E-002, 7.0105452E-005
 4.6007576E+001, 2.4799441E+000, 1.2081723E+000, 1.1796597E+000,-7.2599273E-002, 7.0105443E-005
 4.8006016E+001, 2.4869834E+000, 1.2164425E+000, 1.1782131E+000,-5.8180050E-002, 7.0105433E-005
 5.0004456E+001, 2.4809377E+000, 1.2214859E+000, 1.1738148E+000,-5.0461560E-002, 7.0105423E-005
 5.2002895E+001, 2.4777096E+000, 1.2257035E+000, 1.1674224E+000,-3.9479171E-002, 7.0105414E-005
 5.4001339E+001, 2.4877918E+000, 1.2311017E+000, 1.1748441E+000,-3.2566323E-002, 7.0105404E-005
 5.6013374E+001, 2.4791550E+000, 1.2306133E+000, 1.1723592E+000,-2.8097467E-002, 7.0105395E-005
 5.8011814E+001, 2.4813347E+000, 1.2355969E+000, 1.1663253E+000,-1.3577518E-002, 7.0105385E-005
 6.0010254E+001, 2.4784237E+000, 1.2348517E+000, 1.1653260E+000,-1.0781997E-002, 7.0105375E-005
 6.2008694E+001, 2.4857022E+000, 1.2391142E+000, 1.1742552E+000,-6.9473170E-003, 7.0105366E-005
 6.4007133E+001, 2.4858361E+000, 1.2404377E+000, 1.1666911E+000, 7.7059479E-003, 7.0105356E-005
 6.6005577E+001, 2.4846403E+000, 1.2440323E+000, 1.1778051E+000, 1.0879108E-003, 7.0105347E-005
