m,m,m,kg/m2,m,m,m,kW/m2
Mass per Area-x,Mass per Area-y,Mass per Area-z,Mass per Area,Incident Heat Flux-x,Incident Heat Flux-y,Incident Heat Flux-z,Incident Heat Flu
 1.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383496E+000, 1.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.1618477E+000
 1.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383496E+000, 2.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.2998117E+000
 1.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383487E+000, 3.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.4057752E+000
 1.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383487E+000, 4.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.5756793E+000
 1.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383476E+000, 5.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.8336829E+000
 1.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383476E+000, 6.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.2126242E+000
 1.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383465E+000, 7.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.8648171E+000
 1.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383465E+000, 8.0000000E-001, 0.0000000E+000, 0.0000000E+000, 3.9569566E+000
 1.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383454E+000, 9.0000000E-001, 0.0000000E+000, 0.0000000E+000, 5.5249911E+000
 1.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383454E+000, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5300154E+000
 2.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383444E+000, 1.1000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1063703E+001
 2.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383444E+000, 1.2000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3427536E+001
 2.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383435E+000,NaN,NaN,NaN,NaN
 2.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383435E+000,NaN,NaN,NaN,NaN
 2.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383427E+000,NaN,NaN,NaN,NaN
 2.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383427E+000,NaN,NaN,NaN,NaN
 2.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383420E+000,NaN,NaN,NaN,NaN
 2.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383420E+000,NaN,NaN,NaN,NaN
 2.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383414E+000,NaN,NaN,NaN,NaN
 2.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383414E+000,NaN,NaN,NaN,NaN
 3.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383407E+000,NaN,NaN,NaN,NaN
 3.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383407E+000,NaN,NaN,NaN,NaN
 3.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383399E+000,NaN,NaN,NaN,NaN
 3.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383399E+000,NaN,NaN,NaN,NaN
 3.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383390E+000,NaN,NaN,NaN,NaN
 3.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383390E+000,NaN,NaN,NaN,NaN
 3.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383380E+000,NaN,NaN,NaN,NaN
 3.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383380E+000,NaN,NaN,NaN,NaN
 3.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383368E+000,NaN,NaN,NaN,NaN
 3.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383368E+000,NaN,NaN,NaN,NaN
 4.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383354E+000,NaN,NaN,NaN,NaN
 4.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383354E+000,NaN,NaN,NaN,NaN
 4.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383337E+000,NaN,NaN,NaN,NaN
 4.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383337E+000,NaN,NaN,NaN,NaN
 4.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383316E+000,NaN,NaN,NaN,NaN
 4.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383316E+000,NaN,NaN,NaN,NaN
 4.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383291E+000,NaN,NaN,NaN,NaN
 4.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383291E+000,NaN,NaN,NaN,NaN
 4.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383259E+000,NaN,NaN,NaN,NaN
 4.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383259E+000,NaN,NaN,NaN,NaN
 5.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383220E+000,NaN,NaN,NaN,NaN
 5.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383220E+000,NaN,NaN,NaN,NaN
 5.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383170E+000,NaN,NaN,NaN,NaN
 5.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383170E+000,NaN,NaN,NaN,NaN
 5.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2383104E+000,NaN,NaN,NaN,NaN
