s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 3.5850471E+002, 6.7046944E+001, 3.8957483E+002, 5.1514759E+000, 4.2624044E+000, 3.1336591E+000, 2.0598843E+000, 1.2494841E+000, 8.1258816E-001, 5.5195248E-001, 4.0528929E-001, 3.0844527E-001, 2.4733028E-001
 3.6000016E+002, 6.6937996E+001, 3.8957910E+002, 5.1489162E+000, 4.2762108E+000, 3.1445956E+000, 2.0597100E+000, 1.2508305E+000, 8.1439543E-001, 5.5309802E-001, 4.0509161E-001, 3.0752206E-001, 2.4634838E-001
 3.6153038E+002, 6.6754265E+001, 3.8938461E+002, 5.1443715E+000, 4.2617130E+000, 3.1389251E+000, 2.0571830E+000, 1.2508707E+000, 8.1472927E-001, 5.5301362E-001, 4.0528342E-001, 3.0771619E-001, 2.4556150E-001
 3.6302583E+002, 6.6709076E+001, 3.8954623E+002, 5.1342025E+000, 4.2568202E+000, 3.1449885E+000, 2.0574911E+000, 1.2488418E+000, 8.1373864E-001, 5.5336851E-001, 4.0543810E-001, 3.0701041E-001, 2.4513216E-001
 3.6452127E+002, 6.6575211E+001, 3.8950546E+002, 5.1441574E+000, 4.2581716E+000, 3.1403654E+000, 2.0638719E+000, 1.2509403E+000, 8.1300139E-001, 5.5144346E-001, 4.0395674E-001, 3.0649084E-001, 2.4489166E-001
 3.6601672E+002, 6.6588165E+001, 3.8952872E+002, 5.1447768E+000, 4.2684846E+000, 3.1434581E+000, 2.0617003E+000, 1.2498106E+000, 8.1205034E-001, 5.4989803E-001, 4.0243232E-001, 3.0517042E-001, 2.4410708E-001
 3.6751216E+002, 6.6471100E+001, 3.8937668E+002, 5.1349626E+000, 4.2582889E+000, 3.1368167E+000, 2.0621030E+000, 1.2484896E+000, 8.1152689E-001, 5.4998809E-001, 4.0185064E-001, 3.0420649E-001, 2.4272302E-001
 3.6900761E+002, 6.6446144E+001, 3.8953201E+002, 5.1276283E+000, 4.2636681E+000, 3.1417472E+000, 2.0589271E+000, 1.2482927E+000, 8.1169796E-001, 5.4977286E-001, 4.0222430E-001, 3.0446735E-001, 2.4271895E-001
 3.7050305E+002, 6.6341393E+001, 3.8943103E+002, 5.1334438E+000, 4.2614813E+000, 3.1392341E+000, 2.0622132E+000, 1.2525598E+000, 8.1502485E-001, 5.5238760E-001, 4.0381190E-001, 3.0523336E-001, 2.4301541E-001
 3.7203327E+002, 6.6108093E+001, 3.8946896E+002, 5.1189761E+000, 4.2546368E+000, 3.1452758E+000, 2.0619688E+000, 1.2507468E+000, 8.1350595E-001, 5.5142629E-001, 4.0302989E-001, 3.0451035E-001, 2.4251178E-001
 3.7351598E+002, 6.6030586E+001, 3.8959698E+002, 5.1160159E+000, 4.2480192E+000, 3.1372736E+000, 2.0607574E+000, 1.2487243E+000, 8.1059885E-001, 5.4891306E-001, 4.0165395E-001, 3.0352128E-001, 2.4147746E-001
 3.7501356E+002, 6.5784569E+001, 3.8955655E+002, 5.1242962E+000, 4.2574978E+000, 3.1405818E+000, 2.0645528E+000, 1.2496684E+000, 8.1078792E-001, 5.4826164E-001, 4.0078795E-001, 3.0282360E-001, 2.4008776E-001
 3.7651426E+002, 6.5485085E+001, 3.8950369E+002, 5.1232281E+000, 4.2539997E+000, 3.1434622E+000, 2.0643539E+000, 1.2521416E+000, 8.1228018E-001, 5.4897511E-001, 4.0034738E-001, 3.0209538E-001, 2.3987223E-001
 3.7802432E+002, 6.5229897E+001, 3.8952969E+002, 5.1159635E+000, 4.2421045E+000, 3.1363628E+000, 2.0617023E+000, 1.2511274E+000, 8.1248701E-001, 5.4937375E-001, 4.0034133E-001, 3.0177659E-001, 2.4033743E-001
 3.7950006E+002, 6.5216164E+001, 3.8967429E+002, 5.1157379E+000, 4.2563629E+000, 3.1389632E+000, 2.0581403E+000, 1.2467221E+000, 8.0981565E-001, 5.4820096E-001, 4.0030056E-001, 3.0221942E-001, 2.4060491E-001
 3.8101013E+002, 6.5252739E+001, 3.8956570E+002, 5.1215224E+000, 4.2645783E+000, 3.1426861E+000, 2.0639830E+000, 1.2491554E+000, 8.0941111E-001, 5.4678923E-001, 3.9915517E-001, 3.0153468E-001, 2.3982489E-001
 3.8252019E+002, 6.5466393E+001, 3.8946317E+002, 5.1217384E+000, 4.2527709E+000, 3.1427367E+000, 2.0641289E+000, 1.2493410E+000, 8.0940282E-001, 5.4655033E-001, 3.9866412E-001, 3.0081216E-001, 2.3820637E-001
 3.8400262E+002, 6.5489059E+001, 3.8955988E+002, 5.1073236E+000, 4.2497139E+000, 3.1371207E+000, 2.0615819E+000, 1.2491024E+000, 8.1041676E-001, 5.4748482E-001, 3.9900455E-001, 3.0023947E-001, 2.3790607E-001
 3.8551565E+002, 6.5365974E+001, 3.8966415E+002, 5.0990791E+000, 4.2507215E+000, 3.1320212E+000, 2.0572593E+000, 1.2474277E+000, 8.0996174E-001, 5.4758668E-001, 3.9903462E-001, 3.0027711E-001, 2.3872422E-001
 3.8702868E+002, 6.5522133E+001, 3.8975482E+002, 5.1060085E+000, 4.2591472E+000, 3.1433253E+000, 2.0613999E+000, 1.2479297E+000, 8.0939049E-001, 5.4721481E-001, 3.9940745E-001, 3.0111793E-001, 2.3920165E-001
 3.8851083E+002, 6.5384491E+001, 3.8966089E+002, 5.1130056E+000, 4.2481031E+000, 3.1418653E+000, 2.0640430E+000, 1.2496386E+000, 8.0933499E-001, 5.4610902E-001, 3.9843428E-001, 3.0049369E-001, 2.3877828E-001
 3.9002386E+002, 6.5223175E+001, 3.8972900E+002, 5.1076865E+000, 4.2540331E+000, 3.1476731E+000, 2.0642517E+000, 1.2479821E+000, 8.0824387E-001, 5.4547989E-001, 3.9799568E-001, 3.0043057E-001, 2.3870541E-001
 3.9151837E+002, 6.5324509E+001, 3.8976089E+002, 5.0951362E+000, 4.2515311E+000, 3.1420419E+000, 2.0636430E+000, 1.2511426E+000, 8.1159592E-001, 5.4841918E-001, 3.9989981E-001, 3.0139914E-001, 2.3851888E-001
 3.9301287E+002, 6.5393631E+001, 3.8987872E+002, 5.1033382E+000, 4.2515507E+000, 3.1448112E+000, 2.0671935E+000, 1.2549628E+000, 8.1392962E-001, 5.4948914E-001, 4.0027204E-001, 3.0082047E-001, 2.3782840E-001
 3.9450737E+002, 6.5264313E+001, 3.8993408E+002, 5.1134901E+000, 4.2555480E+000, 3.1475639E+000, 2.0649695E+000, 1.2516788E+000, 8.1114125E-001, 5.4725218E-001, 3.9832872E-001, 2.9932645E-001, 2.3716483E-001
 3.9600187E+002, 6.5217812E+001, 3.8979367E+002, 5.0997267E+000, 4.2442718E+000, 3.1468608E+000, 2.0683200E+000, 1.2550845E+000, 8.1361449E-001, 5.4794067E-001, 3.9865401E-001, 3.0000389E-001, 2.3772299E-001
 3.9753034E+002, 6.5100471E+001, 3.8995416E+002, 5.1144409E+000, 4.2506614E+000, 3.1475537E+000, 2.0675561E+000, 1.2516541E+000, 8.1175834E-001, 5.4833519E-001, 3.9937323E-001, 3.0033818E-001, 2.3725256E-001
 3.9902484E+002, 6.4833862E+001, 3.8994589E+002, 5.1172347E+000, 4.2542114E+000, 3.1470733E+000, 2.0682793E+000, 1.2510669E+000, 8.1040132E-001, 5.4728365E-001, 3.9848331E-001, 2.9931656E-001, 2.3623474E-001
 4.0051255E+002, 6.4843277E+001, 3.8997510E+002, 5.1131577E+000, 4.2543683E+000, 3.1418257E+000, 2.0696092E+000, 1.2554291E+000, 8.1260979E-001, 5.4758710E-001, 3.9822394E-001, 2.9859960E-001, 2.3632962E-001
 4.0201447E+002, 6.4791908E+001, 3.9006952E+002, 5.0997982E+000, 4.2602358E+000, 3.1437161E+000, 2.0691378E+000, 1.2542104E+000, 8.1213516E-001, 5.4599082E-001, 3.9658687E-001, 2.9831144E-001, 2.3658718E-001
 4.0352133E+002, 6.4732079E+001, 3.9002249E+002, 5.0940118E+000, 4.2647886E+000, 3.1448801E+000, 2.0691714E+000, 1.2531199E+000, 8.1278819E-001, 5.4804730E-001, 3.9848366E-001, 2.9936883E-001, 2.3678297E-001
 4.0502820E+002, 6.4798004E+001, 3.8996664E+002, 5.1139188E+000, 4.2635207E+000, 3.1506660E+000, 2.0715911E+000, 1.2569908E+000, 8.1548351E-001, 5.5013585E-001, 4.0006933E-001, 3.0031925E-001, 2.3732477E-001
 4.0650158E+002, 6.4700188E+001, 3.9001813E+002, 5.1072273E+000, 4.2572064E+000, 3.1517065E+000, 2.0733922E+000, 1.2570133E+000, 8.1408858E-001, 5.4812330E-001, 3.9815822E-001, 2.9914886E-001, 2.3649514E-001
 4.0800844E+002, 6.4697662E+001, 3.9027036E+002, 5.1061463E+000, 4.2596836E+000, 3.1518719E+000, 2.0713885E+000, 1.2555948E+000, 8.1365424E-001, 5.4736292E-001, 3.9688426E-001, 2.9760513E-001, 2.3528653E-001
 4.0951530E+002, 6.4851997E+001, 3.9029916E+002, 5.1013622E+000, 4.2646298E+000, 3.1547873E+000, 2.0748348E+000, 1.2570792E+000, 8.1498724E-001, 5.4958069E-001, 3.9885613E-001, 2.9865709E-001, 2.3544845E-001
 4.1102217E+002, 6.4750092E+001, 3.9030603E+002, 5.0959558E+000, 4.2677269E+000, 3.1581259E+000, 2.0742071E+000, 1.2565272E+000, 8.1313068E-001, 5.4780084E-001, 3.9850581E-001, 2.9900375E-001, 2.3568651E-001
 4.1252903E+002, 6.4597084E+001, 3.9025150E+002, 5.1042075E+000, 4.2562490E+000, 3.1518068E+000, 2.0734999E+000, 1.2552263E+000, 8.1254107E-001, 5.4677302E-001, 3.9758039E-001, 2.9912207E-001, 2.3629792E-001
 4.1400241E+002, 6.4544510E+001, 3.9033615E+002, 5.1015983E+000, 4.2711616E+000, 3.1580682E+000, 2.0798893E+000, 1.2625022E+000, 8.1709337E-001, 5.4934686E-001, 3.9905143E-001, 2.9956445E-001, 2.3662511E-001
 4.1552855E+002, 6.4627472E+001, 3.9041306E+002, 5.1017170E+000, 4.2678733E+000, 3.1606245E+000, 2.0815575E+000, 1.2634017E+000, 8.1914282E-001, 5.5171716E-001, 4.0055341E-001, 3.0012542E-001, 2.3633289E-001
 4.1700244E+002, 6.4641312E+001, 3.9038455E+002, 5.0910912E+000, 4.2544494E+000, 3.1566222E+000, 2.0767555E+000, 1.2599882E+000, 8.1686038E-001, 5.4997230E-001, 3.9987141E-001, 2.9987568E-001, 2.3516265E-001
 4.1852445E+002, 6.4577621E+001, 3.9056799E+002, 5.0964499E+000, 4.2624464E+000, 3.1598334E+000, 2.0810061E+000, 1.2585425E+000, 8.1466877E-001, 5.4832703E-001, 3.9798874E-001, 2.9850033E-001, 2.3587731E-001
 4.2001338E+002, 6.4276558E+001, 3.9057880E+002, 5.1081104E+000, 4.2699957E+000, 3.1618400E+000, 2.0823026E+000, 1.2634432E+000, 8.1834459E-001, 5.5002916E-001, 3.9838305E-001, 2.9871175E-001, 2.3613736E-001
 4.2150230E+002, 6.4024727E+001, 3.9043265E+002, 5.1036229E+000, 4.2647939E+000, 3.1678240E+000, 2.0843432E+000, 1.2658476E+000, 8.2056969E-001, 5.5224955E-001, 4.0050280E-001, 2.9995295E-001, 2.3634462E-001
 4.2302431E+002, 6.4178825E+001, 3.9070114E+002, 5.0894885E+000, 4.2663741E+000, 3.1670268E+000, 2.0837498E+000, 1.2651365E+000, 8.2076854E-001, 5.5313075E-001, 4.0138075E-001, 3.0046284E-001, 2.3644480E-001
 4.2451324E+002, 6.4232689E+001, 3.9079504E+002, 5.1085930E+000, 4.2698441E+000, 3.1635978E+000, 2.0840971E+000, 1.2637234E+000, 8.1969565E-001, 5.5211836E-001, 4.0033320E-001, 2.9963115E-001, 2.3581165E-001
 4.2600216E+002, 6.4286842E+001, 3.9083203E+002, 5.1113219E+000, 4.2747865E+000, 3.1642213E+000, 2.0849373E+000, 1.2608465E+000, 8.1477928E-001, 5.4913527E-001, 3.9963064E-001, 2.9944193E-001, 2.3533192E-001
 4.2752417E+002, 6.4331375E+001, 3.9087027E+002, 5.1029158E+000, 4.2729774E+000, 3.1650934E+000, 2.0913806E+000, 1.2686355E+000, 8.1917375E-001, 5.5061519E-001, 3.9976868E-001, 2.9914615E-001, 2.3564799E-001
 4.2901310E+002, 6.4340271E+001, 3.9082739E+002, 5.1134176E+000, 4.2781720E+000, 3.1654170E+000, 2.0893137E+000, 1.2696718E+000, 8.2285589E-001, 5.5299789E-001, 4.0063190E-001, 2.9940408E-001, 2.3618329E-001
 4.3050202E+002, 6.4429100E+001, 3.9075229E+002, 5.0998335E+000, 4.2738881E+000, 3.1648443E+000, 2.0872190E+000, 1.2677771E+000, 8.2299781E-001, 5.5472916E-001, 4.0222809E-001, 3.0072111E-001, 2.3691970E-001
 4.3200087E+002, 6.4385590E+001, 3.9096841E+002, 5.1055779E+000, 4.2838650E+000, 3.1718206E+000, 2.0929711E+000, 1.2710803E+000, 8.2422560E-001, 5.5563235E-001, 4.0314621E-001, 3.0144659E-001, 2.3616426E-001
 4.3350677E+002, 6.4439568E+001, 3.9096597E+002, 5.1204171E+000, 4.2853923E+000, 3.1759338E+000, 2.0909970E+000, 1.2694851E+000, 8.2233095E-001, 5.5302930E-001, 4.0079841E-001, 2.9972988E-001, 2.3601998E-001
 4.3501199E+002, 6.4574936E+001, 3.9093631E+002, 5.1052155E+000, 4.2773242E+000, 3.1811199E+000, 2.0963652E+000, 1.2722496E+000, 8.2364774E-001, 5.5345672E-001, 4.0041241E-001, 2.9934183E-001, 2.3617014E-001
 4.3651720E+002, 6.4678986E+001, 3.9109937E+002, 5.1021590E+000, 4.2793365E+000, 3.1791081E+000, 2.0965240E+000, 1.2720774E+000, 8.2497168E-001, 5.5493927E-001, 4.0145558E-001, 3.0032384E-001, 2.3663236E-001
 4.3802242E+002, 6.4488731E+001, 3.9118890E+002, 5.1127534E+000, 4.2813630E+000, 3.1737421E+000, 2.0944149E+000, 1.2721418E+000, 8.2521474E-001, 5.5602580E-001, 4.0340567E-001, 3.0151507E-001, 2.3653682E-001
 4.3953418E+002, 6.4264465E+001, 3.9128830E+002, 5.1200094E+000, 4.2894716E+000, 3.1820626E+000, 2.0992153E+000, 1.2755039E+000, 8.2731283E-001, 5.5705971E-001, 4.0390283E-001, 3.0187604E-001, 2.3628747E-001
 4.4100994E+002, 6.4105431E+001, 3.9129196E+002, 5.1151280E+000, 4.2849646E+000, 3.1806080E+000, 2.0976548E+000, 1.2738390E+000, 8.2540113E-001, 5.5520743E-001, 4.0248466E-001, 3.0070606E-001, 2.3628606E-001
 4.4250611E+002, 6.4068893E+001, 3.9140103E+002, 5.1011977E+000, 4.2927995E+000, 3.1847370E+000, 2.1000817E+000, 1.2740881E+000, 8.2463032E-001, 5.5470806E-001, 4.0186980E-001, 3.0023390E-001, 2.3658401E-001
 4.4402702E+002, 6.4001900E+001, 3.9152933E+002, 5.1163611E+000, 4.2946463E+000, 3.1891096E+000, 2.1039488E+000, 1.2772210E+000, 8.2608426E-001, 5.5491155E-001, 4.0202010E-001, 3.0056798E-001, 2.3682564E-001
 4.4551558E+002, 6.4068398E+001, 3.9152966E+002, 5.1282921E+000, 4.2950053E+000, 3.1829271E+000, 2.1011767E+000, 1.2779377E+000, 8.2844394E-001, 5.5723912E-001, 4.0378293E-001, 3.0163765E-001, 2.3676591E-001
 4.4700413E+002, 6.4322479E+001, 3.9144138E+002, 5.1121492E+000, 4.3002987E+000, 3.1920998E+000, 2.1054990E+000, 1.2798676E+000, 8.2977480E-001, 5.5858558E-001, 4.0461388E-001, 3.0189770E-001, 2.3607823E-001
 4.4853152E+002, 6.4164993E+001, 3.9144055E+002, 5.1086149E+000, 4.2907848E+000, 3.1862948E+000, 2.1062210E+000, 1.2797710E+000, 8.2919365E-001, 5.5759287E-001, 4.0405113E-001, 3.0152029E-001, 2.3560788E-001
 4.5002654E+002, 6.3978703E+001, 3.9168564E+002, 5.1236324E+000, 4.2949843E+000, 3.1821520E+000, 2.1017616E+000, 1.2744037E+000, 8.2643771E-001, 5.5705827E-001, 4.0388295E-001, 3.0103517E-001, 2.3625021E-001
 4.5152157E+002, 6.4095985E+001, 3.9181100E+002, 5.1205964E+000, 4.3125839E+000, 3.1969287E+000, 2.1113763E+000, 1.2790221E+000, 8.2670301E-001, 5.5657178E-001, 4.0431407E-001, 3.0203855E-001, 2.3742339E-001
 4.5302937E+002, 6.4035164E+001, 3.9173444E+002, 5.1226096E+000, 4.2963390E+000, 3.1973457E+000, 2.1136549E+000, 1.2863692E+000, 8.3121347E-001, 5.5854249E-001, 4.0496179E-001, 3.0266628E-001, 2.3760326E-001
 4.5452358E+002, 6.4075829E+001, 3.9185043E+002, 5.1164260E+000, 4.2925158E+000, 3.1951089E+000, 2.1074929E+000, 1.2835101E+000, 8.3276016E-001, 5.6053632E-001, 4.0610954E-001, 3.0305648E-001, 2.3734152E-001
 4.5601779E+002, 6.4310577E+001, 3.9203131E+002, 5.1158566E+000, 4.3110938E+000, 3.2013152E+000, 2.1122372E+000, 1.2827055E+000, 8.3159846E-001, 5.6046945E-001, 4.0628630E-001, 3.0261993E-001, 2.3654950E-001
 4.5751200E+002, 6.4306984E+001, 3.9199567E+002, 5.1278520E+000, 4.3107085E+000, 3.1985419E+000, 2.1172862E+000, 1.2864046E+000, 8.3289421E-001, 5.6006604E-001, 4.0551686E-001, 3.0212334E-001, 2.3675735E-001
 4.5900621E+002, 6.4292061E+001, 3.9195139E+002, 5.1433516E+000, 4.3071308E+000, 3.1974881E+000, 2.1115608E+000, 1.2849555E+000, 8.3310902E-001, 5.6058860E-001, 4.0626439E-001, 3.0301976E-001, 2.3752880E-001
 4.6050996E+002, 6.4241806E+001, 3.9202020E+002, 5.1251054E+000, 4.3107529E+000, 3.2031560E+000, 2.1169925E+000, 1.2874843E+000, 8.3433449E-001, 5.6141579E-001, 4.0679219E-001, 3.0334690E-001, 2.3762332E-001
 4.6201371E+002, 6.4148911E+001, 3.9222534E+002, 5.1225863E+000, 4.3130198E+000, 3.2042661E+000, 2.1166306E+000, 1.2857594E+000, 8.3248442E-001, 5.6005335E-001, 4.0606391E-001, 3.0325326E-001, 2.3747963E-001
 4.6351746E+002, 6.4146980E+001, 3.9219559E+002, 5.1369696E+000, 4.3153486E+000, 3.2076724E+000, 2.1197979E+000, 1.2895083E+000, 8.3444446E-001, 5.6064826E-001, 4.0593991E-001, 3.0301383E-001, 2.3743701E-001
 4.6502121E+002, 6.3942902E+001, 3.9223770E+002, 5.1332068E+000, 4.3235831E+000, 3.2172651E+000, 2.1239915E+000, 1.2937381E+000, 8.3829957E-001, 5.6317407E-001, 4.0726426E-001, 3.0351126E-001, 2.3776171E-001
 4.6652495E+002, 6.3748772E+001, 3.9225809E+002, 5.1369176E+000, 4.3133307E+000, 3.2102468E+000, 2.1181803E+000, 1.2884996E+000, 8.3573282E-001, 5.6303018E-001, 4.0813437E-001, 3.0414286E-001, 2.3792252E-001
 4.6800748E+002, 6.3552738E+001, 3.9231290E+002, 5.1281171E+000, 4.3133354E+000, 3.2082493E+000, 2.1223121E+000, 1.2903682E+000, 8.3634144E-001, 5.6251466E-001, 4.0702608E-001, 3.0319196E-001, 2.3730977E-001
 4.6952935E+002, 6.3358746E+001, 3.9261331E+002, 5.1302938E+000, 4.3313303E+000, 3.2150290E+000, 2.1279993E+000, 1.2932041E+000, 8.3622932E-001, 5.6151497E-001, 4.0630692E-001, 3.0247390E-001, 2.3719594E-001
 4.7102975E+002, 6.3351223E+001, 3.9256256E+002, 5.1467376E+000, 4.3287492E+000, 3.2154744E+000, 2.1252215E+000, 1.2941352E+000, 8.3688712E-001, 5.6229001E-001, 4.0702450E-001, 3.0347624E-001, 2.3801048E-001
 4.7253318E+002, 6.3352707E+001, 3.9257025E+002, 5.1388698E+000, 4.3265815E+000, 3.2220378E+000, 2.1275928E+000, 1.2956516E+000, 8.4047914E-001, 5.6515223E-001, 4.0894249E-001, 3.0472532E-001, 2.3835623E-001
 4.7400244E+002, 6.3429222E+001, 3.9265369E+002, 5.1318793E+000, 4.3195844E+000, 3.2149537E+000, 2.1274855E+000, 1.2958156E+000, 8.4079331E-001, 5.6545001E-001, 4.0892553E-001, 3.0419886E-001, 2.3715581E-001
 4.7550587E+002, 6.3483501E+001, 3.9279788E+002, 5.1532679E+000, 4.3306298E+000, 3.2158844E+000, 2.1303263E+000, 1.2951133E+000, 8.3854824E-001, 5.6345904E-001, 4.0769115E-001, 3.0321845E-001, 2.3712808E-001
 4.7700930E+002, 6.3559887E+001, 3.9290323E+002, 5.1532092E+000, 4.3446307E+000, 3.2262261E+000, 2.1347728E+000, 1.2958859E+000, 8.3778584E-001, 5.6325829E-001, 4.0738797E-001, 3.0332735E-001, 2.3808771E-001
 4.7851273E+002, 6.3414749E+001, 3.9278610E+002, 5.1445651E+000, 4.3248138E+000, 3.2158420E+000, 2.1326528E+000, 1.3005643E+000, 8.4220970E-001, 5.6503075E-001, 4.0845981E-001, 3.0465823E-001, 2.3875816E-001
 4.8001616E+002, 6.3179100E+001, 3.9290967E+002, 5.1500716E+000, 4.3324823E+000, 3.2206166E+000, 2.1329005E+000, 1.3024145E+000, 8.4512138E-001, 5.6818396E-001, 4.1081494E-001, 3.0581224E-001, 2.3923618E-001
 4.8151193E+002, 6.3320267E+001, 3.9304813E+002, 5.1422725E+000, 4.3465919E+000, 3.2275565E+000, 2.1345479E+000, 1.2991562E+000, 8.4280038E-001, 5.6726837E-001, 4.1064227E-001, 3.0565891E-001, 2.3903313E-001
 4.8302771E+002, 6.3302948E+001, 3.9301578E+002, 5.1580758E+000, 4.3448529E+000, 3.2198410E+000, 2.1340208E+000, 1.2975447E+000, 8.3899266E-001, 5.6374335E-001, 4.0858021E-001, 3.0400681E-001, 2.3838635E-001
 4.8451280E+002, 6.3392303E+001, 3.9302805E+002, 5.1671386E+000, 4.3474307E+000, 3.2351868E+000, 2.1411891E+000, 1.3039349E+000, 8.4261745E-001, 5.6435943E-001, 4.0707219E-001, 3.0285987E-001, 2.3784901E-001
 4.8603164E+002, 6.3302639E+001, 3.9305249E+002, 5.1515560E+000, 4.3448515E+000, 3.2278235E+000, 2.1358187E+000, 1.3048164E+000, 8.4678918E-001, 5.6823391E-001, 4.0973788E-001, 3.0465898E-001, 2.3817150E-001
 4.8751673E+002, 6.3319260E+001, 3.9317972E+002, 5.1588507E+000, 4.3443098E+000, 3.2337780E+000, 2.1373670E+000, 1.3023793E+000, 8.4609032E-001, 5.6981635E-001, 4.1198197E-001, 3.0627972E-001, 2.3902026E-001
 4.8900182E+002, 6.3400909E+001, 3.9326129E+002, 5.1535783E+000, 4.3542805E+000, 3.2332635E+000, 2.1412048E+000, 1.3037633E+000, 8.4482551E-001, 5.6827456E-001, 4.1154227E-001, 3.0655804E-001, 2.3913601E-001
 4.9052066E+002, 6.3273933E+001, 3.9323297E+002, 5.1618624E+000, 4.3559728E+000, 3.2329688E+000, 2.1435511E+000, 1.3045286E+000, 8.4445506E-001, 5.6715780E-001, 4.1038609E-001, 3.0580851E-001, 2.3896474E-001
 4.9200575E+002, 6.3349400E+001, 3.9343848E+002, 5.1666675E+000, 4.3561754E+000, 3.2390256E+000, 2.1401274E+000, 1.3024957E+000, 8.4413755E-001, 5.6752545E-001, 4.1066960E-001, 3.0606499E-001, 2.3949917E-001
 4.9352459E+002, 6.3364307E+001, 3.9350311E+002, 5.1723361E+000, 4.3622713E+000, 3.2419031E+000, 2.1476359E+000, 1.3100450E+000, 8.4755355E-001, 5.6864369E-001, 4.1096658E-001, 3.0600128E-001, 2.3937182E-001
 4.9500968E+002, 6.3522297E+001, 3.9349960E+002, 5.1628819E+000, 4.3520322E+000, 3.2402883E+000, 2.1451836E+000, 1.3079858E+000, 8.4894693E-001, 5.7083356E-001, 4.1228709E-001, 3.0600238E-001, 2.3897733E-001
 4.9652852E+002, 6.3694351E+001, 3.9367120E+002, 5.1700668E+000, 4.3586078E+000, 3.2370889E+000, 2.1406462E+000, 1.3044181E+000, 8.4679651E-001, 5.7060581E-001, 4.1309738E-001, 3.0694354E-001, 2.3965722E-001
 4.9801361E+002, 6.3638695E+001, 3.9381012E+002, 5.1773310E+000, 4.3702960E+000, 3.2502782E+000, 2.1535711E+000, 1.3114530E+000, 8.4771240E-001, 5.7030559E-001, 4.1355669E-001, 3.0782485E-001, 2.4053204E-001
 4.9953245E+002, 6.3700451E+001, 3.9397049E+002, 5.1605754E+000, 4.3739171E+000, 3.2552369E+000, 2.1538150E+000, 1.3131546E+000, 8.5091031E-001, 5.7160133E-001, 4.1309193E-001, 3.0680966E-001, 2.3985383E-001
 5.0101754E+002, 6.3668964E+001, 3.9389920E+002, 5.1786423E+000, 4.3508935E+000, 3.2489607E+000, 2.1523190E+000, 1.3126184E+000, 8.5014522E-001, 5.7024777E-001, 4.1122892E-001, 3.0556872E-001, 2.3917763E-001
 5.0250263E+002, 6.3586212E+001, 3.9413092E+002, 5.1941767E+000, 4.3698359E+000, 3.2501824E+000, 2.1564841E+000, 1.3126484E+000, 8.5078585E-001, 5.7241023E-001, 4.1355765E-001, 3.0751577E-001, 2.4033013E-001
 5.0402147E+002, 6.3648129E+001, 3.9411307E+002, 5.1881170E+000, 4.3760571E+000, 3.2406690E+000, 2.1498163E+000, 1.3126348E+000, 8.5298324E-001, 5.7465512E-001, 4.1529286E-001, 3.0855176E-001, 2.4105355E-001
 5.0550656E+002, 6.3701279E+001, 3.9418277E+002, 5.1850004E+000, 4.3787551E+000, 3.2557926E+000, 2.1560910E+000, 1.3153396E+000, 8.5088098E-001, 5.7095337E-001, 4.1237631E-001, 3.0607170E-001, 2.3877075E-001
 5.0702540E+002, 6.3806580E+001, 3.9436298E+002, 5.1837111E+000, 4.3814521E+000, 3.2614324E+000, 2.1596589E+000, 1.3167317E+000, 8.5284573E-001, 5.7260513E-001, 4.1294518E-001, 3.0588332E-001, 2.3857114E-001
 5.0850266E+002, 6.3802299E+001, 3.9432974E+002, 5.1876993E+000, 4.3639035E+000, 3.2494855E+000, 2.1546245E+000, 1.3149114E+000, 8.5426879E-001, 5.7501733E-001, 4.1489545E-001, 3.0747375E-001, 2.4028248E-001
 5.1000338E+002, 6.3724659E+001, 3.9453546E+002, 5.1966147E+000, 4.3850498E+000, 3.2616680E+000, 2.1588264E+000, 1.3132150E+000, 8.5036498E-001, 5.7382625E-001, 4.1521096E-001, 3.0889896E-001, 2.4154417E-001
 5.1150354E+002, 6.3701466E+001, 3.9463965E+002, 5.1847653E+000, 4.3957396E+000, 3.2647104E+000, 2.1641085E+000, 1.3218298E+000, 8.5509211E-001, 5.7407629E-001, 4.1522023E-001, 3.0919093E-001, 2.4165177E-001
 5.1301266E+002, 6.3821732E+001, 3.9463187E+002, 5.1933050E+000, 4.3855810E+000, 3.2665079E+000, 2.1623373E+000, 1.3227960E+000, 8.5717767E-001, 5.7581812E-001, 4.1641051E-001, 3.0977276E-001, 2.4089928E-001
 5.1452178E+002, 6.3698605E+001, 3.9464554E+002, 5.1942801E+000, 4.3906484E+000, 3.2675347E+000, 2.1565967E+000, 1.3164802E+000, 8.5623217E-001, 5.7704884E-001, 4.1643682E-001, 3.0850321E-001, 2.4027343E-001
 5.1600421E+002, 6.3388416E+001, 3.9460120E+002, 5.2069726E+000, 4.3904424E+000, 3.2690389E+000, 2.1677909E+000, 1.3212644E+000, 8.5383356E-001, 5.7346982E-001, 4.1500458E-001, 3.0779353E-001, 2.4027920E-001
 5.1752163E+002, 6.3227314E+001, 3.9485031E+002, 5.2097821E+000, 4.3944511E+000, 3.2702284E+000, 2.1658802E+000, 1.3238329E+000, 8.5651857E-001, 5.7467675E-001, 4.1610673E-001, 3.0916640E-001, 2.4036436E-001
