m,m,m,kg/m2,m,m,m,kW/m2
Mass per Area-x,Mass per Area-y,Mass per Area-z,Mass per Area,Incident Heat Flux-x,Incident Heat Flux-y,Incident Heat Flux-z,Incident Heat Flu
 1.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2455611E+000, 1.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.1390515E+000
 1.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2455611E+000, 2.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.2751726E+000
 1.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2454478E+000, 3.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.3785604E+000
 1.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2454478E+000, 4.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.5461626E+000
 1.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2453512E+000, 5.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.8023058E+000
 1.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2453512E+000, 6.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.1808595E+000
 1.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2452730E+000, 7.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.8343760E+000
 1.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2452730E+000, 8.0000000E-001, 0.0000000E+000, 0.0000000E+000, 3.9191623E+000
 1.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2452118E+000, 9.0000000E-001, 0.0000000E+000, 0.0000000E+000, 5.4567782E+000
 1.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2452118E+000, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5420186E+000
 2.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2451676E+000, 1.1000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1036762E+001
 2.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2451676E+000, 1.2000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3377289E+001
 2.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2451392E+000,NaN,NaN,NaN,NaN
 2.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2451392E+000,NaN,NaN,NaN,NaN
 2.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2451217E+000,NaN,NaN,NaN,NaN
 2.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2451217E+000,NaN,NaN,NaN,NaN
 2.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2451093E+000,NaN,NaN,NaN,NaN
 2.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2451093E+000,NaN,NaN,NaN,NaN
 2.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2451005E+000,NaN,NaN,NaN,NaN
 2.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2451005E+000,NaN,NaN,NaN,NaN
 3.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450927E+000,NaN,NaN,NaN,NaN
 3.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450927E+000,NaN,NaN,NaN,NaN
 3.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450833E+000,NaN,NaN,NaN,NaN
 3.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450833E+000,NaN,NaN,NaN,NaN
 3.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450751E+000,NaN,NaN,NaN,NaN
 3.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450751E+000,NaN,NaN,NaN,NaN
 3.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450660E+000,NaN,NaN,NaN,NaN
 3.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450660E+000,NaN,NaN,NaN,NaN
 3.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450532E+000,NaN,NaN,NaN,NaN
 3.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450532E+000,NaN,NaN,NaN,NaN
 4.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450341E+000,NaN,NaN,NaN,NaN
 4.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450341E+000,NaN,NaN,NaN,NaN
 4.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450070E+000,NaN,NaN,NaN,NaN
 4.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2450070E+000,NaN,NaN,NaN,NaN
 4.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2449702E+000,NaN,NaN,NaN,NaN
 4.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2449702E+000,NaN,NaN,NaN,NaN
 4.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2449234E+000,NaN,NaN,NaN,NaN
 4.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2449234E+000,NaN,NaN,NaN,NaN
