s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 3.7052947E+002, 6.8471352E+001, 4.0635092E+002, 5.6486664E+000, 4.6798577E+000, 3.4592397E+000, 2.2651551E+000, 1.3748108E+000, 8.9064562E-001, 6.0149425E-001, 4.3829730E-001, 3.3056915E-001, 2.6269308E-001
 3.7201157E+002, 6.8528564E+001, 4.0640714E+002, 5.6401834E+000, 4.6871691E+000, 3.4524229E+000, 2.2603211E+000, 1.3715857E+000, 8.8867337E-001, 6.0032868E-001, 4.3751121E-001, 3.2998553E-001, 2.6222512E-001
 3.7352589E+002, 6.8371956E+001, 4.0635153E+002, 5.6541138E+000, 4.6930909E+000, 3.4530213E+000, 2.2626817E+000, 1.3752089E+000, 8.8945431E-001, 5.9772390E-001, 4.3419009E-001, 3.2757199E-001, 2.6054472E-001
 3.7500799E+002, 6.8192657E+001, 4.0634412E+002, 5.6531825E+000, 4.6886163E+000, 3.4534986E+000, 2.2693796E+000, 1.3756553E+000, 8.8817507E-001, 5.9806782E-001, 4.3451518E-001, 3.2684439E-001, 2.5962335E-001
 3.7652231E+002, 6.8398430E+001, 4.0641879E+002, 5.6366358E+000, 4.6803994E+000, 3.4447176E+000, 2.2579477E+000, 1.3772029E+000, 8.9171034E-001, 6.0035443E-001, 4.3638778E-001, 3.2789367E-001, 2.6018080E-001
 3.7800441E+002, 6.8282547E+001, 4.0639612E+002, 5.6340227E+000, 4.6686816E+000, 3.4467826E+000, 2.2576025E+000, 1.3690233E+000, 8.8747340E-001, 5.9914482E-001, 4.3617621E-001, 3.2834795E-001, 2.6029348E-001
 3.7951873E+002, 6.8086113E+001, 4.0638333E+002, 5.6319690E+000, 4.6813455E+000, 3.4435740E+000, 2.2572255E+000, 1.3702633E+000, 8.8546884E-001, 5.9630972E-001, 4.3369216E-001, 3.2689497E-001, 2.5967920E-001
 3.8100083E+002, 6.7767288E+001, 4.0638864E+002, 5.6478329E+000, 4.6808577E+000, 3.4492176E+000, 2.2631047E+000, 1.3750728E+000, 8.8810194E-001, 5.9668303E-001, 4.3265054E-001, 3.2552090E-001, 2.5851315E-001
 3.8251515E+002, 6.7784782E+001, 4.0649982E+002, 5.6349101E+000, 4.6815267E+000, 3.4464228E+000, 2.2608526E+000, 1.3753910E+000, 8.8898039E-001, 5.9753972E-001, 4.3361372E-001, 3.2572332E-001, 2.5803146E-001
 3.8402947E+002, 6.7790337E+001, 4.0655267E+002, 5.6250095E+000, 4.6745000E+000, 3.4476149E+000, 2.2616708E+000, 1.3741908E+000, 8.8828075E-001, 5.9782737E-001, 4.3428782E-001, 3.2613614E-001, 2.5845906E-001
 3.8551157E+002, 6.7630341E+001, 4.0653409E+002, 5.6323762E+000, 4.6770730E+000, 3.4495773E+000, 2.2618136E+000, 1.3742970E+000, 8.8830644E-001, 5.9830225E-001, 4.3492150E-001, 3.2673028E-001, 2.5856388E-001
 3.8702589E+002, 6.7423347E+001, 4.0657455E+002, 5.6381717E+000, 4.6766500E+000, 3.4512491E+000, 2.2604825E+000, 1.3720465E+000, 8.8722652E-001, 5.9573042E-001, 4.3233198E-001, 3.2561463E-001, 2.5735185E-001
 3.8850799E+002, 6.7077736E+001, 4.0658466E+002, 5.6072326E+000, 4.6707630E+000, 3.4408643E+000, 2.2588394E+000, 1.3688191E+000, 8.8331306E-001, 5.9301615E-001, 4.3062967E-001, 3.2400614E-001, 2.5719410E-001
 3.9002231E+002, 6.6875259E+001, 4.0661252E+002, 5.6096859E+000, 4.6823463E+000, 3.4451468E+000, 2.2589948E+000, 1.3685917E+000, 8.8533974E-001, 5.9589076E-001, 4.3219215E-001, 3.2432061E-001, 2.5775418E-001
 3.9150441E+002, 6.6911743E+001, 4.0650244E+002, 5.6277313E+000, 4.6827464E+000, 3.4542403E+000, 2.2703979E+000, 1.3789185E+000, 8.9135110E-001, 5.9921026E-001, 4.3438163E-001, 3.2581618E-001, 2.5810781E-001
 3.9301873E+002, 6.6903397E+001, 4.0665433E+002, 5.6222029E+000, 4.6614370E+000, 3.4490013E+000, 2.2674344E+000, 1.3800529E+000, 8.9259160E-001, 6.0058081E-001, 4.3589687E-001, 3.2732919E-001, 2.5893673E-001
 3.9450083E+002, 6.6978127E+001, 4.0664676E+002, 5.6163797E+000, 4.6934443E+000, 3.4593780E+000, 2.2659709E+000, 1.3772629E+000, 8.9100683E-001, 5.9971213E-001, 4.3590418E-001, 3.2708427E-001, 2.5839081E-001
 3.9601515E+002, 6.7116730E+001, 4.0652075E+002, 5.6211915E+000, 4.6853690E+000, 3.4524224E+000, 2.2671494E+000, 1.3776217E+000, 8.9122462E-001, 5.9982193E-001, 4.3573239E-001, 3.2679671E-001, 2.5764406E-001
 3.9752947E+002, 6.7246613E+001, 4.0665182E+002, 5.6234975E+000, 4.6759539E+000, 3.4597692E+000, 2.2708461E+000, 1.3804584E+000, 8.9204711E-001, 5.9976286E-001, 4.3527704E-001, 3.2636282E-001, 2.5750983E-001
 3.9901157E+002, 6.7272179E+001, 4.0667938E+002, 5.6178193E+000, 4.6800771E+000, 3.4548709E+000, 2.2658494E+000, 1.3778013E+000, 8.9135456E-001, 5.9934920E-001, 4.3482003E-001, 3.2605800E-001, 2.5729704E-001
 4.0051557E+002, 6.7182060E+001, 4.0660065E+002, 5.6142759E+000, 4.6800637E+000, 3.4589157E+000, 2.2737675E+000, 1.3801192E+000, 8.9084613E-001, 5.9880495E-001, 4.3490630E-001, 3.2609022E-001, 2.5745985E-001
 4.0201222E+002, 6.7199425E+001, 4.0658817E+002, 5.6124167E+000, 4.6765432E+000, 3.4542186E+000, 2.2690201E+000, 1.3812708E+000, 8.9348429E-001, 6.0116696E-001, 4.3653902E-001, 3.2692122E-001, 2.5735915E-001
 4.0350023E+002, 6.6943832E+001, 4.0660269E+002, 5.6136518E+000, 4.6719503E+000, 3.4567544E+000, 2.2688177E+000, 1.3835051E+000, 8.9596450E-001, 6.0246533E-001, 4.3659759E-001, 3.2681143E-001, 2.5690246E-001
 4.0501990E+002, 6.6437645E+001, 4.0671277E+002, 5.6044784E+000, 4.6837077E+000, 3.4633908E+000, 2.2737536E+000, 1.3801833E+000, 8.9288133E-001, 6.0144311E-001, 4.3642917E-001, 3.2683036E-001, 2.5715062E-001
 4.0650791E+002, 6.6457626E+001, 4.0681308E+002, 5.6106215E+000, 4.6859593E+000, 3.4606547E+000, 2.2782521E+000, 1.3850025E+000, 8.9464843E-001, 6.0120726E-001, 4.3620116E-001, 3.2676753E-001, 2.5727054E-001
 4.0802758E+002, 6.6715645E+001, 4.0682489E+002, 5.6126528E+000, 4.6785088E+000, 3.4632859E+000, 2.2771497E+000, 1.3855559E+000, 8.9367020E-001, 5.9873551E-001, 4.3400499E-001, 3.2532358E-001, 2.5664246E-001
 4.0951559E+002, 6.6868973E+001, 4.0683932E+002, 5.5973773E+000, 4.6821780E+000, 3.4634326E+000, 2.2752142E+000, 1.3851484E+000, 8.9619243E-001, 6.0188800E-001, 4.3562376E-001, 3.2576561E-001, 2.5685626E-001
 4.1100361E+002, 6.7123199E+001, 4.0679770E+002, 5.6076779E+000, 4.6858425E+000, 3.4661462E+000, 2.2791052E+000, 1.3888376E+000, 8.9969522E-001, 6.0507739E-001, 4.3811876E-001, 3.2746485E-001, 2.5704202E-001
 4.1252341E+002, 6.7397247E+001, 4.0682532E+002, 5.6066580E+000, 4.6815171E+000, 3.4677904E+000, 2.2803063E+000, 1.3895470E+000, 9.0002930E-001, 6.0482728E-001, 4.3794701E-001, 3.2725501E-001, 2.5681695E-001
 4.1402062E+002, 6.7258667E+001, 4.0697751E+002, 5.5863028E+000, 4.6837039E+000, 3.4670634E+000, 2.2813821E+000, 1.3875016E+000, 8.9815658E-001, 6.0417944E-001, 4.3652588E-001, 3.2520783E-001, 2.5659388E-001
 4.1551783E+002, 6.7190155E+001, 4.0692755E+002, 5.6096048E+000, 4.6954856E+000, 3.4699373E+000, 2.2851291E+000, 1.3904926E+000, 8.9835185E-001, 6.0306853E-001, 4.3665370E-001, 3.2637802E-001, 2.5711745E-001
 4.1701503E+002, 6.7265846E+001, 4.0691211E+002, 5.6223135E+000, 4.6904569E+000, 3.4660640E+000, 2.2839816E+000, 1.3912513E+000, 9.0008038E-001, 6.0485768E-001, 4.3875197E-001, 3.2771826E-001, 2.5709310E-001
 4.1851224E+002, 6.7292366E+001, 4.0701340E+002, 5.6029902E+000, 4.6810646E+000, 3.4670696E+000, 2.2822526E+000, 1.3869877E+000, 8.9890659E-001, 6.0486996E-001, 4.3795291E-001, 3.2713565E-001, 2.5622892E-001
 4.2000944E+002, 6.7409363E+001, 4.0695251E+002, 5.5862374E+000, 4.7044444E+000, 3.4735169E+000, 2.2883711E+000, 1.3903615E+000, 8.9825118E-001, 6.0284299E-001, 4.3656483E-001, 3.2644275E-001, 2.5672081E-001
 4.2150665E+002, 6.7358849E+001, 4.0700882E+002, 5.6096034E+000, 4.7013626E+000, 3.4718330E+000, 2.2900651E+000, 1.3969580E+000, 9.0322363E-001, 6.0551393E-001, 4.3746766E-001, 3.2624751E-001, 2.5692859E-001
 4.2301945E+002, 6.7243858E+001, 4.0701996E+002, 5.6140838E+000, 4.6853423E+000, 3.4738781E+000, 2.2835531E+000, 1.3923798E+000, 9.0188020E-001, 6.0602421E-001, 4.3859270E-001, 3.2747996E-001, 2.5744942E-001
 4.2452913E+002, 6.7368103E+001, 4.0711899E+002, 5.6014690E+000, 4.6926455E+000, 3.4803727E+000, 2.2869039E+000, 1.3945785E+000, 9.0290928E-001, 6.0641295E-001, 4.3891355E-001, 3.2781401E-001, 2.5762218E-001
 4.2600451E+002, 6.7317696E+001, 4.0716339E+002, 5.6054749E+000, 4.6923122E+000, 3.4793546E+000, 2.2911301E+000, 1.3959990E+000, 9.0239775E-001, 6.0677487E-001, 4.3974942E-001, 3.2837623E-001, 2.5709736E-001
 4.2751419E+002, 6.7204056E+001, 4.0722745E+002, 5.6116548E+000, 4.6985354E+000, 3.4806187E+000, 2.2909608E+000, 1.3946202E+000, 9.0332556E-001, 6.0716301E-001, 4.3969771E-001, 3.2776174E-001, 2.5614488E-001
 4.2902387E+002, 6.7134171E+001, 4.0723859E+002, 5.5977459E+000, 4.6925807E+000, 3.4802477E+000, 2.2909272E+000, 1.3957316E+000, 9.0236813E-001, 6.0550076E-001, 4.3797770E-001, 3.2676542E-001, 2.5673836E-001
 4.3053355E+002, 6.6931854E+001, 4.0740430E+002, 5.5961413E+000, 4.7058167E+000, 3.4819884E+000, 2.2972538E+000, 1.4003175E+000, 9.0493548E-001, 6.0745335E-001, 4.3896806E-001, 3.2728514E-001, 2.5715709E-001
 4.3200948E+002, 6.6756973E+001, 4.0739923E+002, 5.6167016E+000, 4.7166157E+000, 3.4863286E+000, 2.2988336E+000, 1.4023141E+000, 9.0756142E-001, 6.0855490E-001, 4.3967545E-001, 3.2796305E-001, 2.5738192E-001
 4.3350970E+002, 6.6859627E+001, 4.0738278E+002, 5.6219339E+000, 4.6956043E+000, 3.4841349E+000, 2.2962925E+000, 1.4014854E+000, 9.0785575E-001, 6.0950732E-001, 4.4116816E-001, 3.2896814E-001, 2.5778928E-001
 4.3500991E+002, 6.7044228E+001, 4.0748199E+002, 5.5937247E+000, 4.6978464E+000, 3.4914002E+000, 2.2963719E+000, 1.3982620E+000, 9.0622562E-001, 6.0919398E-001, 4.4090220E-001, 3.2876301E-001, 2.5772819E-001
 4.3650707E+002, 6.6860306E+001, 4.0743375E+002, 5.6015429E+000, 4.7204914E+000, 3.4892523E+000, 2.2975185E+000, 1.3971699E+000, 9.0313721E-001, 6.0722482E-001, 4.4037548E-001, 3.2889962E-001, 2.5775892E-001
 4.3800231E+002, 6.6727921E+001, 4.0745074E+002, 5.6067929E+000, 4.7101707E+000, 3.4910519E+000, 2.3041201E+000, 1.4051737E+000, 9.0812397E-001, 6.0959440E-001, 4.4141832E-001, 3.2929754E-001, 2.5759780E-001
 4.3951719E+002, 6.6908752E+001, 4.0759091E+002, 5.6069164E+000, 4.7063341E+000, 3.4921844E+000, 2.3047273E+000, 1.4086739E+000, 9.1010308E-001, 6.1125690E-001, 4.4221681E-001, 3.2892308E-001, 2.5712138E-001
 4.4100176E+002, 6.7006134E+001, 4.0758163E+002, 5.6117311E+000, 4.7095203E+000, 3.4943399E+000, 2.2993467E+000, 1.4050959E+000, 9.0985924E-001, 6.1120188E-001, 4.4167361E-001, 3.2848567E-001, 2.5704908E-001
 4.4250149E+002, 6.6785675E+001, 4.0751617E+002, 5.6090775E+000, 4.7047009E+000, 3.4982588E+000, 2.3035705E+000, 1.4048605E+000, 9.0903169E-001, 6.1086661E-001, 4.4200432E-001, 3.2909152E-001, 2.5728524E-001
 4.4400122E+002, 6.6484024E+001, 4.0758356E+002, 5.5996118E+000, 4.7091718E+000, 3.4958005E+000, 2.3027587E+000, 1.4040712E+000, 9.0879816E-001, 6.1104065E-001, 4.4291127E-001, 3.3001873E-001, 2.5820500E-001
 4.4550095E+002, 6.6516273E+001, 4.0765909E+002, 5.6031308E+000, 4.7257357E+000, 3.5058968E+000, 2.3149617E+000, 1.4113400E+000, 9.1196460E-001, 6.1186087E-001, 4.4221199E-001, 3.2942009E-001, 2.5799873E-001
 4.4700067E+002, 6.6571381E+001, 4.0764941E+002, 5.6154356E+000, 4.7193637E+000, 3.4932086E+000, 2.3039029E+000, 1.4093864E+000, 9.1297048E-001, 6.1276442E-001, 4.4244006E-001, 3.2907522E-001, 2.5763705E-001
 4.4850040E+002, 6.6617622E+001, 4.0773059E+002, 5.6167521E+000, 4.7201695E+000, 3.5029736E+000, 2.3073826E+000, 1.4099715E+000, 9.1337627E-001, 6.1382073E-001, 4.4317716E-001, 3.2942948E-001, 2.5753671E-001
 4.5000013E+002, 6.6580154E+001, 4.0779327E+002, 5.6116638E+000, 4.7349172E+000, 3.5038915E+000, 2.3115542E+000, 1.4107808E+000, 9.1258520E-001, 6.1199450E-001, 4.4272238E-001, 3.2910269E-001, 2.5648230E-001
 4.5153318E+002, 6.6534378E+001, 4.0788538E+002, 5.6123056E+000, 4.7255826E+000, 3.4948139E+000, 2.3050997E+000, 1.4086246E+000, 9.1318238E-001, 6.1257583E-001, 4.4199714E-001, 3.2876861E-001, 2.5679445E-001
 4.5303291E+002, 6.6531326E+001, 4.0785123E+002, 5.6231799E+000, 4.7302918E+000, 3.5118072E+000, 2.3133874E+000, 1.4075676E+000, 9.1036803E-001, 6.1210513E-001, 4.4276592E-001, 3.2952291E-001, 2.5788775E-001
 4.5453264E+002, 6.6615219E+001, 4.0795410E+002, 5.6210213E+000, 4.7236443E+000, 3.5109129E+000, 2.3175550E+000, 1.4141674E+000, 9.1356122E-001, 6.1394370E-001, 4.4451502E-001, 3.3072364E-001, 2.5861987E-001
 4.5603236E+002, 6.6851974E+001, 4.0801154E+002, 5.6041732E+000, 4.7218275E+000, 3.5087447E+000, 2.3113749E+000, 1.4134380E+000, 9.1597986E-001, 6.1486757E-001, 4.4369024E-001, 3.2983950E-001, 2.5799981E-001
 4.5753209E+002, 6.6914848E+001, 4.0812421E+002, 5.6167712E+000, 4.7407265E+000, 3.5095115E+000, 2.3096855E+000, 1.4100429E+000, 9.1210431E-001, 6.1215323E-001, 4.4234380E-001, 3.2879993E-001, 2.5795460E-001
 4.5903182E+002, 6.7032516E+001, 4.0816846E+002, 5.6176033E+000, 4.7413526E+000, 3.5123320E+000, 2.3230765E+000, 1.4216043E+000, 9.1799301E-001, 6.1489892E-001, 4.4391447E-001, 3.3003834E-001, 2.5831610E-001
 4.6053155E+002, 6.6975975E+001, 4.0821069E+002, 5.6197453E+000, 4.7382741E+000, 3.5058603E+000, 2.3111205E+000, 1.4133447E+000, 9.1782719E-001, 6.1648369E-001, 4.4531745E-001, 3.3135605E-001, 2.5873798E-001
 4.6203127E+002, 6.6927650E+001, 4.0822391E+002, 5.6343355E+000, 4.7371507E+000, 3.5193193E+000, 2.3152838E+000, 1.4147297E+000, 9.1629189E-001, 6.1568469E-001, 4.4572946E-001, 3.3171681E-001, 2.5839779E-001
 4.6350833E+002, 6.6667740E+001, 4.0819455E+002, 5.6302404E+000, 4.7271566E+000, 3.5196521E+000, 2.3248894E+000, 1.4219373E+000, 9.2020410E-001, 6.1713654E-001, 4.4554979E-001, 3.3143112E-001, 2.5809592E-001
 4.6501979E+002, 6.6205719E+001, 4.0836224E+002, 5.6183357E+000, 4.7380042E+000, 3.5112023E+000, 2.3130925E+000, 1.4140034E+000, 9.1593844E-001, 6.1462551E-001, 4.4342989E-001, 3.2987469E-001, 2.5842020E-001
 4.6652692E+002, 6.6111481E+001, 4.0834781E+002, 5.6193318E+000, 4.7466769E+000, 3.5248132E+000, 2.3237793E+000, 1.4172632E+000, 9.1520286E-001, 6.1362582E-001, 4.4329202E-001, 3.2984504E-001, 2.5856313E-001
 4.6801013E+002, 6.5896942E+001, 4.0838660E+002, 5.6313343E+000, 4.7466183E+000, 3.5180533E+000, 2.3252373E+000, 1.4233748E+000, 9.2073572E-001, 6.1665004E-001, 4.4518131E-001, 3.3108076E-001, 2.5855669E-001
 4.6951817E+002, 6.5808899E+001, 4.0849915E+002, 5.6318874E+000, 4.7401218E+000, 3.5203571E+000, 2.3170855E+000, 1.4180939E+000, 9.1958642E-001, 6.1736703E-001, 4.4607544E-001, 3.3153212E-001, 2.5851369E-001
 4.7102611E+002, 6.5952736E+001, 4.0852792E+002, 5.6352673E+000, 4.7510834E+000, 3.5308354E+000, 2.3207417E+000, 1.4167500E+000, 9.1750503E-001, 6.1723942E-001, 4.4642216E-001, 3.3145827E-001, 2.5871781E-001
 4.7250944E+002, 6.6076988E+001, 4.0855496E+002, 5.6401997E+000, 4.7361870E+000, 3.5217004E+000, 2.3265846E+000, 1.4269416E+000, 9.2339301E-001, 6.1960465E-001, 4.4726929E-001, 3.3199784E-001, 2.5918546E-001
 4.7403277E+002, 6.6074471E+001, 4.0871268E+002, 5.6288924E+000, 4.7617106E+000, 3.5270200E+000, 2.3229785E+000, 1.4227940E+000, 9.2166275E-001, 6.1858398E-001, 4.4685572E-001, 3.3217689E-001, 2.5946030E-001
 4.7551750E+002, 6.5988251E+001, 4.0867072E+002, 5.6404614E+000, 4.7540269E+000, 3.5307827E+000, 2.3281541E+000, 1.4257312E+000, 9.2158717E-001, 6.1789256E-001, 4.4598550E-001, 3.3162314E-001, 2.5882778E-001
 4.7700986E+002, 6.5933105E+001, 4.0872693E+002, 5.6464810E+000, 4.7454739E+000, 3.5278699E+000, 2.3272057E+000, 1.4248135E+000, 9.2394954E-001, 6.1978167E-001, 4.4686902E-001, 3.3162785E-001, 2.5880271E-001
 4.7850820E+002, 6.5798988E+001, 4.0878339E+002, 5.6304469E+000, 4.7589526E+000, 3.5398693E+000, 2.3340538E+000, 1.4218745E+000, 9.1795123E-001, 6.1629570E-001, 4.4583097E-001, 3.3166382E-001, 2.5933191E-001
 4.8001847E+002, 6.5731041E+001, 4.0883582E+002, 5.6380205E+000, 4.7645521E+000, 3.5287268E+000, 2.3369889E+000, 1.4302589E+000, 9.2471218E-001, 6.1983246E-001, 4.4768894E-001, 3.3270755E-001, 2.5962973E-001
 4.8152874E+002, 6.5958282E+001, 4.0878336E+002, 5.6633024E+000, 4.7587457E+000, 3.5310693E+000, 2.3308182E+000, 1.4312365E+000, 9.2837131E-001, 6.2298155E-001, 4.4947988E-001, 3.3346647E-001, 2.6014242E-001
 4.8300617E+002, 6.6227715E+001, 4.0903815E+002, 5.6401792E+000, 4.7571497E+000, 3.5392587E+000, 2.3305402E+000, 1.4281806E+000, 9.2390209E-001, 6.1987972E-001, 4.4798648E-001, 3.3307934E-001, 2.5942391E-001
 4.8451645E+002, 6.6068123E+001, 4.0906638E+002, 5.6301322E+000, 4.7623072E+000, 3.5364447E+000, 2.3313141E+000, 1.4290215E+000, 9.2565423E-001, 6.2030447E-001, 4.4752505E-001, 3.3230948E-001, 2.5882927E-001
 4.8602672E+002, 6.5937141E+001, 4.0906879E+002, 5.6418190E+000, 4.7706985E+000, 3.5404875E+000, 2.3372142E+000, 1.4288596E+000, 9.2601985E-001, 6.2239188E-001, 4.4916910E-001, 3.3352968E-001, 2.6027542E-001
 4.8750415E+002, 6.5993568E+001, 4.0910025E+002, 5.6380010E+000, 4.7560005E+000, 3.5447903E+000, 2.3386450E+000, 1.4310484E+000, 9.2733043E-001, 6.2299639E-001, 4.5061249E-001, 3.3502722E-001, 2.6096117E-001
 4.8901443E+002, 6.6044746E+001, 4.0914120E+002, 5.6444311E+000, 4.7655067E+000, 3.5447571E+000, 2.3411565E+000, 1.4348636E+000, 9.2947537E-001, 6.2327534E-001, 4.5018071E-001, 3.3423600E-001, 2.6030010E-001
 4.9052470E+002, 6.6000435E+001, 4.0918494E+002, 5.6539116E+000, 4.7739482E+000, 3.5442634E+000, 2.3402750E+000, 1.4312612E+000, 9.2602366E-001, 6.2167072E-001, 4.4870421E-001, 3.3278885E-001, 2.5998569E-001
 4.9200213E+002, 6.5773621E+001, 4.0931342E+002, 5.6594753E+000, 4.7762818E+000, 3.5415096E+000, 2.3367810E+000, 1.4327767E+000, 9.2799789E-001, 6.2243986E-001, 4.4911957E-001, 3.3365196E-001, 2.5967905E-001
 4.9351240E+002, 6.5597610E+001, 4.0928491E+002, 5.6574235E+000, 4.7751369E+000, 3.5538061E+000, 2.3463306E+000, 1.4381990E+000, 9.3128836E-001, 6.2399256E-001, 4.4996616E-001, 3.3374122E-001, 2.5951117E-001
 4.9502268E+002, 6.5822784E+001, 4.0931662E+002, 5.6373768E+000, 4.7735591E+000, 3.5499940E+000, 2.3413248E+000, 1.4331988E+000, 9.2970860E-001, 6.2502491E-001, 4.5112216E-001, 3.3446598E-001, 2.6038763E-001
 4.9650011E+002, 6.6212250E+001, 4.0940900E+002, 5.6558690E+000, 4.7755499E+000, 3.5569656E+000, 2.3464510E+000, 1.4349728E+000, 9.3005669E-001, 6.2540901E-001, 4.5198104E-001, 3.3551830E-001, 2.6137853E-001
 4.9801038E+002, 6.6563400E+001, 4.0951132E+002, 5.6620874E+000, 4.7785220E+000, 3.5534120E+000, 2.3455319E+000, 1.4369392E+000, 9.2979455E-001, 6.2386757E-001, 4.5100006E-001, 3.3531404E-001, 2.6147205E-001
 4.9952065E+002, 6.6639091E+001, 4.0956528E+002, 5.6644053E+000, 4.7789812E+000, 3.5504434E+000, 2.3430586E+000, 1.4387593E+000, 9.3204182E-001, 6.2515646E-001, 4.5137987E-001, 3.3498096E-001, 2.6106724E-001
 5.0103093E+002, 6.6547272E+001, 4.0945322E+002, 5.6504936E+000, 4.7885041E+000, 3.5578589E+000, 2.3461459E+000, 1.4367284E+000, 9.3009323E-001, 6.2423933E-001, 4.5054749E-001, 3.3479443E-001, 2.6116443E-001
 5.0250836E+002, 6.6667381E+001, 4.0970554E+002, 5.6602402E+000, 4.7843385E+000, 3.5501804E+000, 2.3444183E+000, 1.4399927E+000, 9.3194395E-001, 6.2446034E-001, 4.5037523E-001, 3.3469331E-001, 2.6121983E-001
 5.0401863E+002, 6.6501572E+001, 4.0975665E+002, 5.6887755E+000, 4.7962661E+000, 3.5613897E+000, 2.3470266E+000, 1.4401177E+000, 9.3347687E-001, 6.2718928E-001, 4.5268115E-001, 3.3585241E-001, 2.6187047E-001
 5.0552890E+002, 6.6442680E+001, 4.0976144E+002, 5.6866331E+000, 4.7908311E+000, 3.5671380E+000, 2.3564205E+000, 1.4473475E+000, 9.3811613E-001, 6.3008404E-001, 4.5468754E-001, 3.3692813E-001, 2.6234150E-001
 5.0701530E+002, 6.6433266E+001, 4.0981244E+002, 5.6660099E+000, 4.7828789E+000, 3.5661554E+000, 2.3525114E+000, 1.4453528E+000, 9.3719023E-001, 6.2842405E-001, 4.5289999E-001, 3.3573499E-001, 2.6084045E-001
 5.0850707E+002, 6.6505257E+001, 4.0997379E+002, 5.6659241E+000, 4.7963252E+000, 3.5638735E+000, 2.3525636E+000, 1.4375278E+000, 9.2953730E-001, 6.2377185E-001, 4.4959164E-001, 3.3359423E-001, 2.6046500E-001
 5.1000762E+002, 6.6422386E+001, 4.1006943E+002, 5.6681757E+000, 4.8073592E+000, 3.5607996E+000, 2.3567674E+000, 1.4446645E+000, 9.3479508E-001, 6.2708467E-001, 4.5207936E-001, 3.3512717E-001, 2.6118827E-001
 5.1151986E+002, 6.6243828E+001, 4.0994720E+002, 5.6769886E+000, 4.8009076E+000, 3.5698075E+000, 2.3611860E+000, 1.4510417E+000, 9.3813235E-001, 6.2898856E-001, 4.5346484E-001, 3.3601993E-001, 2.6160064E-001
 5.1303211E+002, 6.6104439E+001, 4.0999365E+002, 5.6853156E+000, 4.8021994E+000, 3.5681634E+000, 2.3527701E+000, 1.4459134E+000, 9.3841916E-001, 6.2997431E-001, 4.5448530E-001, 3.3699641E-001, 2.6211983E-001
 5.1451218E+002, 6.6070480E+001, 4.1002621E+002, 5.6802979E+000, 4.7871900E+000, 3.5701623E+000, 2.3524203E+000, 1.4438276E+000, 9.3531823E-001, 6.2916744E-001, 4.5470756E-001, 3.3713344E-001, 2.6221970E-001
 5.1602443E+002, 6.6067093E+001, 4.1021039E+002, 5.6846800E+000, 4.8093834E+000, 3.5725377E+000, 2.3584642E+000, 1.4462916E+000, 9.3426675E-001, 6.2555689E-001, 4.5233476E-001, 3.3631414E-001, 2.6253653E-001
 5.1750450E+002, 6.6261108E+001, 4.1035059E+002, 5.6807027E+000, 4.8108091E+000, 3.5749404E+000, 2.3648708E+000, 1.4543114E+000, 9.4136918E-001, 6.2974876E-001, 4.5389241E-001, 3.3727169E-001, 2.6299539E-001
 5.1900463E+002, 6.6252373E+001, 4.1030652E+002, 5.6761427E+000, 4.8022776E+000, 3.5752985E+000, 2.3601899E+000, 1.4489676E+000, 9.4033307E-001, 6.3104534E-001, 4.5516637E-001, 3.3766249E-001, 2.6262870E-001
 5.2052383E+002, 6.6176331E+001, 4.1043921E+002, 5.6950116E+000, 4.8042164E+000, 3.5742304E+000, 2.3616836E+000, 1.4488231E+000, 9.3938649E-001, 6.3144261E-001, 4.5581293E-001, 3.3744970E-001, 2.6172510E-001
 5.2201139E+002, 6.5953300E+001, 4.1057025E+002, 5.6929455E+000, 4.8196044E+000, 3.5783279E+000, 2.3652747E+000, 1.4549907E+000, 9.4289124E-001, 6.3229066E-001, 4.5545951E-001, 3.3658400E-001, 2.6205471E-001
 5.2353059E+002, 6.5573685E+001, 4.1063943E+002, 5.7010598E+000, 4.8222890E+000, 3.5808251E+000, 2.3648496E+000, 1.4491826E+000, 9.3723112E-001, 6.2892234E-001, 4.5548630E-001, 3.3826116E-001, 2.6360109E-001
 5.2501946E+002, 6.5545616E+001, 4.1060361E+002, 5.6767621E+000, 4.8018389E+000, 3.5832365E+000, 2.3690066E+000, 1.4550929E+000, 9.4280916E-001, 6.3198769E-001, 4.5621064E-001, 3.3872449E-001, 2.6356667E-001
 5.2652413E+002, 6.5753342E+001, 4.1070694E+002, 5.6786489E+000, 4.8209786E+000, 3.5871937E+000, 2.3683767E+000, 1.4539627E+000, 9.4258201E-001, 6.3235956E-001, 4.5547751E-001, 3.3728620E-001, 2.6275104E-001
 5.2802266E+002, 6.5831390E+001, 4.1082822E+002, 5.6902366E+000, 4.8157458E+000, 3.5850081E+000, 2.3694308E+000, 1.4545182E+000, 9.4135010E-001, 6.3213676E-001, 4.5567274E-001, 3.3735803E-001, 2.6350316E-001
 5.2950741E+002, 6.5662102E+001, 4.1091354E+002, 5.6897316E+000, 4.8296442E+000, 3.5898528E+000, 2.3717017E+000, 1.4589382E+000, 9.4546646E-001, 6.3420230E-001, 4.5721281E-001, 3.3885708E-001, 2.6318097E-001
