m,m,m,kg/m2,m,m,m,kW/m2
Mass per Area-x,Mass per Area-y,Mass per Area-z,Mass per Area,Incident Heat Flux-x,Incident Heat Flux-y,Incident Heat Flux-z,Incident Heat Flu
 1.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7421213E+000, 1.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.1461073E+000
 1.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7421213E+000, 2.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.2493473E+000
 1.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7304834E+000, 3.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.3257773E+000
 1.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7304834E+000, 4.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.4552120E+000
 1.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7206142E+000, 5.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.6577497E+000
 1.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7206142E+000, 6.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.9701513E+000
 1.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7116016E+000, 7.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.5534935E+000
 1.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7116016E+000, 8.0000000E-001, 0.0000000E+000, 0.0000000E+000, 3.4930492E+000
 1.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7035361E+000, 9.0000000E-001, 0.0000000E+000, 0.0000000E+000, 4.7089964E+000
 1.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7035361E+000, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1002402E+000
 2.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6965648E+000, 1.1000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0462928E+001
 2.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6965648E+000, 1.2000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2431949E+001
 2.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6906876E+000,NaN,NaN,NaN,NaN
 2.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6906876E+000,NaN,NaN,NaN,NaN
 2.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6856522E+000,NaN,NaN,NaN,NaN
 2.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6856522E+000,NaN,NaN,NaN,NaN
 2.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6809783E+000,NaN,NaN,NaN,NaN
