m,m,m,kg/m2,m,m,m,kW/m2
Mass per Area-x,Mass per Area-y,Mass per Area-z,Mass per Area,Incident Heat Flux-x,Incident Heat Flux-y,Incident Heat Flux-z,Incident Heat Flu
 1.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2652584E+000, 1.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.0940461E+000
 1.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2652584E+000, 2.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.2235649E+000
 1.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2643904E+000, 3.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.3257343E+000
 1.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2643904E+000, 4.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.4947840E+000
 1.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2637253E+000, 5.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.7507770E+000
 1.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2637253E+000, 6.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.1290701E+000
 1.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2632120E+000, 7.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.7876444E+000
 1.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2632120E+000, 8.0000000E-001, 0.0000000E+000, 0.0000000E+000, 3.8678874E+000
 1.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2628228E+000, 9.0000000E-001, 0.0000000E+000, 0.0000000E+000, 5.3746385E+000
 1.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2628228E+000, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5419500E+000
 2.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2625410E+000, 1.1000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1032734E+001
 2.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2625410E+000, 1.2000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3312256E+001
 2.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2623434E+000,NaN,NaN,NaN,NaN
 2.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2623434E+000,NaN,NaN,NaN,NaN
 2.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2622052E+000,NaN,NaN,NaN,NaN
 2.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2622052E+000,NaN,NaN,NaN,NaN
 2.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2621020E+000,NaN,NaN,NaN,NaN
 2.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2621020E+000,NaN,NaN,NaN,NaN
 2.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2620120E+000,NaN,NaN,NaN,NaN
 2.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2620120E+000,NaN,NaN,NaN,NaN
 3.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2619225E+000,NaN,NaN,NaN,NaN
 3.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2619225E+000,NaN,NaN,NaN,NaN
 3.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.2618258E+000,NaN,NaN,NaN,NaN
