s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0038204E+000, 6.6413196E-001, 2.2096491E-001, 1.4405270E+000,-1.4073153E+000, 2.1356500E-005
 1.0005227E+001, 1.8374816E+000, 6.2095259E-001, 1.8529672E+000,-6.6973211E-001, 5.3949822E-005
 1.5010630E+001, 2.4814490E+000, 8.4646537E-001, 1.8685460E+000,-5.1422079E-002, 7.0105534E-005
 2.0000147E+001, 2.4835554E+000, 8.6482259E-001, 1.5940762E+000, 2.3076571E-001, 7.0105575E-005
 2.5004301E+001, 2.4909241E+000, 9.0190307E-001, 1.3780764E+000, 4.6626978E-001, 7.0105551E-005
 3.0010990E+001, 2.4827875E+000, 9.4279060E-001, 1.1903996E+000, 6.5200697E-001, 7.0105527E-005
 3.5003735E+001, 2.4742521E+000, 9.8163046E-001, 1.0508463E+000, 7.8937692E-001, 7.0105503E-005
 4.0010426E+001, 2.4887034E+000, 1.0221994E+000, 9.7379613E-001, 8.8483366E-001, 7.0105479E-005
 4.5003170E+001, 2.4815748E+000, 1.0433515E+000, 9.2293604E-001, 9.3398509E-001, 7.0105455E-005
 5.0009861E+001, 2.4795691E+000, 1.0615251E+000, 8.8922580E-001, 9.6948851E-001, 7.0105431E-005
 5.5002605E+001, 2.4836136E+000, 1.0770258E+000, 8.8782533E-001, 9.7819524E-001, 7.0105407E-005
 6.0009293E+001, 2.4824172E+000, 1.0848854E+000, 8.7869657E-001, 9.9031189E-001, 7.0105383E-005
 6.5002037E+001, 2.4843150E+000, 1.0925780E+000, 8.7275762E-001, 1.0007743E+000, 7.0105359E-005
 7.0008728E+001, 2.4838985E+000, 1.0998618E+000, 8.6943006E-001, 1.0079171E+000, 7.0105335E-005
 7.5001472E+001, 2.4771641E+000, 1.0990792E+000, 8.7103622E-001, 1.0012276E+000, 7.0105311E-005
 8.0008163E+001, 2.4835498E+000, 1.1044528E+000, 8.7851649E-001, 1.0039986E+000, 7.0105287E-005
 8.5000908E+001, 2.4819640E+000, 1.1056442E+000, 8.7275058E-001, 1.0105079E+000, 7.0105263E-005
 9.0007599E+001, 2.4802218E+000, 1.1087070E+000, 8.7532954E-001, 1.0095086E+000, 7.0105239E-005
 9.5000343E+001, 2.4871077E+000, 1.1128118E+000, 8.7914974E-001, 1.0146824E+000, 7.0105215E-005
 1.0000703E+002, 2.4821998E+000, 1.1155014E+000, 8.7652575E-001, 1.0151340E+000, 7.0105191E-005
 1.0501373E+002, 2.4822609E+000, 1.1200898E+000, 8.7187919E-001, 1.0234164E+000, 7.0105167E-005
 1.1000647E+002, 2.4816832E+000, 1.1207398E+000, 8.7586765E-001, 1.0213989E+000, 7.0105143E-005
 1.1501315E+002, 2.4851159E+000, 1.1239627E+000, 8.8309555E-001, 1.0201070E+000, 7.0105119E-005
 1.2000590E+002, 2.4787091E+000, 1.1197821E+000, 8.7951974E-001, 1.0203133E+000, 7.0105095E-005
 1.2501259E+002, 2.4818420E+000, 1.1179563E+000, 8.8904525E-001, 1.0147985E+000, 7.0105071E-005
 1.3000534E+002, 2.4796993E+000, 1.1209281E+000, 8.8359151E-001, 1.0223723E+000, 7.0105047E-005
 1.3501202E+002, 2.4854415E+000, 1.1247207E+000, 8.8582501E-001, 1.0284349E+000, 7.0105023E-005
 1.4000478E+002, 2.4857487E+000, 1.1236176E+000, 8.9078706E-001, 1.0255998E+000, 7.0104999E-005
 1.4501146E+002, 2.4802079E+000, 1.1253086E+000, 8.8660154E-001, 1.0280953E+000, 7.0104975E-005
 1.5000421E+002, 2.4817546E+000, 1.1227202E+000, 8.9101984E-001, 1.0268002E+000, 7.0104951E-005
 1.5501089E+002, 2.4828433E+000, 1.1282706E+000, 8.8589573E-001, 1.0353890E+000, 7.0104927E-005
 1.6000363E+002, 2.4815399E+000, 1.1240954E+000, 8.8939952E-001, 1.0326037E+000, 7.0104903E-005
 1.6501033E+002, 2.4798014E+000, 1.1250117E+000, 8.9043435E-001, 1.0337023E+000, 7.0104879E-005
