m,m,m,kg/m2,m,m,m,kW/m2
Mass per Area-x,Mass per Area-y,Mass per Area-z,Mass per Area,Incident Heat Flux-x,Incident Heat Flux-y,Incident Heat Flux-z,Incident Heat Flu
 1.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7549990E+000, 1.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.1499551E+000
 1.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7465989E+000, 2.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.2764211E+000
 1.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7393047E+000, 3.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.3604238E+000
 1.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7332742E+000, 4.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.5413799E+000
 1.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7277179E+000, 5.0000000E-001, 0.0000000E+000, 0.0000000E+000, 1.7924012E+000
 1.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7223596E+000, 6.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.0834338E+000
 1.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7171454E+000, 7.0000000E-001, 0.0000000E+000, 0.0000000E+000, 2.7278137E+000
 1.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7120991E+000, 8.0000000E-001, 0.0000000E+000, 0.0000000E+000, 3.7593472E+000
 1.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7072691E+000, 9.0000000E-001, 0.0000000E+000, 0.0000000E+000, 5.2488465E+000
 1.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.7027082E+000, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6293251E+000
 2.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6984617E+000, 1.1000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0826080E+001
 2.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6945539E+000, 1.2000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2199781E+001
 2.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6909767E+000,NaN,NaN,NaN,NaN
 2.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6876950E+000,NaN,NaN,NaN,NaN
 2.4500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6846797E+000,NaN,NaN,NaN,NaN
 2.5500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6819106E+000,NaN,NaN,NaN,NaN
 2.6500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6793577E+000,NaN,NaN,NaN,NaN
 2.7500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6769340E+000,NaN,NaN,NaN,NaN
 2.8500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6744710E+000,NaN,NaN,NaN,NaN
 2.9500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6717555E+000,NaN,NaN,NaN,NaN
 3.0500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6686079E+000,NaN,NaN,NaN,NaN
 3.1500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6649373E+000,NaN,NaN,NaN,NaN
 3.2500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6607411E+000,NaN,NaN,NaN,NaN
 3.3500000E-001, 0.0000000E+000, 0.0000000E+000, 2.6560612E+000,NaN,NaN,NaN,NaN
