s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2
 1.8010760E+001, 1.7595757E+002, 5.5686127E+002, 1.3772446E+001, 1.1514981E+001, 8.9977922E+000, 6.6363692E+000, 4.9189868E+000, 3.9922166E+000, 3.4524806E+000, 3.1822770E+000, 3.0152495E+000, 2.9115829E+000, 2.9890625E+000, 2.9946265E+000, 2.9982145E+000, 3.0020473E+000, 3.0026331E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 2.0010661E+001, 1.8421059E+002, 5.5270050E+002, 1.3567550E+001, 1.1307253E+001, 8.8109217E+000, 6.5218873E+000, 4.8770967E+000, 3.9971480E+000, 3.4795947E+000, 3.1927469E+000, 3.0273504E+000, 2.9297936E+000, 2.9854209E+000, 2.9917755E+000, 2.9960365E+000, 3.0011823E+000, 3.0026076E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 2.2010562E+001, 1.9165614E+002, 5.4885498E+002, 1.3294210E+001, 1.1135875E+001, 8.7050095E+000, 6.4742708E+000, 4.8544393E+000, 4.0065827E+000, 3.5192127E+000, 3.2392864E+000, 3.0654054E+000, 2.9716811E+000, 2.9821064E+000, 2.9888353E+000, 2.9936960E+000, 2.9999945E+000, 3.0025175E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 2.4010463E+001, 1.9760912E+002, 5.4542133E+002, 1.3142133E+001, 1.1024859E+001, 8.6229382E+000, 6.4250374E+000, 4.8368649E+000, 3.9961662E+000, 3.5111375E+000, 3.2370167E+000, 3.0616877E+000, 2.9666162E+000, 2.9792624E+000, 2.9858503E+000, 2.9912274E+000, 2.9985607E+000, 3.0022721E+000, 3.0026393E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 2.6010364E+001, 2.0216141E+002, 5.4226770E+002, 1.2974628E+001, 1.0874551E+001, 8.4997854E+000, 6.3538880E+000, 4.8196673E+000, 4.0033941E+000, 3.5214562E+000, 3.2607632E+000, 3.0873203E+000, 2.9909682E+000, 2.9756527E+000, 2.9829280E+000, 2.9886694E+000, 2.9969444E+000, 3.0017934E+000, 3.0026383E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 2.8008017E+001, 2.0654218E+002, 5.3941205E+002, 1.2809411E+001, 1.0744884E+001, 8.4045448E+000, 6.2860889E+000, 4.7745895E+000, 3.9759452E+000, 3.5059600E+000, 3.2465768E+000, 3.0814750E+000, 2.9902155E+000, 2.9717829E+000, 2.9803998E+000, 2.9860752E+000, 2.9951982E+000, 3.0010822E+000, 3.0026357E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 3.0010166E+001, 2.1019824E+002, 5.3683124E+002, 1.2700327E+001, 1.0603616E+001, 8.3022804E+000, 6.2160344E+000, 4.7348137E+000, 3.9411330E+000, 3.4797544E+000, 3.2203789E+000, 3.0573311E+000, 2.9682307E+000, 2.9678090E+000, 2.9777553E+000, 2.9835036E+000, 2.9933522E+000, 3.0001767E+000, 3.0026290E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 3.2004898E+001, 2.1356937E+002, 5.3452051E+002, 1.2600621E+001, 1.0483667E+001, 8.2079859E+000, 6.1518979E+000, 4.7064819E+000, 3.9349566E+000, 3.4839497E+000, 3.2343969E+000, 3.0715058E+000, 2.9807539E+000, 2.9637318E+000, 2.9746811E+000, 2.9810662E+000, 2.9914284E+000, 2.9991198E+000, 3.0026131E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 3.4003339E+001, 2.1642151E+002, 5.3230560E+002, 1.2372522E+001, 1.0309445E+001, 8.1096048E+000, 6.0819545E+000, 4.6647625E+000, 3.9096770E+000, 3.4719412E+000, 3.2288644E+000, 3.0698633E+000, 2.9793272E+000, 2.9595954E+000, 2.9714503E+000, 2.9788749E+000, 2.9894454E+000, 2.9979415E+000, 3.0025778E+000, 3.0026393E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 3.6001779E+001, 2.1833368E+002, 5.3016937E+002, 1.2285614E+001, 1.0214149E+001, 8.0444984E+000, 6.0407071E+000, 4.6446891E+000, 3.8976178E+000, 3.4624915E+000, 3.2239943E+000, 3.0684879E+000, 2.9783351E+000, 2.9554853E+000, 2.9681463E+000, 2.9763715E+000, 2.9874196E+000, 2.9966614E+000, 3.0025053E+000, 3.0026388E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 3.8000219E+001, 2.2008549E+002, 5.2823615E+002, 1.2201380E+001, 1.0142429E+001, 7.9806337E+000, 5.9923496E+000, 4.6160107E+000, 3.8793607E+000, 3.4497111E+000, 3.2116191E+000, 3.0589883E+000, 2.9703968E+000, 2.9513674E+000, 2.9647686E+000, 2.9736388E+000, 2.9853582E+000, 2.9952896E+000, 3.0023699E+000, 3.0026376E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 4.0012255E+001, 2.2144510E+002, 5.2637488E+002, 1.2223807E+001, 1.0058657E+001, 7.9176512E+000, 5.9491248E+000, 4.5938678E+000, 3.8662863E+000, 3.4455979E+000, 3.2150455E+000, 3.0690150E+000, 2.9843128E+000, 2.9473164E+000, 2.9613199E+000, 2.9707820E+000, 2.9832728E+000, 2.9938307E+000, 3.0021429E+000, 3.0026355E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 4.2010695E+001, 2.2277844E+002, 5.2461060E+002, 1.2188099E+001, 9.9826097E+000, 7.8599567E+000, 5.9104028E+000, 4.5778432E+000, 3.8603773E+000, 3.4397099E+000, 3.2072434E+000, 3.0597928E+000, 2.9796684E+000, 2.9436455E+000, 2.9578371E+000, 2.9678471E+000, 2.9812026E+000, 2.9923019E+000, 3.0018051E+000, 3.0026309E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 4.4009136E+001, 2.2265004E+002, 5.2293768E+002, 1.2156245E+001, 9.9115982E+000, 7.8027387E+000, 5.8693738E+000, 4.5548892E+000, 3.8467155E+000, 3.4335938E+000, 3.2078393E+000, 3.0669327E+000, 2.9845848E+000, 2.9417844E+000, 2.9543500E+000, 2.9648612E+000, 2.9792023E+000, 2.9907162E+000, 3.0013523E+000, 3.0026226E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 4.6007576E+001, 2.2343990E+002, 5.2132367E+002, 1.2087380E+001, 9.8116560E+000, 7.7322507E+000, 5.8226938E+000, 4.5320611E+000, 3.8345504E+000, 3.4312449E+000, 3.2118371E+000, 3.0716956E+000, 2.9867251E+000, 2.9396362E+000, 2.9508772E+000, 2.9618311E+000, 2.9772642E+000, 2.9890788E+000, 3.0007894E+000, 3.0026069E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 4.8006016E+001, 2.2407959E+002, 5.1980377E+002, 1.2057669E+001, 9.7739935E+000, 7.6969218E+000, 5.7954926E+000, 4.5176406E+000, 3.8277063E+000, 3.4242189E+000, 3.2004857E+000, 3.0585494E+000, 2.9788349E+000, 2.9361291E+000, 2.9474678E+000, 2.9587696E+000, 2.9751723E+000, 2.9873962E+000, 3.0001252E+000, 3.0025785E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 5.0004457E+001, 2.2503641E+002, 5.1831989E+002, 1.1948522E+001, 9.6937485E+000, 7.6378732E+000, 5.7531447E+000, 4.4986029E+000, 3.8188081E+000, 3.4232159E+000, 3.2063091E+000, 3.0637667E+000, 2.9842961E+000, 2.9321902E+000, 2.9442360E+000, 2.9556832E+000, 2.9729185E+000, 2.9856732E+000, 2.9993689E+000, 3.0025289E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 5.2002897E+001, 2.2522406E+002, 5.1696924E+002, 1.1923078E+001, 9.6363945E+000, 7.5952659E+000, 5.7244086E+000, 4.4815402E+000, 3.8087063E+000, 3.4222863E+000, 3.2102311E+000, 3.0706360E+000, 2.9860094E+000, 2.9280577E+000, 2.9418347E+000, 2.9525867E+000, 2.9705775E+000, 2.9839168E+000, 2.9985292E+000, 3.0024464E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 5.4001337E+001, 2.2564885E+002, 5.1560822E+002, 1.1850984E+001, 9.5909996E+000, 7.5620975E+000, 5.7049570E+000, 4.4635262E+000, 3.7927411E+000, 3.4056351E+000, 3.1949220E+000, 3.0580347E+000, 2.9742835E+000, 2.9238038E+000, 2.9402866E+000, 2.9495022E+000, 2.9681692E+000, 2.9821339E+000, 2.9976115E+000, 3.0023158E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 5.6013373E+001, 2.2564262E+002, 5.1436102E+002, 1.1799747E+001, 9.5267181E+000, 7.5214705E+000, 5.6815143E+000, 4.4570293E+000, 3.7967279E+000, 3.4154220E+000, 3.2018430E+000, 3.0607133E+000, 2.9763370E+000, 2.9194400E+000, 2.9375570E+000, 2.9464581E+000, 2.9656978E+000, 2.9803283E+000, 2.9966178E+000, 3.0021210E+000, 3.0026393E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 5.8011813E+001, 2.2591866E+002, 5.1315900E+002, 1.1762013E+001, 9.4530373E+000, 7.4693489E+000, 5.6449637E+000, 4.4281836E+000, 3.7671967E+000, 3.3862519E+000, 3.1845353E+000, 3.0611258E+000, 2.9866214E+000, 2.9149942E+000, 2.9342644E+000, 2.9435647E+000, 2.9631770E+000, 2.9785187E+000, 2.9955578E+000, 3.0018506E+000, 3.0026388E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 6.0010254E+001, 2.2625197E+002, 5.1193536E+002, 1.1673027E+001, 9.3293381E+000, 7.4262533E+000, 5.6259484E+000, 4.4217391E+000, 3.7727396E+000, 3.3962150E+000, 3.1868899E+000, 3.0542440E+000, 2.9787495E+000, 2.9104989E+000, 2.9307699E+000, 2.9412968E+000, 2.9606247E+000, 2.9767230E+000, 2.9944417E+000, 3.0014997E+000, 3.0026383E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 6.2008694E+001, 2.2646228E+002, 5.1078406E+002, 1.1641212E+001, 9.3303108E+000, 7.3995914E+000, 5.6221018E+000, 4.4276195E+000, 3.7836614E+000, 3.4065943E+000, 3.1962419E+000, 3.0584319E+000, 2.9708138E+000, 2.9059453E+000, 2.9271557E+000, 2.9397185E+000, 2.9580357E+000, 2.9749138E+000, 2.9932656E+000, 3.0010645E+000, 3.0026374E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 6.4007134E+001, 2.2677412E+002, 5.0971844E+002, 1.1590782E+001, 9.3143873E+000, 7.3467617E+000, 5.5806942E+000, 4.3899198E+000, 3.7487650E+000, 3.3777709E+000, 3.1769004E+000, 3.0536473E+000, 2.9825182E+000, 2.9013438E+000, 2.9234481E+000, 2.9372282E+000, 2.9554148E+000, 2.9730241E+000, 2.9920335E+000, 3.0005465E+000, 3.0026357E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 6.6005575E+001, 2.2727394E+002, 5.0867178E+002, 1.1563049E+001, 9.2992153E+000, 7.3117390E+000, 5.5623021E+000, 4.3826704E+000, 3.7508628E+000, 3.3820353E+000, 3.1772099E+000, 3.0499008E+000, 2.9750454E+000, 2.8967023E+000, 2.9196658E+000, 2.9342549E+000, 2.9527755E+000, 2.9710329E+000, 2.9907537E+000, 2.9999537E+000, 3.0026331E+000, 3.0026393E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 6.8004015E+001, 2.2697066E+002, 5.0767651E+002, 1.1479700E+001, 9.2483978E+000, 7.2881165E+000, 5.5525479E+000, 4.3798680E+000, 3.7544816E+000, 3.3895960E+000, 3.1881008E+000, 3.0579655E+000, 2.9750986E+000, 2.8920295E+000, 2.9158177E+000, 2.9310920E+000, 2.9501212E+000, 2.9689620E+000, 2.9894235E+000, 2.9992874E+000, 3.0026286E+000, 3.0026393E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 7.0002456E+001, 2.2693048E+002, 5.0672977E+002, 1.1449544E+001, 9.2175341E+000, 7.2554274E+000, 5.5288734E+000, 4.3633857E+000, 3.7475729E+000, 3.3882790E+000, 3.1835258E+000, 3.0519614E+000, 2.9760451E+000, 2.8873293E+000, 2.9119124E+000, 2.9278183E+000, 2.9474680E+000, 2.9668305E+000, 2.9880457E+000, 2.9985509E+000, 3.0026214E+000, 3.0026388E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
