 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.44928E+02
 0.10000E+00, 0.44580E+02
 0.20000E+00, 0.45241E+02
 0.30000E+00, 0.47072E+02
 0.40000E+00, 0.48680E+02
 0.50000E+00, 0.50591E+02
 0.60000E+00, 0.53565E+02
 0.70000E+00, 0.59869E+02
 0.80000E+00, 0.69502E+02
 0.90000E+00, 0.80746E+02
 0.10000E+01, 0.95698E+02
 0.11000E+01, 0.12463E+03
 0.12000E+01, 0.17448E+03
 0.13000E+01, 0.24274E+03
 0.14000E+01, 0.32795E+03
 0.15000E+01, 0.41695E+03
 0.16000E+01, 0.48956E+03
 0.17000E+01, 0.53828E+03
 0.18000E+01, 0.56939E+03
 0.19000E+01, 0.58763E+03
 0.20000E+01, 0.59749E+03
 0.21000E+01, 0.60666E+03
 0.22000E+01, 0.61416E+03
 0.23000E+01, 0.61850E+03
 0.24000E+01, 0.62101E+03
 0.25000E+01, 0.62224E+03
 0.26000E+01, 0.62914E+03
 0.27000E+01, 0.67458E+03
 0.28000E+01, 0.71348E+03
