 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.48791E+02
 0.10000E+00, 0.48214E+02
 0.20000E+00, 0.47923E+02
 0.30000E+00, 0.48337E+02
 0.40000E+00, 0.48701E+02
 0.50000E+00, 0.49365E+02
 0.60000E+00, 0.51379E+02
 0.70000E+00, 0.56039E+02
 0.80000E+00, 0.64911E+02
 0.90000E+00, 0.76428E+02
 0.10000E+01, 0.89878E+02
 0.11000E+01, 0.11464E+03
 0.12000E+01, 0.16490E+03
 0.13000E+01, 0.24388E+03
 0.14000E+01, 0.33762E+03
 0.15000E+01, 0.43210E+03
 0.16000E+01, 0.52608E+03
 0.17000E+01, 0.61174E+03
 0.18000E+01, 0.67151E+03
 0.19000E+01, 0.70201E+03
 0.20000E+01, 0.72171E+03
 0.21000E+01, 0.74220E+03
 0.22000E+01, 0.75475E+03
 0.23000E+01, 0.76462E+03
 0.24000E+01, 0.77749E+03
 0.25000E+01, 0.78640E+03
 0.26000E+01, 0.80525E+03
 0.27000E+01, 0.88801E+03
 0.28000E+01, 0.95496E+03
