s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0023952E+000, 1.2811977E+002, 4.5176668E+001,-8.5309930E-002, 4.5846963E+001, 2.6639940E-003
 1.0012408E+001, 2.9093531E+002, 1.0840383E+002,-1.2552017E+000, 1.3445776E+002, 6.2263932E-003
 1.5005641E+001, 4.7934119E+002, 1.9078143E+002,-2.7900030E+000, 2.4764322E+002, 1.0294045E-002
 2.0000137E+001, 6.6805940E+002, 2.8228413E+002,-3.6747206E+000, 3.7281581E+002, 1.4299211E-002
 2.5005577E+001, 8.5823444E+002, 3.8445530E+002,-4.2571925E+000, 5.0833662E+002, 1.8382365E-002
 3.0005898E+001, 1.0454892E+003, 4.9220028E+002,-5.3285730E+000, 6.4785181E+002, 2.2417467E-002
 3.5001339E+001, 1.2450507E+003, 6.1792255E+002, 5.6921861E+000, 8.0851911E+002, 2.6511147E-002
 4.0005211E+001, 1.4315669E+003, 7.4066842E+002, 1.5889825E+001, 9.5833676E+002, 3.0589765E-002
 4.5002556E+001, 1.6088032E+003, 8.7715512E+002, 2.8025249E+001, 1.1264283E+003, 3.4646897E-002
 5.0000767E+001, 1.7947959E+003, 1.0292738E+003, 4.8393604E+001, 1.3052440E+003, 3.8731969E-002
 5.5001892E+001, 1.9956672E+003, 1.1843164E+003, 6.4564084E+001, 1.4830653E+003, 4.2818149E-002
 6.0008633E+001, 2.1400464E+003, 1.3204060E+003, 8.8637328E+001, 1.6501376E+003, 4.6910530E-002
 6.5009193E+001, 2.3457679E+003, 1.4762898E+003, 1.0898522E+002, 1.8242158E+003, 5.0971996E-002
 7.0007759E+001, 2.5125666E+003, 1.6317745E+003, 1.2825984E+002, 1.9934737E+003, 5.4594144E-002
 7.5010170E+001, 2.5976029E+003, 1.7322650E+003, 1.4371780E+002, 2.1136176E+003, 5.4062448E-002
 8.0003647E+001, 2.4712735E+003, 1.7007222E+003, 1.5409462E+002, 2.0807475E+003, 5.2178785E-002
 8.5001740E+001, 2.3010745E+003, 1.6213394E+003, 1.7227303E+002, 2.0030825E+003, 4.8850641E-002
 9.0002296E+001, 2.2251361E+003, 1.5705499E+003, 1.7881665E+002, 1.9412339E+003, 4.5373480E-002
 9.5006897E+001, 2.0449526E+003, 1.4459851E+003, 1.8547286E+002, 1.7950896E+003, 4.1907357E-002
 1.0000338E+002, 1.8863228E+003, 1.3433987E+003, 1.9464249E+002, 1.6890598E+003, 3.8409922E-002
 1.0500208E+002, 1.7234997E+003, 1.2302050E+003, 1.8967078E+002, 1.5621895E+003, 3.4930990E-002
 1.1000014E+002, 1.5517755E+003, 1.1099224E+003, 1.8892453E+002, 1.4296206E+003, 3.1470425E-002
 1.1500283E+002, 1.3834675E+003, 9.8224993E+002, 1.7879840E+002, 1.2780462E+003, 2.7994179E-002
 1.2000185E+002, 1.1940875E+003, 8.5086837E+002, 1.7442995E+002, 1.1293045E+003, 2.4494700E-002
 1.2500504E+002, 1.0325028E+003, 7.4036642E+002, 1.5915529E+002, 1.0046153E+003, 2.1036096E-002
 1.3000468E+002, 8.5958325E+002, 6.1015370E+002, 1.5007239E+002, 8.4513818E+002, 1.7549322E-002
 1.3500368E+002, 6.9081007E+002, 4.9237144E+002, 1.4231256E+002, 7.0165381E+002, 1.4104336E-002
 1.4001140E+002, 5.2354819E+002, 3.8071442E+002, 1.3110648E+002, 5.6463650E+002, 1.0654103E-002
 1.4500195E+002, 4.1447753E+002, 3.0585696E+002, 1.2443387E+002, 4.6248932E+002, 8.5735441E-003
 1.5000092E+002, 3.8543896E+002, 2.7158886E+002, 1.1490865E+002, 4.0944389E+002, 7.9762009E-003
 1.5500714E+002, 3.5610411E+002, 2.4464416E+002, 1.0697288E+002, 3.7172354E+002, 7.3756551E-003
 1.6000441E+002, 3.2790627E+002, 2.2225788E+002, 1.0059599E+002, 3.3814047E+002, 6.7872946E-003
 1.6500377E+002, 2.9827159E+002, 1.9956644E+002, 9.5100860E+001, 3.0516245E+002, 6.1865626E-003
