s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0162435E+000, 1.2022410E+002, 4.2371466E+001, 6.1691933E+001, 4.1547534E+001, 2.5134793E-003
 1.0003851E+001, 2.7828565E+002, 1.0365151E+002, 1.5064089E+002, 1.2743953E+002, 5.9128453E-003
 1.5008032E+001, 4.5631013E+002, 1.8072124E+002, 2.2369341E+002, 2.3323748E+002, 9.6945753E-003
 2.0009596E+001, 6.4103556E+002, 2.7200782E+002, 2.7432660E+002, 3.5759012E+002, 1.3537281E-002
 2.5003847E+001, 8.2129006E+002, 3.6826585E+002, 3.2335155E+002, 4.8214452E+002, 1.7374885E-002
 3.0000376E+001, 1.0090094E+003, 4.7717893E+002, 3.5712520E+002, 6.2053355E+002, 2.1223395E-002
 3.5003193E+001, 1.1826621E+003, 6.0405545E+002, 3.5599499E+002, 7.7792533E+002, 2.4812133E-002
 4.0006008E+001, 1.2635964E+003, 6.6350787E+002, 3.5463429E+002, 8.6163335E+002, 2.5999403E-002
 4.5006809E+001, 1.2784688E+003, 7.0524925E+002, 3.1564205E+002, 9.1479270E+002, 2.6604833E-002
 5.0010128E+001, 1.3192308E+003, 7.5248282E+002, 2.9139890E+002, 9.7325644E+002, 2.7207267E-002
 5.5005112E+001, 1.3389664E+003, 7.8754590E+002, 2.6653723E+002, 1.0205477E+003, 2.7812323E-002
 6.0000950E+001, 1.3721886E+003, 8.2670038E+002, 2.4935994E+002, 1.0638628E+003, 2.8413825E-002
 6.5008980E+001, 1.4124088E+003, 8.5423608E+002, 2.5236006E+002, 1.1059809E+003, 2.9017185E-002
 7.0001633E+001, 1.4334986E+003, 8.7694289E+002, 2.4867157E+002, 1.1383451E+003, 2.9620993E-002
 7.5005142E+001, 1.4637002E+003, 9.3228060E+002, 2.1561352E+002, 1.1895397E+003, 3.0218199E-002
 8.0009308E+001, 1.4904623E+003, 9.5377664E+002, 2.2013142E+002, 1.2086511E+003, 3.0832138E-002
 8.5005180E+001, 1.5126137E+003, 9.8149404E+002, 2.1051377E+002, 1.2445512E+003, 3.1433224E-002
 9.0005493E+001, 1.5399533E+003, 1.0047126E+003, 2.1713659E+002, 1.2611374E+003, 3.2035462E-002
 9.5003433E+001, 1.5638376E+003, 1.0349072E+003, 2.0435740E+002, 1.2989057E+003, 3.2640353E-002
 1.0000983E+002, 1.6189437E+003, 1.0690044E+003, 2.2128991E+002, 1.3306456E+003, 3.3242614E-002
 1.0500779E+002, 1.6353912E+003, 1.0875140E+003, 2.1413007E+002, 1.3517300E+003, 3.3851094E-002
