s,s,s,s,C,C,C,C,C,C,C,C
FDS Time,"TIMER","open stair door","open hall door","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 5.0125613E+000, 3.2968737E+000, 3.2968737E+000, 3.2968737E+000, 2.0455166E+001, 2.0545215E+001, 2.0668363E+001, 2.0714820E+001, 2.0819747E+001, 2.1593637E+001, 2.2505925E+001, 2.1018373E+001
 1.0007936E+001, 7.6929456E+000, 7.6929456E+000, 7.6929456E+000, 4.6705751E+001, 4.4170547E+001, 4.2751510E+001, 3.8436347E+001, 3.6547949E+001, 3.4266133E+001, 2.9818978E+001, 2.2856628E+001
 1.5006653E+001, 1.2588787E+001, 1.2588787E+001, 1.2588787E+001, 1.2968802E+002, 1.2842696E+002, 1.2536167E+002, 1.0137021E+002, 5.5248585E+001, 3.6769917E+001, 3.1026076E+001, 2.8046589E+001
 2.0001053E+001, 1.7508683E+001, 1.7508683E+001, 1.7508683E+001, 1.9071819E+002, 1.8474686E+002, 1.8290140E+002, 1.4848918E+002, 5.6465743E+001, 3.3102607E+001, 3.2432534E+001, 2.9227537E+001
 2.5005112E+001, 2.2507912E+001, 2.2507912E+001, 2.2507912E+001, 2.5923180E+002, 2.4538619E+002, 2.4203435E+002, 2.1643249E+002, 9.1001943E+001, 4.7913986E+001, 4.0481997E+001, 3.4313257E+001
 3.0000086E+001, 2.7474209E+001, 2.7474209E+001, 2.7474209E+001, 3.4448420E+002, 3.3521224E+002, 3.2778459E+002, 3.1153710E+002, 1.2839750E+002, 5.6405746E+001, 4.7507070E+001, 3.8895686E+001
 3.5002937E+001, 3.2526404E+001, 3.2526404E+001, 3.2526404E+001, 4.1339280E+002, 4.0196355E+002, 3.9835995E+002, 3.8727999E+002, 2.4495926E+002, 6.3916232E+001, 5.4414811E+001, 4.9219255E+001
 4.0008743E+001, 3.7501044E+001, 3.7501044E+001, 3.7501044E+001, 5.0920551E+002, 4.9272108E+002, 4.7934815E+002, 3.6819384E+002, 2.0047546E+002, 7.0210994E+001, 6.6636044E+001, 5.5356709E+001
 4.5007343E+001, 4.2473292E+001, 4.2473292E+001, 4.2473292E+001, 5.4675887E+002, 5.2672631E+002, 5.1873132E+002, 4.9363405E+002, 2.7885841E+002, 8.1585828E+001, 6.6758337E+001, 5.9215680E+001
 5.0007359E+001, 4.7524882E+001, 4.7524882E+001, 4.7524882E+001, 5.9594415E+002, 5.8953341E+002, 5.6560002E+002, 4.4895806E+002, 2.4756932E+002, 9.1759124E+001, 7.6751378E+001, 6.4761196E+001
 5.5005329E+001, 5.2520642E+001, 5.2520642E+001, 5.2520642E+001, 6.9760199E+002, 6.7234765E+002, 6.5111061E+002, 5.5315041E+002, 2.7489423E+002, 1.3109157E+002, 9.8038068E+001, 7.5736292E+001
 6.0005810E+001, 5.7470848E+001, 5.7470848E+001, 5.7470848E+001, 7.0985414E+002, 7.0167248E+002, 6.8316816E+002, 5.2932962E+002, 3.2252508E+002, 1.3750120E+002, 1.0447450E+002, 8.6407294E+001
 6.5007263E+001, 6.2474848E+001, 6.2474848E+001, 6.2474848E+001, 7.0978873E+002, 6.8711612E+002, 6.6213587E+002, 5.8239086E+002, 3.2152668E+002, 1.4013675E+002, 1.1216163E+002, 8.8023417E+001
 7.0000626E+001, 6.7484963E+001, 6.7484963E+001, 6.7484963E+001, 7.2126739E+002, 7.0465983E+002, 6.8007299E+002, 5.9889876E+002, 3.4462345E+002, 1.5453248E+002, 1.2558000E+002, 1.0162345E+002
 7.5000900E+001, 7.2490030E+001, 7.2490030E+001, 7.2490030E+001, 7.4269276E+002, 7.2009715E+002, 7.0104187E+002, 6.3399282E+002, 3.7948280E+002, 1.6149971E+002, 1.2516385E+002, 1.0504067E+002
 8.0006439E+001, 7.7506777E+001, 7.7506777E+001, 7.7506777E+001, 7.3561251E+002, 7.1069058E+002, 6.9719349E+002, 6.0574409E+002, 3.7229222E+002, 1.5648962E+002, 1.2341139E+002, 9.6537951E+001
