 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.47134E+02
 0.10000E+00, 0.46664E+02
 0.20000E+00, 0.46371E+02
 0.30000E+00, 0.46582E+02
 0.40000E+00, 0.47329E+02
 0.50000E+00, 0.49534E+02
 0.60000E+00, 0.52520E+02
 0.70000E+00, 0.57136E+02
 0.80000E+00, 0.65281E+02
 0.90000E+00, 0.76477E+02
 0.10000E+01, 0.93901E+02
 0.11000E+01, 0.12725E+03
 0.12000E+01, 0.17699E+03
 0.13000E+01, 0.24330E+03
 0.14000E+01, 0.32726E+03
 0.15000E+01, 0.41902E+03
 0.16000E+01, 0.49780E+03
 0.17000E+01, 0.54641E+03
 0.18000E+01, 0.57019E+03
 0.19000E+01, 0.58191E+03
 0.20000E+01, 0.58912E+03
 0.21000E+01, 0.59508E+03
 0.22000E+01, 0.60083E+03
 0.23000E+01, 0.60511E+03
 0.24000E+01, 0.60758E+03
 0.25000E+01, 0.61143E+03
 0.26000E+01, 0.62076E+03
 0.27000E+01, 0.65721E+03
 0.28000E+01, 0.68724E+03
