s,s,s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 3.4000052E+002, 3.3751153E+002, 3.3751153E+002, 3.3751153E+002, 8.1553781E+002, 7.5707766E+002, 7.2723422E+002, 6.9516321E+002, 6.6759809E+002, 6.3517525E+002, 5.5355613E+002, 4.6113441E+002, 4.2849310E+002, 3.8059631E+002, 3.7672348E+002, 3.7507300E+002, 3.6774950E+002, 3.4439796E+002, 3.1079581E+002, 2.7966088E+002
 3.4500705E+002, 3.4249435E+002, 3.4249435E+002, 3.4249435E+002, 8.5503288E+002, 7.7470846E+002, 7.4536895E+002, 7.3148147E+002, 7.0440750E+002, 6.7625228E+002, 5.4730626E+002, 4.5535339E+002, 4.3302626E+002, 3.8293234E+002, 3.7529673E+002, 3.7033173E+002, 3.5295444E+002, 3.2850348E+002, 3.0128639E+002, 2.6489736E+002
 3.5000488E+002, 3.4750710E+002, 3.4750710E+002, 3.4750710E+002, 8.0965198E+002, 7.9238644E+002, 7.6696215E+002, 7.4891455E+002, 7.2590294E+002, 6.8291208E+002, 6.0340045E+002, 5.1987442E+002, 4.2902984E+002, 3.8542164E+002, 3.8032916E+002, 3.7377889E+002, 3.6313251E+002, 3.3321560E+002, 3.0231546E+002, 2.7277048E+002
 3.5500418E+002, 3.5254030E+002, 3.5254030E+002, 3.5254030E+002, 8.2105182E+002, 7.9649342E+002, 7.7471615E+002, 7.7322779E+002, 7.6257521E+002, 7.1454980E+002, 6.2689820E+002, 5.1022921E+002, 4.4544091E+002, 3.9648667E+002, 3.8422103E+002, 3.7768827E+002, 3.6509575E+002, 3.4678785E+002, 3.0655607E+002, 2.7096265E+002
 3.6000296E+002, 3.5751116E+002, 3.5751116E+002, 3.5751116E+002, 8.0365957E+002, 7.9011715E+002, 7.5413218E+002, 7.4944398E+002, 7.3411414E+002, 7.1137186E+002, 6.8537923E+002, 5.5039072E+002, 4.4686414E+002, 3.9334726E+002, 3.9280097E+002, 3.8693803E+002, 3.7534898E+002, 3.5040383E+002, 3.2107420E+002, 2.8481217E+002
 3.6500159E+002, 3.6252230E+002, 3.6252230E+002, 3.6252230E+002, 8.3551185E+002, 8.1384229E+002, 7.8388083E+002, 7.8647044E+002, 7.7407680E+002, 7.4329290E+002, 6.9505388E+002, 5.4073989E+002, 4.6333602E+002, 3.9913146E+002, 3.8977975E+002, 3.8508692E+002, 3.7293752E+002, 3.5891684E+002, 3.2210956E+002, 2.8106962E+002
 3.7000009E+002, 3.6753465E+002, 3.6753465E+002, 3.6753465E+002, 8.1808953E+002, 8.0167387E+002, 7.7936194E+002, 7.6025017E+002, 7.5484861E+002, 7.3240710E+002, 7.2283709E+002, 5.8749154E+002, 4.4278694E+002, 3.9495573E+002, 3.9277514E+002, 3.8617707E+002, 3.7513752E+002, 3.5451164E+002, 3.2408621E+002, 2.9922682E+002
 3.7500140E+002, 3.7249892E+002, 3.7249892E+002, 3.7249892E+002, 8.3423852E+002, 8.2362826E+002, 8.0802299E+002, 7.9676400E+002, 7.8338521E+002, 7.4531447E+002, 6.6154431E+002, 4.9107913E+002, 4.4010089E+002, 4.0248784E+002, 3.9912323E+002, 3.9678191E+002, 3.7787341E+002, 3.6078855E+002, 3.2094702E+002, 2.8272344E+002
 3.8000134E+002, 3.7751501E+002, 3.7751501E+002, 3.7751501E+002, 8.3990865E+002, 8.2344368E+002, 8.1650481E+002, 8.0562472E+002, 7.9300255E+002, 7.7556636E+002, 6.9922778E+002, 5.8205319E+002, 4.6713539E+002, 4.1629628E+002, 4.0303874E+002, 4.0082187E+002, 3.8572859E+002, 3.6201278E+002, 3.3022074E+002, 2.8783071E+002
 3.8500052E+002, 3.8247914E+002, 3.8247914E+002, 3.8247914E+002, 8.3408292E+002, 8.3841850E+002, 8.0987722E+002, 7.9152291E+002, 7.7072021E+002, 7.4647373E+002, 6.7094366E+002, 5.4169902E+002, 4.6506703E+002, 4.1484303E+002, 4.0084435E+002, 3.9310565E+002, 3.9346553E+002, 3.7051800E+002, 3.3027546E+002, 3.0750090E+002
 3.9000122E+002, 3.8752547E+002, 3.8752547E+002, 3.8752547E+002, 8.3914972E+002, 8.2371010E+002, 8.1797383E+002, 8.0031439E+002, 7.8602261E+002, 7.5721014E+002, 7.8394376E+002, 5.3161188E+002, 4.6592257E+002, 4.0372737E+002, 4.0089024E+002, 3.9683336E+002, 3.9006906E+002, 3.6648913E+002, 3.3966370E+002, 3.1292211E+002
 3.9500012E+002, 3.9250704E+002, 3.9250704E+002, 3.9250704E+002, 8.4468529E+002, 8.3021784E+002, 8.2274271E+002, 8.2124519E+002, 7.9764806E+002, 7.6264589E+002, 7.1828100E+002, 4.9974194E+002, 4.7267967E+002, 4.1964357E+002, 4.0526573E+002, 4.0251663E+002, 3.9667884E+002, 3.7903146E+002, 3.5548641E+002, 3.2465644E+002
 4.0000284E+002, 3.9751682E+002, 3.9751682E+002, 3.9751682E+002, 8.5540316E+002, 8.5514564E+002, 8.1584268E+002, 8.0316357E+002, 7.9105826E+002, 7.5673303E+002, 7.2826476E+002, 5.0633346E+002, 4.6318407E+002, 4.0113505E+002, 3.9928314E+002, 4.0080034E+002, 3.9452259E+002, 3.7983360E+002, 3.5383727E+002, 3.2952776E+002
 4.0500256E+002, 4.0250631E+002, 4.0250631E+002, 4.0250631E+002, 8.5119766E+002, 8.2782499E+002, 8.1111261E+002, 8.1320608E+002, 7.8897519E+002, 7.5838289E+002, 6.8809640E+002, 4.6369915E+002, 4.6820102E+002, 4.1942512E+002, 4.0404466E+002, 4.0051192E+002, 3.8715738E+002, 3.6395083E+002, 3.4097622E+002, 2.9973737E+002
 4.1000256E+002, 4.0751966E+002, 4.0751966E+002, 4.0751966E+002, 8.6139351E+002, 8.1942677E+002, 8.0482766E+002, 7.9679157E+002, 7.8612448E+002, 7.3859083E+002, 6.4945612E+002, 5.2026717E+002, 4.6220889E+002, 4.0814086E+002, 4.0729559E+002, 4.0703651E+002, 3.9662407E+002, 3.7570534E+002, 3.4127871E+002, 3.0389290E+002
 4.1500031E+002, 4.1248303E+002, 4.1248303E+002, 4.1248303E+002, 8.4858411E+002, 8.0672754E+002, 7.8968683E+002, 7.8413930E+002, 7.7216957E+002, 7.4308843E+002, 7.1764928E+002, 4.7523200E+002, 4.6990521E+002, 4.1325547E+002, 4.0950291E+002, 4.0496827E+002, 3.9377478E+002, 3.8118784E+002, 3.4940098E+002, 3.0945385E+002
 4.2000082E+002, 4.1747485E+002, 4.1747485E+002, 4.1747485E+002, 8.2043732E+002, 7.8141035E+002, 7.8120511E+002, 7.7844728E+002, 7.5196427E+002, 7.1682609E+002, 6.9358412E+002, 4.9521129E+002, 4.6905702E+002, 4.0716713E+002, 4.0642649E+002, 4.0118171E+002, 3.9370652E+002, 3.7874253E+002, 3.4720463E+002, 3.1044876E+002
 4.2500439E+002, 4.2249818E+002, 4.2249818E+002, 4.2249818E+002, 8.2357512E+002, 7.7478102E+002, 7.4519906E+002, 7.3844679E+002, 7.3335527E+002, 7.0557293E+002, 6.4739720E+002, 5.0169788E+002, 4.7030854E+002, 4.0485451E+002, 4.0578574E+002, 4.0245841E+002, 3.9273935E+002, 3.6779838E+002, 3.3977913E+002, 3.0498629E+002
 4.3000079E+002, 4.2746762E+002, 4.2746762E+002, 4.2746762E+002, 7.8079856E+002, 7.5808085E+002, 7.4503390E+002, 7.4852898E+002, 7.2910267E+002, 6.9479686E+002, 6.5416580E+002, 5.6089478E+002, 4.7417109E+002, 4.1556956E+002, 3.9557016E+002, 3.9405967E+002, 3.8267405E+002, 3.6825678E+002, 3.3892713E+002, 3.0874565E+002
 4.3500104E+002, 4.3252432E+002, 4.3252432E+002, 4.3252432E+002, 7.6826466E+002, 7.5459417E+002, 7.4227011E+002, 7.2230509E+002, 7.0878008E+002, 6.9053507E+002, 6.7706734E+002, 5.9349498E+002, 4.8012495E+002, 3.8834853E+002, 3.9031559E+002, 3.8343007E+002, 3.7400728E+002, 3.6293387E+002, 3.3586358E+002, 2.9919582E+002
 4.4000314E+002, 4.3746395E+002, 4.3746395E+002, 4.3746395E+002, 7.4163030E+002, 7.0920344E+002, 7.0629127E+002, 7.0855022E+002, 7.0755728E+002, 6.5474189E+002, 6.1586281E+002, 5.8460326E+002, 4.7092167E+002, 3.8620933E+002, 3.8162675E+002, 3.7827483E+002, 3.6771072E+002, 3.5093931E+002, 3.2047902E+002, 3.0217015E+002
 4.4500146E+002, 4.4242385E+002, 4.4242385E+002, 4.4242385E+002, 6.1937943E+002, 6.0480957E+002, 6.0671604E+002, 6.0439350E+002, 5.8653042E+002, 5.6141443E+002, 5.1039550E+002, 4.7801738E+002, 4.8648236E+002, 3.8617782E+002, 3.7332594E+002, 3.6774468E+002, 3.5326899E+002, 3.3879892E+002, 3.1684622E+002, 2.8502380E+002
 4.5000882E+002, 4.4749895E+002, 4.4749895E+002, 4.4749895E+002, 6.0028869E+002, 5.5417919E+002, 5.3176961E+002, 5.0647945E+002, 4.9580363E+002, 4.9140239E+002, 4.7312952E+002, 4.1804632E+002, 4.5923777E+002, 3.8082277E+002, 3.6721222E+002, 3.6606800E+002, 3.5233057E+002, 3.2542042E+002, 3.0904608E+002, 2.7850399E+002
 4.5500723E+002, 4.5241459E+002, 4.5241459E+002, 4.5241459E+002, 5.5206633E+002, 5.1231734E+002, 4.9354450E+002, 4.7095254E+002, 4.6189940E+002, 4.4135773E+002, 4.3140149E+002, 3.7346977E+002, 4.3312364E+002, 3.5494439E+002, 3.5219363E+002, 3.4697092E+002, 3.3802750E+002, 3.0805137E+002, 2.9416155E+002, 2.7069144E+002
 4.6000449E+002, 4.5752671E+002, 4.5752671E+002, 4.5752671E+002, 4.6559013E+002, 4.2367416E+002, 4.0306525E+002, 3.9334857E+002, 3.8038388E+002, 3.6411889E+002, 3.4860322E+002, 3.3280133E+002, 3.7298291E+002, 3.4953376E+002, 3.3279708E+002, 3.2429721E+002, 3.1603717E+002, 2.9868527E+002, 2.8298755E+002, 2.5669570E+002
 4.6500433E+002, 4.6252341E+002, 4.6252341E+002, 4.6252341E+002, 4.1072914E+002, 3.8947487E+002, 3.4744071E+002, 3.2490162E+002, 3.1137563E+002, 2.9625089E+002, 2.8890266E+002, 2.6770907E+002, 3.2128036E+002, 3.1564754E+002, 3.0945826E+002, 2.9859946E+002, 2.9238899E+002, 2.8422516E+002, 2.7167646E+002, 2.5857716E+002
 4.7000928E+002, 4.6747966E+002, 4.6747966E+002, 4.6747966E+002, 3.5818931E+002, 3.4717487E+002, 3.4821333E+002, 3.1993817E+002, 3.0531843E+002, 3.0342578E+002, 2.9370537E+002, 2.7212814E+002, 2.7834148E+002, 2.8411783E+002, 2.8476320E+002, 2.8135915E+002, 2.7326460E+002, 2.6769782E+002, 2.7356186E+002, 2.4023781E+002
 4.7500580E+002, 4.7246151E+002, 4.7246151E+002, 4.7246151E+002, 3.2675148E+002, 3.0842833E+002, 2.9737694E+002, 2.8460719E+002, 2.7630430E+002, 2.5904940E+002, 2.4568667E+002, 2.3463154E+002, 2.5234207E+002, 2.5634183E+002, 2.5546895E+002, 2.5343603E+002, 2.5396731E+002, 2.5176117E+002, 2.2758246E+002, 1.9958744E+002
 4.8000461E+002, 4.7750423E+002, 4.7750423E+002, 4.7750423E+002, 3.1116070E+002, 2.6663882E+002, 2.6105990E+002, 2.6060479E+002, 2.4583305E+002, 2.3172179E+002, 2.2777447E+002, 2.1364488E+002, 2.2981851E+002, 2.3725589E+002, 2.3679585E+002, 2.3462450E+002, 2.2459964E+002, 2.0854396E+002, 1.8243536E+002, 1.6975913E+002
 4.8501254E+002, 4.8248830E+002, 4.8248830E+002, 4.8248830E+002, 2.8729502E+002, 2.5567299E+002, 2.4555323E+002, 2.3605928E+002, 2.2343783E+002, 2.1042636E+002, 2.1321930E+002, 2.1063826E+002, 2.1619706E+002, 2.2080307E+002, 2.2137605E+002, 2.1815394E+002, 1.9725560E+002, 1.7957727E+002, 1.6725420E+002, 1.5256372E+002
 4.9000772E+002, 4.8751791E+002, 4.8751791E+002, 4.8751791E+002, 2.6963551E+002, 2.3470728E+002, 2.2636404E+002, 2.2084464E+002, 2.1139771E+002, 1.9667224E+002, 1.8629105E+002, 1.7902478E+002, 2.0341720E+002, 2.0903976E+002, 2.0704793E+002, 1.9654236E+002, 1.8277904E+002, 1.6776287E+002, 1.5119348E+002, 1.4483075E+002
 4.9501212E+002, 4.9249072E+002, 4.9249072E+002, 4.9249072E+002, 2.5122238E+002, 2.2437483E+002, 2.1544490E+002, 2.0918650E+002, 1.9639205E+002, 1.8229667E+002, 1.6864366E+002, 1.6423310E+002, 1.9335190E+002, 1.9892255E+002, 1.9532705E+002, 1.8584799E+002, 1.6973226E+002, 1.5688060E+002, 1.4833647E+002, 1.4213734E+002
 5.0000891E+002, 4.9751893E+002, 4.9751893E+002, 4.9751893E+002, 2.2473177E+002, 2.1635235E+002, 2.0163394E+002, 1.9290518E+002, 1.9143573E+002, 1.8159562E+002, 1.6665329E+002, 1.5442320E+002, 1.8553121E+002, 1.8625899E+002, 1.8366259E+002, 1.7577153E+002, 1.6006300E+002, 1.5329808E+002, 1.4380455E+002, 1.3659667E+002
 5.0500858E+002, 5.0252475E+002, 5.0252475E+002, 5.0252475E+002, 2.1398742E+002, 2.0061220E+002, 1.9570541E+002, 1.8227202E+002, 1.7404936E+002, 1.6135185E+002, 1.4967930E+002, 1.5161955E+002, 1.7368303E+002, 1.7845497E+002, 1.7412179E+002, 1.6908800E+002, 1.5558815E+002, 1.4881264E+002, 1.3891912E+002, 1.3334435E+002
 5.1001382E+002, 5.0751738E+002, 5.0751738E+002, 5.0751738E+002, 2.0507589E+002, 2.0073517E+002, 1.8872164E+002, 1.9074484E+002, 1.6555160E+002, 1.6130550E+002, 1.5531145E+002, 1.5235947E+002, 1.6734411E+002, 1.7014658E+002, 1.6673935E+002, 1.6249435E+002, 1.4990178E+002, 1.4384800E+002, 1.3434665E+002, 1.2840296E+002
 5.1501141E+002, 5.1251961E+002, 5.1251961E+002, 5.1251961E+002, 2.0108019E+002, 1.9480222E+002, 1.8454454E+002, 1.7504652E+002, 1.6850974E+002, 1.5913503E+002, 1.4700555E+002, 1.4445954E+002, 1.6109836E+002, 1.6371521E+002, 1.6094423E+002, 1.5730773E+002, 1.4833412E+002, 1.4312683E+002, 1.3355982E+002, 1.2719976E+002
 5.2001654E+002, 5.1748271E+002, 5.1748271E+002, 5.1748271E+002, 2.0138343E+002, 1.8671023E+002, 1.7786254E+002, 1.7480504E+002, 1.6042453E+002, 1.3936004E+002, 1.3737007E+002, 1.2505017E+002, 1.5788714E+002, 1.5831912E+002, 1.5561035E+002, 1.5148676E+002, 1.4253920E+002, 1.3900025E+002, 1.2976074E+002, 1.2178706E+002
 5.2501965E+002, 5.2249221E+002, 5.2249221E+002, 5.2249221E+002, 2.0418464E+002, 1.7282179E+002, 1.6702978E+002, 1.5628715E+002, 1.4537181E+002, 1.4160881E+002, 1.3045982E+002, 1.1916897E+002, 1.5344769E+002, 1.5336440E+002, 1.5076711E+002, 1.4846009E+002, 1.3895997E+002, 1.3431707E+002, 1.2580442E+002, 1.1989264E+002
 5.3001624E+002, 5.2749120E+002, 5.2749120E+002, 5.2749120E+002, 2.0447786E+002, 1.7302002E+002, 1.6015300E+002, 1.5447553E+002, 1.3962030E+002, 1.3071303E+002, 1.2640524E+002, 1.2715725E+002, 1.5067300E+002, 1.5037641E+002, 1.4749003E+002, 1.4547728E+002, 1.3389261E+002, 1.2783399E+002, 1.2191548E+002, 1.1321279E+002
 5.3500391E+002, 5.3247799E+002, 5.3247799E+002, 5.3247799E+002, 1.7515704E+002, 1.6230459E+002, 1.5361154E+002, 1.4534061E+002, 1.3457741E+002, 1.2965028E+002, 1.2161197E+002, 1.2122197E+002, 1.4587237E+002, 1.4633667E+002, 1.4527992E+002, 1.4061104E+002, 1.2908870E+002, 1.2386370E+002, 1.1750374E+002, 1.1080222E+002
 5.4001996E+002, 5.3750454E+002, 5.3750454E+002, 5.3750454E+002, 1.7377209E+002, 1.5555840E+002, 1.5186181E+002, 1.3821484E+002, 1.3017982E+002, 1.2542130E+002, 1.2515278E+002, 1.2180128E+002, 1.4221714E+002, 1.4406685E+002, 1.4130857E+002, 1.3707434E+002, 1.2591437E+002, 1.1724788E+002, 1.1185373E+002, 1.0575510E+002
 5.4500293E+002, 5.4251976E+002, 5.4251976E+002, 5.4251976E+002, 1.6067598E+002, 1.5396615E+002, 1.4661175E+002, 1.3473226E+002, 1.2791764E+002, 1.2177668E+002, 1.1624992E+002, 1.0943614E+002, 1.3940924E+002, 1.4056002E+002, 1.3688027E+002, 1.3312918E+002, 1.2010516E+002, 1.1313431E+002, 1.0812529E+002, 1.0471866E+002
 5.5000073E+002, 5.4751205E+002, 5.4751205E+002, 5.4751205E+002, 1.7472286E+002, 1.4767450E+002, 1.4503306E+002, 1.4290952E+002, 1.2824553E+002, 1.1930055E+002, 1.1458406E+002, 1.1354174E+002, 1.3648610E+002, 1.3753417E+002, 1.3513108E+002, 1.2975744E+002, 1.1734263E+002, 1.1263086E+002, 1.0529546E+002, 1.0208646E+002
 5.5500055E+002, 5.5249933E+002, 5.5249933E+002, 5.5249933E+002, 1.7173789E+002, 1.4203975E+002, 1.2993665E+002, 1.2498281E+002, 1.1619726E+002, 1.1282973E+002, 1.0976804E+002, 1.0876035E+002, 1.3501597E+002, 1.3563519E+002, 1.3314109E+002, 1.2572210E+002, 1.1598038E+002, 1.1264266E+002, 1.0453266E+002, 1.0077830E+002
 5.6001941E+002, 5.5750130E+002, 5.5750130E+002, 5.5750130E+002, 1.5276530E+002, 1.3539632E+002, 1.3021951E+002, 1.2047194E+002, 1.1549101E+002, 1.1467206E+002, 1.1246483E+002, 1.0658532E+002, 1.3289881E+002, 1.3279562E+002, 1.2919656E+002, 1.2310997E+002, 1.1359690E+002, 1.0983030E+002, 1.0168332E+002, 9.7957937E+001
 5.6501080E+002, 5.6247917E+002, 5.6247917E+002, 5.6247917E+002, 1.3891422E+002, 1.2892702E+002, 1.2370846E+002, 1.2191229E+002, 1.1592014E+002, 1.0929216E+002, 1.0421630E+002, 1.0170644E+002, 1.3213534E+002, 1.3104356E+002, 1.2569473E+002, 1.1650176E+002, 1.1167404E+002, 1.0607877E+002, 1.0157118E+002, 9.8234717E+001
 5.7001093E+002, 5.6753486E+002, 5.6753486E+002, 5.6753486E+002, 1.4310603E+002, 1.2478413E+002, 1.2287978E+002, 1.1739806E+002, 1.1211736E+002, 1.0875079E+002, 1.0476391E+002, 1.0231592E+002, 1.3008730E+002, 1.3046948E+002, 1.2630590E+002, 1.1745002E+002, 1.0912815E+002, 1.0442340E+002, 1.0015247E+002, 9.7813065E+001
 5.7500458E+002, 5.7251400E+002, 5.7251400E+002, 5.7251400E+002, 1.3160030E+002, 1.2005550E+002, 1.1673548E+002, 1.1227340E+002, 1.0864205E+002, 1.0571156E+002, 1.0351534E+002, 1.0081640E+002, 1.2717770E+002, 1.2829102E+002, 1.2382090E+002, 1.1252383E+002, 1.0774132E+002, 1.0409845E+002, 9.7314874E+001, 9.3942176E+001
 5.8000061E+002, 5.7747669E+002, 5.7747669E+002, 5.7747669E+002, 1.3024414E+002, 1.1740790E+002, 1.1471870E+002, 1.1115453E+002, 1.0548280E+002, 1.0123480E+002, 9.7525257E+001, 9.7253711E+001, 1.2650835E+002, 1.2690875E+002, 1.2293128E+002, 1.1086229E+002, 1.0595462E+002, 1.0376189E+002, 9.6750385E+001, 9.1611811E+001
 5.8500836E+002, 5.8254153E+002, 5.8254153E+002, 5.8254153E+002, 1.2882958E+002, 1.1396549E+002, 1.0753415E+002, 1.0271703E+002, 1.0067703E+002, 1.0016676E+002, 9.8382169E+001, 9.6664162E+001, 1.2513209E+002, 1.2448274E+002, 1.1948870E+002, 1.1373083E+002, 1.0547902E+002, 1.0227640E+002, 9.4066157E+001, 9.0115007E+001
 5.9000336E+002, 5.8751764E+002, 5.8751764E+002, 5.8751764E+002, 1.2599365E+002, 1.1503321E+002, 1.0683623E+002, 1.0436558E+002, 1.0466024E+002, 1.0242492E+002, 9.3753231E+001, 9.4587779E+001, 1.2319312E+002, 1.2326742E+002, 1.1892168E+002, 1.1127651E+002, 1.0459151E+002, 1.0108241E+002, 9.2244081E+001, 8.6989169E+001
 5.9501764E+002, 5.9258734E+002, 5.9258734E+002, 5.9258734E+002, 1.3098271E+002, 1.1633022E+002, 1.1287322E+002, 1.1016071E+002, 1.0749186E+002, 1.0080697E+002, 9.4586837E+001, 8.9163446E+001, 1.2274949E+002, 1.2177969E+002, 1.1860039E+002, 1.1004046E+002, 1.0319114E+002, 9.9564964E+001, 9.1419551E+001, 8.4755059E+001
 6.0001770E+002, 5.9749592E+002, 5.9749592E+002, 5.9749592E+002, 1.2655163E+002, 1.1674976E+002, 1.1589001E+002, 1.1880214E+002, 1.0242379E+002, 9.7152511E+001, 9.2165847E+001, 8.7721526E+001, 1.2161612E+002, 1.2128056E+002, 1.1631083E+002, 1.0818188E+002, 1.0094104E+002, 9.8085848E+001, 9.1029887E+001, 8.4220563E+001
