s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9609124E-005, 0.0000000E+000, 0.0000000E+000
 5.0163779E+000, 1.1412682E+002, 3.9722018E+001, 6.5031592E+001, 4.1366589E+001, 2.4295392E-003
 1.0010238E+001, 2.6525738E+002, 9.2213901E+001, 1.4440378E+002, 1.1301196E+002, 5.6949188E-003
 1.5006610E+001, 4.3323197E+002, 1.5356456E+002, 2.1726260E+002, 1.9763220E+002, 9.3384741E-003
 2.0001415E+001, 6.0582812E+002, 2.3037305E+002, 2.5651006E+002, 3.1854757E+002, 1.3026619E-002
 2.5009811E+001, 7.7842694E+002, 3.4182478E+002, 2.3201503E+002, 4.9129829E+002, 1.6780201E-002
 3.0008902E+001, 9.5255668E+002, 4.8637423E+002, 2.0469752E+002, 6.8882652E+002, 2.0472267E-002
 3.5002132E+001, 1.1256354E+003, 6.3058116E+002, 1.9688629E+002, 8.6736049E+002, 2.4175734E-002
 4.0000286E+001, 1.2574545E+003, 7.5511668E+002, 1.7940856E+002, 1.0176406E+003, 2.7924048E-002
 4.5003311E+001, 1.3520436E+003, 8.1983839E+002, 1.9906142E+002, 1.0941627E+003, 3.1632181E-002
 5.0004101E+001, 1.4689817E+003, 8.6700351E+002, 2.5952248E+002, 1.1455482E+003, 3.5363230E-002
 5.5007484E+001, 1.5720267E+003, 9.3631205E+002, 2.7153175E+002, 1.2378476E+003, 3.7378127E-002
 6.0012024E+001, 1.7026035E+003, 1.0018841E+003, 3.1553893E+002, 1.3137887E+003, 3.7678503E-002
 6.5006523E+001, 1.7210329E+003, 1.0378176E+003, 2.9147305E+002, 1.3788251E+003, 3.7974475E-002
 7.0007080E+001, 1.7186224E+003, 1.0400909E+003, 2.8164905E+002, 1.3760654E+003, 3.8274554E-002
 7.5002113E+001, 1.7284202E+003, 1.0536410E+003, 2.8264401E+002, 1.3818243E+003, 3.8570467E-002
 8.0002922E+001, 1.7692624E+003, 1.0942568E+003, 2.7547703E+002, 1.4312024E+003, 3.8872117E-002
 8.5003105E+001, 1.8450244E+003, 1.1174751E+003, 3.2161400E+002, 1.4421321E+003, 3.9173961E-002
 9.0001266E+001, 1.8272580E+003, 1.1330984E+003, 2.9759891E+002, 1.4680858E+003, 3.9465070E-002
 9.5011612E+001, 1.8554865E+003, 1.1229424E+003, 3.2974278E+002, 1.4420774E+003, 3.9774213E-002
 1.0001173E+002, 1.7548466E+003, 1.1082804E+003, 2.5248852E+002, 1.4445684E+003, 4.0067273E-002
 1.0500378E+002, 1.9199216E+003, 1.1433737E+003, 3.7277838E+002, 1.4500035E+003, 4.0367202E-002
 1.1000854E+002, 1.8711402E+003, 1.1565886E+003, 2.9906015E+002, 1.4947557E+003, 4.0668528E-002
 1.1500139E+002, 1.9137793E+003, 1.1683525E+003, 3.2625753E+002, 1.4997760E+003, 4.0958937E-002
 1.2000986E+002, 1.8740222E+003, 1.1672446E+003, 2.9446950E+002, 1.5035176E+003, 4.1261159E-002
 1.2500022E+002, 1.9193204E+003, 1.1788226E+003, 3.1745944E+002, 1.5120846E+003, 4.1567275E-002
 1.3000740E+002, 1.9329654E+003, 1.2052744E+003, 3.1609613E+002, 1.5474597E+003, 4.1855251E-002
 1.3500793E+002, 1.9471932E+003, 1.2040248E+003, 3.2147017E+002, 1.5485011E+003, 4.2163815E-002
 1.4000020E+002, 2.0308867E+003, 1.2342258E+003, 3.7918207E+002, 1.5619989E+003, 4.2465163E-002
 1.4500793E+002, 1.9569948E+003, 1.2209675E+003, 3.1349734E+002, 1.5696704E+003, 4.2757855E-002
 1.5001073E+002, 2.0472356E+003, 1.2412270E+003, 3.8038209E+002, 1.5701619E+003, 4.3061162E-002
 1.5500017E+002, 2.0214997E+003, 1.2599201E+003, 3.3678839E+002, 1.6040772E+003, 4.3357235E-002
 1.6000862E+002, 2.1065348E+003, 1.2918780E+003, 3.8685695E+002, 1.6246214E+003, 4.3652009E-002
 1.6500426E+002, 2.0072820E+003, 1.2210478E+003, 3.5735704E+002, 1.5467722E+003, 4.3959669E-002
 1.7000929E+002, 2.0906613E+003, 1.3156631E+003, 3.3648496E+002, 1.6718369E+003, 4.4251937E-002
 1.7500188E+002, 2.0793579E+003, 1.2695951E+003, 3.7640897E+002, 1.6031110E+003, 4.4553353E-002
 1.8000291E+002, 2.1347660E+003, 1.3213839E+003, 3.7214681E+002, 1.6737334E+003, 4.4858772E-002
 1.8500031E+002, 2.0444937E+003, 1.2730101E+003, 3.5003874E+002, 1.6074235E+003, 4.5152195E-002
 1.9000034E+002, 2.2232406E+003, 1.3433770E+003, 4.4354607E+002, 1.6744285E+003, 4.5450647E-002
 1.9500031E+002, 2.1005907E+003, 1.3113699E+003, 3.5419961E+002, 1.6592310E+003, 4.5746706E-002
 2.0000087E+002, 2.1463964E+003, 1.3357894E+003, 3.6662709E+002, 1.6959981E+003, 4.6042514E-002
 2.0500186E+002, 2.2362746E+003, 1.3554233E+003, 4.3414479E+002, 1.6873839E+003, 4.6351298E-002
 2.1000027E+002, 2.1312361E+003, 1.3310237E+003, 3.6099865E+002, 1.6820990E+003, 4.6644250E-002
 2.1500258E+002, 2.2263274E+003, 1.3799067E+003, 3.9491561E+002, 1.7344624E+003, 4.6939529E-002
 2.2000381E+002, 2.2645219E+003, 1.3549111E+003, 4.5736144E+002, 1.6822964E+003, 4.7252796E-002
 2.2500903E+002, 2.2159396E+003, 1.3920147E+003, 3.8161676E+002, 1.7481755E+003, 4.7540924E-002
 2.3000179E+002, 2.4335799E+003, 1.4498109E+003, 5.1951107E+002, 1.7756790E+003, 4.7848007E-002
 2.3500154E+002, 2.0931911E+003, 1.3342001E+003, 3.1826462E+002, 1.6919907E+003, 4.8144805E-002
 2.4000470E+002, 2.3084222E+003, 1.4287620E+003, 4.2268153E+002, 1.7791853E+003, 4.8439160E-002
 2.4500073E+002, 2.2762370E+003, 1.4012554E+003, 4.1433931E+002, 1.7519516E+003, 4.8747784E-002
 2.5000821E+002, 2.2775536E+003, 1.4066119E+003, 4.2241791E+002, 1.7566840E+003, 4.9040320E-002
 2.5500696E+002, 2.2482448E+003, 1.4135928E+003, 3.8348846E+002, 1.7674917E+003, 4.9338785E-002
 2.6000894E+002, 2.2535960E+003, 1.4147494E+003, 3.9494934E+002, 1.7627656E+003, 4.9633588E-002
 2.6500531E+002, 2.3210374E+003, 1.4322814E+003, 4.3348643E+002, 1.7753892E+003, 4.9937389E-002
 2.7000986E+002, 2.3234179E+003, 1.4495729E+003, 4.1734239E+002, 1.8092275E+003, 5.0241094E-002
 2.7500543E+002, 2.3562162E+003, 1.4664213E+003, 4.2943326E+002, 1.8229672E+003, 5.0538757E-002
 2.8000842E+002, 2.4089132E+003, 1.4885520E+003, 4.5921165E+002, 1.8466538E+003, 5.0835416E-002
 2.8500305E+002, 2.3396304E+003, 1.4490242E+003, 4.3230674E+002, 1.8016834E+003, 5.1126841E-002
 2.9000946E+002, 2.3331029E+003, 1.4422043E+003, 4.1988431E+002, 1.8001291E+003, 5.1431290E-002
 2.9500327E+002, 2.4984565E+003, 1.5061646E+003, 5.1278375E+002, 1.8353181E+003, 5.1738354E-002
 3.0000015E+002, 2.1743918E+003, 1.4368040E+003, 2.9552462E+002, 1.8089283E+003, 5.2026220E-002
 3.0500851E+002, 2.5995150E+003, 1.5375283E+003, 5.8377557E+002, 1.8571394E+003, 5.2333221E-002
 3.1000177E+002, 2.3193740E+003, 1.4927804E+003, 3.7772552E+002, 1.8534343E+003, 5.2626429E-002
 3.1500421E+002, 2.5933563E+003, 1.5596856E+003, 5.5050023E+002, 1.8957685E+003, 5.2929899E-002
 3.2000070E+002, 2.5830237E+003, 1.5520401E+003, 5.5075117E+002, 1.8784479E+003, 5.3230127E-002
 3.2500732E+002, 2.3009268E+003, 1.4852248E+003, 3.5849006E+002, 1.8407165E+003, 5.3527024E-002
 3.3000546E+002, 2.4939993E+003, 1.5087771E+003, 5.1528293E+002, 1.8322782E+003, 5.3828370E-002
 3.3501050E+002, 2.4212401E+003, 1.5276438E+003, 4.2144640E+002, 1.8719705E+003, 5.4123846E-002
 3.4000211E+002, 2.5947618E+003, 1.5889784E+003, 5.2661680E+002, 1.9122654E+003, 5.4430428E-002
 3.4500864E+002, 2.5121878E+003, 1.5522720E+003, 4.8626214E+002, 1.8896981E+003, 5.4724405E-002
 3.5000894E+002, 2.5959402E+003, 1.6119235E+003, 5.0436197E+002, 1.9610258E+003, 5.5022425E-002
 3.5500958E+002, 2.6563977E+003, 1.6214991E+003, 5.4449494E+002, 1.9802706E+003, 5.5320492E-002
 3.6000406E+002, 2.5787774E+003, 1.6083585E+003, 4.6948702E+002, 1.9708712E+003, 5.5624705E-002
 3.6500183E+002, 2.4613331E+003, 1.5343135E+003, 4.4583939E+002, 1.8940237E+003, 5.5918534E-002
 3.7000909E+002, 2.6415952E+003, 1.6305692E+003, 5.0000073E+002, 1.9945078E+003, 5.6217149E-002
 3.7500778E+002, 2.6057856E+003, 1.6113629E+003, 5.0144707E+002, 1.9649388E+003, 5.6526578E-002
 3.8000745E+002, 2.8562506E+003, 1.7751844E+003, 5.6878038E+002, 2.1506888E+003, 5.6815349E-002
 3.8500256E+002, 2.6717789E+003, 1.6820063E+003, 4.9431779E+002, 2.0633452E+003, 5.7112255E-002
 3.9000937E+002, 2.7079628E+003, 1.6288254E+003, 5.8579979E+002, 1.9725861E+003, 5.7418204E-002
 3.9501089E+002, 2.6707717E+003, 1.6535308E+003, 5.1204393E+002, 2.0280132E+003, 5.7715916E-002
 4.0000809E+002, 2.7435726E+003, 1.6855409E+003, 5.5243479E+002, 2.0482233E+003, 5.8016409E-002
 4.0500586E+002, 2.7797964E+003, 1.6955080E+003, 5.7260679E+002, 2.0656873E+003, 5.7756736E-002
 4.1000385E+002, 2.6994217E+003, 1.6712879E+003, 5.2291045E+002, 2.0491357E+003, 5.6985108E-002
 4.1501102E+002, 2.7555172E+003, 1.6946349E+003, 5.5351225E+002, 2.0726490E+003, 5.6198961E-002
 4.2000708E+002, 2.7607906E+003, 1.6682850E+003, 5.8427641E+002, 2.0180880E+003, 5.5395962E-002
 4.2500705E+002, 2.6097441E+003, 1.6562865E+003, 4.6440266E+002, 2.0323991E+003, 5.4625808E-002
 4.3000632E+002, 2.6593825E+003, 1.6598675E+003, 4.9713052E+002, 2.0343352E+003, 5.3839145E-002
 4.3500931E+002, 2.5414759E+003, 1.6027911E+003, 4.5501551E+002, 1.9562163E+003, 5.3064120E-002
 4.4000848E+002, 2.5908031E+003, 1.6297570E+003, 4.6719369E+002, 2.0052703E+003, 5.2261781E-002
 4.4500290E+002, 2.4432096E+003, 1.5554651E+003, 4.2188408E+002, 1.9098301E+003, 5.1476122E-002
