s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0060401E+000, 1.3768901E+002, 4.8645608E+001, 7.1463364E+001, 4.8392185E+001, 2.8828045E-003
 1.0010420E+001, 3.1688691E+002, 1.1934081E+002, 1.6830619E+002, 1.4730701E+002, 6.7572379E-003
 1.5006770E+001, 5.2174991E+002, 2.1036182E+002, 2.5163685E+002, 2.7095948E+002, 1.1120885E-002
 2.0006058E+001, 7.2980061E+002, 3.1636774E+002, 3.0314381E+002, 4.1413263E+002, 1.5477100E-002
 2.5001177E+001, 9.4216845E+002, 4.3202795E+002, 3.5388529E+002, 5.6001447E+002, 1.9907525E-002
 3.0002964E+001, 1.1587654E+003, 5.6020511E+002, 3.9881117E+002, 7.1873466E+002, 2.4280440E-002
 3.5007759E+001, 1.3567772E+003, 7.0698772E+002, 3.9520260E+002, 8.9731435E+002, 2.8717341E-002
 4.0008320E+001, 1.5730969E+003, 8.6459316E+002, 4.2054256E+002, 1.0767498E+003, 3.2924481E-002
 4.5004753E+001, 1.6903953E+003, 9.7366180E+002, 3.9599866E+002, 1.2126656E+003, 3.5094784E-002
 5.0000591E+001, 1.7589354E+003, 1.0569320E+003, 3.5549439E+002, 1.3012344E+003, 3.6797227E-002
 5.5005943E+001, 1.8442771E+003, 1.1406132E+003, 3.5643741E+002, 1.4045080E+003, 3.8521418E-002
 6.0008190E+001, 1.9691747E+003, 1.2506082E+003, 3.3417768E+002, 1.5311348E+003, 4.0217765E-002
 6.5003319E+001, 1.9762947E+003, 1.2765714E+003, 3.0755305E+002, 1.5710668E+003, 4.1191427E-002
 7.0002014E+001, 1.9387040E+003, 1.3053987E+003, 2.5856522E+002, 1.5910991E+003, 4.1419150E-002
 7.5007919E+001, 2.0535586E+003, 1.3611556E+003, 3.0135499E+002, 1.6605427E+003, 4.1651511E-002
 8.0008827E+001, 1.9968162E+003, 1.3639968E+003, 2.5285927E+002, 1.6553930E+003, 4.1879655E-002
 8.5007935E+001, 2.0167298E+003, 1.3744636E+003, 2.6019003E+002, 1.6680938E+003, 4.2111452E-002
 9.0002380E+001, 2.0232201E+003, 1.3860851E+003, 2.6230285E+002, 1.6782107E+003, 4.2341307E-002
 9.5010353E+001, 2.0118780E+003, 1.3783842E+003, 2.6135991E+002, 1.6606618E+003, 4.2572327E-002
 1.0000873E+002, 2.0843396E+003, 1.4451126E+003, 2.5469921E+002, 1.7581301E+003, 4.2800773E-002
 1.0500311E+002, 1.9983992E+003, 1.3852138E+003, 2.5288436E+002, 1.6692643E+003, 4.3031389E-002
