s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0252290E+000, 4.0016553E+001, 1.4106359E+001, 9.3983389E-002, 1.3129101E+001, 8.8882008E-004
 1.0023105E+001, 4.8492546E+001, 1.7032216E+001,-2.9649307E-002, 1.8606884E+001, 1.3908998E-003
 1.5014195E+001, 5.1235944E+001, 1.8086131E+001, 4.4144949E+000, 2.0646048E+001, 1.5559679E-003
 2.0012541E+001, 5.2387170E+001, 1.8636597E+001, 7.9792150E+000, 2.2532032E+001, 1.6274449E-003
 2.5001808E+001, 5.4593015E+001, 1.9567136E+001, 1.1488836E+001, 2.4087462E+001, 1.7263295E-003
 3.0011345E+001, 5.8447847E+001, 2.1070197E+001, 1.2632923E+001, 2.5983086E+001, 1.9080299E-003
 3.5018211E+001, 7.4260415E+001, 2.6734062E+001, 1.5513179E+001, 3.2159416E+001, 2.3883461E-003
 4.0000340E+001, 8.7889757E+001, 3.1623818E+001, 2.0248077E+001, 3.7431032E+001, 2.8645492E-003
 4.5016293E+001, 1.0805096E+002, 3.9037847E+001, 2.4765072E+001, 4.7030022E+001, 3.4602349E-003
 5.0014256E+001, 1.2178185E+002, 4.4328278E+001, 2.9921930E+001, 5.3140384E+001, 3.8836373E-003
 5.5010334E+001, 1.3743232E+002, 5.0290839E+001, 4.0041941E+001, 6.0535990E+001, 4.4276666E-003
 6.0002377E+001, 1.4850945E+002, 5.4889581E+001, 4.2528283E+001, 6.7371564E+001, 4.6802719E-003
 6.5001671E+001, 1.5722582E+002, 5.9084004E+001, 5.0185769E+001, 7.3221878E+001, 4.7692672E-003
 7.0006691E+001, 1.7004403E+002, 6.4231776E+001, 5.1608425E+001, 7.8701063E+001, 5.2690517E-003
 7.5010216E+001, 1.9918625E+002, 7.5411670E+001, 6.3646743E+001, 9.2180648E+001, 6.1350056E-003
 8.0004753E+001, 2.0907789E+002, 8.0316092E+001, 6.7721726E+001, 9.8620564E+001, 6.3233416E-003
 8.5009750E+001, 2.3933646E+002, 9.2670789E+001, 7.5899755E+001, 1.1177428E+002, 7.2811823E-003
 9.0009949E+001, 2.7162720E+002, 1.0709380E+002, 8.3776981E+001, 1.2810233E+002, 8.3608452E-003
 9.5006950E+001, 2.9986377E+002, 1.2167236E+002, 9.2031458E+001, 1.4618588E+002, 9.0086532E-003
 1.0000905E+002, 3.0164421E+002, 1.2471173E+002, 1.0105955E+002, 1.4996076E+002, 9.0335147E-003
 1.0500436E+002, 2.8787352E+002, 1.2055192E+002, 9.9862847E+001, 1.4607790E+002, 8.6697326E-003
 1.1001187E+002, 2.8205725E+002, 1.1762056E+002, 1.0207756E+002, 1.4256235E+002, 8.7001665E-003
 1.1500967E+002, 3.0546980E+002, 1.2668066E+002, 1.0198724E+002, 1.5203100E+002, 9.4377734E-003
 1.2000746E+002, 3.3751593E+002, 1.4055348E+002, 1.1007321E+002, 1.6520847E+002, 1.0491401E-002
 1.2500526E+002, 3.8863102E+002, 1.6591698E+002, 1.2235375E+002, 1.9163605E+002, 1.1669626E-002
 1.3000305E+002, 3.5574085E+002, 1.5542095E+002, 1.1826293E+002, 1.8358593E+002, 1.0618841E-002
 1.3500636E+002, 3.3500635E+002, 1.4407689E+002, 1.2382106E+002, 1.6958373E+002, 1.0457531E-002
 1.4000587E+002, 3.4771936E+002, 1.4769612E+002, 1.2235426E+002, 1.7185762E+002, 1.0947114E-002
 1.4500142E+002, 3.8986467E+002, 1.6455871E+002, 1.2908584E+002, 1.8790822E+002, 1.2297979E-002
 1.5000168E+002, 3.8039742E+002, 1.6497110E+002, 1.3386093E+002, 1.8879129E+002, 1.1856900E-002
 1.5500084E+002, 4.2810335E+002, 1.8375412E+002, 1.4549423E+002, 2.0374424E+002, 1.3473578E-002
 1.6000729E+002, 4.8495449E+002, 2.1100406E+002, 1.5251754E+002, 2.3053489E+002, 1.5221959E-002
 1.6500592E+002, 5.1375442E+002, 2.2893506E+002, 1.7397801E+002, 2.4770982E+002, 1.5920692E-002
