s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol
 2.4500957E+002, 2.4252372E+002, 7.4393730E+002, 5.3374212E+002, 4.8590490E+002, 4.5610405E+002, 4.2483866E+002, 3.7344345E+002, 1.8538399E+002, 1.2232359E+002, 7.3052300E+001, 5.8536529E+001, 5.5569048E+001, 5.5265441E+001, 5.3583235E+001, 4.9736930E+001, 4.7311117E+001, 4.2425151E+001, 8.0493304E+001, 5.5704472E+001, 4.7655978E+001, 3.4805053E+001, 3.0099511E+001, 2.3819136E+001, 2.0714689E+001, 2.0893811E+001, 5.0130188E+001, 4.7104259E+001, 4.2846786E+001, 4.1937688E+001, 4.1885784E+001, 4.0650595E+001, 3.8443856E+001, 3.6754277E+001, 4.5930126E+002, 4.6754044E+002, 9.8657498E-004, 1.0363378E-001, 5.5876875E+001, 5.5494008E+001, 2.8952010E-004, 3.0412350E-002, 3.9351782E+001, 3.9190507E+001, 1.8100936E-004, 1.9013947E-002, 4.2340321E+001, 4.2103273E+001, 2.1458179E-004, 2.2540530E-002, 2.1023033E+001, 2.1923736E+001, 2.0338484E-005, 2.1364357E-003
 2.5001024E+002, 2.4756608E+002, 7.3054089E+002, 5.2755504E+002, 4.8428494E+002, 4.4939479E+002, 4.3996363E+002, 3.8710406E+002, 1.9010928E+002, 1.1451793E+002, 7.2079967E+001, 5.8573647E+001, 5.5901493E+001, 5.4337938E+001, 5.3442840E+001, 5.1608621E+001, 4.9301629E+001, 4.4027123E+001, 7.7432695E+001, 5.6909959E+001, 4.9251848E+001, 3.6888496E+001, 3.1394728E+001, 2.2233423E+001, 2.1183261E+001, 2.1141350E+001, 5.1639900E+001, 4.8181472E+001, 4.6087523E+001, 4.3213673E+001, 4.2680557E+001, 4.0747111E+001, 3.9970317E+001, 3.8765789E+001, 4.5152379E+002, 4.6128443E+002, 9.6147204E-004, 1.0099687E-001, 5.5382554E+001, 5.5032325E+001, 2.9236902E-004, 3.0711612E-002, 4.1755334E+001, 4.1526885E+001, 2.0788629E-004, 2.1837208E-002, 4.3712359E+001, 4.3422898E+001, 2.2358058E-004, 2.3485799E-002, 2.1598019E+001, 2.2445643E+001, 2.3040370E-005, 2.4202527E-003
 2.5500070E+002, 2.5253321E+002, 7.2714830E+002, 5.4962450E+002, 4.9350880E+002, 4.6641959E+002, 4.3618851E+002, 3.8285560E+002, 2.0670523E+002, 1.2060880E+002, 7.1577669E+001, 5.9697047E+001, 5.5987065E+001, 5.5340877E+001, 5.4986974E+001, 5.1202398E+001, 4.9197018E+001, 4.4282692E+001, 7.8363365E+001, 5.6740646E+001, 4.8302214E+001, 3.6030578E+001, 3.1643052E+001, 2.3836866E+001, 2.0758438E+001, 2.1400445E+001, 5.3923772E+001, 4.7341969E+001, 4.4893104E+001, 4.3402504E+001, 4.2258855E+001, 4.0917910E+001, 3.9726031E+001, 3.8046201E+001, 4.6818185E+002, 4.7502687E+002, 1.0030841E-003, 1.0536797E-001, 5.5545033E+001, 5.5166524E+001, 2.9026309E-004, 3.0490396E-002, 4.0342905E+001, 4.0152356E+001, 1.9579159E-004, 2.0566732E-002, 4.4068144E+001, 4.3784923E+001, 2.2935119E-004, 2.4091967E-002, 2.3645393E+001, 2.4417782E+001, 2.3215285E-005, 2.4386264E-003
 2.6000330E+002, 2.5755566E+002, 7.1352857E+002, 5.2989432E+002, 4.9030575E+002, 4.6880571E+002, 4.3992142E+002, 3.9236539E+002, 1.8751949E+002, 1.1598684E+002, 7.2064305E+001, 5.9129780E+001, 5.7708232E+001, 5.5324538E+001, 5.5076479E+001, 5.2445211E+001, 4.9760890E+001, 4.4159381E+001, 7.7695434E+001, 5.6865869E+001, 4.9207677E+001, 3.7148789E+001, 3.2122040E+001, 2.3175824E+001, 2.0900540E+001, 2.0887217E+001, 5.3564740E+001, 4.6599075E+001, 4.4156501E+001, 4.2772083E+001, 4.2170992E+001, 4.1472553E+001, 3.9983588E+001, 3.7926196E+001, 4.6782556E+002, 4.7492358E+002, 9.6476459E-004, 1.0134273E-001, 5.5878654E+001, 5.5496928E+001, 2.9277209E-004, 3.0753952E-002, 4.1097063E+001, 4.0913119E+001, 2.0708434E-004, 2.1752968E-002, 4.3222429E+001, 4.2988067E+001, 2.2878161E-004, 2.4032135E-002, 2.2080902E+001, 2.2932919E+001, 2.0900608E-005, 2.1954834E-003
 2.6500064E+002, 2.6245661E+002, 7.7606169E+002, 5.8816743E+002, 4.9804674E+002, 4.6869989E+002, 4.5248814E+002, 3.8962185E+002, 2.2387838E+002, 1.3426688E+002, 7.2468237E+001, 6.0760868E+001, 5.8062938E+001, 5.5579199E+001, 5.4844817E+001, 5.2452666E+001, 4.8817527E+001, 4.3188907E+001, 8.2716822E+001, 5.7761530E+001, 4.9902098E+001, 3.7008723E+001, 3.1389124E+001, 2.5027292E+001, 2.0685578E+001, 2.0990176E+001, 5.3525893E+001, 4.7880250E+001, 4.4824289E+001, 4.4734973E+001, 4.4089730E+001, 4.2664829E+001, 4.0856884E+001, 3.8895279E+001, 4.6326014E+002, 4.7581024E+002, 9.7566576E-004, 1.0248783E-001, 5.5057868E+001, 5.4700964E+001, 2.9606584E-004, 3.1099940E-002, 4.1834781E+001, 4.1627612E+001, 2.1574578E-004, 2.2662800E-002, 4.5048510E+001, 4.4809023E+001, 2.4341309E-004, 2.5569084E-002, 2.1148816E+001, 2.2101830E+001, 1.7923496E-005, 1.8827557E-003
 2.7000208E+002, 2.6746946E+002, 7.4671642E+002, 5.6054627E+002, 4.9522879E+002, 4.6663959E+002, 4.5190084E+002, 4.0996135E+002, 1.9843968E+002, 1.2885504E+002, 7.1002154E+001, 6.1673954E+001, 5.8282743E+001, 5.5643812E+001, 5.5412626E+001, 5.4607490E+001, 4.8320112E+001, 4.4347650E+001, 8.4497624E+001, 5.8687277E+001, 4.9710373E+001, 3.6621576E+001, 3.2306982E+001, 2.6698024E+001, 2.0473122E+001, 2.0896301E+001, 5.4493978E+001, 4.7111667E+001, 4.4753578E+001, 4.3566615E+001, 4.3088241E+001, 4.2373148E+001, 4.0860076E+001, 3.7459055E+001, 4.6452359E+002, 4.7501162E+002, 9.5994428E-004, 1.0083639E-001, 5.6012465E+001, 5.5654775E+001, 3.0253335E-004, 3.1779314E-002, 4.0800840E+001, 4.0642909E+001, 2.0711230E-004, 2.1755904E-002, 4.4016118E+001, 4.3788389E+001, 2.4433715E-004, 2.5666152E-002, 2.0429946E+001, 2.1363310E+001, 1.5941977E-005, 1.6746090E-003
 2.7501099E+002, 2.7249579E+002, 8.0449282E+002, 5.7717985E+002, 5.1294068E+002, 4.8145493E+002, 4.5890752E+002, 3.9517413E+002, 2.0442335E+002, 1.2619608E+002, 7.2682752E+001, 6.2973051E+001, 5.8303273E+001, 5.7206170E+001, 5.6686317E+001, 5.4881578E+001, 5.2764723E+001, 4.6182237E+001, 8.3704254E+001, 6.0634827E+001, 5.0901286E+001, 3.7316875E+001, 3.1412635E+001, 2.5559728E+001, 2.0754950E+001, 2.1485353E+001, 5.1709496E+001, 4.9298251E+001, 4.6655772E+001, 4.6404432E+001, 4.5847354E+001, 4.2940465E+001, 4.1602535E+001, 3.6943879E+001, 4.7633100E+002, 4.8767044E+002, 1.0181801E-003, 1.0695371E-001, 5.7999727E+001, 5.7624979E+001, 3.1375510E-004, 3.2958091E-002, 4.2969097E+001, 4.2764682E+001, 2.3176170E-004, 2.4345176E-002, 4.6363066E+001, 4.6067891E+001, 2.5965128E-004, 2.7274809E-002, 2.2709488E+001, 2.3616099E+001, 2.2194462E-005, 2.3313951E-003
 2.8000931E+002, 2.7752670E+002, 7.4773199E+002, 5.5234424E+002, 5.0003480E+002, 4.7024602E+002, 4.3843115E+002, 3.9590595E+002, 2.1593237E+002, 1.2527817E+002, 7.5432951E+001, 6.2818505E+001, 5.9289777E+001, 5.7902156E+001, 5.6918370E+001, 5.4819669E+001, 5.2171803E+001, 4.5532819E+001, 8.4226398E+001, 6.0207158E+001, 5.1323154E+001, 3.9266220E+001, 3.3658486E+001, 2.4249637E+001, 2.0760520E+001, 2.1761461E+001, 5.2724782E+001, 4.9095045E+001, 4.7926521E+001, 4.8625596E+001, 4.6613967E+001, 4.4246544E+001, 4.0313975E+001, 3.8016951E+001, 4.7079654E+002, 4.8045930E+002, 1.0206790E-003, 1.0721621E-001, 5.8898719E+001, 5.8531832E+001, 3.2363605E-004, 3.3996025E-002, 4.3409900E+001, 4.3205732E+001, 2.3901439E-004, 2.5107028E-002, 4.8868967E+001, 4.8479119E+001, 2.7547113E-004, 2.8936589E-002, 2.1314481E+001, 2.2257324E+001, 1.7131926E-005, 1.7996060E-003
 2.8500085E+002, 2.8257788E+002, 7.4608002E+002, 5.5279925E+002, 5.0464191E+002, 4.7760207E+002, 4.5547487E+002, 3.9013296E+002, 1.9892614E+002, 1.2361914E+002, 7.7654757E+001, 6.1670259E+001, 5.9038034E+001, 5.7538057E+001, 5.5455512E+001, 5.2514099E+001, 4.9507702E+001, 4.5302816E+001, 8.3919847E+001, 5.9851636E+001, 5.1310065E+001, 3.6876696E+001, 3.1791674E+001, 2.5607558E+001, 2.0708728E+001, 2.1293306E+001, 5.4388113E+001, 5.0443368E+001, 4.9061686E+001, 4.7340080E+001, 4.5601042E+001, 4.3451810E+001, 4.1885319E+001, 3.6587017E+001, 4.7886050E+002, 4.8675415E+002, 1.0087873E-003, 1.0596706E-001, 5.8887267E+001, 5.8536002E+001, 3.2773777E-004, 3.4426886E-002, 4.0786116E+001, 4.0655916E+001, 2.0860233E-004, 2.1912423E-002, 4.8729909E+001, 4.8380721E+001, 2.7819777E-004, 2.9223007E-002, 2.0657355E+001, 2.1647900E+001, 1.4990964E-005, 1.5747108E-003
 2.9001007E+002, 2.8749103E+002, 7.5342506E+002, 5.8259693E+002, 5.0946082E+002, 4.8568483E+002, 4.5913120E+002, 4.0836697E+002, 2.0897772E+002, 1.2710743E+002, 7.8684596E+001, 6.4819495E+001, 6.0132900E+001, 5.7861759E+001, 5.7305450E+001, 5.2919665E+001, 5.0040813E+001, 4.5732678E+001, 8.0974642E+001, 6.0762946E+001, 5.1974298E+001, 3.6696996E+001, 3.1124368E+001, 2.8223950E+001, 2.1024676E+001, 2.1192190E+001, 5.4998545E+001, 5.1304481E+001, 4.8637535E+001, 4.7247870E+001, 4.5610286E+001, 4.3250664E+001, 4.2007383E+001, 3.8195046E+001, 4.8067545E+002, 4.8994112E+002, 1.0124906E-003, 1.0635606E-001, 5.8880165E+001, 5.8481224E+001, 3.2558648E-004, 3.4200906E-002, 4.3449049E+001, 4.3218472E+001, 2.4035242E-004, 2.5247580E-002, 4.7957465E+001, 4.7648852E+001, 2.7844240E-004, 2.9248703E-002, 2.1172016E+001, 2.2086807E+001, 1.6420129E-005, 1.7248360E-003
 2.9500684E+002, 2.9247537E+002, 7.7528480E+002, 5.7787051E+002, 5.0724141E+002, 4.8232567E+002, 4.6074950E+002, 3.9699635E+002, 2.3278702E+002, 1.2768473E+002, 7.4254467E+001, 6.5859679E+001, 6.0352805E+001, 5.7535540E+001, 5.7920156E+001, 5.4687414E+001, 5.1198942E+001, 4.7822050E+001, 8.4606361E+001, 6.0078296E+001, 5.0644301E+001, 3.6563937E+001, 3.0008066E+001, 2.6348169E+001, 2.0872862E+001, 2.1496342E+001, 5.5019073E+001, 5.0462753E+001, 4.8395786E+001, 4.6755790E+001, 4.5917754E+001, 4.4279173E+001, 4.3093380E+001, 3.9868305E+001, 4.7889265E+002, 4.8917161E+002, 1.0198509E-003, 1.0712922E-001, 5.8454550E+001, 5.8102789E+001, 3.2335278E-004, 3.3966269E-002, 4.1882975E+001, 4.1727404E+001, 2.2325897E-004, 2.3452015E-002, 4.8147528E+001, 4.7853217E+001, 2.8428800E-004, 2.9862748E-002, 2.1908080E+001, 2.2829726E+001, 2.2220181E-005, 2.3340967E-003
 3.0000092E+002, 2.9753193E+002, 7.5565751E+002, 5.6270354E+002, 5.0703237E+002, 4.7222343E+002, 4.4486698E+002, 4.1260694E+002, 2.1723276E+002, 1.3459070E+002, 7.5249117E+001, 6.6435013E+001, 6.2597331E+001, 5.8697981E+001, 5.8905080E+001, 5.7139066E+001, 5.0703261E+001, 4.6411172E+001, 8.4878461E+001, 6.0006546E+001, 5.2216363E+001, 3.9502739E+001, 3.1312285E+001, 2.5693665E+001, 2.0870030E+001, 2.1147153E+001, 5.5735433E+001, 5.1242982E+001, 5.0088498E+001, 4.9441033E+001, 4.9895759E+001, 4.7433025E+001, 4.1779309E+001, 3.8776321E+001, 4.7427056E+002, 4.8373239E+002, 1.0236748E-003, 1.0753089E-001, 5.8856830E+001, 5.8485691E+001, 3.2743630E-004, 3.4395218E-002, 4.4000090E+001, 4.3770827E+001, 2.4568967E-004, 2.5808226E-002, 5.0143105E+001, 4.9814734E+001, 2.9404028E-004, 3.0887167E-002, 2.1768374E+001, 2.2677638E+001, 2.2228550E-005, 2.3349758E-003
 3.0501010E+002, 3.0242630E+002, 7.8300527E+002, 5.7323392E+002, 5.2840517E+002, 4.8667032E+002, 4.6523014E+002, 4.1028765E+002, 2.2426263E+002, 1.3498155E+002, 7.9185409E+001, 6.8139500E+001, 6.4716561E+001, 6.0071536E+001, 5.9735637E+001, 5.6813321E+001, 5.1760475E+001, 4.5448818E+001, 8.4027981E+001, 6.2038254E+001, 5.2919885E+001, 3.9930861E+001, 3.1584550E+001, 2.6283676E+001, 2.1241831E+001, 2.1515525E+001, 5.4949564E+001, 5.0155819E+001, 5.0316916E+001, 4.9916962E+001, 4.8277761E+001, 4.4778772E+001, 4.2054847E+001, 3.8127999E+001, 4.8432610E+002, 4.9480045E+002, 9.6813246E-004, 1.0169651E-001, 6.0092301E+001, 5.9720102E+001, 3.3119083E-004, 3.4789609E-002, 4.4958057E+001, 4.4722455E+001, 2.5526703E-004, 2.6814270E-002, 5.0917695E+001, 5.0648101E+001, 3.0057562E-004, 3.1573665E-002, 2.1043131E+001, 2.2061146E+001, 1.8438393E-005, 1.9368426E-003
 3.1000278E+002, 3.0750788E+002, 7.2433072E+002, 5.6473166E+002, 5.0883575E+002, 4.8075673E+002, 4.4638125E+002, 4.0292680E+002, 2.4830187E+002, 1.3157141E+002, 7.8370024E+001, 6.7005176E+001, 6.1106886E+001, 6.0918750E+001, 5.9876574E+001, 5.7927588E+001, 5.3914554E+001, 4.6369475E+001, 8.8577942E+001, 6.2559972E+001, 5.3280761E+001, 3.8607095E+001, 3.1597155E+001, 2.6128584E+001, 2.0904792E+001, 2.1219139E+001, 5.5994576E+001, 4.9997307E+001, 4.9381106E+001, 4.6854261E+001, 4.5891749E+001, 4.4668683E+001, 4.3083405E+001, 3.9728315E+001, 4.8208737E+002, 4.9030844E+002, 1.0336284E-003, 1.0857646E-001, 6.1239683E+001, 6.0846300E+001, 3.3612365E-004, 3.5307772E-002, 4.4010563E+001, 4.3825011E+001, 2.4626432E-004, 2.5868589E-002, 4.8236229E+001, 4.7965673E+001, 2.9419961E-004, 3.0903904E-002, 2.1341303E+001, 2.2281957E+001, 1.8448269E-005, 1.9378800E-003
 3.1500406E+002, 3.1256300E+002, 7.4935637E+002, 5.4835798E+002, 5.0862064E+002, 4.9691123E+002, 4.8206228E+002, 4.2212875E+002, 2.2098044E+002, 1.4307375E+002, 7.9693777E+001, 6.6651531E+001, 6.2727221E+001, 6.0563659E+001, 6.1631554E+001, 5.8596069E+001, 5.2939925E+001, 4.5743044E+001, 8.9893209E+001, 6.2657380E+001, 5.3685887E+001, 3.8725547E+001, 3.3632394E+001, 2.5992560E+001, 2.0905042E+001, 2.0989297E+001, 5.5032709E+001, 5.0690832E+001, 4.8857404E+001, 4.7399306E+001, 4.6967530E+001, 4.5600396E+001, 4.4271848E+001, 3.8817701E+001, 4.8999546E+002, 4.9896440E+002, 9.3750326E-004, 9.8479092E-002, 6.1289143E+001, 6.0899694E+001, 3.3837096E-004, 3.5543839E-002, 4.4397459E+001, 4.4228632E+001, 2.5101053E-004, 2.6367150E-002, 4.7549153E+001, 4.7323691E+001, 2.9598546E-004, 3.1091497E-002, 2.1961351E+001, 2.2806980E+001, 2.1462073E-005, 2.2544620E-003
 3.2000723E+002, 3.1747066E+002, 7.6754303E+002, 5.4780669E+002, 5.0662493E+002, 4.9055855E+002, 4.6729527E+002, 4.1703290E+002, 2.2602758E+002, 1.3417701E+002, 7.8247444E+001, 6.9670556E+001, 6.1955078E+001, 6.2802659E+001, 6.1068968E+001, 5.9029777E+001, 5.5423333E+001, 4.8264576E+001, 8.9056316E+001, 6.5446749E+001, 5.4318514E+001, 4.0405769E+001, 3.2596804E+001, 2.4591599E+001, 2.1235266E+001, 2.1537733E+001, 5.6006934E+001, 5.4248250E+001, 5.3069191E+001, 5.0892407E+001, 4.7062084E+001, 4.5681987E+001, 4.3664898E+001, 4.0156561E+001, 4.8296610E+002, 4.9334827E+002, 9.8526083E-004, 1.0349574E-001, 6.3608153E+001, 6.3154707E+001, 3.4339946E-004, 3.6072053E-002, 4.5873011E+001, 4.5664403E+001, 2.7120543E-004, 2.8488503E-002, 5.2466706E+001, 5.2113485E+001, 3.1174315E-004, 3.2746748E-002, 1.8923556E+001, 1.9916925E+001, 1.4056324E-005, 1.4765325E-003
 3.2500623E+002, 3.2248597E+002, 7.4105180E+002, 5.5754152E+002, 5.0902584E+002, 4.9952610E+002, 4.8095450E+002, 4.1339210E+002, 2.2499535E+002, 1.2912420E+002, 7.8641847E+001, 6.8028018E+001, 6.3589976E+001, 6.2038675E+001, 6.0337985E+001, 5.6930370E+001, 5.3014786E+001, 4.6827561E+001, 8.6448457E+001, 6.4371339E+001, 5.4452824E+001, 3.8715232E+001, 3.4010627E+001, 2.5763961E+001, 2.1012206E+001, 2.2133639E+001, 5.4479827E+001, 5.0968044E+001, 4.9504288E+001, 4.9668258E+001, 4.8128927E+001, 4.6050551E+001, 4.4314775E+001, 4.0881316E+001, 4.8985064E+002, 4.9926906E+002, 9.6038471E-004, 1.0088265E-001, 6.2717657E+001, 6.2321747E+001, 3.4464983E-004, 3.6203397E-002, 4.4081160E+001, 4.3927945E+001, 2.5272601E-004, 2.6547351E-002, 5.0048809E+001, 4.9788459E+001, 3.1047453E-004, 3.2613487E-002, 1.6731908E+001, 1.7832174E+001, 9.7772703E-006, 1.0270436E-003
 3.3000272E+002, 3.2756198E+002, 7.7782915E+002, 5.7337830E+002, 5.1663389E+002, 4.8870922E+002, 4.6982037E+002, 4.2024380E+002, 2.2521559E+002, 1.4109221E+002, 8.1178040E+001, 6.7895575E+001, 6.4490455E+001, 6.3080205E+001, 6.1799378E+001, 5.8525727E+001, 5.5388715E+001, 4.7722052E+001, 9.4369617E+001, 6.4187647E+001, 5.5123764E+001, 4.0574943E+001, 3.3914857E+001, 2.6778642E+001, 2.1084021E+001, 2.1770398E+001, 5.7783871E+001, 5.1329620E+001, 4.8293511E+001, 4.7805406E+001, 4.6736840E+001, 4.4592862E+001, 4.3765509E+001, 4.1728869E+001, 4.8586040E+002, 4.9680803E+002, 9.9909414E-004, 1.0494885E-001, 6.3807197E+001, 6.3396000E+001, 3.4879778E-004, 3.6639114E-002, 4.7293964E+001, 4.7066561E+001, 2.8460062E-004, 2.9895588E-002, 4.8088259E+001, 4.7861389E+001, 3.0685170E-004, 3.2232930E-002, 2.0156130E+001, 2.1446715E+001, 1.6199773E-005, 1.7016889E-003
 3.3500833E+002, 3.3245454E+002, 7.2699470E+002, 5.4717605E+002, 5.0914967E+002, 4.9667476E+002, 4.7170167E+002, 4.2906489E+002, 2.0825896E+002, 1.3357098E+002, 8.1411209E+001, 6.8888615E+001, 6.2046209E+001, 6.2922696E+001, 6.0890263E+001, 5.6419525E+001, 5.3657924E+001, 4.8020318E+001, 8.6003486E+001, 6.5040278E+001, 5.5759154E+001, 3.9325130E+001, 3.3930391E+001, 2.6974213E+001, 2.1418679E+001, 2.1879090E+001, 5.6592328E+001, 5.3405884E+001, 5.2336510E+001, 5.2181421E+001, 5.1440981E+001, 4.7612508E+001, 4.4665299E+001, 4.1495862E+001, 4.9342162E+002, 5.0105306E+002, 9.8846563E-004, 1.0383238E-001, 6.3720817E+001, 6.3333013E+001, 3.5260473E-004, 3.7039011E-002, 4.5741367E+001, 4.5558680E+001, 2.6786098E-004, 2.8137189E-002, 5.2958073E+001, 5.2622355E+001, 3.2241948E-004, 3.3868232E-002, 2.0403901E+001, 2.1512541E+001, 1.6987770E-005, 1.7844633E-003
 3.4000079E+002, 3.3754105E+002, 7.6142415E+002, 5.4980684E+002, 5.1609630E+002, 5.0857950E+002, 4.7655266E+002, 4.2350476E+002, 2.1760191E+002, 1.3532992E+002, 8.2832473E+001, 6.8028880E+001, 6.4702267E+001, 6.3088581E+001, 6.1966152E+001, 5.7339051E+001, 5.6016659E+001, 5.0860437E+001, 9.1554228E+001, 6.6202355E+001, 5.5252377E+001, 4.0840114E+001, 3.3662132E+001, 2.7186902E+001, 2.1348403E+001, 2.1700121E+001, 5.7618146E+001, 5.5953427E+001, 5.4844547E+001, 5.4081043E+001, 5.2532217E+001, 4.8237572E+001, 4.5007654E+001, 4.1718826E+001, 5.0027126E+002, 5.0906613E+002, 9.8732375E-004, 1.0371244E-001, 6.3865798E+001, 6.3484540E+001, 3.5432363E-004, 3.7219571E-002, 4.5698368E+001, 4.5520684E+001, 2.6639915E-004, 2.7983632E-002, 5.4832113E+001, 5.4440533E+001, 3.2888144E-004, 3.4547022E-002, 2.0589316E+001, 2.1710768E+001, 1.6765176E-005, 1.7610812E-003
 3.4500360E+002, 3.4251208E+002, 7.6087405E+002, 5.5598511E+002, 5.1892790E+002, 5.0615197E+002, 4.8003745E+002, 4.3244329E+002, 2.3637287E+002, 1.3696439E+002, 7.7941035E+001, 7.0091295E+001, 6.5300425E+001, 6.2402462E+001, 6.2665982E+001, 5.8561053E+001, 5.5037656E+001, 4.8888514E+001, 9.0838868E+001, 6.3941809E+001, 5.6050659E+001, 4.1011728E+001, 3.4189335E+001, 2.9021949E+001, 2.0952884E+001, 2.1187397E+001, 5.8798708E+001, 5.5436388E+001, 5.4820376E+001, 5.3089844E+001, 5.0022549E+001, 4.6700269E+001, 4.4063417E+001, 3.8854336E+001, 4.9895111E+002, 5.0836217E+002, 9.9242306E-004, 1.0424809E-001, 6.3387142E+001, 6.3016606E+001, 3.5203314E-004, 3.6978970E-002, 4.6642762E+001, 4.6429123E+001, 2.7536761E-004, 2.8925715E-002, 5.4432953E+001, 5.4030295E+001, 3.3007938E-004, 3.4672858E-002, 2.2517235E+001, 2.3491402E+001, 2.2784938E-005, 2.3934210E-003
 3.5000043E+002, 3.4748705E+002, 8.1906686E+002, 6.4010099E+002, 5.3946892E+002, 5.1335954E+002, 4.8822508E+002, 4.3875163E+002, 2.2310716E+002, 1.5480268E+002, 8.0203043E+001, 7.1063331E+001, 6.6628600E+001, 6.2299145E+001, 6.2648218E+001, 6.0644098E+001, 5.5103215E+001, 4.9670972E+001, 9.5812065E+001, 6.6797746E+001, 5.7372602E+001, 4.0936229E+001, 3.3639153E+001, 2.7213783E+001, 2.1522971E+001, 2.1260138E+001, 6.1700160E+001, 5.4061257E+001, 5.2437399E+001, 4.9971655E+001, 4.8097373E+001, 4.7068559E+001, 4.4226323E+001, 4.2078305E+001, 5.0827334E+002, 5.1979268E+002, 1.0395917E-003, 1.0920287E-001, 6.3918355E+001, 6.3544748E+001, 3.5461502E-004, 3.7250180E-002, 4.6123488E+001, 4.5972010E+001, 2.7041692E-004, 2.8405675E-002, 5.0131833E+001, 4.9873251E+001, 3.2446835E-004, 3.4083453E-002, 1.8661687E+001, 1.9827028E+001, 1.4528464E-005, 1.5261279E-003
 3.5500900E+002, 3.5250759E+002, 7.4549754E+002, 5.6444061E+002, 5.2036290E+002, 5.0617105E+002, 4.9395068E+002, 4.2951127E+002, 2.3201385E+002, 1.3802660E+002, 8.0730585E+001, 7.1167111E+001, 6.7272408E+001, 6.3330896E+001, 6.3982014E+001, 6.0857952E+001, 5.5498466E+001, 4.9434805E+001, 9.4875864E+001, 6.7831232E+001, 5.7529152E+001, 4.1773573E+001, 3.4582422E+001, 2.6767469E+001, 2.1492319E+001, 2.1574355E+001, 5.8778680E+001, 5.5593015E+001, 5.2801755E+001, 4.9475290E+001, 4.8567169E+001, 4.6652527E+001, 4.5572810E+001, 4.3414090E+001, 4.9837639E+002, 5.0867698E+002, 9.8810455E-004, 1.0379445E-001, 6.3782083E+001, 6.3452661E+001, 3.5731233E-004, 3.7533517E-002, 4.7012229E+001, 4.6842400E+001, 2.8232495E-004, 2.9656542E-002, 5.1124675E+001, 5.0835604E+001, 3.2841622E-004, 3.4498153E-002, 2.0847034E+001, 2.1943806E+001, 1.7877671E-005, 1.8779421E-003
 3.6000308E+002, 3.5751628E+002, 7.5917808E+002, 5.7334116E+002, 5.2758095E+002, 5.0530687E+002, 4.9288374E+002, 4.2549862E+002, 2.4688359E+002, 1.4595250E+002, 8.2853372E+001, 7.0833497E+001, 6.5987154E+001, 6.4584765E+001, 6.3858650E+001, 6.1190353E+001, 5.6780310E+001, 4.9169952E+001, 9.6996947E+001, 6.8949467E+001, 5.7585409E+001, 4.1953712E+001, 3.4957781E+001, 2.5829846E+001, 2.1268224E+001, 2.1153424E+001, 5.9898973E+001, 5.5135214E+001, 5.3194424E+001, 5.1399889E+001, 5.0415414E+001, 4.8388795E+001, 4.5818621E+001, 4.3774530E+001, 5.0347862E+002, 5.1210652E+002, 1.0318467E-003, 1.0838930E-001, 6.5348837E+001, 6.4964264E+001, 3.6048195E-004, 3.7866466E-002, 4.8533866E+001, 4.8322375E+001, 2.9939652E-004, 3.1449808E-002, 5.2114623E+001, 5.1832944E+001, 3.3338181E-004, 3.5019759E-002, 2.1915373E+001, 2.2905164E+001, 1.7461991E-005, 1.8342774E-003
 3.6500977E+002, 3.6248908E+002, 7.5800553E+002, 5.7351492E+002, 5.2875145E+002, 5.2103496E+002, 5.0085982E+002, 4.2657127E+002, 2.3739463E+002, 1.4535609E+002, 8.2911616E+001, 6.8652323E+001, 6.5988411E+001, 6.5872349E+001, 6.4221060E+001, 6.0046720E+001, 5.5104365E+001, 4.8994480E+001, 9.5281367E+001, 6.8006940E+001, 5.7577488E+001, 4.1395196E+001, 3.4234714E+001, 2.8495428E+001, 2.1704557E+001, 2.0875121E+001, 5.9090517E+001, 5.4989255E+001, 5.1661637E+001, 5.0253758E+001, 4.9470256E+001, 4.9401382E+001, 4.6283077E+001, 4.3198214E+001, 5.1177053E+002, 5.2042844E+002, 1.0022323E-003, 1.0527849E-001, 6.7011803E+001, 6.6562133E+001, 3.6346311E-004, 3.8179618E-002, 4.7190113E+001, 4.7034043E+001, 2.8532223E-004, 2.9971389E-002, 5.1404206E+001, 5.1151517E+001, 3.3464333E-004, 3.5152274E-002, 1.9010023E+001, 2.0163924E+001, 9.7116883E-006, 1.0201546E-003
