 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.36781E+02
 0.10000E+00, 0.37001E+02
 0.20000E+00, 0.37075E+02
 0.30000E+00, 0.36718E+02
 0.40000E+00, 0.36670E+02
 0.50000E+00, 0.37036E+02
 0.60000E+00, 0.38068E+02
 0.70000E+00, 0.40831E+02
 0.80000E+00, 0.45514E+02
 0.90000E+00, 0.51175E+02
 0.10000E+01, 0.60657E+02
 0.11000E+01, 0.80964E+02
 0.12000E+01, 0.10908E+03
 0.13000E+01, 0.14978E+03
 0.14000E+01, 0.21104E+03
 0.15000E+01, 0.27921E+03
 0.16000E+01, 0.33505E+03
 0.17000E+01, 0.37328E+03
 0.18000E+01, 0.39855E+03
 0.19000E+01, 0.41619E+03
 0.20000E+01, 0.42944E+03
 0.21000E+01, 0.43668E+03
 0.22000E+01, 0.43931E+03
 0.23000E+01, 0.44001E+03
 0.24000E+01, 0.43981E+03
 0.25000E+01, 0.44000E+03
 0.26000E+01, 0.44385E+03
 0.27000E+01, 0.47701E+03
 0.28000E+01, 0.50680E+03
