 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.50471E+02
 0.10000E+00, 0.50656E+02
 0.20000E+00, 0.50780E+02
 0.30000E+00, 0.51218E+02
 0.40000E+00, 0.52237E+02
 0.50000E+00, 0.53805E+02
 0.60000E+00, 0.56363E+02
 0.70000E+00, 0.61095E+02
 0.80000E+00, 0.68773E+02
 0.90000E+00, 0.78382E+02
 0.10000E+01, 0.90993E+02
 0.11000E+01, 0.11404E+03
 0.12000E+01, 0.15745E+03
 0.13000E+01, 0.23278E+03
 0.14000E+01, 0.32938E+03
 0.15000E+01, 0.41982E+03
 0.16000E+01, 0.50962E+03
 0.17000E+01, 0.59465E+03
 0.18000E+01, 0.64966E+03
 0.19000E+01, 0.68747E+03
 0.20000E+01, 0.71443E+03
 0.21000E+01, 0.72910E+03
 0.22000E+01, 0.74307E+03
 0.23000E+01, 0.75780E+03
 0.24000E+01, 0.77209E+03
 0.25000E+01, 0.78460E+03
 0.26000E+01, 0.81107E+03
 0.27000E+01, 0.88587E+03
 0.28000E+01, 0.94030E+03
