s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 4.6906567E+001, 3.6634702E+002, 3.7439763E+002, 3.9406847E+002, 3.5625891E+002, 2.8715762E+002, 1.0695219E+002, 4.5994754E+001, 3.5139519E+001, 4.8845706E+001, 3.4079881E+001, 2.4847327E+001, 2.0777408E+001, 2.1561489E+001, 2.0730492E+001, 2.0682823E+001, 2.0563954E+001
 4.7005211E+001, 3.6074844E+002, 3.6998495E+002, 3.8718007E+002, 3.5965366E+002, 2.9996169E+002, 1.1811319E+002, 4.5842635E+001, 3.5243076E+001, 5.2245066E+001, 3.4033888E+001, 2.4714909E+001, 2.0808212E+001, 2.1563544E+001, 2.0747351E+001, 2.0707890E+001, 2.0582640E+001
 4.7103851E+001, 3.5214638E+002, 3.7060961E+002, 3.7948933E+002, 3.6113962E+002, 3.2196837E+002, 1.2727450E+002, 4.6140068E+001, 3.5503275E+001, 5.8233606E+001, 3.4042842E+001, 2.4609277E+001, 2.0866660E+001, 2.1585632E+001, 2.0771342E+001, 2.0724991E+001, 2.0587500E+001
 4.7202492E+001, 3.4923551E+002, 3.7446053E+002, 3.7363862E+002, 3.5973643E+002, 3.4730273E+002, 1.2997324E+002, 4.5998271E+001, 3.5640844E+001, 6.3537704E+001, 3.4093489E+001, 2.4521695E+001, 2.0914012E+001, 2.1589147E+001, 2.0781847E+001, 2.0731776E+001, 2.0582352E+001
 4.7301132E+001, 3.5028909E+002, 3.7934611E+002, 3.7073570E+002, 3.5631893E+002, 3.6740806E+002, 1.2415977E+002, 4.5764041E+001, 3.5638209E+001, 6.3124754E+001, 3.4188699E+001, 2.4452233E+001, 2.0945299E+001, 2.1576338E+001, 2.0783773E+001, 2.0732372E+001, 2.0571982E+001
 4.7419502E+001, 3.4695549E+002, 3.8477263E+002, 3.7064105E+002, 3.5430732E+002, 3.7770832E+002, 1.1148405E+002, 4.5802974E+001, 3.5645212E+001, 5.7424980E+001, 3.4366865E+001, 2.4400150E+001, 2.0972044E+001, 2.1552346E+001, 2.0783886E+001, 2.0731218E+001, 2.0559029E+001
 4.7518143E+001, 3.4422763E+002, 3.9000390E+002, 3.7248341E+002, 3.5723679E+002, 3.7928787E+002, 9.8738097E+001, 4.5829339E+001, 3.5702206E+001, 5.5772370E+001, 3.4612807E+001, 2.4379219E+001, 2.1011005E+001, 2.1530531E+001, 2.0782841E+001, 2.0725241E+001, 2.0544169E+001
 4.7616783E+001, 3.4245039E+002, 3.9337102E+002, 3.7536961E+002, 3.6321588E+002, 3.7718085E+002, 9.0191218E+001, 4.5729229E+001, 3.5681450E+001, 6.1434627E+001, 3.4896855E+001, 2.4382769E+001, 2.1020380E+001, 2.1497610E+001, 2.0795716E+001, 2.0735821E+001, 2.0544709E+001
 4.7715427E+001, 3.4226143E+002, 3.9478312E+002, 3.7979306E+002, 3.6934165E+002, 3.7378669E+002, 8.5469366E+001, 4.5792413E+001, 3.5476768E+001, 6.8247179E+001, 3.5226616E+001, 2.4419641E+001, 2.1045576E+001, 2.1470293E+001, 2.0817012E+001, 2.0754700E+001, 2.0554640E+001
 4.7814068E+001, 3.4938919E+002, 3.9532943E+002, 3.8612880E+002, 3.7394266E+002, 3.7069545E+002, 8.3793567E+001, 4.6096314E+001, 3.5470375E+001, 7.0707847E+001, 3.5592609E+001, 2.4492076E+001, 2.1104533E+001, 2.1454364E+001, 2.0819291E+001, 2.0751021E+001, 2.0547130E+001
 4.7912708E+001, 3.5824060E+002, 3.9611742E+002, 3.9312039E+002, 3.7686944E+002, 3.6887047E+002, 8.4244357E+001, 4.6903778E+001, 3.5547862E+001, 6.7754018E+001, 3.5958373E+001, 2.4574044E+001, 2.1107617E+001, 2.1411358E+001, 2.0817936E+001, 2.0744304E+001, 2.0527746E+001
 4.8011349E+001, 3.6784702E+002, 3.9812421E+002, 3.9767589E+002, 3.7913708E+002, 3.6795374E+002, 8.6115406E+001, 4.7635295E+001, 3.5623163E+001, 6.1577595E+001, 3.6352638E+001, 2.4679591E+001, 2.1105350E+001, 2.1358914E+001, 2.0826135E+001, 2.0764519E+001, 2.0539849E+001
 4.8109989E+001, 3.7209552E+002, 4.0258904E+002, 3.9842601E+002, 3.8154922E+002, 3.7120632E+002, 8.9948433E+001, 4.8355308E+001, 3.5640785E+001, 5.6291998E+001, 3.6815989E+001, 2.4810415E+001, 2.1156538E+001, 2.1338944E+001, 2.0824890E+001, 2.0763236E+001, 2.0533953E+001
 4.8208630E+001, 3.7090630E+002, 4.0557268E+002, 3.9751205E+002, 3.8396487E+002, 3.7920024E+002, 9.4157070E+001, 4.8803808E+001, 3.5552364E+001, 5.4624464E+001, 3.7312889E+001, 2.4945650E+001, 2.1167150E+001, 2.1297634E+001, 2.0810260E+001, 2.0744534E+001, 2.0508297E+001
 4.8307274E+001, 3.7426931E+002, 4.0244483E+002, 3.9662492E+002, 3.8549371E+002, 3.8723961E+002, 9.7736218E+001, 4.8095067E+001, 3.5424541E+001, 5.6880707E+001, 3.7901532E+001, 2.5093102E+001, 2.1149837E+001, 2.1247205E+001, 2.0816275E+001, 2.0757151E+001, 2.0518154E+001
 4.8405914E+001, 3.4757246E+002, 3.9424429E+002, 3.9521676E+002, 3.8605362E+002, 3.8788543E+002, 1.0048307E+002, 4.7456704E+001, 3.5387315E+001, 6.4410307E+001, 3.8599515E+001, 2.5275929E+001, 2.1157481E+001, 2.1207949E+001, 2.0816156E+001, 2.0760930E+001, 2.0522664E+001
 4.8504555E+001, 3.4005180E+002, 3.8517313E+002, 3.9320489E+002, 3.8629400E+002, 3.7928081E+002, 1.0333270E+002, 4.6398391E+001, 3.5475997E+001, 7.8787955E+001, 3.9341906E+001, 2.5487658E+001, 2.1161839E+001, 2.1165167E+001, 2.0804830E+001, 2.0750870E+001, 2.0514126E+001
 4.8603195E+001, 3.4036682E+002, 3.8038062E+002, 3.9085278E+002, 3.8666373E+002, 3.6865198E+002, 1.0680753E+002, 4.5943607E+001, 3.5850416E+001, 9.1585097E+001, 4.0094334E+001, 2.5722497E+001, 2.1127051E+001, 2.1108946E+001, 2.0806714E+001, 2.0760052E+001, 2.0518718E+001
 4.8701836E+001, 3.3141533E+002, 3.8199712E+002, 3.8888062E+002, 3.8702710E+002, 3.6396223E+002, 1.1005181E+002, 4.5667138E+001, 3.6088342E+001, 8.9629603E+001, 4.0857821E+001, 2.6006693E+001, 2.1138831E+001, 2.1080113E+001, 2.0812159E+001, 2.0765077E+001, 2.0515382E+001
 4.8800480E+001, 3.7803239E+002, 3.8854333E+002, 3.8854716E+002, 3.8711103E+002, 3.6842590E+002, 1.1247361E+002, 4.5411389E+001, 3.6123616E+001, 8.2867075E+001, 4.1581779E+001, 2.6331102E+001, 2.1154324E+001, 2.1047419E+001, 2.0801154E+001, 2.0750750E+001, 2.0489428E+001
 4.8918846E+001, 3.6310867E+002, 3.9814353E+002, 3.8992737E+002, 3.8709177E+002, 3.7926023E+002, 1.1391069E+002, 4.5976108E+001, 3.6577378E+001, 8.2565953E+001, 4.2280666E+001, 2.6730094E+001, 2.1140947E+001, 2.1009428E+001, 2.0815977E+001, 2.0770243E+001, 2.0493597E+001
 4.9017490E+001, 3.5825908E+002, 4.0689737E+002, 3.9175857E+002, 3.8789606E+002, 3.8980546E+002, 1.1264453E+002, 4.6534121E+001, 3.7109529E+001, 7.9955635E+001, 4.2947607E+001, 2.7200436E+001, 2.1166260E+001, 2.0986715E+001, 2.0821231E+001, 2.0773931E+001, 2.0483473E+001
 4.9116131E+001, 3.7964739E+002, 4.1144151E+002, 3.9351645E+002, 3.9023197E+002, 3.9343470E+002, 1.0870690E+002, 4.6853908E+001, 3.7392464E+001, 7.2733567E+001, 4.3505610E+001, 2.7688242E+001, 2.1190329E+001, 2.0962012E+001, 2.0817433E+001, 2.0768766E+001, 2.0468249E+001
 4.9214771E+001, 3.4800742E+002, 4.1262504E+002, 3.9525597E+002, 3.9430355E+002, 3.9107715E+002, 1.0346648E+002, 4.7382240E+001, 3.7746258E+001, 6.6246885E+001, 4.4003450E+001, 2.8234406E+001, 2.1222825E+001, 2.0968489E+001, 2.0869391E+001, 2.0810939E+001, 2.0482657E+001
 4.9313412E+001, 3.1792787E+002, 4.1231858E+002, 3.9713964E+002, 3.9896211E+002, 3.8922128E+002, 9.8368201E+001, 4.7918873E+001, 3.7966477E+001, 6.3721422E+001, 4.4480550E+001, 2.8849457E+001, 2.1313236E+001, 2.0993674E+001, 2.0884845E+001, 2.0815451E+001, 2.0474302E+001
 4.9412052E+001, 3.4647349E+002, 4.1227244E+002, 3.9916448E+002, 4.0223581E+002, 3.9424166E+002, 9.4530255E+001, 4.8290857E+001, 3.8063885E+001, 6.4801684E+001, 4.4900320E+001, 2.9495843E+001, 2.1383883E+001, 2.1003145E+001, 2.0899712E+001, 2.0824235E+001, 2.0467741E+001
 4.9510693E+001, 3.4441683E+002, 4.1072745E+002, 4.0223834E+002, 4.0333220E+002, 4.0707546E+002, 9.1888897E+001, 4.8633436E+001, 3.7921718E+001, 6.7427069E+001, 4.5263169E+001, 3.0172061E+001, 2.1468403E+001, 2.1018724E+001, 2.0928470E+001, 2.0849512E+001, 2.0474277E+001
 4.9609337E+001, 3.2889215E+002, 4.1017400E+002, 4.0626630E+002, 4.0175152E+002, 4.1994361E+002, 9.2682737E+001, 4.9777914E+001, 3.8189104E+001, 6.9812246E+001, 4.5601233E+001, 3.0853902E+001, 2.1548500E+001, 2.1010372E+001, 2.0927841E+001, 2.0852467E+001, 2.0470832E+001
 4.9707977E+001, 3.3133694E+002, 4.0875518E+002, 4.0973911E+002, 3.9899699E+002, 4.2632896E+002, 9.8100887E+001, 5.1163893E+001, 3.8492131E+001, 7.1335504E+001, 4.5867818E+001, 3.1534373E+001, 2.1628531E+001, 2.1009991E+001, 2.0931545E+001, 2.0856330E+001, 2.0468269E+001
 4.9806618E+001, 3.4301133E+002, 4.0652913E+002, 4.1103974E+002, 3.9703446E+002, 4.2785324E+002, 1.0866507E+002, 5.2363870E+001, 3.8864232E+001, 7.2748840E+001, 4.6086330E+001, 3.2196661E+001, 2.1705040E+001, 2.1026658E+001, 2.0964799E+001, 2.0878685E+001, 2.0467170E+001
 4.9905258E+001, 3.6011213E+002, 4.0362924E+002, 4.1028672E+002, 3.9644642E+002, 4.2957806E+002, 1.2349923E+002, 5.3688256E+001, 3.8753760E+001, 7.5791692E+001, 4.6232107E+001, 3.2815396E+001, 2.1784780E+001, 2.1025448E+001, 2.0962787E+001, 2.0873647E+001, 2.0452457E+001
 5.0003899E+001, 3.6316223E+002, 4.0082628E+002, 4.0916054E+002, 3.9775411E+002, 4.3443997E+002, 1.3858763E+002, 5.5781805E+001, 3.9033666E+001, 8.1072826E+001, 4.6314927E+001, 3.3372171E+001, 2.1862794E+001, 2.1025542E+001, 2.0959602E+001, 2.0865451E+001, 2.0432441E+001
 5.0102543E+001, 3.6903512E+002, 3.9921455E+002, 4.0686528E+002, 4.0097133E+002, 4.4128187E+002, 1.4732566E+002, 5.8611810E+001, 3.9661413E+001, 8.5693772E+001, 4.6319767E+001, 3.3853307E+001, 2.1950337E+001, 2.1043732E+001, 2.0970554E+001, 2.0866708E+001, 2.0422051E+001
 5.0201183E+001, 3.7960315E+002, 4.0199597E+002, 4.0378413E+002, 4.0927292E+002, 4.4383696E+002, 1.4427023E+002, 6.1249755E+001, 4.0267258E+001, 8.5219421E+001, 4.6232587E+001, 3.4244329E+001, 2.2028766E+001, 2.1053008E+001, 2.0969075E+001, 2.0861132E+001, 2.0408886E+001
 5.0319553E+001, 3.7815296E+002, 4.1145105E+002, 4.0255540E+002, 4.3709596E+002, 4.2980433E+002, 1.3268599E+002, 6.3292156E+001, 4.1238683E+001, 7.8464145E+001, 4.6040634E+001, 3.4570252E+001, 2.2091723E+001, 2.1057136E+001, 2.0966880E+001, 2.0856460E+001, 2.0397560E+001
 5.0418194E+001, 3.6645404E+002, 4.2375362E+002, 4.0528853E+002, 4.7780876E+002, 4.0478090E+002, 1.2429309E+002, 6.2872373E+001, 4.1593000E+001, 7.0730537E+001, 4.5768649E+001, 3.4795276E+001, 2.2130302E+001, 2.1066747E+001, 2.0984455E+001, 2.0870976E+001, 2.0400282E+001
 5.0516834E+001, 3.5894233E+002, 4.3389004E+002, 4.1121113E+002, 4.8544399E+002, 3.8874820E+002, 1.2392495E+002, 6.2446533E+001, 4.1986693E+001, 6.6322906E+001, 4.5464850E+001, 3.4922283E+001, 2.2175619E+001, 2.1077520E+001, 2.0981274E+001, 2.0865817E+001, 2.0392846E+001
 5.0615475E+001, 3.6121390E+002, 4.3886767E+002, 4.2506117E+002, 4.8096609E+002, 3.8593876E+002, 1.2914696E+002, 6.2010572E+001, 4.2150011E+001, 6.3819636E+001, 4.5119868E+001, 3.4975768E+001, 2.2188913E+001, 2.1073837E+001, 2.0969111E+001, 2.0859212E+001, 2.0389546E+001
 5.0714115E+001, 3.6579241E+002, 4.3755819E+002, 4.5417500E+002, 4.8531069E+002, 3.9227524E+002, 1.3783903E+002, 6.1816384E+001, 4.2273612E+001, 6.2168495E+001, 4.4750743E+001, 3.4964412E+001, 2.2186759E+001, 2.1065486E+001, 2.0948336E+001, 2.0848510E+001, 2.0385139E+001
 5.0812756E+001, 3.6563274E+002, 4.3491846E+002, 4.8550943E+002, 4.8765168E+002, 4.0269054E+002, 1.3922868E+002, 6.2166169E+001, 4.2480775E+001, 6.1698265E+001, 4.4393009E+001, 3.4905010E+001, 2.2202528E+001, 2.1086999E+001, 2.0945254E+001, 2.0843267E+001, 2.0378021E+001
 5.0911400E+001, 3.6010060E+002, 4.4036235E+002, 5.0131976E+002, 4.9029291E+002, 4.0954103E+002, 1.3085770E+002, 6.2454805E+001, 4.2901109E+001, 6.3186115E+001, 4.4049008E+001, 3.4799891E+001, 2.2196484E+001, 2.1092151E+001, 2.0938164E+001, 2.0837195E+001, 2.0372277E+001
 5.1010040E+001, 3.5368953E+002, 4.5950451E+002, 4.8108147E+002, 4.6812147E+002, 4.0774407E+002, 1.2393280E+002, 6.2784826E+001, 4.3256781E+001, 6.7696390E+001, 4.3740222E+001, 3.4661256E+001, 2.2180977E+001, 2.1111123E+001, 2.0953819E+001, 2.0848235E+001, 2.0378268E+001
 5.1108681E+001, 3.6490177E+002, 4.6241136E+002, 4.6782521E+002, 4.6444248E+002, 4.0274700E+002, 1.2155656E+002, 6.3322543E+001, 4.3637310E+001, 7.7443060E+001, 4.3483217E+001, 3.4508092E+001, 2.2185838E+001, 2.1126401E+001, 2.0956019E+001, 2.0852477E+001, 2.0386040E+001
 5.1207321E+001, 4.0320533E+002, 4.4851300E+002, 4.7048063E+002, 4.8067301E+002, 4.0234535E+002, 1.2377013E+002, 6.3556000E+001, 4.3822777E+001, 9.0869124E+001, 4.3251849E+001, 3.4336319E+001, 2.2178959E+001, 2.1130187E+001, 2.0950807E+001, 2.0851845E+001, 2.0393271E+001
 5.1305962E+001, 4.0914240E+002, 4.3789586E+002, 4.7354605E+002, 4.9868777E+002, 4.0861922E+002, 1.3068846E+002, 6.3627153E+001, 4.3759686E+001, 9.3576730E+001, 4.3037179E+001, 3.4150901E+001, 2.2166256E+001, 2.1131537E+001, 2.0942895E+001, 2.0847746E+001, 2.0397054E+001
 5.1404606E+001, 4.0848691E+002, 4.3095097E+002, 4.7347955E+002, 5.0716486E+002, 4.1875965E+002, 1.4002511E+002, 6.3200578E+001, 4.3545152E+001, 8.4614515E+001, 4.2837038E+001, 3.3959252E+001, 2.2155315E+001, 2.1143541E+001, 2.0944931E+001, 2.0847622E+001, 2.0399930E+001
 5.1503246E+001, 4.0671906E+002, 4.2824946E+002, 4.6793672E+002, 5.0762375E+002, 4.2777063E+002, 1.4828992E+002, 6.2804114E+001, 4.3402367E+001, 8.4787133E+001, 4.2619221E+001, 3.3759488E+001, 2.2142728E+001, 2.1151421E+001, 2.0950753E+001, 2.0854957E+001, 2.0412435E+001
 5.1601887E+001, 3.9494221E+002, 4.2564887E+002, 4.5936892E+002, 4.8522242E+002, 4.2842088E+002, 1.5206727E+002, 6.2112668E+001, 4.2999831E+001, 9.3171491E+001, 4.2387309E+001, 3.3562817E+001, 2.2139455E+001, 2.1165404E+001, 2.0959640E+001, 2.0862359E+001, 2.0422919E+001
 5.1700527E+001, 3.8555217E+002, 4.2367214E+002, 4.5045265E+002, 4.6000682E+002, 4.1754371E+002, 1.4958419E+002, 6.1796373E+001, 4.2935671E+001, 9.3174875E+001, 4.2151699E+001, 3.3374220E+001, 2.2134591E+001, 2.1178092E+001, 2.0964625E+001, 2.0862691E+001, 2.0424444E+001
 5.1818897E+001, 3.7096360E+002, 4.2250885E+002, 4.4220595E+002, 4.4684490E+002, 4.0626184E+002, 1.4273067E+002, 6.1749802E+001, 4.2873654E+001, 8.4170059E+001, 4.1885706E+001, 3.3178237E+001, 2.2119708E+001, 2.1184534E+001, 2.0969258E+001, 2.0867172E+001, 2.0433300E+001
 5.1917538E+001, 3.5859127E+002, 4.2214824E+002, 4.3629923E+002, 4.4238621E+002, 4.1039321E+002, 1.3616950E+002, 6.2270162E+001, 4.3077070E+001, 8.0306584E+001, 4.1629626E+001, 3.3001373E+001, 2.2104470E+001, 2.1200174E+001, 2.0982753E+001, 2.0875813E+001, 2.0440438E+001
 5.2016178E+001, 3.5559953E+002, 4.2267555E+002, 4.3250341E+002, 4.3900221E+002, 4.2728251E+002, 1.3171688E+002, 6.2944326E+001, 4.3096400E+001, 8.4892209E+001, 4.1400677E+001, 3.2861196E+001, 2.2099016E+001, 2.1213622E+001, 2.0993628E+001, 2.0885911E+001, 2.0450136E+001
 5.2114819E+001, 3.5946246E+002, 4.2411868E+002, 4.2991610E+002, 4.4080082E+002, 4.4046343E+002, 1.2703381E+002, 6.3866887E+001, 4.3121181E+001, 9.0273579E+001, 4.1200749E+001, 3.2747378E+001, 2.2117274E+001, 2.1247211E+001, 2.1004659E+001, 2.0886649E+001, 2.0448743E+001
 5.2213463E+001, 3.7823721E+002, 4.2600870E+002, 4.2803103E+002, 4.5354109E+002, 4.4196703E+002, 1.2068208E+002, 6.5352243E+001, 4.3579648E+001, 9.0215961E+001, 4.1030521E+001, 3.2661015E+001, 2.2136171E+001, 2.1278002E+001, 2.1014435E+001, 2.0884305E+001, 2.0445704E+001
 5.2312103E+001, 4.0014156E+002, 4.2853697E+002, 4.2960181E+002, 4.5883465E+002, 4.3613194E+002, 1.1334563E+002, 6.7068056E+001, 4.3484462E+001, 8.6136270E+001, 4.0905704E+001, 3.2598474E+001, 2.2132743E+001, 2.1296509E+001, 2.1032921E+001, 2.0898663E+001, 2.0459349E+001
 5.2410744E+001, 3.9372010E+002, 4.3152142E+002, 4.3896888E+002, 4.7233227E+002, 4.2939596E+002, 1.0801915E+002, 6.8565500E+001, 4.2923859E+001, 8.2968305E+001, 4.0854146E+001, 3.2583898E+001, 2.2181764E+001, 2.1347815E+001, 2.1059680E+001, 2.0908305E+001, 2.0463551E+001
 5.2509384E+001, 3.8511618E+002, 4.3569449E+002, 4.5156633E+002, 4.8408664E+002, 4.3232394E+002, 1.0527351E+002, 7.0503378E+001, 4.2694575E+001, 8.2597118E+001, 4.0877225E+001, 3.2606391E+001, 2.2212756E+001, 2.1402073E+001, 2.1100710E+001, 2.0932681E+001, 2.0478973E+001
 5.2608025E+001, 3.8739104E+002, 4.3804725E+002, 4.6604167E+002, 4.5923592E+002, 4.4130602E+002, 1.0541654E+002, 7.1295707E+001, 4.2594868E+001, 8.3606417E+001, 4.0970275E+001, 3.2665288E+001, 2.2222679E+001, 2.1443500E+001, 2.1122467E+001, 2.0943891E+001, 2.0485118E+001
 5.2706669E+001, 3.9289714E+002, 4.4096842E+002, 5.0227032E+002, 4.4558178E+002, 4.4899745E+002, 1.0843682E+002, 7.1764408E+001, 4.2438680E+001, 8.3934387E+001, 4.1176339E+001, 3.2772790E+001, 2.2247698E+001, 2.1491419E+001, 2.1133467E+001, 2.0941702E+001, 2.0478189E+001
 5.2805309E+001, 3.9331178E+002, 4.5378655E+002, 5.1767457E+002, 4.3917333E+002, 4.5431758E+002, 1.1516504E+002, 7.0589519E+001, 4.1837064E+001, 8.2622745E+001, 4.1469655E+001, 3.2924713E+001, 2.2263787E+001, 2.1539867E+001, 2.1153083E+001, 2.0951926E+001, 2.0481209E+001
 5.2903950E+001, 3.9186905E+002, 4.7096750E+002, 4.7136631E+002, 4.3436367E+002, 4.5576465E+002, 1.2495037E+002, 6.9808372E+001, 4.1644198E+001, 7.9753486E+001, 4.1855114E+001, 3.3125391E+001, 2.2277718E+001, 2.1601193E+001, 2.1172053E+001, 2.0956724E+001, 2.0481377E+001
 5.3002590E+001, 3.9966766E+002, 4.5420928E+002, 4.1381226E+002, 4.3073751E+002, 4.5808459E+002, 1.3607150E+002, 6.8670501E+001, 4.1104957E+001, 7.6046255E+001, 4.2333036E+001, 3.3387419E+001, 2.2286795E+001, 2.1643703E+001, 2.1181707E+001, 2.0964682E+001, 2.0499294E+001
 5.3101231E+001, 4.0289772E+002, 4.2107541E+002, 4.1950988E+002, 4.2790428E+002, 4.8078771E+002, 1.4986172E+002, 6.7599658E+001, 4.0486679E+001, 7.3025934E+001, 4.2886345E+001, 3.3713951E+001, 2.2320730E+001, 2.1724848E+001, 2.1215237E+001, 2.0982714E+001, 2.0517332E+001
 5.3219601E+001, 3.8418659E+002, 4.2038028E+002, 4.5083069E+002, 4.2545022E+002, 4.9962283E+002, 1.7266316E+002, 6.7624087E+001, 4.0190864E+001, 7.3445269E+001, 4.3566625E+001, 3.4164249E+001, 2.2394366E+001, 2.1814133E+001, 2.1265028E+001, 2.1022342E+001, 2.0559161E+001
 5.3318241E+001, 3.6679868E+002, 4.5016154E+002, 4.4146932E+002, 4.2175605E+002, 4.8475808E+002, 2.0228785E+002, 6.9564954E+001, 4.0977401E+001, 8.0367634E+001, 4.4288895E+001, 3.4711705E+001, 2.2536223E+001, 2.1864901E+001, 2.1285337E+001, 2.1041138E+001, 2.0597938E+001
 5.3416882E+001, 3.6124768E+002, 4.5636546E+002, 4.3140444E+002, 4.1865556E+002, 4.3534092E+002, 2.2125812E+002, 7.2013198E+001, 4.2309452E+001, 9.1197177E+001, 4.4947891E+001, 3.5270792E+001, 2.2692280E+001, 2.1910939E+001, 2.1320636E+001, 2.1052336E+001, 2.0614596E+001
 5.3515526E+001, 3.7185375E+002, 4.2823701E+002, 4.2774515E+002, 4.1591982E+002, 4.0849591E+002, 2.1653927E+002, 7.3584392E+001, 4.3433910E+001, 9.6894003E+001, 4.5582474E+001, 3.5873491E+001, 2.2812089E+001, 2.1902178E+001, 2.1371454E+001, 2.1101141E+001, 2.0666418E+001
 5.3614166E+001, 3.9907727E+002, 4.3143714E+002, 4.1489575E+002, 4.1139211E+002, 3.9845886E+002, 1.9414031E+002, 7.3596821E+001, 4.5047658E+001, 9.1678458E+001, 4.6182109E+001, 3.6518412E+001, 2.2973102E+001, 2.1922450E+001, 2.1426119E+001, 2.1139589E+001, 2.0707102E+001
 5.3712807E+001, 3.9653480E+002, 4.3934808E+002, 4.0312603E+002, 4.0583297E+002, 4.0030936E+002, 1.8206818E+002, 7.1848342E+001, 4.6507794E+001, 8.6300251E+001, 4.6703955E+001, 3.7199411E+001, 2.3188787E+001, 2.1992294E+001, 2.1501302E+001, 2.1174371E+001, 2.0736274E+001
 5.3811447E+001, 3.9117277E+002, 4.2995009E+002, 4.0160602E+002, 4.0311133E+002, 4.0216157E+002, 1.9163810E+002, 6.8528168E+001, 4.6508514E+001, 8.5052848E+001, 4.7144430E+001, 3.7895933E+001, 2.3341716E+001, 2.1977092E+001, 2.1520702E+001, 2.1183717E+001, 2.0765577E+001
 5.3910088E+001, 3.9664663E+002, 4.1678401E+002, 4.0325637E+002, 4.0132607E+002, 4.0029068E+002, 2.0198231E+002, 6.5004657E+001, 4.5914550E+001, 8.2232068E+001, 4.7547418E+001, 3.8629135E+001, 2.3569029E+001, 2.1992228E+001, 2.1546766E+001, 2.1198143E+001, 2.0803733E+001
 5.4008732E+001, 4.0871086E+002, 4.0934432E+002, 4.0419087E+002, 3.9883308E+002, 3.9927186E+002, 1.8783335E+002, 6.1645458E+001, 4.4921492E+001, 7.7675958E+001, 4.7946244E+001, 3.9402657E+001, 2.3865540E+001, 2.1996658E+001, 2.1533288E+001, 2.1178345E+001, 2.0825543E+001
 5.4107372E+001, 4.0296676E+002, 4.0451413E+002, 4.0928336E+002, 3.9616126E+002, 3.9888199E+002, 1.6248796E+002, 5.9484072E+001, 4.4736265E+001, 7.4506199E+001, 4.8322082E+001, 4.0220067E+001, 2.4178852E+001, 2.2019396E+001, 2.1557191E+001, 2.1186929E+001, 2.0862417E+001
 5.4206013E+001, 3.8897846E+002, 4.0851413E+002, 4.1408704E+002, 3.9327782E+002, 3.9546519E+002, 1.4894717E+002, 5.8421572E+001, 4.4694944E+001, 7.4078538E+001, 4.8723661E+001, 4.1107296E+001, 2.4534425E+001, 2.2049619E+001, 2.1579474E+001, 2.1197131E+001, 2.0906604E+001
 5.4304653E+001, 3.7984514E+002, 4.3370397E+002, 4.1829511E+002, 3.9203194E+002, 3.8717143E+002, 1.4641254E+002, 5.8446215E+001, 4.4307841E+001, 7.6399953E+001, 4.9154220E+001, 4.2105105E+001, 2.5010776E+001, 2.2131992E+001, 2.1600971E+001, 2.1195703E+001, 2.0942682E+001
 5.4403294E+001, 3.9801367E+002, 4.4173246E+002, 4.1825992E+002, 3.9311470E+002, 3.7737983E+002, 1.4791633E+002, 6.0188455E+001, 4.4273561E+001, 8.0868391E+001, 4.9591774E+001, 4.3214696E+001, 2.5499859E+001, 2.2181028E+001, 2.1617689E+001, 2.1201779E+001, 2.0981696E+001
 5.4501934E+001, 3.9471568E+002, 4.3003834E+002, 4.1714003E+002, 3.9525547E+002, 3.6564188E+002, 1.5336367E+002, 6.1950766E+001, 4.3437438E+001, 8.6140648E+001, 5.0051135E+001, 4.4445745E+001, 2.6033577E+001, 2.2231562E+001, 2.1618966E+001, 2.1195237E+001, 2.1016325E+001
 5.4600578E+001, 3.8439277E+002, 4.2031175E+002, 4.1647711E+002, 3.9758688E+002, 3.5670757E+002, 1.6616808E+002, 6.3508031E+001, 4.2215806E+001, 9.0439199E+001, 5.0556649E+001, 4.5754192E+001, 2.6578313E+001, 2.2288242E+001, 2.1628576E+001, 2.1193502E+001, 2.1044360E+001
 5.4718945E+001, 3.7673495E+002, 4.1464349E+002, 4.1712516E+002, 3.9889414E+002, 3.5359517E+002, 1.8051897E+002, 6.5083160E+001, 4.1740534E+001, 9.2189323E+001, 5.1152579E+001, 4.7216512E+001, 2.7246132E+001, 2.2400386E+001, 2.1651224E+001, 2.1209616E+001, 2.1098555E+001
 5.4817589E+001, 3.7310214E+002, 4.1399282E+002, 4.2239746E+002, 3.9844624E+002, 3.5993673E+002, 1.8149925E+002, 6.6147003E+001, 4.1559877E+001, 9.1694497E+001, 5.1817270E+001, 4.8568107E+001, 2.7930141E+001, 2.2534882E+001, 2.1662454E+001, 2.1210572E+001, 2.1141170E+001
 5.4916229E+001, 3.7221147E+002, 4.2343901E+002, 4.2666286E+002, 3.9734622E+002, 3.7300633E+002, 1.6968602E+002, 6.7371011E+001, 4.1418182E+001, 9.1441755E+001, 5.2489803E+001, 4.9562284E+001, 2.8473720E+001, 2.2616944E+001, 2.1698489E+001, 2.1239204E+001, 2.1190076E+001
 5.5014870E+001, 3.9252197E+002, 4.3868216E+002, 4.2550393E+002, 3.9620111E+002, 3.8568417E+002, 1.5745018E+002, 6.9137894E+001, 4.1483422E+001, 9.2338180E+001, 5.3302705E+001, 5.0310070E+001, 2.8986981E+001, 2.2649437E+001, 2.1712316E+001, 2.1264086E+001, 2.1259488E+001
