s,s,s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 3.4000037E+002, 3.3751836E+002, 3.3751836E+002, 3.3751836E+002, 9.8364820E+002, 6.7439149E+002, 5.1506233E+002, 3.4501057E+002, 1.8879572E+002, 1.4324444E+002, 1.0220962E+002, 8.0499887E+001, 2.7368861E+002, 2.4098144E+002, 2.2213962E+002, 9.5971510E+001, 2.9714606E+001, 2.7302186E+001, 2.5065375E+001, 2.4962451E+001
 3.4500290E+002, 3.4249807E+002, 3.4249807E+002, 3.4249807E+002, 9.9564448E+002, 7.0053930E+002, 5.4739951E+002, 3.7398226E+002, 2.0391992E+002, 1.6354495E+002, 1.1648593E+002, 7.5993908E+001, 3.3544117E+002, 2.6171322E+002, 2.4586018E+002, 1.1822841E+002, 2.9498568E+001, 2.9256012E+001, 2.7689401E+001, 2.6181583E+001
 3.5000589E+002, 3.4756123E+002, 3.4756123E+002, 3.4756123E+002, 9.8810044E+002, 6.8853512E+002, 5.4609228E+002, 3.8144378E+002, 1.9858549E+002, 1.7202944E+002, 1.2301679E+002, 7.7983136E+001, 3.6786522E+002, 2.8050475E+002, 2.5016290E+002, 1.2181903E+002, 2.9869417E+001, 2.9516567E+001, 2.7307884E+001, 2.7690323E+001
 3.5500226E+002, 3.5248108E+002, 3.5248108E+002, 3.5248108E+002, 1.0006115E+003, 6.9409749E+002, 5.5049202E+002, 3.7068981E+002, 2.0962191E+002, 1.8841215E+002, 1.2428809E+002, 7.6380435E+001, 3.4483950E+002, 2.8601625E+002, 2.6047184E+002, 1.1403258E+002, 3.9028633E+001, 3.2376229E+001, 2.8880535E+001, 2.8388619E+001
 3.6000461E+002, 3.5750599E+002, 3.5750599E+002, 3.5750599E+002, 9.9988615E+002, 6.8001715E+002, 5.5951753E+002, 3.7326075E+002, 2.2380662E+002, 1.7819566E+002, 1.2398307E+002, 8.2906570E+001, 3.4566286E+002, 2.9160653E+002, 2.5547921E+002, 1.2783955E+002, 3.5986467E+001, 3.1330847E+001, 2.9395406E+001, 2.8556125E+001
 3.6500946E+002, 3.6250258E+002, 3.6250258E+002, 3.6250258E+002, 1.0095685E+003, 7.0651468E+002, 5.5818613E+002, 3.8933798E+002, 2.0365112E+002, 1.8806309E+002, 1.2888913E+002, 8.0996820E+001, 3.4176834E+002, 2.9101001E+002, 2.5564728E+002, 1.3111191E+002, 3.4485798E+001, 3.2308678E+001, 3.0559236E+001, 2.8633204E+001
 3.7000363E+002, 3.6746647E+002, 3.6746647E+002, 3.6746647E+002, 9.8170285E+002, 6.6453592E+002, 5.2441768E+002, 3.7830544E+002, 2.0985042E+002, 1.7022001E+002, 1.2568477E+002, 7.9039454E+001, 3.2184133E+002, 2.8121348E+002, 2.5545605E+002, 1.3935457E+002, 3.6026013E+001, 3.2655144E+001, 3.0000833E+001, 2.7744053E+001
 3.7500906E+002, 3.7246373E+002, 3.7246373E+002, 3.7246373E+002, 9.5676043E+002, 5.9015717E+002, 4.9162562E+002, 3.5412354E+002, 1.9838994E+002, 1.6864376E+002, 1.0867453E+002, 7.5977300E+001, 2.9954279E+002, 2.6606304E+002, 2.3857750E+002, 9.9032056E+001, 3.3421981E+001, 3.0979227E+001, 2.5592238E+001, 2.7108166E+001
 3.8000705E+002, 3.7757201E+002, 3.7757201E+002, 3.7757201E+002, 9.7260122E+002, 5.7887377E+002, 4.7899298E+002, 3.4015192E+002, 2.1131042E+002, 1.6283540E+002, 1.1159069E+002, 7.3977588E+001, 2.9101809E+002, 2.6989458E+002, 2.4022945E+002, 1.1571458E+002, 3.8130407E+001, 3.3496695E+001, 2.8400270E+001, 2.6696362E+001
 3.8500952E+002, 3.8252541E+002, 3.8252541E+002, 3.8252541E+002, 9.5686147E+002, 6.4442386E+002, 5.0931352E+002, 3.7084864E+002, 2.3243851E+002, 1.8199841E+002, 1.3999493E+002, 7.8896713E+001, 3.1246126E+002, 2.6217782E+002, 2.5083819E+002, 1.2044818E+002, 3.7063562E+001, 3.3477290E+001, 3.0407539E+001, 2.5765869E+001
 3.9000070E+002, 3.8750053E+002, 3.8750053E+002, 3.8750053E+002, 9.7514072E+002, 6.5369809E+002, 5.3725194E+002, 4.1215510E+002, 2.4089912E+002, 1.9553913E+002, 1.4429821E+002, 8.6643354E+001, 3.3266079E+002, 2.7212499E+002, 2.5414919E+002, 1.3162868E+002, 4.0496162E+001, 3.5562279E+001, 3.2546661E+001, 2.6338652E+001
 3.9500366E+002, 3.9250800E+002, 3.9250800E+002, 3.9250800E+002, 9.6249391E+002, 6.9719490E+002, 5.6306045E+002, 4.1886495E+002, 2.5863263E+002, 2.1803652E+002, 1.5532150E+002, 8.8073828E+001, 3.4099059E+002, 2.8457597E+002, 2.5802219E+002, 1.4086665E+002, 4.0555770E+001, 3.6248773E+001, 3.1853269E+001, 2.7454005E+001
 4.0000049E+002, 3.9749474E+002, 3.9749474E+002, 3.9749474E+002, 9.4668609E+002, 6.6192050E+002, 5.6157786E+002, 4.4083781E+002, 2.6013966E+002, 2.1574186E+002, 1.7075113E+002, 8.9728408E+001, 3.3989421E+002, 2.8366646E+002, 2.6331208E+002, 1.4965816E+002, 4.2062279E+001, 3.6504358E+001, 3.0107548E+001, 2.7515190E+001
 4.0500558E+002, 4.0255200E+002, 4.0255200E+002, 4.0255200E+002, 9.4700438E+002, 6.5330206E+002, 5.8175618E+002, 4.2449203E+002, 2.6695692E+002, 2.3125221E+002, 1.7667893E+002, 9.1712385E+001, 3.0387085E+002, 2.7844914E+002, 2.6932232E+002, 1.4754002E+002, 4.2754877E+001, 3.4045768E+001, 2.7632584E+001, 2.7604306E+001
 4.1000409E+002, 4.0750536E+002, 4.0750536E+002, 4.0750536E+002, 9.8949280E+002, 7.0398802E+002, 6.1120314E+002, 4.6239372E+002, 2.9896111E+002, 2.5580282E+002, 1.6784117E+002, 9.7655621E+001, 3.1934231E+002, 2.7603590E+002, 2.6851598E+002, 1.5107348E+002, 4.6049678E+001, 3.7327776E+001, 2.8167916E+001, 2.9154769E+001
 4.1500140E+002, 4.1248612E+002, 4.1248612E+002, 4.1248612E+002, 9.8383062E+002, 7.5634501E+002, 6.6521062E+002, 4.9822396E+002, 3.1425249E+002, 2.5059573E+002, 2.0307603E+002, 1.0660729E+002, 3.5661662E+002, 2.9785389E+002, 2.6890134E+002, 1.8012757E+002, 4.7019198E+001, 3.8408412E+001, 3.1126760E+001, 2.9191657E+001
 4.2000665E+002, 4.1750340E+002, 4.1750340E+002, 4.1750340E+002, 1.0296865E+003, 7.8103241E+002, 7.1791527E+002, 5.7343441E+002, 3.6411660E+002, 2.7816057E+002, 2.3419433E+002, 1.2170993E+002, 4.5164238E+002, 3.3445836E+002, 3.1789503E+002, 2.1403578E+002, 5.5115581E+001, 4.2970377E+001, 3.7739561E+001, 3.2847983E+001
 4.2500250E+002, 4.2253989E+002, 4.2253989E+002, 4.2253989E+002, 1.0498958E+003, 8.4224448E+002, 7.5487919E+002, 6.2049008E+002, 3.8300015E+002, 3.3453715E+002, 2.5146684E+002, 1.2990580E+002, 5.1671495E+002, 4.0846217E+002, 3.6847717E+002, 2.7887438E+002, 6.7159159E+001, 5.1563752E+001, 4.4059775E+001, 3.6222632E+001
 4.3000104E+002, 4.2750588E+002, 4.2750588E+002, 4.2750588E+002, 1.0505305E+003, 8.4539955E+002, 7.5709822E+002, 5.8442195E+002, 4.2712620E+002, 3.3095636E+002, 2.4199077E+002, 1.3689447E+002, 5.1633184E+002, 3.9595766E+002, 3.8769790E+002, 2.9789802E+002, 7.6611190E+001, 5.6951156E+001, 4.5569796E+001, 4.1366215E+001
 4.3500070E+002, 4.3248483E+002, 4.3248483E+002, 4.3248483E+002, 1.0539685E+003, 8.3858235E+002, 7.4197543E+002, 5.8370568E+002, 3.9608024E+002, 3.2306655E+002, 2.3393997E+002, 1.4138810E+002, 4.9875269E+002, 3.7279105E+002, 3.7330930E+002, 2.8096333E+002, 6.4820725E+001, 5.3615629E+001, 3.8884413E+001, 4.7684680E+001
 4.4000098E+002, 4.3754195E+002, 4.3754195E+002, 4.3754195E+002, 1.0242822E+003, 8.5225727E+002, 7.4216757E+002, 5.8313179E+002, 4.1174066E+002, 3.3048713E+002, 2.6604079E+002, 1.3937691E+002, 4.9362908E+002, 3.8620559E+002, 3.6263437E+002, 2.8963985E+002, 7.1818291E+001, 5.7428282E+001, 4.9832958E+001, 4.4438432E+001
 4.4500485E+002, 4.4248276E+002, 4.4248276E+002, 4.4248276E+002, 1.0482997E+003, 8.5510633E+002, 7.6646711E+002, 6.1500023E+002, 4.3729240E+002, 3.4284472E+002, 2.7387065E+002, 1.4591298E+002, 5.4751110E+002, 3.8932623E+002, 3.8426839E+002, 3.0674106E+002, 8.7759051E+001, 6.3451445E+001, 4.9270717E+001, 4.9635994E+001
 4.5000372E+002, 4.4750827E+002, 4.4750827E+002, 4.4750827E+002, 1.0735269E+003, 8.9218842E+002, 7.7235373E+002, 6.2601881E+002, 4.6225342E+002, 3.6780177E+002, 3.0095559E+002, 1.6321379E+002, 5.4825385E+002, 4.0844349E+002, 4.1309232E+002, 3.3599225E+002, 9.3522777E+001, 7.4209067E+001, 5.1706855E+001, 5.4328568E+001
 4.5500781E+002, 4.5249173E+002, 4.5249173E+002, 4.5249173E+002, 1.0078590E+003, 8.7211126E+002, 7.7565754E+002, 6.3120087E+002, 4.3782404E+002, 3.6222350E+002, 2.9064569E+002, 1.6836604E+002, 5.4940965E+002, 3.9741128E+002, 3.9950901E+002, 3.3577489E+002, 9.1762655E+001, 6.4722904E+001, 5.8511472E+001, 5.8905258E+001
 4.6000650E+002, 4.5751171E+002, 4.5751171E+002, 4.5751171E+002, 1.0337304E+003, 8.5359166E+002, 7.2492559E+002, 6.1524459E+002, 4.3437693E+002, 3.5776404E+002, 2.9706483E+002, 1.6271495E+002, 5.0802201E+002, 3.7336104E+002, 3.6094238E+002, 2.9431464E+002, 8.3894377E+001, 6.5741634E+001, 6.0103296E+001, 5.1192313E+001
 4.6500452E+002, 4.6255404E+002, 4.6255404E+002, 4.6255404E+002, 1.0211083E+003, 8.4608254E+002, 7.0614854E+002, 5.8302495E+002, 4.0753510E+002, 3.5018847E+002, 2.9441771E+002, 1.6732746E+002, 4.7703709E+002, 3.6951962E+002, 3.5577148E+002, 2.9211126E+002, 7.6472483E+001, 7.3025510E+001, 6.7310511E+001, 4.2448150E+001
 4.7000195E+002, 4.6745112E+002, 4.6745112E+002, 4.6745112E+002, 9.9515122E+002, 7.7435045E+002, 6.7680992E+002, 5.5126579E+002, 4.2870947E+002, 3.2458936E+002, 2.5350237E+002, 1.4882568E+002, 4.2251804E+002, 3.4410639E+002, 3.2574420E+002, 2.6065608E+002, 7.6344361E+001, 6.8442380E+001, 6.2353674E+001, 3.8717889E+001
 4.7500272E+002, 4.7245079E+002, 4.7245079E+002, 4.7245079E+002, 9.6862601E+002, 7.6789163E+002, 6.4169952E+002, 5.3735562E+002, 4.1831951E+002, 3.2523075E+002, 2.6113759E+002, 1.5538925E+002, 4.1811272E+002, 3.3442176E+002, 3.2265475E+002, 2.2620155E+002, 6.1855692E+001, 6.0971792E+001, 5.4024925E+001, 4.0319512E+001
 4.8000772E+002, 4.7757370E+002, 4.7757370E+002, 4.7757370E+002, 9.4147344E+002, 7.4448832E+002, 6.4962919E+002, 5.0724970E+002, 3.9253575E+002, 3.1551418E+002, 2.6550266E+002, 1.5266488E+002, 4.0520414E+002, 3.2580562E+002, 3.1255538E+002, 2.3629516E+002, 6.4828381E+001, 5.6739564E+001, 5.2467121E+001, 3.7355870E+001
 4.8500040E+002, 4.8251760E+002, 4.8251760E+002, 4.8251760E+002, 9.4252355E+002, 7.3009199E+002, 6.0828262E+002, 4.5549276E+002, 3.8390612E+002, 3.1872262E+002, 2.6628711E+002, 1.4715895E+002, 3.6701821E+002, 3.1196982E+002, 2.9651912E+002, 2.1542245E+002, 6.0904792E+001, 5.4471018E+001, 4.6386630E+001, 3.3015497E+001
 4.9000650E+002, 4.8745939E+002, 4.8745939E+002, 4.8745939E+002, 9.2439184E+002, 6.9355149E+002, 5.6686735E+002, 4.7087230E+002, 3.7408405E+002, 2.8989360E+002, 2.2558343E+002, 1.2795238E+002, 3.7854507E+002, 3.0641169E+002, 2.8313084E+002, 2.0332400E+002, 5.9537679E+001, 5.1706702E+001, 4.5394859E+001, 3.6011909E+001
 4.9500742E+002, 4.9251320E+002, 4.9251320E+002, 4.9251320E+002, 9.8489939E+002, 6.6431116E+002, 5.9204935E+002, 4.1926517E+002, 3.1572365E+002, 2.9050562E+002, 2.2949874E+002, 1.2493356E+002, 3.8607545E+002, 3.0652986E+002, 2.8860877E+002, 1.8859913E+002, 6.3241620E+001, 4.9363924E+001, 4.3573935E+001, 3.2483341E+001
 5.0000018E+002, 4.9748482E+002, 4.9748482E+002, 4.9748482E+002, 9.5598226E+002, 6.5800769E+002, 5.4837138E+002, 3.9007634E+002, 2.9184017E+002, 2.6617066E+002, 2.3058976E+002, 1.2449494E+002, 3.8692412E+002, 3.2476307E+002, 2.9935667E+002, 1.5670309E+002, 6.1996327E+001, 4.7295041E+001, 4.1871724E+001, 3.2114276E+001
 5.0500403E+002, 5.0251886E+002, 5.0251886E+002, 5.0251886E+002, 8.1116686E+002, 5.8338238E+002, 4.9375033E+002, 3.3892915E+002, 2.6033177E+002, 2.4228501E+002, 2.1790137E+002, 1.3043304E+002, 3.4913932E+002, 3.0483917E+002, 2.8097447E+002, 1.3113789E+002, 5.6060840E+001, 4.8097930E+001, 4.2954845E+001, 3.4304790E+001
 5.1000391E+002, 5.0746346E+002, 5.0746346E+002, 5.0746346E+002, 6.4805110E+002, 5.0538607E+002, 4.2309747E+002, 3.0924694E+002, 2.2719927E+002, 2.0873427E+002, 1.9646662E+002, 1.2758496E+002, 3.2633954E+002, 2.9778965E+002, 2.6167729E+002, 1.2470005E+002, 5.2313924E+001, 4.5187694E+001, 4.0792737E+001, 3.5026478E+001
 5.1500433E+002, 5.1252906E+002, 5.1252906E+002, 5.1252906E+002, 5.5604425E+002, 4.1710141E+002, 3.5980409E+002, 2.9321313E+002, 2.2293305E+002, 1.8004649E+002, 1.7743391E+002, 1.1117473E+002, 2.8791758E+002, 2.7738075E+002, 2.5102379E+002, 1.1287120E+002, 5.0420335E+001, 4.5959927E+001, 4.1097955E+001, 3.0666087E+001
 5.2000061E+002, 5.1744854E+002, 5.1744854E+002, 5.1744854E+002, 4.6175853E+002, 3.7376669E+002, 2.9019022E+002, 2.2797628E+002, 1.7190663E+002, 1.5387468E+002, 1.3783614E+002, 8.7015100E+001, 2.6420117E+002, 2.5751133E+002, 2.2168972E+002, 8.7167774E+001, 4.7969735E+001, 4.3920127E+001, 4.0272838E+001, 3.1255190E+001
 5.2501135E+002, 5.2247103E+002, 5.2247103E+002, 5.2247103E+002, 4.1925163E+002, 3.2215971E+002, 2.6753178E+002, 2.1726331E+002, 1.6502102E+002, 1.5291966E+002, 1.3534048E+002, 7.9845763E+001, 2.3945099E+002, 2.3689913E+002, 1.8189378E+002, 7.0849125E+001, 4.6854775E+001, 4.1223311E+001, 3.8220031E+001, 3.0850512E+001
 5.3000537E+002, 5.2742084E+002, 5.2742084E+002, 5.2742084E+002, 3.5141817E+002, 2.9396292E+002, 2.4169745E+002, 1.8464680E+002, 1.5382885E+002, 1.3902295E+002, 1.2379886E+002, 6.8954553E+001, 2.2469965E+002, 2.1525694E+002, 1.7082222E+002, 6.5623762E+001, 4.5561602E+001, 4.0394887E+001, 3.6846829E+001, 2.7471762E+001
 5.3500470E+002, 5.3240884E+002, 5.3240884E+002, 5.3240884E+002, 2.5394930E+002, 2.5291197E+002, 2.0682879E+002, 1.6091426E+002, 1.3351164E+002, 1.1159741E+002, 9.8881914E+001, 7.0530692E+001, 2.0422919E+002, 2.0145514E+002, 1.4771921E+002, 6.1079969E+001, 4.4279289E+001, 4.0022184E+001, 3.4668491E+001, 2.8040729E+001
 5.4000909E+002, 5.3748095E+002, 5.3748095E+002, 5.3748095E+002, 1.9451302E+002, 1.9618927E+002, 1.7353869E+002, 1.4642038E+002, 1.1753439E+002, 9.4792513E+001, 8.2183129E+001, 6.4058019E+001, 1.8160486E+002, 1.8351707E+002, 1.1406991E+002, 5.4393020E+001, 4.1791599E+001, 3.8988315E+001, 3.4046473E+001, 2.8271042E+001
 5.4500079E+002, 5.4246852E+002, 5.4246852E+002, 5.4246852E+002, 1.5913268E+002, 1.6052990E+002, 1.5525208E+002, 1.3680158E+002, 1.1123925E+002, 9.0661937E+001, 7.7654343E+001, 5.4006385E+001, 1.6404055E+002, 1.5986150E+002, 9.8236048E+001, 5.4758859E+001, 3.9358167E+001, 3.6324228E+001, 3.3236470E+001, 2.7231112E+001
 5.5000500E+002, 5.4748729E+002, 5.4748729E+002, 5.4748729E+002, 1.5329177E+002, 1.5456037E+002, 1.4475104E+002, 1.2228808E+002, 1.1171818E+002, 9.4096408E+001, 7.3703265E+001, 4.9362666E+001, 1.5045440E+002, 1.4533887E+002, 8.9303731E+001, 4.7224288E+001, 3.8987902E+001, 3.6355550E+001, 3.3130175E+001, 2.7273052E+001
 5.5500085E+002, 5.5247654E+002, 5.5247654E+002, 5.5247654E+002, 1.4957405E+002, 1.5093264E+002, 1.4103284E+002, 1.2148394E+002, 1.0383752E+002, 8.5155728E+001, 7.2978772E+001, 4.9823040E+001, 1.4309164E+002, 1.3216500E+002, 8.7028862E+001, 4.6791581E+001, 3.8185154E+001, 3.4480189E+001, 3.1955325E+001, 2.6906419E+001
 5.6000348E+002, 5.5741141E+002, 5.5741141E+002, 5.5741141E+002, 1.3109520E+002, 1.4150252E+002, 1.2700106E+002, 1.1523729E+002, 9.9528857E+001, 8.2571541E+001, 6.7766302E+001, 4.7815781E+001, 1.3334545E+002, 1.2284917E+002, 7.9859540E+001, 4.8763596E+001, 3.7269958E+001, 3.4752930E+001, 3.1368411E+001, 2.5972377E+001
 5.6502368E+002, 5.6246560E+002, 5.6246560E+002, 5.6246560E+002, 1.5626912E+002, 1.2879408E+002, 1.1670009E+002, 1.0973664E+002, 9.7339409E+001, 7.5624527E+001, 7.1609414E+001, 4.6100285E+001, 1.2784406E+002, 1.1487836E+002, 7.9384410E+001, 4.8286126E+001, 3.7211805E+001, 3.3565874E+001, 3.0696928E+001, 2.6230402E+001
 5.7001776E+002, 5.6752654E+002, 5.6752654E+002, 5.6752654E+002, 1.4472464E+002, 1.1836420E+002, 1.1221885E+002, 1.0282729E+002, 9.0719118E+001, 7.4585419E+001, 6.8954082E+001, 4.3425434E+001, 1.2036971E+002, 1.1060625E+002, 7.5360160E+001, 4.3613597E+001, 3.6039843E+001, 3.2532171E+001, 3.0738801E+001, 2.7764862E+001
 5.7502582E+002, 5.7254966E+002, 5.7254966E+002, 5.7254966E+002, 1.1471241E+002, 1.1569979E+002, 1.1196640E+002, 1.0597405E+002, 8.9154567E+001, 7.3497544E+001, 6.2012011E+001, 4.0109690E+001, 1.1806295E+002, 1.1036269E+002, 6.8486600E+001, 4.2955373E+001, 3.6125366E+001, 3.3497186E+001, 3.0293695E+001, 2.5823013E+001
 5.8001501E+002, 5.7761945E+002, 5.7761945E+002, 5.7761945E+002, 1.1772633E+002, 1.1690702E+002, 1.1157009E+002, 9.7252537E+001, 8.7970575E+001, 7.5794334E+001, 6.2849264E+001, 4.6453676E+001, 1.1196814E+002, 1.0652198E+002, 6.7465204E+001, 3.9939596E+001, 3.4596755E+001, 3.2623167E+001, 3.0916666E+001, 2.6154228E+001
 5.8500934E+002, 5.8254653E+002, 5.8254653E+002, 5.8254653E+002, 1.2620644E+002, 1.1246762E+002, 1.1056886E+002, 9.5555168E+001, 8.2558132E+001, 7.2741319E+001, 6.4327904E+001, 4.1427442E+001, 1.0951914E+002, 9.9549295E+001, 6.2686688E+001, 4.2253463E+001, 3.4693480E+001, 3.2349814E+001, 3.0221026E+001, 2.5885444E+001
 5.9002161E+002, 5.8754418E+002, 5.8754418E+002, 5.8754418E+002, 1.2244152E+002, 1.1638603E+002, 1.0902568E+002, 9.5218814E+001, 8.8935192E+001, 6.9548947E+001, 5.9046320E+001, 3.6041163E+001, 1.0704764E+002, 9.9075494E+001, 6.6398593E+001, 4.3226636E+001, 3.4644142E+001, 3.2895752E+001, 2.9593882E+001, 2.6645496E+001
 5.9501929E+002, 5.9257507E+002, 5.9257507E+002, 5.9257507E+002, 1.2393163E+002, 1.1277257E+002, 9.8185514E+001, 9.2747022E+001, 8.4827177E+001, 7.5807996E+001, 5.6301023E+001, 3.7064175E+001, 1.0401706E+002, 9.5696664E+001, 6.6177988E+001, 3.8809732E+001, 3.4314282E+001, 3.1894578E+001, 2.9045218E+001, 2.7422172E+001
 6.0000818E+002, 5.9760246E+002, 5.9760246E+002, 5.9760246E+002, 1.4739096E+002, 1.1405312E+002, 1.0120760E+002, 9.1323259E+001, 8.6134834E+001, 7.3615795E+001, 5.5808519E+001, 3.4887813E+001, 1.0058776E+002, 9.4567985E+001, 6.2375436E+001, 4.1704907E+001, 3.5108743E+001, 3.2597200E+001, 2.9631879E+001, 2.5685422E+001
