s,s,s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 3.4000226E+002, 3.3749816E+002, 3.3749816E+002, 3.3749816E+002, 8.3053872E+001, 8.3355113E+001, 7.9979860E+001, 7.7492468E+001, 7.3840555E+001, 7.1086148E+001, 6.4721433E+001, 6.3085638E+001, 7.1595466E+001, 6.9043569E+001, 6.6478962E+001, 6.5278757E+001, 6.4058391E+001, 6.2787042E+001, 6.0648773E+001, 5.8287832E+001
 3.4503525E+002, 3.4255979E+002, 3.4255979E+002, 3.4255979E+002, 8.3138117E+001, 8.0003635E+001, 7.9047424E+001, 7.6990640E+001, 7.3264399E+001, 6.8430948E+001, 6.3106560E+001, 6.2305957E+001, 7.1967205E+001, 6.8928538E+001, 6.6537783E+001, 6.5789201E+001, 6.4208509E+001, 6.2093218E+001, 6.0772254E+001, 5.7774590E+001
 3.5001523E+002, 3.4753421E+002, 3.4753421E+002, 3.4753421E+002, 8.1086865E+001, 8.1176364E+001, 7.8654530E+001, 7.7366201E+001, 7.2605112E+001, 6.8388146E+001, 6.2258937E+001, 6.1069912E+001, 7.0660668E+001, 6.8748001E+001, 6.6123270E+001, 6.4572937E+001, 6.3410206E+001, 6.1184290E+001, 6.0122652E+001, 5.8179616E+001
 3.5500763E+002, 3.5249319E+002, 3.5249319E+002, 3.5249319E+002, 8.3793341E+001, 8.0628025E+001, 7.7946417E+001, 7.5560757E+001, 7.2833435E+001, 6.8009610E+001, 6.3601309E+001, 6.0113185E+001, 6.9643247E+001, 6.7291102E+001, 6.5389008E+001, 6.4170913E+001, 6.3111771E+001, 6.1297918E+001, 5.9630492E+001, 5.7375072E+001
 3.6003217E+002, 3.5761718E+002, 3.5761718E+002, 3.5761718E+002, 8.1765182E+001, 7.9197460E+001, 7.7291314E+001, 7.5681411E+001, 7.1700962E+001, 6.6349108E+001, 6.1923009E+001, 5.9282242E+001, 7.0780489E+001, 6.7024036E+001, 6.5291034E+001, 6.4215914E+001, 6.2141174E+001, 6.0477593E+001, 5.9818928E+001, 5.5096144E+001
 3.6501089E+002, 3.6253451E+002, 3.6253451E+002, 3.6253451E+002, 8.1691363E+001, 7.9913770E+001, 7.7837441E+001, 7.5698905E+001, 7.2117099E+001, 6.7305377E+001, 6.0803895E+001, 5.8188989E+001, 6.8771494E+001, 6.6462103E+001, 6.4376559E+001, 6.3278148E+001, 6.2543350E+001, 5.9591972E+001, 5.8672555E+001, 5.4866749E+001
 3.7003876E+002, 3.6758480E+002, 3.6758480E+002, 3.6758480E+002, 8.2478135E+001, 8.0103876E+001, 7.6959754E+001, 7.4268416E+001, 7.1387490E+001, 6.7516325E+001, 6.1318333E+001, 5.8442717E+001, 6.9069669E+001, 6.6438410E+001, 6.4782544E+001, 6.3705701E+001, 6.2325677E+001, 6.0318532E+001, 5.8702072E+001, 5.5708696E+001
 3.7502969E+002, 3.7256912E+002, 3.7256912E+002, 3.7256912E+002, 7.9540838E+001, 8.0493581E+001, 7.6761622E+001, 7.3533248E+001, 6.9960313E+001, 6.6479071E+001, 6.0750817E+001, 5.7768395E+001, 6.9223651E+001, 6.6292733E+001, 6.4208289E+001, 6.2431337E+001, 6.1142621E+001, 5.9019792E+001, 5.7381461E+001, 5.4694854E+001
 3.8000766E+002, 3.7755687E+002, 3.7755687E+002, 3.7755687E+002, 8.3692965E+001, 7.7782893E+001, 7.5021217E+001, 7.1972408E+001, 7.0030186E+001, 6.7436943E+001, 6.0906905E+001, 5.8123908E+001, 6.7573189E+001, 6.5876373E+001, 6.4257218E+001, 6.2076592E+001, 6.0436238E+001, 5.9208872E+001, 5.7759114E+001, 5.4563103E+001
 3.8501660E+002, 3.8248403E+002, 3.8248403E+002, 3.8248403E+002, 7.8939931E+001, 7.6816290E+001, 7.4512336E+001, 7.3242106E+001, 6.9219179E+001, 6.4603572E+001, 6.0300632E+001, 5.7133022E+001, 6.9159010E+001, 6.5546013E+001, 6.3835475E+001, 6.2021427E+001, 6.1576921E+001, 5.9314922E+001, 5.8110039E+001, 5.4543504E+001
 3.9004379E+002, 3.8755711E+002, 3.8755711E+002, 3.8755711E+002, 8.5192657E+001, 7.9423401E+001, 7.5371821E+001, 7.3293989E+001, 6.9866297E+001, 6.2957163E+001, 6.0413800E+001, 5.5727406E+001, 6.6615062E+001, 6.5911447E+001, 6.3326494E+001, 6.1440452E+001, 5.9898426E+001, 5.8384090E+001, 5.7027650E+001, 5.3657760E+001
 3.9501440E+002, 3.9263114E+002, 3.9263114E+002, 3.9263114E+002, 8.2371646E+001, 7.6393295E+001, 7.4088623E+001, 7.2463508E+001, 6.9077600E+001, 6.6330943E+001, 6.1565489E+001, 5.5413988E+001, 6.9068880E+001, 6.4950553E+001, 6.3569835E+001, 6.2120394E+001, 6.0448170E+001, 5.9038346E+001, 5.6780171E+001, 5.4034952E+001
 4.0003452E+002, 3.9756180E+002, 3.9756180E+002, 3.9756180E+002, 8.0406242E+001, 7.6645826E+001, 7.3772104E+001, 7.1069001E+001, 6.7949951E+001, 6.3435849E+001, 5.8464125E+001, 5.5283996E+001, 6.7780738E+001, 6.4574184E+001, 6.2158688E+001, 6.1193785E+001, 5.9804899E+001, 5.7986685E+001, 5.6863218E+001, 5.3632607E+001
 4.0502213E+002, 4.0259123E+002, 4.0259123E+002, 4.0259123E+002, 8.4299732E+001, 7.7434123E+001, 7.4760785E+001, 7.2366109E+001, 6.9130796E+001, 6.6142260E+001, 5.8507612E+001, 5.5286788E+001, 6.7017873E+001, 6.4611903E+001, 6.3222070E+001, 6.1061765E+001, 5.9275775E+001, 5.7734702E+001, 5.6483245E+001, 5.3739855E+001
 4.1001990E+002, 4.0742287E+002, 4.0742287E+002, 4.0742287E+002, 7.8042200E+001, 7.9188055E+001, 7.4152313E+001, 7.0936314E+001, 6.7203384E+001, 6.3149332E+001, 5.8049465E+001, 5.4895965E+001, 6.8511239E+001, 6.3840954E+001, 6.2812621E+001, 6.0648167E+001, 5.9041451E+001, 5.7842688E+001, 5.6397783E+001, 5.2500582E+001
 4.1500970E+002, 4.1253594E+002, 4.1253594E+002, 4.1253594E+002, 8.4404575E+001, 7.7284766E+001, 7.4734370E+001, 7.3321835E+001, 6.9585771E+001, 6.4401967E+001, 5.7337811E+001, 5.5689389E+001, 6.6357244E+001, 6.4329760E+001, 6.2227894E+001, 6.0166574E+001, 5.8586445E+001, 5.6919980E+001, 5.5339370E+001, 5.3182427E+001
 4.2000201E+002, 4.1748540E+002, 4.1748540E+002, 4.1748540E+002, 7.8847537E+001, 7.6698480E+001, 7.3485925E+001, 7.0499779E+001, 6.7997803E+001, 6.3659317E+001, 5.8733506E+001, 5.4917453E+001, 6.8862361E+001, 6.4577342E+001, 6.1976698E+001, 6.1183174E+001, 5.9422911E+001, 5.7793186E+001, 5.5008944E+001, 5.3078662E+001
 4.2501990E+002, 4.2257572E+002, 4.2257572E+002, 4.2257572E+002, 8.1115802E+001, 7.9110334E+001, 7.5040579E+001, 7.1296642E+001, 6.8159134E+001, 6.2392477E+001, 5.7393120E+001, 5.4310809E+001, 6.5960372E+001, 6.3263692E+001, 6.2003409E+001, 6.0771534E+001, 5.9073549E+001, 5.7124287E+001, 5.5284819E+001, 5.2264772E+001
 4.3004013E+002, 4.2755484E+002, 4.2755484E+002, 4.2755484E+002, 8.2093418E+001, 7.6131792E+001, 7.2904344E+001, 7.0249782E+001, 6.7646692E+001, 6.3222895E+001, 5.7695856E+001, 5.4174586E+001, 6.7367281E+001, 6.3669183E+001, 6.2792835E+001, 6.1037440E+001, 6.0228918E+001, 5.7446191E+001, 5.5035670E+001, 5.2090143E+001
 4.3503659E+002, 4.3262868E+002, 4.3262868E+002, 4.3262868E+002, 7.6845526E+001, 7.7553515E+001, 7.4843658E+001, 7.2194305E+001, 6.6210861E+001, 6.1127080E+001, 5.8723081E+001, 5.4042347E+001, 6.5994945E+001, 6.3543830E+001, 6.1476634E+001, 5.9477112E+001, 5.8315296E+001, 5.6450391E+001, 5.4554796E+001, 5.1579225E+001
 4.4001950E+002, 4.3747622E+002, 4.3747622E+002, 4.3747622E+002, 8.8921580E+001, 7.6916035E+001, 7.3007621E+001, 7.0383389E+001, 6.6198163E+001, 6.2184590E+001, 5.8602590E+001, 5.4199839E+001, 6.6338292E+001, 6.3287635E+001, 6.1118500E+001, 5.9598812E+001, 5.8552261E+001, 5.6903031E+001, 5.5248822E+001, 5.2228438E+001
 4.4500839E+002, 4.4257369E+002, 4.4257369E+002, 4.4257369E+002, 7.5645874E+001, 7.4256952E+001, 7.2011880E+001, 7.0776068E+001, 6.6708961E+001, 6.2080066E+001, 5.8667265E+001, 5.3407006E+001, 6.8589002E+001, 6.2703822E+001, 6.1671912E+001, 5.9847025E+001, 5.8313546E+001, 5.5754096E+001, 5.4650065E+001, 5.1499171E+001
 4.5000299E+002, 4.4762887E+002, 4.4762887E+002, 4.4762887E+002, 8.4327527E+001, 7.6639532E+001, 7.6234643E+001, 7.2248685E+001, 6.4830513E+001, 6.1438912E+001, 5.7744581E+001, 5.3339925E+001, 6.3912254E+001, 6.2394379E+001, 6.0658030E+001, 5.8379818E+001, 5.7733826E+001, 5.6595653E+001, 5.4156183E+001, 5.1175748E+001
 4.5503143E+002, 4.5265481E+002, 4.5265481E+002, 4.5265481E+002, 8.4577618E+001, 7.4027161E+001, 7.1193007E+001, 6.9402290E+001, 6.7151556E+001, 6.1857578E+001, 5.7675132E+001, 5.4824493E+001, 6.7178388E+001, 6.2036446E+001, 6.0735555E+001, 5.9768383E+001, 5.7493250E+001, 5.6255385E+001, 5.4312975E+001, 5.1709689E+001
 4.6000644E+002, 4.5760315E+002, 4.5760315E+002, 4.5760315E+002, 8.0485391E+001, 7.6958823E+001, 7.3177886E+001, 7.0466575E+001, 6.5973421E+001, 6.0432858E+001, 5.7750294E+001, 5.3844100E+001, 6.4340401E+001, 6.3597237E+001, 6.1507529E+001, 5.8757476E+001, 5.7435535E+001, 5.6199488E+001, 5.4462934E+001, 5.1639136E+001
 4.6501953E+002, 4.6245185E+002, 4.6245185E+002, 4.6245185E+002, 9.0206145E+001, 7.4339188E+001, 7.1969504E+001, 7.1011403E+001, 6.6181245E+001, 6.1514889E+001, 5.7253699E+001, 5.3904241E+001, 6.5845509E+001, 6.1999981E+001, 6.1197502E+001, 5.9723092E+001, 5.7040688E+001, 5.6047447E+001, 5.4658986E+001, 5.2048981E+001
 4.7000397E+002, 4.6750741E+002, 4.6750741E+002, 4.6750741E+002, 7.5591981E+001, 7.8305958E+001, 7.3731142E+001, 7.1609134E+001, 6.5664569E+001, 6.1694332E+001, 5.7855222E+001, 5.4340249E+001, 6.6093040E+001, 6.4013917E+001, 6.1202151E+001, 6.0576360E+001, 5.8805672E+001, 5.6551682E+001, 5.3668125E+001, 5.0459641E+001
 4.7501276E+002, 4.7233018E+002, 4.7233018E+002, 4.7233018E+002, 1.0780849E+002, 8.0055358E+001, 7.4033954E+001, 7.1332037E+001, 6.6686184E+001, 6.1164683E+001, 5.7003080E+001, 5.3495853E+001, 6.6964096E+001, 6.2682581E+001, 6.0660898E+001, 5.9778603E+001, 5.9054029E+001, 5.6398020E+001, 5.4010125E+001, 5.1399058E+001
 4.8000027E+002, 4.7750287E+002, 4.7750287E+002, 4.7750287E+002, 8.3714216E+001, 8.2589556E+001, 7.5617778E+001, 7.2339505E+001, 6.8942154E+001, 6.1857796E+001, 5.8471398E+001, 5.3580359E+001, 6.9195612E+001, 6.1714609E+001, 6.1458763E+001, 5.8650459E+001, 5.6367370E+001, 5.4395377E+001, 5.3309223E+001, 4.9962851E+001
 4.8500687E+002, 4.8247894E+002, 4.8247894E+002, 4.8247894E+002, 1.0483797E+002, 8.2630163E+001, 7.6675586E+001, 7.2243590E+001, 6.3983611E+001, 5.9502124E+001, 5.7013307E+001, 5.3121996E+001, 6.8611817E+001, 6.2942961E+001, 6.2196871E+001, 6.0524822E+001, 5.8941437E+001, 5.6510160E+001, 5.4308633E+001, 5.0475934E+001
 4.9000211E+002, 4.8768490E+002, 4.8768490E+002, 4.8768490E+002, 8.7543489E+001, 8.5339864E+001, 7.9184657E+001, 7.3908563E+001, 6.8533256E+001, 6.2230960E+001, 5.9117858E+001, 5.5868956E+001, 7.0765823E+001, 6.3081309E+001, 6.2137564E+001, 6.0033091E+001, 5.7157151E+001, 5.5459514E+001, 5.3962137E+001, 5.0046329E+001
 4.9503998E+002, 4.9231858E+002, 4.9231858E+002, 4.9231858E+002, 1.0575893E+002, 8.3659537E+001, 7.7667665E+001, 7.1894651E+001, 6.5535612E+001, 5.9470275E+001, 5.6972218E+001, 5.4095105E+001, 6.7563642E+001, 6.4012823E+001, 6.3662321E+001, 6.2788433E+001, 5.8361439E+001, 5.7035000E+001, 5.4728397E+001, 5.0407258E+001
 5.0001736E+002, 4.9749193E+002, 4.9749193E+002, 4.9749193E+002, 8.7440076E+001, 8.5408740E+001, 7.8949817E+001, 7.4245611E+001, 6.8738624E+001, 6.0364979E+001, 5.7827080E+001, 5.4517769E+001, 7.1007893E+001, 6.4071072E+001, 6.1995384E+001, 5.8578751E+001, 5.8400964E+001, 5.6405766E+001, 5.4006842E+001, 5.0557228E+001
 5.0500671E+002, 5.0247552E+002, 5.0247552E+002, 5.0247552E+002, 9.9873851E+001, 8.5263793E+001, 8.0179231E+001, 7.1755445E+001, 6.6038563E+001, 6.2466474E+001, 5.9014723E+001, 5.3922606E+001, 7.0155191E+001, 6.5680900E+001, 6.4113943E+001, 6.2542937E+001, 6.0728160E+001, 5.7859999E+001, 5.5793831E+001, 5.1469421E+001
 5.1001254E+002, 5.0776886E+002, 5.0776886E+002, 5.0776886E+002, 9.8091216E+001, 8.5812804E+001, 7.9588638E+001, 7.7234256E+001, 7.0778074E+001, 6.3031034E+001, 5.8818747E+001, 5.4010529E+001, 7.0040828E+001, 6.5583577E+001, 6.3299207E+001, 6.1056318E+001, 5.9519921E+001, 5.8394827E+001, 5.3750459E+001, 4.9318074E+001
 5.1501233E+002, 5.1247395E+002, 5.1247395E+002, 5.1247395E+002, 1.0263613E+002, 8.7797178E+001, 8.0112767E+001, 7.7210569E+001, 6.7328357E+001, 6.0534274E+001, 5.6979175E+001, 5.5500893E+001, 7.1957032E+001, 6.6303216E+001, 6.4642471E+001, 6.3274634E+001, 6.1149546E+001, 5.8480086E+001, 5.3020481E+001, 5.0006218E+001
 5.2000659E+002, 5.1775500E+002, 5.1775500E+002, 5.1775500E+002, 1.0731584E+002, 8.9726270E+001, 8.2615945E+001, 7.7025391E+001, 7.1442778E+001, 6.2405716E+001, 6.2062954E+001, 5.8808593E+001, 7.2309138E+001, 6.6051452E+001, 6.3803682E+001, 6.1817020E+001, 5.9484944E+001, 5.7738959E+001, 5.4984110E+001, 5.0452824E+001
 5.2501379E+002, 5.2223584E+002, 5.2223584E+002, 5.2223584E+002, 1.0181050E+002, 9.1007457E+001, 8.4203048E+001, 7.7523169E+001, 7.1756394E+001, 6.6248802E+001, 6.0316014E+001, 5.5590805E+001, 7.7111514E+001, 6.8788225E+001, 6.7877692E+001, 6.6288047E+001, 6.2122056E+001, 5.8084642E+001, 5.6730903E+001, 5.1248370E+001
 5.3002948E+002, 5.2745486E+002, 5.2745486E+002, 5.2745486E+002, 1.1917389E+002, 9.7153959E+001, 8.8541197E+001, 7.9325034E+001, 7.1941644E+001, 6.5534499E+001, 6.0710918E+001, 5.6273409E+001, 7.7284165E+001, 6.7535952E+001, 6.6494703E+001, 6.3484185E+001, 6.1187824E+001, 5.7508001E+001, 5.3974583E+001, 5.0481479E+001
 5.3501453E+002, 5.3254109E+002, 5.3254109E+002, 5.3254109E+002, 1.0287494E+002, 9.8672331E+001, 9.1179145E+001, 8.3812405E+001, 7.4913625E+001, 6.9344378E+001, 6.4879459E+001, 5.9046174E+001, 7.9490488E+001, 6.9263379E+001, 6.8847251E+001, 6.4130290E+001, 6.2860260E+001, 5.9368877E+001, 5.6613822E+001, 5.1295237E+001
 5.4000726E+002, 5.3750882E+002, 5.3750882E+002, 5.3750882E+002, 1.1748073E+002, 9.8233543E+001, 8.9136489E+001, 8.0866304E+001, 7.3927783E+001, 6.9384100E+001, 6.4279806E+001, 6.0551447E+001, 7.8387239E+001, 7.4262120E+001, 7.1792971E+001, 6.8154608E+001, 6.3844305E+001, 5.9856551E+001, 5.7762336E+001, 5.2121724E+001
 5.4501056E+002, 5.4262416E+002, 5.4262416E+002, 5.4262416E+002, 1.2263856E+002, 9.9607761E+001, 9.2361981E+001, 8.2854737E+001, 7.3888013E+001, 6.7404795E+001, 6.3222424E+001, 6.0642219E+001, 7.8026755E+001, 7.1721751E+001, 6.9666676E+001, 6.7502829E+001, 6.5675000E+001, 6.0753050E+001, 5.6558279E+001, 5.1602519E+001
 5.5003119E+002, 5.4752549E+002, 5.4752549E+002, 5.4752549E+002, 1.0561212E+002, 1.0300658E+002, 9.6375370E+001, 9.0149077E+001, 7.8800417E+001, 7.1612574E+001, 6.5330874E+001, 5.9874433E+001, 8.3560995E+001, 7.5097510E+001, 7.1699890E+001, 6.8630188E+001, 6.5964252E+001, 6.2626967E+001, 5.7300244E+001, 5.2472507E+001
 5.5502588E+002, 5.5253803E+002, 5.5253803E+002, 5.5253803E+002, 1.0260302E+002, 9.9364896E+001, 9.0919440E+001, 7.9620146E+001, 7.3819751E+001, 6.6667015E+001, 6.2101414E+001, 5.9756269E+001, 8.4900334E+001, 7.8022628E+001, 7.5303646E+001, 7.1933663E+001, 6.8676506E+001, 6.4848949E+001, 6.0153148E+001, 5.3941489E+001
 5.6001581E+002, 5.5761267E+002, 5.5761267E+002, 5.5761267E+002, 1.0626310E+002, 9.4407526E+001, 9.1382583E+001, 8.6074560E+001, 8.0586923E+001, 7.0275305E+001, 6.4307592E+001, 6.0965264E+001, 7.8842900E+001, 7.4007495E+001, 7.4073148E+001, 6.9372167E+001, 6.6754851E+001, 6.3441889E+001, 5.7820966E+001, 5.1856048E+001
 5.6503552E+002, 5.6220705E+002, 5.6220705E+002, 5.6220705E+002, 1.3359501E+002, 1.0129087E+002, 9.4609786E+001, 8.6342374E+001, 8.1074113E+001, 7.1966859E+001, 6.3446487E+001, 5.9591935E+001, 8.5865061E+001, 7.4905872E+001, 7.3947930E+001, 7.2739791E+001, 7.1028177E+001, 6.7464888E+001, 6.1208069E+001, 5.3722803E+001
 5.7001947E+002, 5.6755843E+002, 5.6755843E+002, 5.6755843E+002, 1.2365374E+002, 1.0533731E+002, 1.0015484E+002, 9.2153939E+001, 8.4711220E+001, 7.5678479E+001, 6.7678217E+001, 6.3640272E+001, 9.0382581E+001, 7.9738726E+001, 7.4560461E+001, 7.1068467E+001, 6.8586612E+001, 6.5452918E+001, 5.9076037E+001, 5.5114334E+001
 5.7501642E+002, 5.7259491E+002, 5.7259491E+002, 5.7259491E+002, 1.1131997E+002, 1.0659901E+002, 1.0346038E+002, 9.6633029E+001, 7.9647200E+001, 7.2800919E+001, 6.8679922E+001, 6.5543099E+001, 8.4977985E+001, 8.0704520E+001, 7.6826722E+001, 7.4850556E+001, 6.8959996E+001, 6.6626046E+001, 6.2415365E+001, 5.4932603E+001
 5.8001575E+002, 5.7773018E+002, 5.7773018E+002, 5.7773018E+002, 1.0183951E+002, 1.0290838E+002, 9.8500801E+001, 9.1224709E+001, 8.2190071E+001, 7.0278811E+001, 6.3482829E+001, 5.8798295E+001, 8.8287134E+001, 8.6714625E+001, 7.9103592E+001, 7.4962532E+001, 6.9866758E+001, 6.7199475E+001, 6.1538543E+001, 5.4486103E+001
 5.8502356E+002, 5.8263778E+002, 5.8263778E+002, 5.8263778E+002, 1.1176793E+002, 1.0127909E+002, 9.2577443E+001, 8.3998856E+001, 8.1089858E+001, 7.3809635E+001, 6.6398339E+001, 6.2590636E+001, 8.2448577E+001, 8.0372014E+001, 7.7483384E+001, 7.5232504E+001, 7.1173180E+001, 6.8720931E+001, 6.4663719E+001, 5.6041530E+001
 5.9000476E+002, 5.8755293E+002, 5.8755293E+002, 5.8755293E+002, 1.0145153E+002, 9.8978018E+001, 9.6431537E+001, 8.7225077E+001, 8.1583780E+001, 7.4313277E+001, 6.8443212E+001, 6.4714695E+001, 8.6268683E+001, 8.0839636E+001, 7.7745150E+001, 7.5546687E+001, 7.2442331E+001, 6.8053106E+001, 6.4377479E+001, 5.6519144E+001
 5.9502771E+002, 5.9247768E+002, 5.9247768E+002, 5.9247768E+002, 1.3040693E+002, 9.9515412E+001, 9.5697151E+001, 9.5228758E+001, 8.3580563E+001, 7.5563915E+001, 6.8739348E+001, 6.3242552E+001, 8.4952056E+001, 8.1030269E+001, 7.7368299E+001, 7.4463616E+001, 7.2481638E+001, 6.7104010E+001, 6.2150156E+001, 5.6766757E+001
 6.0001416E+002, 5.9774045E+002, 5.9774045E+002, 5.9774045E+002, 1.1696795E+002, 1.0917296E+002, 1.0131222E+002, 9.3947480E+001, 8.5675722E+001, 7.7144270E+001, 7.3204029E+001, 6.6206586E+001, 8.6635648E+001, 8.2658473E+001, 7.6554942E+001, 7.5119530E+001, 7.1993670E+001, 6.8695099E+001, 6.4238413E+001, 5.6552658E+001
