 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.52506E+02
 0.10000E+00, 0.54401E+02
 0.20000E+00, 0.57859E+02
 0.30000E+00, 0.60409E+02
 0.40000E+00, 0.62598E+02
 0.50000E+00, 0.65664E+02
 0.60000E+00, 0.69886E+02
 0.70000E+00, 0.75357E+02
 0.80000E+00, 0.83858E+02
 0.90000E+00, 0.96806E+02
 0.10000E+01, 0.11597E+03
 0.11000E+01, 0.14784E+03
 0.12000E+01, 0.18848E+03
 0.13000E+01, 0.23965E+03
 0.14000E+01, 0.31082E+03
 0.15000E+01, 0.39123E+03
 0.16000E+01, 0.46131E+03
 0.17000E+01, 0.51269E+03
 0.18000E+01, 0.54997E+03
 0.19000E+01, 0.57499E+03
 0.20000E+01, 0.58810E+03
 0.21000E+01, 0.59853E+03
 0.22000E+01, 0.61017E+03
 0.23000E+01, 0.61771E+03
 0.24000E+01, 0.62187E+03
 0.25000E+01, 0.62672E+03
 0.26000E+01, 0.63547E+03
 0.27000E+01, 0.66176E+03
 0.28000E+01, 0.68231E+03
