s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0044708E+000, 1.3731397E+002, 4.8509940E+001, 7.1211174E+001, 4.8184939E+001, 2.8731287E-003
 1.0001343E+001, 3.1676584E+002, 1.1932845E+002, 1.6831164E+002, 1.4717344E+002, 6.7567471E-003
 1.5001012E+001, 5.2206710E+002, 2.1126036E+002, 2.4891335E+002, 2.7194987E+002, 1.1121478E-002
 2.0007696E+001, 7.3071100E+002, 3.1636642E+002, 3.0566098E+002, 4.1351746E+002, 1.5500840E-002
 2.5002449E+001, 9.4385727E+002, 4.3184852E+002, 3.5558871E+002, 5.5941515E+002, 1.9904725E-002
 3.0009033E+001, 1.1583087E+003, 5.6584114E+002, 3.9416654E+002, 7.2556179E+002, 2.4301725E-002
 3.5004898E+001, 1.3627256E+003, 7.0651234E+002, 4.0240426E+002, 8.9478967E+002, 2.8707994E-002
 4.0001827E+001, 1.5703242E+003, 8.5275639E+002, 4.2979984E+002, 1.0651397E+003, 3.2924185E-002
 4.5000591E+001, 1.7004371E+003, 9.8413531E+002, 3.9443446E+002, 1.2200049E+003, 3.5099515E-002
 5.0003937E+001, 1.7753802E+003, 1.0663781E+003, 3.6241317E+002, 1.3161890E+003, 3.6809940E-002
 5.5003685E+001, 1.8577550E+003, 1.1460519E+003, 3.4623109E+002, 1.4187717E+003, 3.8508399E-002
 6.0008026E+001, 1.9298967E+003, 1.2269308E+003, 3.3467159E+002, 1.5003172E+003, 4.0226939E-002
 6.5009888E+001, 1.9686873E+003, 1.2811946E+003, 3.1224567E+002, 1.5563132E+003, 4.1190408E-002
 7.0006996E+001, 1.9915482E+003, 1.3178861E+003, 2.9058892E+002, 1.6047283E+003, 4.1422067E-002
 7.5007492E+001, 2.0298999E+003, 1.3629424E+003, 2.8047529E+002, 1.6592222E+003, 4.1651298E-002
 8.0002319E+001, 1.9990062E+003, 1.3621293E+003, 2.5557375E+002, 1.6582065E+003, 4.1880075E-002
 8.5002411E+001, 2.0614101E+003, 1.3957282E+003, 2.7592202E+002, 1.6944325E+003, 4.2111187E-002
 9.0009521E+001, 1.9926299E+003, 1.3718734E+003, 2.4592918E+002, 1.6589400E+003, 4.2341615E-002
 9.5010124E+001, 2.0280481E+003, 1.4088422E+003, 2.4124828E+002, 1.7059222E+003, 4.2571386E-002
 1.0000625E+002, 2.0589240E+003, 1.4101256E+003, 2.7533706E+002, 1.6982837E+003, 4.2801715E-002
 1.0500611E+002, 1.9886028E+003, 1.3963820E+003, 2.2734809E+002, 1.6881050E+003, 4.3030375E-002
