 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.45448E+02
 0.10000E+00, 0.45853E+02
 0.20000E+00, 0.46417E+02
 0.30000E+00, 0.47185E+02
 0.40000E+00, 0.48658E+02
 0.50000E+00, 0.50997E+02
 0.60000E+00, 0.54329E+02
 0.70000E+00, 0.59989E+02
 0.80000E+00, 0.69270E+02
 0.90000E+00, 0.80387E+02
 0.10000E+01, 0.95628E+02
 0.11000E+01, 0.12557E+03
 0.12000E+01, 0.17647E+03
 0.13000E+01, 0.24161E+03
 0.14000E+01, 0.31649E+03
 0.15000E+01, 0.40063E+03
 0.16000E+01, 0.48410E+03
 0.17000E+01, 0.55833E+03
 0.18000E+01, 0.60297E+03
 0.19000E+01, 0.61741E+03
 0.20000E+01, 0.62587E+03
 0.21000E+01, 0.63538E+03
 0.22000E+01, 0.64339E+03
 0.23000E+01, 0.64728E+03
 0.24000E+01, 0.64875E+03
 0.25000E+01, 0.64908E+03
 0.26000E+01, 0.65659E+03
 0.27000E+01, 0.70972E+03
 0.28000E+01, 0.75555E+03
