s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0054765E+000, 1.3730203E+002, 4.8504880E+001, 7.1187018E+001, 4.8182350E+001, 2.8731989E-003
 1.0001223E+001, 3.1680491E+002, 1.1934480E+002, 1.6833860E+002, 1.4720541E+002, 6.7576557E-003
 1.5001380E+001, 5.2077368E+002, 2.1050321E+002, 2.4919422E+002, 2.7105289E+002, 1.1098007E-002
 2.0007671E+001, 7.3180269E+002, 3.1579685E+002, 3.0742424E+002, 4.1313220E+002, 1.5497144E-002
 2.5005241E+001, 9.4327192E+002, 4.3167837E+002, 3.5647443E+002, 5.5799203E+002, 1.9857821E-002
 3.0007980E+001, 1.1526353E+003, 5.6471533E+002, 3.8926681E+002, 7.2285882E+002, 2.4289820E-002
 3.5003613E+001, 1.3663601E+003, 7.0801348E+002, 4.0908371E+002, 8.9761203E+002, 2.8729947E-002
 4.0003105E+001, 1.5654000E+003, 8.6125565E+002, 4.0753176E+002, 1.0711894E+003, 3.2885732E-002
 4.5005936E+001, 1.7060433E+003, 9.9297538E+002, 3.9426341E+002, 1.2288572E+003, 3.5101466E-002
 5.0008591E+001, 1.7695146E+003, 1.0605526E+003, 3.6762143E+002, 1.3168060E+003, 3.6804696E-002
 5.5007645E+001, 1.8377817E+003, 1.1234095E+003, 3.4682539E+002, 1.3959661E+003, 3.8503945E-002
 6.0000816E+001, 1.9132197E+003, 1.2248665E+003, 3.1767507E+002, 1.4983885E+003, 4.0216456E-002
 6.5008797E+001, 2.0081564E+003, 1.2988761E+003, 3.2370793E+002, 1.5856814E+003, 4.1189686E-002
 7.0004295E+001, 1.9667343E+003, 1.3134862E+003, 2.6732868E+002, 1.6005610E+003, 4.1421125E-002
 7.5003120E+001, 2.0212842E+003, 1.3529598E+003, 2.8208529E+002, 1.6451309E+003, 4.1650486E-002
 8.0001770E+001, 2.0088099E+003, 1.3704847E+003, 2.5940383E+002, 1.6625145E+003, 4.1879907E-002
 8.5001076E+001, 1.9867580E+003, 1.3586101E+003, 2.5294134E+002, 1.6434166E+003, 4.2108964E-002
 9.0005486E+001, 2.0058198E+003, 1.3828104E+003, 2.4926584E+002, 1.6764205E+003, 4.2341793E-002
 9.5005341E+001, 2.0799317E+003, 1.4208515E+003, 2.7793256E+002, 1.7162894E+003, 4.2573321E-002
 1.0000774E+002, 2.0606738E+003, 1.4231146E+003, 2.6298046E+002, 1.7166661E+003, 4.2801600E-002
 1.0500264E+002, 2.0158491E+003, 1.4103904E+003, 2.4008945E+002, 1.6969801E+003, 4.3030053E-002
