s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0104342E+000, 2.0702386E+002, 7.4347197E+001, 1.1116460E+002, 7.6767644E+001, 4.3843274E-003
 1.0000872E+001, 4.7143865E+002, 1.8504250E+002, 2.3905747E+002, 2.2780164E+002, 1.0177703E-002
 1.5007931E+001, 7.7908385E+002, 3.3358769E+002, 3.4536598E+002, 4.2090212E+002, 1.6676020E-002
 2.0003832E+001, 1.0914847E+003, 5.0707517E+002, 4.1769633E+002, 6.3681969E+002, 2.3337629E-002
 2.5000347E+001, 1.4105517E+003, 6.8525713E+002, 4.8882743E+002, 8.5195047E+002, 2.9941982E-002
 3.0001738E+001, 1.7047807E+003, 9.1540717E+002, 4.9725571E+002, 1.1177680E+003, 3.6578511E-002
 3.5009724E+001, 1.9906339E+003, 1.1287237E+003, 4.9993708E+002, 1.3730540E+003, 4.1339120E-002
 4.0002037E+001, 2.0779747E+003, 1.2545133E+003, 4.5502230E+002, 1.5058591E+003, 4.4121990E-002
 4.5001591E+001, 2.2228816E+003, 1.3878886E+003, 4.3787799E+002, 1.6660867E+003, 4.6926344E-002
 5.0005043E+001, 2.4526819E+003, 1.5460903E+003, 4.5373122E+002, 1.8531179E+003, 4.9733264E-002
 5.5007568E+001, 2.4540857E+003, 1.6289645E+003, 3.7478804E+002, 1.9468939E+003, 5.2523485E-002
 6.0002117E+001, 2.4527355E+003, 1.6726159E+003, 3.2688727E+002, 1.9916225E+003, 5.5332084E-002
 6.5008141E+001, 2.6897040E+003, 1.7979431E+003, 4.1123487E+002, 2.1192787E+003, 5.7374991E-002
 7.0005302E+001, 2.6628476E+003, 1.8600481E+003, 3.3580790E+002, 2.2107498E+003, 5.6286251E-002
 7.5001472E+001, 2.6690576E+003, 1.8719520E+003, 3.3580235E+002, 2.2176337E+003, 5.4882604E-002
 8.0005531E+001, 2.5388136E+003, 1.8032169E+003, 2.9913609E+002, 2.1347497E+003, 5.3464561E-002
 8.5000481E+001, 2.3695087E+003, 1.7181268E+003, 2.2778052E+002, 2.0546819E+003, 5.2051847E-002
 9.0003860E+001, 2.4342108E+003, 1.6950192E+003, 3.2210483E+002, 2.0172118E+003, 5.0640230E-002
 9.5000946E+001, 2.3296328E+003, 1.6680051E+003, 2.5694541E+002, 1.9882662E+003, 4.9220565E-002
 1.0000547E+002, 2.2282017E+003, 1.5897742E+003, 2.5199379E+002, 1.9040654E+003, 4.7802602E-002
 1.0501051E+002, 2.2189740E+003, 1.5590529E+003, 2.8022861E+002, 1.8643971E+003, 4.6398184E-002
