 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.90769E+02
 0.10000E+00, 0.90309E+02
 0.20000E+00, 0.91208E+02
 0.30000E+00, 0.93286E+02
 0.40000E+00, 0.95244E+02
 0.50000E+00, 0.98613E+02
 0.60000E+00, 0.10419E+03
 0.70000E+00, 0.11238E+03
 0.80000E+00, 0.12456E+03
 0.90000E+00, 0.14328E+03
 0.10000E+01, 0.17665E+03
 0.11000E+01, 0.22769E+03
 0.12000E+01, 0.27910E+03
 0.13000E+01, 0.33417E+03
 0.14000E+01, 0.41214E+03
 0.15000E+01, 0.52354E+03
 0.16000E+01, 0.64931E+03
 0.17000E+01, 0.73796E+03
 0.18000E+01, 0.77746E+03
 0.19000E+01, 0.79668E+03
 0.20000E+01, 0.81262E+03
 0.21000E+01, 0.82513E+03
 0.22000E+01, 0.83296E+03
 0.23000E+01, 0.84306E+03
 0.24000E+01, 0.85548E+03
 0.25000E+01, 0.86681E+03
 0.26000E+01, 0.88633E+03
 0.27000E+01, 0.93281E+03
 0.28000E+01, 0.96613E+03
