s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0155559E+000, 4.0052007E+001, 1.4144565E+001, 1.1103508E-001, 1.3268594E+001, 8.8307250E-004
 1.0015191E+001, 4.8569043E+001, 1.7055042E+001,-4.2079637E-002, 1.9066824E+001, 1.3939544E-003
 1.5018447E+001, 5.0962003E+001, 1.7973280E+001,-2.3496169E-001, 2.0883386E+001, 1.5419740E-003
 2.0004274E+001, 5.2559886E+001, 1.8708990E+001,-4.3987478E-002, 2.3515954E+001, 1.6386326E-003
 2.5012854E+001, 5.4348266E+001, 1.9558402E+001,-1.8152349E-001, 2.5505210E+001, 1.7103700E-003
 3.0015779E+001, 6.4149681E+001, 2.3201943E+001, 2.1543855E-001, 3.0209835E+001, 2.1810349E-003
 3.5021187E+001, 7.2463849E+001, 2.6405746E+001,-4.0349748E-001, 3.5392817E+001, 2.2765988E-003
 4.0002441E+001, 9.2985682E+001, 3.3845058E+001, 3.1722613E-001, 4.3596341E+001, 3.0773707E-003
 4.5010468E+001, 1.0799590E+002, 3.9764264E+001,-2.8892431E-001, 5.2892985E+001, 3.5562793E-003
 5.0007267E+001, 1.2198856E+002, 4.5678468E+001,-8.4605265E-002, 6.1949171E+001, 3.9917838E-003
 5.5012569E+001, 1.4009006E+002, 5.3281239E+001,-5.8143623E-001, 7.3880044E+001, 4.5335325E-003
 6.0011280E+001, 1.5720002E+002, 6.1521348E+001,-4.5529358E-001, 8.6371275E+001, 5.0475518E-003
 6.5002228E+001, 1.8561174E+002, 7.4240825E+001,-1.2480036E-001, 1.0414926E+002, 6.0305584E-003
 7.0002243E+001, 2.0087433E+002, 8.3668913E+001,-1.0111959E+000, 1.1885222E+002, 6.5064996E-003
 7.5014565E+001, 2.3742399E+002, 1.0200815E+002,-5.9807053E-001, 1.4287662E+002, 7.6539004E-003
 8.0004227E+001, 2.8734159E+002, 1.2787733E+002, 1.1589133E-001, 1.7415578E+002, 9.3021102E-003
 8.5001617E+001, 3.2774891E+002, 1.5573638E+002,-1.2168897E+000, 2.0959507E+002, 1.0443173E-002
 9.0007950E+001, 3.9052352E+002, 1.9360275E+002,-3.2489249E-001, 2.5035661E+002, 1.2425088E-002
 9.5010818E+001, 4.1700698E+002, 2.2213982E+002,-1.8221059E+000, 2.8323617E+002, 1.3197370E-002
 1.0000393E+002, 4.6872620E+002, 2.5780275E+002,-1.2722558E+000, 3.1838606E+002, 1.4899083E-002
 1.0500865E+002, 5.2038370E+002, 2.9852467E+002,-1.7347954E+000, 3.5944247E+002, 1.6811280E-002
 1.1000977E+002, 5.8836718E+002, 3.4904634E+002,-1.5094722E+000, 4.0707866E+002, 1.8842240E-002
 1.1501278E+002, 6.3343877E+002, 3.8728597E+002,-1.6723959E+000, 4.4167634E+002, 2.0504874E-002
 1.2000542E+002, 7.3465552E+002, 4.5917496E+002,-5.5957955E-001, 5.0409425E+002, 2.3611131E-002
 1.2500372E+002, 7.7204653E+002, 4.9731592E+002,-9.6054521E-001, 5.3782868E+002, 2.6453673E-002
 1.3001357E+002, 6.9820557E+002, 4.8757867E+002,-7.0416635E+000, 5.3404584E+002, 2.7303568E-002
 1.3500336E+002, 4.3708746E+002, 3.4854367E+002,-1.3788034E+001, 4.1086756E+002, 2.3820168E-002
 1.4001247E+002, 2.3589017E+002, 2.2289926E+002,-1.4905551E+001, 2.8145256E+002, 1.6973601E-002
 1.4500388E+002, 1.7389416E+002, 1.6192472E+002,-8.1358147E+000, 2.0848036E+002, 1.3098845E-002
 1.5000107E+002, 1.6735945E+002, 1.3872571E+002,-7.3396932E+000, 1.8089632E+002, 1.3116533E-002
 1.5500117E+002, 1.2233791E+002, 1.1113698E+002,-8.7592317E+000, 1.4955006E+002, 5.0383588E-003
 1.6001057E+002, 1.1563068E+002, 9.6617037E+001,-5.7917680E+000, 1.3001207E+002, 1.6233022E-003
 1.6501984E+002, 1.5104426E+002, 9.8431165E+001, 9.1321288E-001, 1.2805896E+002, 8.6535720E-004
