s,s,s,s,C,C,C,C,C,C,C,C
FDS Time,"TIMER","open stair door","open hall door","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 5.0046458E+000, 3.2571601E+000, 3.2571601E+000, 3.2571601E+000, 2.0280149E+001, 2.0344958E+001, 2.0434945E+001, 2.0459148E+001, 2.0508851E+001, 2.0981074E+001, 2.1562618E+001, 2.0597586E+001
 1.0004355E+001, 7.6557245E+000, 7.6557245E+000, 7.6557245E+000, 3.6383916E+001, 3.5621866E+001, 3.5685115E+001, 3.2557102E+001, 2.3475825E+001, 2.2477840E+001, 2.3765495E+001, 2.1569476E+001
 1.5002743E+001, 1.2574436E+001, 1.2574436E+001, 1.2574436E+001, 7.2347544E+001, 7.1575086E+001, 6.6159970E+001, 5.8973541E+001, 5.0615940E+001, 3.1746656E+001, 2.5626396E+001, 2.2793227E+001
 2.0001942E+001, 1.7549933E+001, 1.7549933E+001, 1.7549933E+001, 1.1527644E+002, 1.1164851E+002, 1.1253182E+002, 9.5622425E+001, 3.1227187E+001, 2.5104431E+001, 2.6344281E+001, 2.3857672E+001
 2.5009680E+001, 2.2510131E+001, 2.2510131E+001, 2.2510131E+001, 1.5422275E+002, 1.5301698E+002, 1.4947993E+002, 1.4030606E+002, 6.9593064E+001, 3.3995299E+001, 3.0855909E+001, 2.6719549E+001
 3.0005838E+001, 2.7505995E+001, 2.7505995E+001, 2.7505995E+001, 2.2213376E+002, 2.1112210E+002, 2.0175446E+002, 1.8765890E+002, 6.6634895E+001, 4.3097626E+001, 3.7037144E+001, 3.0750379E+001
 3.5008305E+001, 3.2489382E+001, 3.2489382E+001, 3.2489382E+001, 2.4229668E+002, 2.4133289E+002, 2.3580114E+002, 2.1723718E+002, 1.0096744E+002, 4.6336128E+001, 3.7927134E+001, 3.0697498E+001
 4.0003201E+001, 3.7510669E+001, 3.7510669E+001, 3.7510669E+001, 2.8287498E+002, 2.7904249E+002, 2.7771990E+002, 2.5907490E+002, 1.6005346E+002, 4.2211584E+001, 4.0548207E+001, 3.2739785E+001
 4.5004490E+001, 4.2513940E+001, 4.2513940E+001, 4.2513940E+001, 3.1151167E+002, 3.0607113E+002, 2.9704956E+002, 2.8359811E+002, 1.4955400E+002, 5.2589241E+001, 4.1063446E+001, 3.4800829E+001
 5.0007751E+001, 4.7530624E+001, 4.7530624E+001, 4.7530624E+001, 3.4876834E+002, 3.4285907E+002, 3.4070089E+002, 3.0670037E+002, 1.0686168E+002, 4.8514283E+001, 4.3776996E+001, 3.7564392E+001
 5.5009308E+001, 5.2506147E+001, 5.2506147E+001, 5.2506147E+001, 3.4874562E+002, 3.4344267E+002, 3.3460306E+002, 3.1937523E+002, 1.6082029E+002, 5.2960891E+001, 4.5693399E+001, 4.0896904E+001
 6.0003696E+001, 5.7516025E+001, 5.7516025E+001, 5.7516025E+001, 4.0516620E+002, 4.0356537E+002, 3.9935732E+002, 3.4025935E+002, 1.5015826E+002, 6.2118541E+001, 4.9430316E+001, 4.3121502E+001
 6.5003899E+001, 6.2514357E+001, 6.2514357E+001, 6.2514357E+001, 4.0141922E+002, 3.9181916E+002, 3.9866867E+002, 3.8446469E+002, 1.9356293E+002, 6.1934420E+001, 5.1208211E+001, 4.8905822E+001
 7.0002861E+001, 6.7519105E+001, 6.7519105E+001, 6.7519105E+001, 4.1434855E+002, 4.1061780E+002, 4.1118827E+002, 3.9331149E+002, 1.8939810E+002, 6.7129942E+001, 5.6606635E+001, 5.2732270E+001
 7.5000504E+001, 7.2502261E+001, 7.2502261E+001, 7.2502261E+001, 4.2171799E+002, 4.1818373E+002, 4.0829425E+002, 3.7817877E+002, 1.9048347E+002, 7.4998785E+001, 5.6007690E+001, 4.9802074E+001
 8.0007774E+001, 7.7500556E+001, 7.7500556E+001, 7.7500556E+001, 4.3410827E+002, 4.2690750E+002, 4.2373585E+002, 4.0463450E+002, 2.5360835E+002, 7.0892269E+001, 6.0979548E+001, 5.1520649E+001
