 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.36489E+02
 0.10000E+00, 0.37032E+02
 0.20000E+00, 0.37703E+02
 0.30000E+00, 0.38048E+02
 0.40000E+00, 0.38213E+02
 0.50000E+00, 0.38527E+02
 0.60000E+00, 0.39166E+02
 0.70000E+00, 0.40254E+02
 0.80000E+00, 0.42561E+02
 0.90000E+00, 0.47591E+02
 0.10000E+01, 0.57410E+02
 0.11000E+01, 0.75868E+02
 0.12000E+01, 0.10573E+03
 0.13000E+01, 0.15274E+03
 0.14000E+01, 0.21718E+03
 0.15000E+01, 0.28408E+03
 0.16000E+01, 0.33601E+03
 0.17000E+01, 0.36616E+03
 0.18000E+01, 0.38426E+03
 0.19000E+01, 0.39445E+03
 0.20000E+01, 0.40041E+03
 0.21000E+01, 0.40691E+03
 0.22000E+01, 0.41121E+03
 0.23000E+01, 0.41457E+03
 0.24000E+01, 0.41724E+03
 0.25000E+01, 0.41959E+03
 0.26000E+01, 0.42548E+03
 0.27000E+01, 0.44427E+03
 0.28000E+01, 0.45851E+03
