s,s,s,s,C,C,C,C,C,C,C,C
FDS Time,"TIMER","open stair door","open hall door","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 5.0032282E+000, 3.2560826E+000, 3.2560826E+000, 3.2560826E+000, 2.0280257E+001, 2.0345115E+001, 2.0435159E+001, 2.0459372E+001, 2.0509181E+001, 2.0981966E+001, 2.1564070E+001, 2.0598069E+001
 1.0005133E+001, 7.6550855E+000, 7.6550855E+000, 7.6550855E+000, 3.6367842E+001, 3.5624915E+001, 3.5641354E+001, 3.2601550E+001, 2.3602537E+001, 2.2477578E+001, 2.3766051E+001, 2.1569718E+001
 1.5007815E+001, 1.2564807E+001, 1.2564807E+001, 1.2564807E+001, 7.1557230E+001, 7.0778933E+001, 6.6067505E+001, 5.9297087E+001, 5.0955783E+001, 3.0419062E+001, 2.5536863E+001, 2.2802611E+001
 2.0007917E+001, 1.7528364E+001, 1.7528364E+001, 1.7528364E+001, 1.1794023E+002, 1.1300983E+002, 1.1157331E+002, 1.0452979E+002, 3.4436786E+001, 2.5544303E+001, 2.6731404E+001, 2.4072064E+001
 2.5006454E+001, 2.2539114E+001, 2.2539114E+001, 2.2539114E+001, 1.5935455E+002, 1.5102142E+002, 1.4864092E+002, 1.4487601E+002, 6.2669122E+001, 3.4026495E+001, 3.0457998E+001, 2.6414141E+001
 3.0000889E+001, 2.7555706E+001, 2.7555706E+001, 2.7555706E+001, 2.0874893E+002, 1.9901823E+002, 1.9453112E+002, 1.8782276E+002, 6.9657041E+001, 4.3395400E+001, 3.4509834E+001, 2.9398459E+001
 3.5002804E+001, 3.2494869E+001, 3.2494869E+001, 3.2494869E+001, 2.5890893E+002, 2.5119431E+002, 2.4697861E+002, 2.3462384E+002, 7.5057583E+001, 4.4476081E+001, 3.7390723E+001, 3.0907773E+001
 4.0003384E+001, 3.7527272E+001, 3.7527272E+001, 3.7527272E+001, 3.3119005E+002, 3.2822420E+002, 3.3054312E+002, 2.9321514E+002, 1.0081416E+002, 4.7551649E+001, 4.1454748E+001, 3.3829102E+001
 4.5009876E+001, 4.2501838E+001, 4.2501838E+001, 4.2501838E+001, 3.5733925E+002, 3.5076043E+002, 3.4503896E+002, 3.0528526E+002, 1.1210221E+002, 4.8696766E+001, 4.1958690E+001, 3.5885895E+001
 5.0005508E+001, 4.7522819E+001, 4.7522819E+001, 4.7522819E+001, 3.6852771E+002, 3.6151472E+002, 3.5748531E+002, 3.3646964E+002, 1.2777903E+002, 5.3709420E+001, 4.6236319E+001, 3.8638180E+001
 5.5002285E+001, 5.2516918E+001, 5.2516918E+001, 5.2516918E+001, 3.6011922E+002, 3.5596513E+002, 3.5279372E+002, 3.4779137E+002, 1.5855168E+002, 5.6045687E+001, 4.6915379E+001, 3.9187826E+001
 6.0007385E+001, 5.7505532E+001, 5.7505532E+001, 5.7505532E+001, 4.0142430E+002, 3.9638932E+002, 3.9263100E+002, 3.6493860E+002, 1.4175805E+002, 6.5461628E+001, 5.2891287E+001, 4.5734994E+001
 6.5002625E+001, 6.2518311E+001, 6.2518311E+001, 6.2518311E+001, 4.3028341E+002, 4.2262311E+002, 4.2004665E+002, 3.6605942E+002, 1.6958402E+002, 7.0440977E+001, 5.3228494E+001, 4.5683975E+001
 7.0003578E+001, 6.7515378E+001, 6.7515378E+001, 6.7515378E+001, 4.6252642E+002, 4.6646409E+002, 4.5293752E+002, 3.8453175E+002, 1.7733555E+002, 6.5599725E+001, 5.6857078E+001, 5.1009563E+001
 7.5005699E+001, 7.2525871E+001, 7.2525871E+001, 7.2525871E+001, 4.4478340E+002, 4.3992631E+002, 4.4000771E+002, 3.9340777E+002, 1.8874820E+002, 7.1719394E+001, 5.9522495E+001, 4.9292244E+001
 8.0000938E+001, 7.7516635E+001, 7.7516635E+001, 7.7516635E+001, 4.1944178E+002, 4.0777955E+002, 4.0560167E+002, 3.9826664E+002, 1.9911249E+002, 7.3631448E+001, 5.8280042E+001, 4.6836168E+001
