s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol
 4.5001678E+001, 4.2536208E+001, 4.3926623E+002, 3.1426552E+002, 2.8103583E+002, 2.6200594E+002, 2.5207183E+002, 2.1624520E+002, 1.1222867E+002, 6.0106940E+001, 2.0000190E+001, 1.9999700E+001, 2.0000092E+001, 2.0000021E+001, 1.9999894E+001, 1.9999589E+001, 1.9999931E+001, 1.9999618E+001, 3.3746227E+001, 1.9827686E+001, 2.0028210E+001, 2.0037772E+001, 2.0036337E+001, 2.0039858E+001, 2.0039619E+001, 2.0037838E+001, 1.9999894E+001, 1.9999456E+001, 1.9999551E+001, 1.9999667E+001, 1.9999792E+001, 1.9999438E+001, 1.9999996E+001, 1.9999539E+001, 2.6451522E+002, 2.6659584E+002, 3.5213009E-004, 3.6989153E-002, 1.9999660E+001, 1.9999754E+001, 5.5579641E-114, 5.8383078E-112, 1.9998790E+001, 2.0035949E+001, 0.0000000E+000, 0.0000000E+000, 1.9999691E+001, 1.9999706E+001, 8.4930739E-150, 8.9214646E-148, 2.3599841E+001, 2.3615355E+001, 5.9534400E-006, 6.2537315E-004
 5.0003277E+001, 4.7523604E+001, 4.7927356E+002, 3.4525664E+002, 2.9887027E+002, 2.8835982E+002, 2.7705943E+002, 2.3015257E+002, 1.3707358E+002, 6.6578935E+001, 2.0000229E+001, 1.9999727E+001, 2.0000484E+001, 2.0000776E+001, 2.0000864E+001, 2.0000435E+001, 2.0000550E+001, 2.0000062E+001, 4.0925515E+001, 1.9750594E+001, 2.0052048E+001, 2.0062461E+001, 2.0061156E+001, 2.0067250E+001, 2.0068291E+001, 2.0063714E+001, 1.9999798E+001, 1.9998996E+001, 1.9999384E+001, 1.9999335E+001, 1.9999268E+001, 1.9999427E+001, 1.9999960E+001, 1.9999919E+001, 2.8727432E+002, 2.9052677E+002, 4.0036789E-004, 4.2056244E-002, 1.9999654E+001, 2.0000429E+001, 1.8148289E-071, 1.9063689E-069, 1.9998920E+001, 2.0060985E+001, 4.4342258E-015, 4.6578881E-013, 1.9999306E+001, 1.9999338E+001, 7.4441969E-101, 7.8196822E-099, 3.5937862E+001, 3.5663836E+001, 2.8156363E-005, 2.9576570E-003
 5.5006924E+001, 5.2511029E+001, 4.8332443E+002, 3.5538620E+002, 3.2402369E+002, 3.1278904E+002, 3.0195769E+002, 2.5386952E+002, 1.4987510E+002, 6.8030194E+001, 2.0000386E+001, 1.9999960E+001, 2.0001492E+001, 2.0002487E+001, 2.0002864E+001, 2.0002430E+001, 2.0002240E+001, 2.0001415E+001, 4.6509511E+001, 2.1663579E+001, 2.0154653E+001, 2.0083942E+001, 2.0082512E+001, 2.0087978E+001, 2.0091015E+001, 2.0084387E+001, 1.9999645E+001, 1.9998192E+001, 1.9999533E+001, 2.0000787E+001, 2.0000926E+001, 2.0000552E+001, 2.0000284E+001, 2.0000098E+001, 3.1197581E+002, 3.1490833E+002, 4.7032045E-004, 4.9404341E-002, 1.9999675E+001, 2.0001979E+001, 1.9880896E-045, 2.0883689E-043, 2.0005529E+001, 2.0086075E+001, 7.1358648E-009, 7.4957978E-007, 2.0000399E+001, 2.0000384E+001, 1.8892758E-070, 1.9845708E-068, 3.4200708E+001, 3.4046736E+001, 2.5739187E-005, 2.7037471E-003
 6.0010567E+001, 5.7514674E+001, 5.2448722E+002, 3.8047982E+002, 3.4111975E+002, 3.2689054E+002, 3.1020325E+002, 2.5339765E+002, 1.4170210E+002, 5.2443324E+001, 2.0001313E+001, 2.0001362E+001, 2.0003792E+001, 2.0005591E+001, 2.0006359E+001, 2.0006090E+001, 2.0005573E+001, 2.0004138E+001, 5.2300422E+001, 2.8095916E+001, 2.3488102E+001, 2.0443715E+001, 2.0105283E+001, 2.0106734E+001, 2.0108326E+001, 2.0100478E+001, 1.9999427E+001, 1.9998015E+001, 1.9999665E+001, 2.0002810E+001, 2.0002635E+001, 2.0001504E+001, 2.0000215E+001, 1.9998778E+001, 3.2703617E+002, 3.2972149E+002, 5.3878951E-004, 5.6596605E-002, 1.9999863E+001, 2.0004931E+001, 1.8832817E-022, 1.9782744E-020, 2.1118300E+001, 2.1179888E+001, 1.7974842E-006, 1.8881493E-004, 2.0001662E+001, 2.0001596E+001, 1.2175338E-050, 1.2789462E-048, 4.8282297E+001, 4.7737690E+001, 6.3251512E-005, 6.6441918E-003
 6.5002357E+001, 6.2512391E+001, 5.5653661E+002, 3.9706960E+002, 3.5729226E+002, 3.4369565E+002, 3.2151521E+002, 2.5029952E+002, 1.5787824E+002, 6.3173343E+001, 2.6174457E+001, 2.0178792E+001, 2.0010676E+001, 2.0011939E+001, 2.0012673E+001, 2.0011847E+001, 2.0010485E+001, 2.0008382E+001, 5.7679613E+001, 3.4741496E+001, 2.2116837E+001, 2.0621006E+001, 2.0166663E+001, 2.0144659E+001, 2.0143532E+001, 2.0132679E+001, 1.9999368E+001, 1.9997895E+001, 1.9999071E+001, 2.0003070E+001, 2.0002612E+001, 2.0002060E+001, 2.0000271E+001, 1.9998916E+001, 3.4655552E+002, 3.4829662E+002, 5.9688851E-004, 6.2699557E-002, 2.0001112E+001, 2.0011532E+001, 1.0599051E-012, 1.1133667E-010, 2.0841102E+001, 2.0958344E+001, 1.3474894E-006, 1.4154567E-004, 2.0002191E+001, 2.0002119E+001, 4.1303943E-035, 4.3387314E-033, 4.6917483E+001, 4.6483861E+001, 5.8790195E-005, 6.1755572E-003
 7.0006004E+001, 6.7510108E+001, 5.7384135E+002, 4.0610964E+002, 3.5918829E+002, 3.5269372E+002, 3.4088419E+002, 2.6398108E+002, 1.6086633E+002, 7.5697974E+001, 2.9045643E+001, 1.9824045E+001, 2.0025115E+001, 2.0020235E+001, 2.0020476E+001, 2.0018873E+001, 2.0016393E+001, 2.0013488E+001, 6.4764900E+001, 4.0558912E+001, 2.6555583E+001, 2.2762353E+001, 2.1025170E+001, 2.0203104E+001, 2.0174839E+001, 2.0161038E+001, 1.9999951E+001, 1.9998120E+001, 1.9999264E+001, 2.0001686E+001, 2.0002105E+001, 2.0002641E+001, 2.0001681E+001, 1.9999579E+001, 3.5009178E+002, 3.5328817E+002, 6.3810579E-004, 6.7029185E-002, 2.0001450E+001, 2.0020480E+001, 3.1322395E-013, 3.2902296E-011, 2.2314231E+001, 2.2413801E+001, 4.2931730E-006, 4.5097206E-004, 2.0000218E+001, 2.0001068E+001, 1.0702230E-022, 1.1242050E-020, 4.8591525E+001, 4.8213618E+001, 6.6996881E-005, 7.0376204E-003
 7.5009651E+001, 7.2513754E+001, 5.8421853E+002, 4.2436524E+002, 3.7464608E+002, 3.5820182E+002, 3.3469795E+002, 2.5939286E+002, 1.5883100E+002, 8.4061151E+001, 3.4733680E+001, 1.9967260E+001, 2.0033973E+001, 2.0032224E+001, 2.0034180E+001, 2.0030901E+001, 2.0026900E+001, 2.0023283E+001, 6.5632057E+001, 4.5116011E+001, 3.3619686E+001, 2.8803303E+001, 2.2429294E+001, 2.0322068E+001, 2.0175914E+001, 2.0161331E+001, 2.0000798E+001, 1.9999251E+001, 2.0000677E+001, 2.0000518E+001, 2.0001902E+001, 2.0003623E+001, 2.0004745E+001, 2.0002827E+001, 3.5862355E+002, 3.6190115E+002, 6.9068224E-004, 7.2552025E-002, 2.0001594E+001, 2.0033454E+001, 5.8559531E-012, 6.1513273E-010, 3.0322664E+001, 3.0187934E+001, 2.1287445E-005, 2.2361183E-003, 1.9998421E+001, 2.0000671E+001, 1.5587138E-017, 1.6373353E-015, 6.1922377E+001, 6.1136908E+001, 1.0676642E-004, 1.1215172E-002
 8.0001434E+001, 7.7511471E+001, 6.3220037E+002, 4.2586385E+002, 3.8322770E+002, 3.6895988E+002, 3.2351531E+002, 2.5396250E+002, 1.7642649E+002, 8.1017214E+001, 4.1099552E+001, 2.4839364E+001, 2.2260693E+001, 2.0263075E+001, 2.0056603E+001, 2.0043203E+001, 2.0038825E+001, 2.0033282E+001, 7.5659645E+001, 5.0591904E+001, 3.8306748E+001, 3.0267997E+001, 2.1645849E+001, 2.0239673E+001, 2.0203342E+001, 2.0183524E+001, 2.1416866E+001, 2.0006005E+001, 2.0002868E+001, 2.0002472E+001, 2.0002611E+001, 2.0003320E+001, 2.0004552E+001, 2.0003346E+001, 3.7286120E+002, 3.7538870E+002, 7.3488469E-004, 7.7195227E-002, 2.0672583E+001, 2.0693999E+001, 1.6846261E-006, 1.7695987E-004, 3.3240366E+001, 3.3058083E+001, 2.8875183E-005, 3.0331648E-003, 1.9998856E+001, 2.0002721E+001, 3.3303197E-015, 3.4983010E-013, 6.2142442E+001, 6.1396287E+001, 1.1414124E-004, 1.1989852E-002
 8.5005081E+001, 8.2509188E+001, 6.3691600E+002, 4.4474677E+002, 4.0504134E+002, 3.7470617E+002, 3.3225064E+002, 2.6598631E+002, 1.8740777E+002, 9.6748905E+001, 4.2426924E+001, 2.8606266E+001, 2.4608100E+001, 2.0990460E+001, 2.0176912E+001, 2.0060381E+001, 2.0052742E+001, 2.0046078E+001, 8.0918041E+001, 5.6518925E+001, 4.4676952E+001, 3.9298178E+001, 2.3562413E+001, 2.0410504E+001, 2.0249163E+001, 2.0223971E+001, 2.4742241E+001, 2.0052151E+001, 2.0008720E+001, 2.0009925E+001, 2.0009156E+001, 2.0005028E+001, 2.0006223E+001, 2.0005347E+001, 3.7952610E+002, 3.8275462E+002, 7.6828297E-004, 8.0703517E-002, 2.2294693E+001, 2.2279547E+001, 5.8204923E-006, 6.1140779E-004, 4.1294460E+001, 4.0922718E+001, 5.2774941E-005, 5.5436909E-003, 2.0001244E+001, 2.0009149E+001, 2.6335739E-014, 2.7664113E-012, 6.1913002E+001, 6.1265479E+001, 1.2718247E-004, 1.3359755E-002
 9.0008728E+001, 8.7512833E+001, 6.5214892E+002, 4.4532540E+002, 4.1050187E+002, 3.8497551E+002, 3.3563691E+002, 2.7109194E+002, 1.9898118E+002, 1.0029022E+002, 4.4811453E+001, 3.2694413E+001, 2.4344237E+001, 2.2305087E+001, 2.2179839E+001, 2.0143369E+001, 2.0084336E+001, 2.0072519E+001, 8.4085578E+001, 5.7504289E+001, 4.8097145E+001, 4.3565810E+001, 2.5980690E+001, 2.2289743E+001, 2.0577418E+001, 2.0259210E+001, 2.8606135E+001, 2.0013936E+001, 2.0009634E+001, 2.0008168E+001, 2.0012933E+001, 2.0009254E+001, 2.0008573E+001, 2.0008618E+001, 3.8986052E+002, 3.9266992E+002, 7.9272432E-004, 8.3270933E-002, 2.2444653E+001, 2.2450581E+001, 6.7572749E-006, 7.0981119E-004, 4.4670485E+001, 4.4253276E+001, 6.7274396E-005, 7.0667716E-003, 1.9996338E+001, 2.0008206E+001, 3.0074191E-013, 3.1591133E-011, 6.5979442E+001, 6.5329347E+001, 1.4370035E-004, 1.5094860E-002
 9.5000397E+001, 9.2512090E+001, 6.7565856E+002, 4.3960823E+002, 4.2538161E+002, 3.9647607E+002, 3.3434739E+002, 2.8501664E+002, 1.9720256E+002, 1.0266694E+002, 4.6732965E+001, 3.4179197E+001, 2.8150764E+001, 2.5798005E+001, 2.3413832E+001, 2.0295713E+001, 2.0094671E+001, 2.0078991E+001, 8.8163746E+001, 6.1103514E+001, 5.1454929E+001, 4.7201582E+001, 3.0711507E+001, 2.6024136E+001, 2.2269460E+001, 2.0380980E+001, 2.8248542E+001, 2.0006331E+001, 2.0014836E+001, 2.0016494E+001, 2.0014060E+001, 2.0011908E+001, 2.0011929E+001, 2.0011807E+001, 4.0310702E+002, 4.0567441E+002, 8.3469341E-004, 8.7679535E-002, 2.6619162E+001, 2.6507311E+001, 2.1440941E-005, 2.2522422E-003, 4.8999413E+001, 4.8485384E+001, 8.4464222E-005, 8.8724597E-003, 2.0000713E+001, 2.0016469E+001, 1.1414674E-013, 1.1990430E-011, 7.1578371E+001, 7.0790465E+001, 1.6735579E-004, 1.7579722E-002
 1.0000586E+002, 9.7471021E+001, 6.6051503E+002, 4.5406266E+002, 4.1963758E+002, 4.0195935E+002, 3.6231492E+002, 3.1761608E+002, 1.7867895E+002, 1.0431559E+002, 4.9243769E+001, 3.5691999E+001, 3.2333828E+001, 2.8320847E+001, 2.6208731E+001, 2.0723635E+001, 2.0100855E+001, 2.0087183E+001, 9.2294549E+001, 6.5355794E+001, 5.5332792E+001, 5.0298743E+001, 3.4292313E+001, 2.7949350E+001, 2.4939179E+001, 2.0545503E+001, 3.0496597E+001, 2.0189364E+001, 2.0026484E+001, 2.0021556E+001, 2.0019658E+001, 2.0016350E+001, 2.0016406E+001, 2.0016548E+001, 4.0660301E+002, 4.1032600E+002, 8.4811092E-004, 8.9088964E-002, 3.0196837E+001, 3.0008984E+001, 3.3583219E-005, 3.5277157E-003, 5.2296097E+001, 5.1710906E+001, 1.0051507E-004, 1.0558505E-002, 2.0000653E+001, 2.0022408E+001, 1.9805443E-011, 2.0804429E-009, 6.1006614E+001, 6.0530229E+001, 1.3620419E-004, 1.4307433E-002
 1.0500546E+002, 1.0251210E+002, 6.5166044E+002, 4.7909266E+002, 4.2062176E+002, 3.9648669E+002, 3.5495096E+002, 3.0532045E+002, 2.1721216E+002, 1.0752574E+002, 5.3986307E+001, 3.7250154E+001, 3.4587751E+001, 2.9965011E+001, 2.4997327E+001, 2.0897076E+001, 2.0132769E+001, 2.0116322E+001, 9.0058657E+001, 6.4396067E+001, 5.6950834E+001, 5.1165579E+001, 3.9439830E+001, 3.2888609E+001, 2.4826427E+001, 2.0557230E+001, 3.5928746E+001, 2.3809829E+001, 2.1223558E+001, 2.0260508E+001, 2.0050015E+001, 2.0025625E+001, 2.0025001E+001, 2.0023261E+001, 3.9796951E+002, 4.0323759E+002, 8.8186936E-004, 9.2635085E-002, 3.1876402E+001, 3.1664971E+001, 4.1505614E-005, 4.3599157E-003, 5.4853558E+001, 5.4202790E+001, 1.1338214E-004, 1.1910114E-002, 2.0538776E+001, 2.0549653E+001, 1.7625865E-006, 1.8514914E-004, 7.1122648E+001, 7.0457757E+001, 1.8341679E-004, 1.9266834E-002
 1.1000507E+002, 1.0751171E+002, 6.5677523E+002, 4.8603262E+002, 4.2532645E+002, 4.0612943E+002, 3.5508053E+002, 3.2550084E+002, 2.1605041E+002, 1.0971893E+002, 5.4861973E+001, 4.2216718E+001, 3.6787941E+001, 3.4902899E+001, 3.2667635E+001, 2.2020385E+001, 2.0310577E+001, 2.0137637E+001, 8.6253566E+001, 6.5880334E+001, 5.8146762E+001, 5.2846067E+001, 4.4119084E+001, 3.2994570E+001, 2.6340614E+001, 2.0491535E+001, 3.5225255E+001, 2.4901519E+001, 2.2284033E+001, 2.1205623E+001, 2.0215042E+001, 2.0040147E+001, 2.0036017E+001, 2.0033478E+001, 4.0657180E+002, 4.1170290E+002, 9.0887805E-004, 9.5472186E-002, 3.6478156E+001, 3.6135009E+001, 6.6408656E-005, 6.9758308E-003, 5.5213770E+001, 5.4566009E+001, 1.1820108E-004, 1.2416314E-002, 2.1746387E+001, 2.1727666E+001, 5.8141486E-006, 6.1074143E-004, 8.2900885E+001, 8.1837690E+001, 2.4730938E-004, 2.5978366E-002
 1.1500468E+002, 1.1251132E+002, 6.5884365E+002, 4.6743195E+002, 4.2789353E+002, 4.0396393E+002, 3.6178494E+002, 3.0991546E+002, 2.2817091E+002, 1.2009376E+002, 5.6155608E+001, 4.4156455E+001, 3.7309434E+001, 3.6873131E+001, 3.4671134E+001, 2.3289651E+001, 2.0907251E+001, 2.0152142E+001, 9.1772628E+001, 6.9522083E+001, 6.0175899E+001, 5.4141582E+001, 4.6346379E+001, 3.6781457E+001, 2.4515654E+001, 2.0690933E+001, 3.7317805E+001, 2.6764532E+001, 2.4833568E+001, 2.0779427E+001, 2.0452246E+001, 2.0077444E+001, 2.0049318E+001, 2.0044381E+001, 4.0760268E+002, 4.1267186E+002, 9.5262476E-004, 1.0006752E-001, 3.7626318E+001, 3.7312995E+001, 7.5425801E-005, 7.9230278E-003, 5.6940923E+001, 5.6303440E+001, 1.3670429E-004, 1.4359965E-002, 2.1357274E+001, 2.1366829E+001, 5.1563521E-006, 5.4164385E-004, 7.5147338E+001, 7.4333070E+001, 2.2432000E-004, 2.3563470E-002
