s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0941535E-005, 0.0000000E+000, 0.0000000E+000
 5.0127716E+000, 1.3842555E+002, 4.8952048E+001, 7.5424459E+001, 5.0537314E+001, 2.9110110E-003
 1.0000924E+001, 3.1457514E+002, 1.1827724E+002, 1.5481433E+002, 1.4630169E+002, 6.7502779E-003
 1.5005132E+001, 5.1705733E+002, 2.0819893E+002, 2.2753249E+002, 2.6957152E+002, 1.1104788E-002
 2.0007738E+001, 7.2250459E+002, 3.1119501E+002, 2.8426040E+002, 4.0854119E+002, 1.5523583E-002
 2.5005449E+001, 9.2914153E+002, 4.2086222E+002, 3.3473426E+002, 5.5412102E+002, 1.9901459E-002
 3.0006437E+001, 1.1319209E+003, 5.4264343E+002, 3.6973786E+002, 7.0874564E+002, 2.4288995E-002
 3.5008480E+001, 1.3414590E+003, 6.8907216E+002, 3.8122958E+002, 8.8969555E+002, 2.8708972E-002
 4.0000862E+001, 1.5448173E+003, 8.0710950E+002, 4.3243752E+002, 1.0380037E+003, 3.2902756E-002
 4.5005646E+001, 1.6505538E+003, 9.1241744E+002, 3.9990075E+002, 1.1702753E+003, 3.5090713E-002
 5.0000427E+001, 1.7251724E+003, 1.0088612E+003, 3.5302868E+002, 1.2872120E+003, 3.6800550E-002
 5.5001472E+001, 1.8309537E+003, 1.0923639E+003, 3.6125535E+002, 1.3910127E+003, 3.8510130E-002
 6.0002151E+001, 1.8992997E+003, 1.1726380E+003, 3.2716616E+002, 1.4846059E+003, 4.0220852E-002
 6.5005302E+001, 1.9077691E+003, 1.2209475E+003, 2.9339241E+002, 1.5397395E+003, 4.1190540E-002
 7.0003677E+001, 1.9667718E+003, 1.2677973E+003, 2.8949302E+002, 1.5981018E+003, 4.1420546E-002
 7.5000443E+001, 1.9882432E+003, 1.2985443E+003, 2.8022151E+002, 1.6364327E+003, 4.1652400E-002
 8.0009468E+001, 2.0060118E+003, 1.3290901E+003, 2.5848827E+002, 1.6742665E+003, 4.1881212E-002
 8.5002251E+001, 1.9588706E+003, 1.3163552E+003, 2.4174682E+002, 1.6512705E+003, 4.2110785E-002
 9.0000114E+001, 2.0182795E+003, 1.3678083E+003, 2.3967442E+002, 1.7035233E+003, 4.2340864E-002
 9.5006546E+001, 1.9968882E+003, 1.3657987E+003, 2.3123945E+002, 1.7041566E+003, 4.2570830E-002
