s,s,s,s,C,C,C,C,C,C,C,C
FDS Time,"TIMER","open stair door","open hall door","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 5.0157361E+000, 3.2748705E+000, 3.2748705E+000, 3.2748705E+000, 2.0451998E+001, 2.0541708E+001, 2.0664803E+001, 2.0710848E+001, 2.0815073E+001, 2.1584735E+001, 2.2492578E+001, 2.1011649E+001
 1.0003873E+001, 7.6889828E+000, 7.6889828E+000, 7.6889828E+000, 4.6895516E+001, 4.4168409E+001, 4.3126485E+001, 3.8773163E+001, 3.6368407E+001, 3.4228374E+001, 2.9786555E+001, 2.2842631E+001
 1.5006695E+001, 1.2577667E+001, 1.2577667E+001, 1.2577667E+001, 1.3043052E+002, 1.2471887E+002, 1.2343110E+002, 1.0232581E+002, 5.6777699E+001, 3.9578275E+001, 3.1776242E+001, 2.9065615E+001
 2.0008825E+001, 1.7536532E+001, 1.7536532E+001, 1.7536532E+001, 1.8205725E+002, 1.7580502E+002, 1.7422370E+002, 1.4935014E+002, 5.8889643E+001, 3.4833268E+001, 3.2484583E+001, 2.8029339E+001
 2.5006657E+001, 2.2512565E+001, 2.2512565E+001, 2.2512565E+001, 2.6581748E+002, 2.5762071E+002, 2.4979255E+002, 2.3025619E+002, 8.5615979E+001, 5.7143364E+001, 4.5982397E+001, 3.6584303E+001
 3.0009850E+001, 2.7502499E+001, 2.7502499E+001, 2.7502499E+001, 3.7125627E+002, 3.5559122E+002, 3.5575190E+002, 3.3337533E+002, 1.1374504E+002, 6.1406253E+001, 4.9995843E+001, 4.1532328E+001
 3.5009197E+001, 3.2536924E+001, 3.2536924E+001, 3.2536924E+001, 4.3241534E+002, 4.1952335E+002, 4.1942845E+002, 3.6089167E+002, 1.4033890E+002, 6.7080163E+001, 5.4505695E+001, 4.5055789E+001
 4.0008144E+001, 3.7519568E+001, 3.7519568E+001, 3.7519568E+001, 4.4578237E+002, 4.3885888E+002, 4.3474523E+002, 4.2757732E+002, 2.4163382E+002, 7.0556517E+001, 6.1151199E+001, 5.0596781E+001
 4.5008709E+001, 4.2516731E+001, 4.2516731E+001, 4.2516731E+001, 5.2692863E+002, 5.2680834E+002, 5.1180487E+002, 4.5677384E+002, 2.1124871E+002, 8.5012902E+001, 6.7845728E+001, 5.8111327E+001
 5.0006393E+001, 4.7536435E+001, 4.7536435E+001, 4.7536435E+001, 6.0887182E+002, 5.9765147E+002, 5.7931310E+002, 5.1322699E+002, 2.4362541E+002, 9.8631690E+001, 7.7215877E+001, 6.4243237E+001
 5.5009781E+001, 5.2496013E+001, 5.2496013E+001, 5.2496013E+001, 6.0236908E+002, 5.8253623E+002, 5.8085445E+002, 5.3057081E+002, 2.9179907E+002, 1.1213231E+002, 8.6130296E+001, 6.9255436E+001
 6.0003899E+001, 5.7485739E+001, 5.7485739E+001, 5.7485739E+001, 6.9716410E+002, 6.7743427E+002, 6.5102079E+002, 5.9869796E+002, 2.8646197E+002, 1.3658591E+002, 1.0272823E+002, 8.5441543E+001
 6.5003822E+001, 6.2527434E+001, 6.2527434E+001, 6.2527434E+001, 7.3748002E+002, 7.1632412E+002, 6.8218022E+002, 6.0138320E+002, 3.5167226E+002, 1.5219298E+002, 1.0886384E+002, 8.9176943E+001
 7.0006332E+001, 6.7499561E+001, 6.7499561E+001, 6.7499561E+001, 8.0209082E+002, 7.6800184E+002, 7.4231062E+002, 6.0780848E+002, 3.6251992E+002, 1.7117901E+002, 1.2671953E+002, 1.0310454E+002
 7.5001236E+001, 7.2506439E+001, 7.2506439E+001, 7.2506439E+001, 8.0040719E+002, 7.7771934E+002, 7.3959134E+002, 5.6228013E+002, 3.6235134E+002, 1.7119441E+002, 1.3065503E+002, 9.8607624E+001
 8.0004601E+001, 7.7516562E+001, 7.7516562E+001, 7.7516562E+001, 7.6351221E+002, 7.3021512E+002, 6.9937281E+002, 5.7333543E+002, 3.4600747E+002, 1.6679480E+002, 1.3891231E+002, 1.0111754E+002
