 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.36466E+02
 0.10000E+00, 0.37011E+02
 0.20000E+00, 0.38403E+02
 0.30000E+00, 0.39533E+02
 0.40000E+00, 0.40078E+02
 0.50000E+00, 0.41476E+02
 0.60000E+00, 0.44696E+02
 0.70000E+00, 0.50283E+02
 0.80000E+00, 0.58054E+02
 0.90000E+00, 0.67205E+02
 0.10000E+01, 0.80688E+02
 0.11000E+01, 0.10377E+03
 0.12000E+01, 0.14185E+03
 0.13000E+01, 0.20063E+03
 0.14000E+01, 0.29288E+03
 0.15000E+01, 0.39206E+03
 0.16000E+01, 0.44607E+03
 0.17000E+01, 0.46116E+03
 0.18000E+01, 0.46568E+03
 0.19000E+01, 0.46809E+03
 0.20000E+01, 0.46949E+03
 0.21000E+01, 0.47064E+03
 0.22000E+01, 0.47223E+03
 0.23000E+01, 0.47427E+03
 0.24000E+01, 0.47666E+03
 0.25000E+01, 0.47959E+03
 0.26000E+01, 0.48354E+03
 0.27000E+01, 0.49900E+03
 0.28000E+01, 0.51231E+03
