 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.58416E+02
 0.10000E+00, 0.58568E+02
 0.20000E+00, 0.60360E+02
 0.30000E+00, 0.63115E+02
 0.40000E+00, 0.65614E+02
 0.50000E+00, 0.69057E+02
 0.60000E+00, 0.73454E+02
 0.70000E+00, 0.79456E+02
 0.80000E+00, 0.89164E+02
 0.90000E+00, 0.10303E+03
 0.10000E+01, 0.12502E+03
 0.11000E+01, 0.16341E+03
 0.12000E+01, 0.20778E+03
 0.13000E+01, 0.26157E+03
 0.14000E+01, 0.34132E+03
 0.15000E+01, 0.43155E+03
 0.16000E+01, 0.51255E+03
 0.17000E+01, 0.56943E+03
 0.18000E+01, 0.62054E+03
 0.19000E+01, 0.66968E+03
 0.20000E+01, 0.69515E+03
 0.21000E+01, 0.71027E+03
 0.22000E+01, 0.72424E+03
 0.23000E+01, 0.73552E+03
 0.24000E+01, 0.74688E+03
 0.25000E+01, 0.75959E+03
 0.26000E+01, 0.77879E+03
 0.27000E+01, 0.84176E+03
 0.28000E+01, 0.89185E+03
