s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6198916E-005, 0.0000000E+000, 0.0000000E+000
 5.0194783E+000, 7.2991028E+001, 2.5338973E+001, 3.0535940E+001, 2.3309266E+001, 4.5459378E-003
 1.0016451E+001, 1.8754229E+002, 6.4752509E+001, 9.7244663E+001, 7.7713066E+001, 1.1521993E-002
 1.5003562E+001, 3.1137151E+002, 1.0758721E+002, 1.6140361E+002, 1.3782180E+002, 1.9007538E-002
 2.0002068E+001, 4.3573580E+002, 1.5067615E+002, 2.2143498E+002, 2.0055443E+002, 2.6553380E-002
 2.5007420E+001, 5.5798753E+002, 2.0295648E+002, 2.5847619E+002, 2.8562977E+002, 3.3990786E-002
 3.0007341E+001, 6.8172446E+002, 2.6290539E+002, 2.8193477E+002, 3.7703236E+002, 4.1537852E-002
 3.5007263E+001, 8.0613522E+002, 3.3723878E+002, 2.8717137E+002, 4.8275017E+002, 4.9085555E-002
 4.0007183E+001, 9.2874260E+002, 4.2288837E+002, 2.8218422E+002, 6.0517724E+002, 5.6633259E-002
 4.5001678E+001, 1.0509647E+003, 5.1823995E+002, 2.7011091E+002, 7.3222180E+002, 6.4214322E-002
 5.0003277E+001, 1.1742244E+003, 6.2301667E+002, 2.5446212E+002, 8.6925439E+002, 7.1746898E-002
 5.5006924E+001, 1.2660852E+003, 7.1201756E+002, 2.3484338E+002, 9.8486018E+002, 7.7085259E-002
 6.0010567E+001, 1.3130515E+003, 7.7016808E+002, 2.0483219E+002, 1.0634349E+003, 8.0274822E-002
 6.5002357E+001, 1.3717428E+003, 8.3166546E+002, 1.8569757E+002, 1.1363329E+003, 8.3460434E-002
 7.0006004E+001, 1.4190240E+003, 8.8464484E+002, 1.6818797E+002, 1.2033228E+003, 8.6646070E-002
 7.5009651E+001, 1.4733616E+003, 9.3962932E+002, 1.5135607E+002, 1.2681626E+003, 8.9835137E-002
 8.0001434E+001, 1.5240242E+003, 9.9160855E+002, 1.5061571E+002, 1.3315932E+003, 9.3021292E-002
 8.5005081E+001, 1.5746885E+003, 1.0436725E+003, 1.2643481E+002, 1.3921470E+003, 9.6207472E-002
 9.0008728E+001, 1.6211620E+003, 1.0892789E+003, 1.3122751E+002, 1.4509556E+003, 9.9396540E-002
 9.5000397E+001, 1.6821929E+003, 1.1404009E+003, 1.3198811E+002, 1.5066404E+003, 1.0258249E-001
 1.0000586E+002, 1.7265912E+003, 1.1835666E+003, 1.1453583E+002, 1.5520022E+003, 1.0574315E-001
 1.0500546E+002, 1.7230906E+003, 1.2037796E+003, 9.2142002E+001, 1.5792879E+003, 1.0754568E-001
 1.1000507E+002, 1.7525978E+003, 1.2145199E+003, 1.3036546E+002, 1.5895541E+003, 1.0792314E-001
