 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.59368E+02
 0.10000E+00, 0.59978E+02
 0.20000E+00, 0.61819E+02
 0.30000E+00, 0.63999E+02
 0.40000E+00, 0.66136E+02
 0.50000E+00, 0.69093E+02
 0.60000E+00, 0.74072E+02
 0.70000E+00, 0.82561E+02
 0.80000E+00, 0.93418E+02
 0.90000E+00, 0.10631E+03
 0.10000E+01, 0.12845E+03
 0.11000E+01, 0.16514E+03
 0.12000E+01, 0.20912E+03
 0.13000E+01, 0.26610E+03
 0.14000E+01, 0.34334E+03
 0.15000E+01, 0.42447E+03
 0.16000E+01, 0.49409E+03
 0.17000E+01, 0.55184E+03
 0.18000E+01, 0.60035E+03
 0.19000E+01, 0.63313E+03
 0.20000E+01, 0.65328E+03
 0.21000E+01, 0.66914E+03
 0.22000E+01, 0.68216E+03
 0.23000E+01, 0.69577E+03
 0.24000E+01, 0.70793E+03
 0.25000E+01, 0.71578E+03
 0.26000E+01, 0.72983E+03
 0.27000E+01, 0.78726E+03
 0.28000E+01, 0.83382E+03
