 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.50592E+02
 0.10000E+00, 0.51523E+02
 0.20000E+00, 0.51598E+02
 0.30000E+00, 0.51212E+02
 0.40000E+00, 0.51820E+02
 0.50000E+00, 0.52301E+02
 0.60000E+00, 0.53803E+02
 0.70000E+00, 0.58056E+02
 0.80000E+00, 0.65434E+02
 0.90000E+00, 0.75608E+02
 0.10000E+01, 0.88853E+02
 0.11000E+01, 0.11233E+03
 0.12000E+01, 0.16347E+03
 0.13000E+01, 0.23694E+03
 0.14000E+01, 0.32167E+03
 0.15000E+01, 0.41096E+03
 0.16000E+01, 0.50180E+03
 0.17000E+01, 0.59858E+03
 0.18000E+01, 0.68121E+03
 0.19000E+01, 0.72730E+03
 0.20000E+01, 0.74126E+03
 0.21000E+01, 0.74640E+03
 0.22000E+01, 0.75440E+03
 0.23000E+01, 0.76506E+03
 0.24000E+01, 0.77841E+03
 0.25000E+01, 0.79077E+03
 0.26000E+01, 0.80833E+03
 0.27000E+01, 0.88183E+03
 0.28000E+01, 0.94304E+03
