s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0178256E+000, 1.2000464E+002, 4.2290452E+001, 6.1441120E+001, 4.1438795E+001, 2.5075329E-003
 1.0009225E+001, 2.7741616E+002, 1.0328696E+002, 1.5167157E+002, 1.2697707E+002, 5.8936401E-003
 1.5011319E+001, 4.5771781E+002, 1.8068793E+002, 2.2600456E+002, 2.3356582E+002, 9.7171230E-003
 2.0005516E+001, 6.3975323E+002, 2.7121310E+002, 2.7507977E+002, 3.5740354E+002, 1.3531100E-002
 2.5006281E+001, 8.2492930E+002, 3.6853042E+002, 3.2434626E+002, 4.8386108E+002, 1.7358128E-002
 3.0006672E+001, 1.0090171E+003, 4.7956009E+002, 3.5336191E+002, 6.2541272E+002, 2.1221412E-002
 3.5005730E+001, 1.1836973E+003, 5.9672790E+002, 3.6731116E+002, 7.7240168E+002, 2.4824544E-002
 4.0002659E+001, 1.2587090E+003, 6.7031013E+002, 3.4625270E+002, 8.6308541E+002, 2.5997211E-002
 4.5006474E+001, 1.2929889E+003, 7.2031673E+002, 3.1174608E+002, 9.2932018E+002, 2.6603123E-002
 5.0009274E+001, 1.3168516E+003, 7.4813946E+002, 2.9676111E+002, 9.7322204E+002, 2.7214940E-002
 5.5007347E+001, 1.3417067E+003, 7.7597235E+002, 2.8103442E+002, 1.0101414E+003, 2.7810279E-002
 6.0005981E+001, 1.3675986E+003, 8.1660095E+002, 2.6112038E+002, 1.0539405E+003, 2.8413350E-002
 6.5001823E+001, 1.4186572E+003, 8.6541859E+002, 2.4617667E+002, 1.1172273E+003, 2.9022044E-002
 7.0002312E+001, 1.4267031E+003, 8.8380887E+002, 2.3271287E+002, 1.1380021E+003, 2.9616744E-002
 7.5008972E+001, 1.4540948E+003, 9.3146901E+002, 2.1166900E+002, 1.1836305E+003, 3.0223608E-002
 8.0007378E+001, 1.4873632E+003, 9.4906314E+002, 2.1602280E+002, 1.2082448E+003, 3.0829898E-002
 8.5004272E+001, 1.5305997E+003, 9.7279038E+002, 2.3950921E+002, 1.2357401E+003, 3.1428212E-002
 9.0006744E+001, 1.5283049E+003, 1.0046167E+003, 1.9598382E+002, 1.2615097E+003, 3.2036393E-002
 9.5002930E+001, 1.5746794E+003, 1.0382618E+003, 2.1731857E+002, 1.3057902E+003, 3.2639892E-002
 1.0000896E+002, 1.6203377E+003, 1.0710769E+003, 2.1501027E+002, 1.3304647E+003, 3.3243715E-002
 1.0500679E+002, 1.6126292E+003, 1.0751374E+003, 2.1152585E+002, 1.3388291E+003, 3.3848047E-002
