s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol
 4.5001499E+001, 4.2512015E+001, 5.6009878E+002, 3.7439177E+002, 3.5878968E+002, 3.3759990E+002, 3.2419218E+002, 2.6789037E+002, 1.6265665E+002, 8.5622510E+001, 2.0000225E+001, 1.9999754E+001, 2.0000429E+001, 2.0000709E+001, 2.0000780E+001, 2.0000451E+001, 2.0000557E+001, 2.0000002E+001, 4.0481109E+001, 1.9546990E+001, 2.0066657E+001, 2.0066134E+001, 2.0061075E+001, 2.0064276E+001, 2.0068611E+001, 2.0067455E+001, 1.9999706E+001, 1.9998665E+001, 1.9999354E+001, 1.9999799E+001, 1.9999909E+001, 1.9999867E+001, 2.0000186E+001, 2.0000173E+001, 3.4271912E+002, 3.4533885E+002, 5.0209364E-004, 5.2741924E-002, 1.9999655E+001, 2.0000327E+001, 5.6520752E-079, 5.9371658E-077, 1.9988188E+001, 2.0055791E+001, 3.8148584E-010, 4.0072798E-008, 1.9999536E+001, 1.9999557E+001, 5.9399268E-100, 6.2395367E-098, 3.2446161E+001, 3.2333437E+001, 2.1834856E-005, 2.2936206E-003
 5.0003742E+001, 4.7508437E+001, 5.9836175E+002, 4.1515034E+002, 3.7183504E+002, 3.6788645E+002, 3.4240631E+002, 2.7511504E+002, 1.8236954E+002, 8.1597470E+001, 2.0000336E+001, 1.9999900E+001, 2.0001268E+001, 2.0002286E+001, 2.0002749E+001, 2.0002480E+001, 2.0002302E+001, 2.0001342E+001, 4.9792688E+001, 2.2649822E+001, 2.0436152E+001, 2.0102652E+001, 2.0094319E+001, 2.0095523E+001, 2.0101812E+001, 2.0096146E+001, 1.9999499E+001, 1.9998022E+001, 1.9999574E+001, 2.0002005E+001, 2.0002161E+001, 2.0001274E+001, 2.0000241E+001, 1.9999292E+001, 3.6286411E+002, 3.6743092E+002, 5.8064817E-004, 6.0993606E-002, 1.9999661E+001, 2.0001704E+001, 2.2577503E-049, 2.3716312E-047, 2.0030314E+001, 2.0125304E+001, 4.3543548E-008, 4.5739885E-006, 2.0001021E+001, 2.0000979E+001, 1.8509822E-068, 1.9443458E-066, 3.4885649E+001, 3.4804308E+001, 2.8318720E-005, 2.9747116E-003
 5.5005981E+001, 5.2510677E+001, 6.4224715E+002, 4.2790446E+002, 4.0132596E+002, 3.8714685E+002, 3.6663477E+002, 3.0726788E+002, 1.7725352E+002, 8.6629291E+001, 2.0001106E+001, 2.0000998E+001, 2.0003343E+001, 2.0005367E+001, 2.0006397E+001, 2.0006354E+001, 2.0005766E+001, 2.0004154E+001, 5.7803109E+001, 2.9382241E+001, 2.4162860E+001, 2.0617320E+001, 2.0150928E+001, 2.0143824E+001, 2.0138849E+001, 2.0128213E+001, 1.9999317E+001, 1.9997877E+001, 1.9998119E+001, 2.0003828E+001, 2.0003483E+001, 2.0002557E+001, 2.0000547E+001, 1.9998872E+001, 3.8530053E+002, 3.8978842E+002, 6.7214809E-004, 7.0605124E-002, 1.9999735E+001, 2.0004544E+001, 1.9449903E-025, 2.0430956E-023, 2.1253405E+001, 2.1359750E+001, 2.0246838E-006, 2.1268088E-004, 2.0001968E+001, 2.0001888E+001, 6.5850874E-053, 6.9172392E-051, 5.2588698E+001, 5.2008834E+001, 7.3050360E-005, 7.6735020E-003
 6.0005894E+001, 5.7483454E+001, 6.7044556E+002, 4.6336228E+002, 4.0182645E+002, 3.9020432E+002, 3.7095273E+002, 2.9376542E+002, 1.9282140E+002, 1.0770431E+002, 2.4169865E+001, 2.0328018E+001, 2.0011244E+001, 2.0013208E+001, 2.0014033E+001, 2.0013182E+001, 2.0011778E+001, 2.0009549E+001, 7.0884842E+001, 3.8343241E+001, 2.4978525E+001, 2.1211703E+001, 2.0394409E+001, 2.0198899E+001, 2.0186921E+001, 2.0173128E+001, 1.9999566E+001, 1.9997737E+001, 1.9998013E+001, 2.0001901E+001, 2.0002345E+001, 2.0002456E+001, 2.0000742E+001, 1.9999268E+001, 3.8757262E+002, 3.9313562E+002, 7.5470343E-004, 7.9277067E-002, 2.0000984E+001, 2.0012772E+001, 2.5292980E-014, 2.6568758E-012, 2.1273521E+001, 2.1444833E+001, 2.1018352E-006, 2.2078518E-004, 2.0001314E+001, 2.0001275E+001, 1.8789403E-040, 1.9737140E-038, 5.8975791E+001, 5.8355387E+001, 9.6155220E-005, 1.0100529E-002
 6.5006912E+001, 6.2534305E+001, 6.8638357E+002, 4.6185466E+002, 4.1913315E+002, 3.9388870E+002, 3.6248197E+002, 2.9753908E+002, 1.7797635E+002, 1.0153066E+002, 3.2779894E+001, 1.9578974E+001, 2.0032692E+001, 2.0027732E+001, 2.0027089E+001, 2.0024610E+001, 2.0021876E+001, 2.0017978E+001, 7.2125358E+001, 4.7663751E+001, 3.1474357E+001, 2.5615285E+001, 2.2215930E+001, 2.0282638E+001, 2.0205459E+001, 2.0185898E+001, 1.9999930E+001, 1.9998110E+001, 1.9999218E+001, 1.9999165E+001, 2.0001016E+001, 2.0003323E+001, 2.0004312E+001, 2.0003631E+001, 3.9669746E+002, 4.0138220E+002, 8.2684636E-004, 8.6855249E-002, 2.0001407E+001, 2.0027932E+001, 3.2580646E-015, 3.4224013E-013, 2.5919220E+001, 2.5943993E+001, 1.2278219E-005, 1.2897533E-003, 1.9998223E+001, 1.9999220E+001, 3.3274591E-032, 3.4952962E-030, 5.6409527E+001, 5.5955529E+001, 9.6326494E-005, 1.0118520E-002
 7.0002449E+001, 6.7510924E+001, 6.6846174E+002, 4.7479255E+002, 4.3319392E+002, 3.9907009E+002, 3.4912048E+002, 3.0499314E+002, 1.8288921E+002, 9.9825215E+001, 3.7487835E+001, 2.0382289E+001, 2.0054837E+001, 2.0041896E+001, 2.0040238E+001, 2.0035515E+001, 2.0036897E+001, 2.0028334E+001, 7.6673664E+001, 5.1879283E+001, 3.8226158E+001, 3.1525765E+001, 2.2070322E+001, 2.0300387E+001, 2.0216830E+001, 2.0192339E+001, 2.0000847E+001, 1.9999782E+001, 2.0001569E+001, 2.0000452E+001, 2.0001435E+001, 2.0003600E+001, 2.0006392E+001, 2.0007553E+001, 4.0577855E+002, 4.0985730E+002, 8.6152315E-004, 9.0497838E-002, 2.0000207E+001, 2.0038312E+001, 4.9435131E-010, 5.1928639E-008, 3.3064766E+001, 3.2910372E+001, 2.8958973E-005, 3.0419663E-003, 1.9997661E+001, 2.0000782E+001, 1.6107087E-031, 1.6919529E-029, 6.8961549E+001, 6.8109312E+001, 1.4615323E-004, 1.5352519E-002
 7.5010468E+001, 7.2512701E+001, 6.8128699E+002, 4.6121315E+002, 4.2627945E+002, 4.0004507E+002, 3.5893626E+002, 3.0406120E+002, 2.0570443E+002, 1.0209415E+002, 3.9882901E+001, 2.7592848E+001, 2.4295791E+001, 2.0633102E+001, 2.0074525E+001, 2.0048705E+001, 2.0044657E+001, 2.0039443E+001, 8.7061889E+001, 6.0547294E+001, 4.4302345E+001, 3.6836293E+001, 2.3040706E+001, 2.0324415E+001, 2.0277883E+001, 2.0243513E+001, 2.2600855E+001, 2.0038875E+001, 2.0003854E+001, 2.0004614E+001, 2.0003509E+001, 2.0002374E+001, 2.0004767E+001, 2.0005254E+001, 4.0461364E+002, 4.0947515E+002, 8.7137212E-004, 9.1532413E-002, 2.1948025E+001, 2.1930795E+001, 5.3170538E-006, 5.5852460E-004, 4.0470227E+001, 4.0152580E+001, 5.0284042E-005, 5.2820369E-003, 1.9999546E+001, 2.0004771E+001, 1.6453446E-014, 1.7283358E-012, 8.4718841E+001, 8.3406857E+001, 2.1054065E-004, 2.2116032E-002
 8.0005997E+001, 7.7514477E+001, 6.8860889E+002, 4.7014393E+002, 4.2693074E+002, 4.0404199E+002, 3.4960717E+002, 3.0630076E+002, 2.0961053E+002, 1.0779552E+002, 4.5670442E+001, 2.9296259E+001, 2.2024860E+001, 2.0985036E+001, 2.0171076E+001, 2.0073290E+001, 2.0065582E+001, 2.0057898E+001, 9.4011532E+001, 6.1267562E+001, 4.8961584E+001, 4.3605774E+001, 2.8089339E+001, 2.1079313E+001, 2.0350508E+001, 2.0264770E+001, 2.6431255E+001, 2.0051340E+001, 2.0006615E+001, 2.0008476E+001, 2.0009148E+001, 2.0008601E+001, 2.0007373E+001, 2.0007774E+001, 4.0620092E+002, 4.1144186E+002, 8.9858595E-004, 9.4391062E-002, 2.2062848E+001, 2.2069937E+001, 5.6012928E-006, 5.8838220E-004, 4.5275378E+001, 4.4902040E+001, 7.0212251E-005, 7.3753757E-003, 1.9998312E+001, 2.0008565E+001, 1.7997583E-012, 1.8905381E-010, 7.3433645E+001, 7.2587613E+001, 1.8930923E-004, 1.9885798E-002
 8.5009277E+001, 8.2533122E+001, 6.7811633E+002, 4.8424075E+002, 4.3264512E+002, 4.1210294E+002, 3.6439985E+002, 3.2942207E+002, 2.0691045E+002, 1.1247448E+002, 4.3298210E+001, 3.5053568E+001, 2.5280918E+001, 2.4144364E+001, 2.3005399E+001, 2.0249532E+001, 2.0089224E+001, 2.0079709E+001, 9.3218719E+001, 6.7495423E+001, 5.3797959E+001, 5.0402438E+001, 3.5558520E+001, 2.5337470E+001, 2.2513791E+001, 2.0375104E+001, 2.9979857E+001, 2.0001399E+001, 2.0012663E+001, 2.0012975E+001, 2.0012763E+001, 2.0012728E+001, 2.0012777E+001, 2.0010895E+001, 4.1654178E+002, 4.2123921E+002, 9.3748057E-004, 9.8476709E-002, 2.4448842E+001, 2.4400632E+001, 1.3913085E-005, 1.4614861E-003, 5.2739399E+001, 5.2188709E+001, 1.0390866E-004, 1.0914981E-002, 1.9998542E+001, 2.0012795E+001, 5.3816764E-013, 5.6531281E-011, 6.8443637E+001, 6.7811362E+001, 1.6931425E-004, 1.7785446E-002
 9.0004143E+001, 8.7503517E+001, 6.5009318E+002, 4.8028492E+002, 4.3128539E+002, 4.0700528E+002, 3.5552671E+002, 3.1759188E+002, 2.1958565E+002, 1.0982864E+002, 4.7635142E+001, 3.6681858E+001, 3.0043418E+001, 2.6973972E+001, 2.4304991E+001, 2.0523453E+001, 2.0102798E+001, 2.0079401E+001, 9.7804990E+001, 6.9891227E+001, 5.6297486E+001, 5.1828462E+001, 3.4335869E+001, 2.9039951E+001, 2.5252125E+001, 2.0952899E+001, 2.8469488E+001, 2.0028975E+001, 2.0017228E+001, 2.0017865E+001, 2.0016990E+001, 2.0015024E+001, 2.0014884E+001, 2.0013716E+001, 4.1240277E+002, 4.1632324E+002, 9.4778411E-004, 9.9559034E-002, 2.8815620E+001, 2.8663642E+001, 3.0153565E-005, 3.1674511E-003, 5.5144318E+001, 5.4560928E+001, 1.1285536E-004, 1.1854778E-002, 1.9998923E+001, 2.0017977E+001, 4.6330431E-013, 4.8667338E-011, 6.7665371E+001, 6.7153261E+001, 1.8167093E-004, 1.9083441E-002
 9.5006256E+001, 9.2511849E+001, 6.9180023E+002, 4.7116922E+002, 4.3214776E+002, 4.0511191E+002, 3.6457222E+002, 3.3781455E+002, 2.3523860E+002, 1.2209542E+002, 5.4051504E+001, 3.5973282E+001, 3.3769016E+001, 2.9092946E+001, 2.6362819E+001, 2.1215505E+001, 2.0136242E+001, 2.0097873E+001, 9.4655562E+001, 6.9934440E+001, 5.8796954E+001, 5.2338889E+001, 4.0923233E+001, 3.3087755E+001, 2.5186068E+001, 2.1038737E+001, 3.3896229E+001, 2.1014372E+001, 2.0116591E+001, 2.0027168E+001, 2.0027402E+001, 2.0023406E+001, 2.0023206E+001, 2.0022683E+001, 4.1253747E+002, 4.1748858E+002, 9.4249571E-004, 9.9003519E-002, 3.0572308E+001, 3.0397566E+001, 3.7937594E-005, 3.9851166E-003, 5.6047431E+001, 5.5452861E+001, 1.1250388E-004, 1.1817857E-002, 2.0001737E+001, 2.0032130E+001, 2.6306076E-008, 2.7632955E-006, 8.7819907E+001, 8.6471086E+001, 2.7054814E-004, 2.8419459E-002
 1.0001159E+002, 9.7519246E+001, 6.5311823E+002, 5.0218400E+002, 4.4031128E+002, 4.1115578E+002, 3.7183311E+002, 3.2214773E+002, 2.3096172E+002, 1.2128840E+002, 5.2261056E+001, 4.1975549E+001, 3.6415333E+001, 3.3808134E+001, 2.5584687E+001, 2.1347522E+001, 2.0175793E+001, 2.0137672E+001, 1.0142320E+002, 7.2768879E+001, 6.0862599E+001, 5.5853086E+001, 4.7559975E+001, 3.6191604E+001, 2.6019292E+001, 2.0801634E+001, 3.5788089E+001, 2.3895724E+001, 2.2362631E+001, 2.0555932E+001, 2.0077200E+001, 2.0034852E+001, 2.0029799E+001, 2.0030210E+001, 4.1350130E+002, 4.1859130E+002, 9.5324408E-004, 1.0013257E-001, 3.4455226E+001, 3.4185829E+001, 6.0360101E-005, 6.3404665E-003, 5.7170411E+001, 5.6640844E+001, 1.3788589E-004, 1.4484085E-002, 2.1176877E+001, 2.1174360E+001, 4.0219543E-006, 4.2248217E-004, 7.9956775E+001, 7.9061980E+001, 2.5356676E-004, 2.6635666E-002
 1.0500732E+002, 1.0251599E+002, 6.5174289E+002, 4.7376791E+002, 4.3085300E+002, 4.1101527E+002, 3.7941924E+002, 3.4106066E+002, 2.6058927E+002, 1.3498056E+002, 5.4505908E+001, 4.1261154E+001, 3.6176737E+001, 3.5800482E+001, 3.0664878E+001, 2.1626329E+001, 2.0266267E+001, 2.0151201E+001, 9.8259778E+001, 7.6599409E+001, 6.3629890E+001, 5.9152889E+001, 4.9961349E+001, 3.9466174E+001, 2.7979658E+001, 2.0814867E+001, 3.6654306E+001, 2.8075468E+001, 2.2309108E+001, 2.0839737E+001, 2.0188540E+001, 2.0051769E+001, 2.0040626E+001, 2.0040187E+001, 4.1260967E+002, 4.1769537E+002, 9.6765309E-004, 1.0164615E-001, 3.6875244E+001, 3.6572178E+001, 7.6902758E-005, 8.0781734E-003, 6.0682035E+001, 6.0070900E+001, 1.5869328E-004, 1.6669777E-002, 2.1099659E+001, 2.1115944E+001, 3.6658389E-006, 3.8507438E-004, 7.9562452E+001, 7.8787642E+001, 2.6031232E-004, 2.7344247E-002
 1.1000306E+002, 1.0751173E+002, 6.3583591E+002, 4.6697557E+002, 4.3463003E+002, 4.1615191E+002, 3.8555701E+002, 3.5261420E+002, 2.6317120E+002, 1.3098078E+002, 5.5020397E+001, 3.9088014E+001, 3.8940332E+001, 3.6715516E+001, 3.4349187E+001, 2.5505378E+001, 2.2653488E+001, 2.0390794E+001, 1.0086700E+002, 7.7328073E+001, 6.5494574E+001, 6.0759275E+001, 4.8386516E+001, 4.1859260E+001, 3.0911359E+001, 2.1585886E+001, 3.9893361E+001, 3.0071196E+001, 2.5925708E+001, 2.1201630E+001, 2.0989296E+001, 2.0201263E+001, 2.0063148E+001, 2.0053578E+001, 4.1848723E+002, 4.2267295E+002, 9.7441859E-004, 1.0235683E-001, 3.8027329E+001, 3.7695443E+001, 8.8087624E-005, 9.2530764E-003, 6.2157747E+001, 6.1536350E+001, 1.7774571E-004, 1.8671120E-002, 2.1172674E+001, 2.1206237E+001, 4.4815413E-006, 4.7075902E-004, 7.8977395E+001, 7.8238733E+001, 2.5468042E-004, 2.6752650E-002
 1.1501188E+002, 1.1251401E+002, 6.3784471E+002, 4.9623694E+002, 4.3858523E+002, 4.1752645E+002, 3.8938861E+002, 3.4829575E+002, 2.6172592E+002, 1.3991041E+002, 5.6059114E+001, 4.2651929E+001, 4.0914756E+001, 3.8233183E+001, 3.5918551E+001, 2.6757372E+001, 2.4836594E+001, 2.0920147E+001, 9.8916553E+001, 7.7399007E+001, 6.8002914E+001, 6.2913578E+001, 5.0412497E+001, 4.2558933E+001, 3.2730740E+001, 2.2839022E+001, 4.1953708E+001, 3.3380972E+001, 2.9290716E+001, 2.3797808E+001, 2.2887653E+001, 2.1291444E+001, 2.0121546E+001, 2.0072593E+001, 4.2078321E+002, 4.2526762E+002, 9.8655535E-004, 1.0363172E-001, 3.8631687E+001, 3.8296544E+001, 9.1149853E-005, 9.5747452E-003, 6.4998161E+001, 6.4299351E+001, 2.0416487E-004, 2.1446295E-002, 2.4997313E+001, 2.4927437E+001, 2.4868633E-005, 2.6123007E-003, 7.5557163E+001, 7.4987020E+001, 2.4908054E-004, 2.6164416E-002
