s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0102201E+000, 1.2748819E+002, 4.4951128E+001,-8.3382721E-002, 4.5624630E+001, 2.6513092E-003
 1.0003249E+001, 2.8927083E+002, 1.0770352E+002,-1.2444193E+000, 1.3356157E+002, 6.1885698E-003
 1.5005398E+001, 4.7595415E+002, 1.8950769E+002,-2.8685621E+000, 2.4591770E+002, 1.0214296E-002
 2.0004248E+001, 6.6370017E+002, 2.7893871E+002,-3.7475629E+000, 3.6901648E+002, 1.4220975E-002
 2.5003538E+001, 8.5291760E+002, 3.8067571E+002,-3.8911464E+000, 5.0208429E+002, 1.8293744E-002
 3.0004242E+001, 1.0408390E+003, 4.8372798E+002,-4.9342977E+000, 6.3468932E+002, 2.2267151E-002
 3.5005234E+001, 1.2381107E+003, 6.1855542E+002, 4.6717840E+000, 8.0710124E+002, 2.6359875E-002
 4.0006947E+001, 1.3981857E+003, 7.2152351E+002, 1.4512987E+001, 9.3931557E+002, 2.9746337E-002
 4.5000015E+001, 1.4476893E+003, 7.8358996E+002, 2.7323303E+001, 1.0233770E+003, 3.0440716E-002
 5.0001923E+001, 1.4646499E+003, 8.3043246E+002, 4.2767383E+001, 1.0863885E+003, 3.0841252E-002
 5.5002853E+001, 1.4822162E+003, 8.6571597E+002, 5.7605219E+001, 1.1339776E+003, 3.1244845E-002
 6.0006805E+001, 1.5017875E+003, 8.9447844E+002, 7.3268393E+001, 1.1712878E+003, 3.1645057E-002
 6.5008362E+001, 1.5194150E+003, 9.3528712E+002, 8.3971621E+001, 1.2247847E+003, 3.2049796E-002
 7.0002289E+001, 1.5468786E+003, 9.6690538E+002, 1.0042748E+002, 1.2606978E+003, 3.2453389E-002
 7.5003784E+001, 1.5608695E+003, 9.8056919E+002, 1.1156436E+002, 1.2775834E+003, 3.2854846E-002
 8.0007675E+001, 1.5801192E+003, 9.9786636E+002, 1.1049299E+002, 1.3027647E+003, 3.3257554E-002
 8.5009995E+001, 1.6105300E+003, 1.0238791E+003, 1.2394844E+002, 1.3300607E+003, 3.4330283E-002
 9.0008842E+001, 1.7134802E+003, 1.0946274E+003, 1.3135325E+002, 1.4055419E+003, 3.6052750E-002
 9.5000420E+001, 1.7513522E+003, 1.1386956E+003, 1.4002726E+002, 1.4530280E+003, 3.7777492E-002
 1.0000942E+002, 1.8447373E+003, 1.2117356E+003, 1.4444910E+002, 1.5380423E+003, 3.9519361E-002
 1.0500552E+002, 1.9428925E+003, 1.2763055E+003, 1.4696045E+002, 1.6083184E+003, 4.1252895E-002
 1.1000636E+002, 2.0505870E+003, 1.3457264E+003, 1.5806084E+002, 1.6873176E+003, 4.2982309E-002
 1.1501073E+002, 2.1060593E+003, 1.4131211E+003, 1.7471738E+002, 1.7558468E+003, 4.4720721E-002
 1.2000257E+002, 2.1264708E+003, 1.4522062E+003, 1.7732611E+002, 1.7949281E+003, 4.6435976E-002
 1.2500889E+002, 2.2249836E+003, 1.5234166E+003, 1.8319378E+002, 1.8698193E+003, 4.8161852E-002
 1.3000009E+002, 2.2906498E+003, 1.5894262E+003, 1.9038132E+002, 1.9346620E+003, 4.9894901E-002
 1.3500029E+002, 2.3595744E+003, 1.6374866E+003, 1.9640748E+002, 1.9831868E+003, 5.1626792E-002
 1.4000551E+002, 2.4286876E+003, 1.6747635E+003, 2.0726573E+002, 2.0313498E+003, 5.3359417E-002
 1.4500153E+002, 2.5959481E+003, 1.8050734E+003, 2.1117584E+002, 2.1637200E+003, 5.5092660E-002
 1.5001021E+002, 2.5764899E+003, 1.8316551E+003, 2.2353906E+002, 2.1987347E+003, 5.6828585E-002
 1.5500835E+002, 2.6151791E+003, 1.8747138E+003, 2.2031699E+002, 2.2400706E+003, 5.7365930E-002
 1.6000256E+002, 2.6175765E+003, 1.8678190E+003, 2.3977406E+002, 2.2278009E+003, 5.6722607E-002
 1.6500748E+002, 2.5971346E+003, 1.8684874E+003, 2.4984316E+002, 2.2306893E+003, 5.6083677E-002
