s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0129490E+000, 1.3747832E+002, 4.8569352E+001, 7.1275143E+001, 4.8202181E+001, 2.8760044E-003
 1.0013714E+001, 3.1758959E+002, 1.1962782E+002, 1.6884532E+002, 1.4756129E+002, 6.7716262E-003
 1.5001404E+001, 5.2280346E+002, 2.1088226E+002, 2.5086325E+002, 2.7160405E+002, 1.1130879E-002
 2.0009800E+001, 7.3159703E+002, 3.1417844E+002, 3.0525862E+002, 4.1031650E+002, 1.5514310E-002
 2.5000605E+001, 9.3894329E+002, 4.2585186E+002, 3.5854866E+002, 5.5184232E+002, 1.9877339E-002
 3.0006765E+001, 1.1545128E+003, 5.5312577E+002, 4.0154742E+002, 7.0848517E+002, 2.4303868E-002
 3.5000847E+001, 1.3580445E+003, 6.9740390E+002, 4.0561684E+002, 8.8668402E+002, 2.8735908E-002
 4.0003040E+001, 1.5527507E+003, 8.3899385E+002, 4.1990710E+002, 1.0489155E+003, 3.2874051E-002
 4.5003044E+001, 1.6880208E+003, 9.7450475E+002, 3.9599068E+002, 1.2105737E+003, 3.5094547E-002
 5.0001762E+001, 1.7905392E+003, 1.0607280E+003, 3.8272938E+002, 1.3192045E+003, 3.6806137E-002
 5.5006332E+001, 1.8395429E+003, 1.1249537E+003, 3.4645948E+002, 1.3999148E+003, 3.8509043E-002
 6.0008682E+001, 1.9342870E+003, 1.2289316E+003, 3.1059702E+002, 1.5276597E+003, 4.0222885E-002
 6.5004463E+001, 1.9503356E+003, 1.2934561E+003, 2.7631157E+002, 1.5771758E+003, 4.1191354E-002
 7.0005867E+001, 2.0186452E+003, 1.3349179E+003, 3.0032418E+002, 1.6136503E+003, 4.1419816E-002
 7.5002312E+001, 2.0186084E+003, 1.3685041E+003, 2.7016172E+002, 1.6566479E+003, 4.1650677E-002
 8.0005409E+001, 2.0361376E+003, 1.3865554E+003, 2.6253469E+002, 1.6821792E+003, 4.1880076E-002
 8.5008904E+001, 2.0025987E+003, 1.3712351E+003, 2.5600429E+002, 1.6547861E+003, 4.2110114E-002
 9.0010582E+001, 2.0718092E+003, 1.4143759E+003, 2.6919774E+002, 1.7131298E+003, 4.2339178E-002
 9.5007286E+001, 1.9755800E+003, 1.3865888E+003, 2.1333725E+002, 1.6799276E+003, 4.2570221E-002
 1.0000041E+002, 2.0379245E+003, 1.3993738E+003, 2.6620092E+002, 1.6941569E+003, 4.2801824E-002
 1.0500026E+002, 2.0318037E+003, 1.4104691E+003, 2.5377674E+002, 1.7073832E+003, 4.3030344E-002
