s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6198916E-005, 0.0000000E+000, 0.0000000E+000
 5.0243363E+000, 7.2984008E+001, 2.5337052E+001, 3.9344374E+001, 2.3173808E+001, 4.5459378E-003
 1.0016495E+001, 1.8756666E+002, 6.4763515E+001, 1.0774384E+002, 7.7432318E+001, 1.1519961E-002
 1.5004430E+001, 3.1228879E+002, 1.0785301E+002, 1.7213034E+002, 1.3761077E+002, 1.9052897E-002
 2.0013535E+001, 4.3566121E+002, 1.5070021E+002, 2.2915625E+002, 1.9955219E+002, 2.6555753E-002
 2.5000607E+001, 5.5835495E+002, 2.0085369E+002, 2.5586280E+002, 2.7915014E+002, 3.3987249E-002
 3.0003613E+001, 6.8277508E+002, 2.5943382E+002, 2.8891405E+002, 3.6508384E+002, 4.1559594E-002
 3.5011917E+001, 8.0668614E+002, 3.2829561E+002, 3.0966609E+002, 4.5991129E+002, 4.9143794E-002
 4.0000038E+001, 9.3018826E+002, 4.0859045E+002, 3.1387219E+002, 5.7384962E+002, 5.6649800E-002
 4.5010162E+001, 1.0497440E+003, 4.8919064E+002, 3.2196871E+002, 6.7977498E+002, 6.4187388E-002
 5.0005180E+001, 1.1732510E+003, 5.7723118E+002, 3.2608430E+002, 7.9432201E+002, 7.1745888E-002
 5.5001205E+001, 1.2656714E+003, 6.6097207E+002, 3.0993500E+002, 9.0148632E+002, 7.7084028E-002
 6.0009186E+001, 1.3193040E+003, 7.1264802E+002, 2.9593537E+002, 9.6840229E+002, 8.0272973E-002
 6.5002357E+001, 1.3680696E+003, 7.5479222E+002, 2.9410700E+002, 1.0203583E+003, 8.3456881E-002
 7.0002533E+001, 1.4213046E+003, 7.9940237E+002, 2.8202932E+002, 1.0787224E+003, 8.6644879E-002
 7.5002708E+001, 1.4725564E+003, 8.5006696E+002, 2.6510442E+002, 1.1399428E+003, 8.9831833E-002
 8.0002884E+001, 1.5235904E+003, 8.9427706E+002, 2.7119723E+002, 1.1916082E+003, 9.3019871E-002
 8.5003059E+001, 1.5811532E+003, 9.3723383E+002, 2.6386477E+002, 1.2413611E+003, 9.6207186E-002
 9.0003235E+001, 1.6331376E+003, 9.7792159E+002, 2.6865350E+002, 1.2883224E+003, 9.9394139E-002
 9.5003410E+001, 1.6772802E+003, 1.0215081E+003, 2.6407099E+002, 1.3404290E+003, 1.0258109E-001
 1.0000359E+002, 1.7326261E+003, 1.0595989E+003, 2.7231142E+002, 1.3813257E+003, 1.0576762E-001
 1.0500350E+002, 1.7643126E+003, 1.0993288E+003, 2.6338525E+002, 1.4266186E+003, 1.0754273E-001
 1.1001002E+002, 1.7577567E+003, 1.1092730E+003, 2.3484748E+002, 1.4383733E+003, 1.0792362E-001
