s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0125613E+000, 2.0713470E+002, 7.4386408E+001, 1.1111399E+002, 7.6837452E+001, 4.3869190E-003
 1.0007936E+001, 4.7411386E+002, 1.8666681E+002, 2.3581634E+002, 2.2962077E+002, 1.0236092E-002
 1.5006653E+001, 7.8278261E+002, 3.3614735E+002, 3.4389819E+002, 4.2217403E+002, 1.6750566E-002
 2.0001053E+001, 1.0890345E+003, 5.0102004E+002, 4.1439353E+002, 6.3064872E+002, 2.3297281E-002
 2.5005112E+001, 1.4071024E+003, 6.9972633E+002, 4.7411574E+002, 8.6170663E+002, 2.9949065E-002
 3.0000086E+001, 1.6989469E+003, 9.1701938E+002, 4.8344513E+002, 1.1169230E+003, 3.6557161E-002
 3.5002937E+001, 1.9803510E+003, 1.1080523E+003, 5.1640710E+002, 1.3452776E+003, 4.1334146E-002
 4.0008743E+001, 2.0545190E+003, 1.2407255E+003, 4.2746948E+002, 1.5038170E+003, 4.4121780E-002
 4.5007343E+001, 2.2824445E+003, 1.4194981E+003, 4.5992537E+002, 1.6952378E+003, 4.6908580E-002
 5.0007359E+001, 2.3533942E+003, 1.5170369E+003, 4.1914375E+002, 1.8108801E+003, 4.9739783E-002
 5.5005329E+001, 2.4937488E+003, 1.6552513E+003, 3.7713617E+002, 1.9788003E+003, 5.2539539E-002
 6.0005810E+001, 2.4814456E+003, 1.7008079E+003, 3.2634498E+002, 2.0223790E+003, 5.5313820E-002
 6.5007263E+001, 2.6678449E+003, 1.7972243E+003, 4.0377814E+002, 2.1213333E+003, 5.7371837E-002
 7.0000626E+001, 2.6236927E+003, 1.8166610E+003, 3.4626851E+002, 2.1519589E+003, 5.6300831E-002
 7.5000900E+001, 2.6238776E+003, 1.8264268E+003, 3.3455683E+002, 2.1760820E+003, 5.4885500E-002
 8.0006439E+001, 2.5331104E+003, 1.7780251E+003, 3.1547563E+002, 2.1110672E+003, 5.3466451E-002
 8.5005165E+001, 2.3945999E+003, 1.7140169E+003, 2.6200563E+002, 2.0501214E+003, 5.2054297E-002
 9.0000732E+001, 2.3795608E+003, 1.6895939E+003, 2.7090851E+002, 2.0183554E+003, 5.0643931E-002
 9.5006149E+001, 2.2897115E+003, 1.6273934E+003, 2.6762295E+002, 1.9492765E+003, 4.9226106E-002
 1.0000510E+002, 2.3501653E+003, 1.6494033E+003, 2.9256587E+002, 1.9667287E+003, 4.7811986E-002
 1.0500507E+002, 2.1632876E+003, 1.5543037E+003, 2.3948502E+002, 1.8674079E+003, 4.6391837E-002
