s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8759393E-005, 0.0000000E+000, 0.0000000E+000
 5.0046458E+000, 1.2018291E+002, 4.2354232E+001, 6.1567592E+001, 4.1510945E+001, 2.5123188E-003
 1.0004355E+001, 2.7787344E+002, 1.0346716E+002, 1.5044548E+002, 1.2728788E+002, 5.9052639E-003
 1.5002743E+001, 4.5659209E+002, 1.8104304E+002, 2.2389096E+002, 2.3366371E+002, 9.6991546E-003
 2.0001942E+001, 6.3893946E+002, 2.7157285E+002, 2.7511099E+002, 3.5738911E+002, 1.3536431E-002
 2.5009680E+001, 8.2393861E+002, 3.6811205E+002, 3.2278734E+002, 4.8441238E+002, 1.7363180E-002
 3.0005838E+001, 1.0078334E+003, 4.7612715E+002, 3.5850092E+002, 6.1935830E+002, 2.1217002E-002
 3.5008305E+001, 1.1813355E+003, 5.9879271E+002, 3.6364237E+002, 7.7377168E+002, 2.4802213E-002
 4.0003201E+001, 1.2560241E+003, 6.6590568E+002, 3.4798610E+002, 8.6379497E+002, 2.5999608E-002
 4.5004490E+001, 1.2896164E+003, 7.1385362E+002, 3.1537124E+002, 9.2240121E+002, 2.6603641E-002
 5.0007751E+001, 1.3191538E+003, 7.5453288E+002, 2.8971738E+002, 9.7353615E+002, 2.7209319E-002
 5.5009308E+001, 1.3437259E+003, 7.8965436E+002, 2.6818358E+002, 1.0220171E+003, 2.7810032E-002
 6.0003696E+001, 1.3740847E+003, 8.0151420E+002, 2.7832679E+002, 1.0443216E+003, 2.8414906E-002
 6.5003899E+001, 1.4091097E+003, 8.6010564E+002, 2.4232987E+002, 1.1122650E+003, 2.9018399E-002
 7.0002861E+001, 1.4404185E+003, 8.9661619E+002, 2.3242861E+002, 1.1516112E+003, 2.9622648E-002
 7.5000504E+001, 1.4607250E+003, 9.2740977E+002, 2.2124928E+002, 1.1815630E+003, 3.0224335E-002
 8.0007774E+001, 1.4941935E+003, 9.5001828E+002, 2.2704620E+002, 1.2108340E+003, 3.0827760E-002
 8.5002724E+001, 1.5144982E+003, 9.8346397E+002, 2.1560168E+002, 1.2418264E+003, 3.1433752E-002
 9.0008560E+001, 1.5485586E+003, 1.0168613E+003, 2.0768268E+002, 1.2734953E+003, 3.2037096E-002
 9.5004753E+001, 1.5680720E+003, 1.0301082E+003, 2.1327112E+002, 1.2934753E+003, 3.2638364E-002
 1.0000532E+002, 1.6128652E+003, 1.0645037E+003, 2.1614596E+002, 1.3269374E+003, 3.3244495E-002
 1.0500990E+002, 1.6161506E+003, 1.0798976E+003, 2.0845181E+002, 1.3473316E+003, 3.3846975E-002
