 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.66734E+02
 0.10000E+00, 0.65926E+02
 0.20000E+00, 0.64487E+02
 0.30000E+00, 0.63728E+02
 0.40000E+00, 0.65014E+02
 0.50000E+00, 0.68385E+02
 0.60000E+00, 0.74350E+02
 0.70000E+00, 0.83100E+02
 0.80000E+00, 0.94391E+02
 0.90000E+00, 0.10911E+03
 0.10000E+01, 0.13054E+03
 0.11000E+01, 0.16489E+03
 0.12000E+01, 0.20982E+03
 0.13000E+01, 0.26781E+03
 0.14000E+01, 0.34679E+03
 0.15000E+01, 0.43574E+03
 0.16000E+01, 0.51524E+03
 0.17000E+01, 0.57204E+03
 0.18000E+01, 0.61180E+03
 0.19000E+01, 0.66030E+03
 0.20000E+01, 0.70666E+03
 0.21000E+01, 0.72816E+03
 0.22000E+01, 0.73906E+03
 0.23000E+01, 0.74662E+03
 0.24000E+01, 0.75525E+03
 0.25000E+01, 0.76955E+03
 0.26000E+01, 0.79026E+03
 0.27000E+01, 0.84681E+03
 0.28000E+01, 0.89026E+03
