s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0028167E+000, 1.2227511E+002, 4.3081283E+001,-8.1443024E-002, 4.3475354E+001, 2.5454860E-003
 1.0011411E+001, 2.7946196E+002, 1.0369687E+002,-1.1738037E+000, 1.2852398E+002, 5.9686173E-003
 1.5006935E+001, 4.5850838E+002, 1.8262674E+002,-2.7427353E+000, 2.3730336E+002, 9.8281043E-003
 2.0001184E+001, 6.4055907E+002, 2.6826310E+002,-3.8204936E+000, 3.5418044E+002, 1.3721948E-002
 2.5001625E+001, 8.2183103E+002, 3.6590041E+002,-3.9468170E+000, 4.8343956E+002, 1.7571978E-002
 3.0001562E+001, 1.0044383E+003, 4.6821542E+002,-4.8100411E+000, 6.2026720E+002, 2.1506841E-002
 3.5009388E+001, 1.1956414E+003, 5.8866506E+002, 4.3989945E+000, 7.7165983E+002, 2.5373360E-002
 4.0009399E+001, 1.3696268E+003, 6.9675564E+002, 1.5827077E+001, 9.0873073E+002, 2.9327905E-002
 4.5003025E+001, 1.5433607E+003, 8.2633038E+002, 2.5877989E+001, 1.0694368E+003, 3.3211328E-002
 5.0001495E+001, 1.7291225E+003, 9.8171810E+002, 4.4336570E+001, 1.2440943E+003, 3.7102598E-002
 5.5009354E+001, 1.8976590E+003, 1.1232707E+003, 6.0674079E+001, 1.4150515E+003, 4.1028062E-002
 6.0005569E+001, 2.0410040E+003, 1.2560340E+003, 8.1043720E+001, 1.5783438E+003, 4.2967795E-002
 6.5004921E+001, 2.0103944E+003, 1.2857050E+003, 9.9789658E+001, 1.6201748E+003, 4.2967795E-002
 7.0008904E+001, 2.0199212E+003, 1.3118275E+003, 1.1435437E+002, 1.6475723E+003, 4.2967795E-002
 7.5005524E+001, 2.0851495E+003, 1.3703201E+003, 1.2548727E+002, 1.7086401E+003, 4.2967795E-002
 8.0001465E+001, 2.0499356E+003, 1.3639622E+003, 1.3433678E+002, 1.7066858E+003, 4.2967795E-002
 8.5004967E+001, 1.9999174E+003, 1.3533626E+003, 1.5251258E+002, 1.7013002E+003, 4.2967795E-002
 9.0007378E+001, 2.0730339E+003, 1.3902637E+003, 1.6533350E+002, 1.7362073E+003, 4.2967795E-002
 9.5006714E+001, 2.0312003E+003, 1.3933179E+003, 1.7045633E+002, 1.7349935E+003, 4.2967795E-002
 1.0000507E+002, 2.0126636E+003, 1.4010784E+003, 1.6892714E+002, 1.7413690E+003, 4.2967795E-002
 1.0500143E+002, 2.0073037E+003, 1.3931525E+003, 1.7101580E+002, 1.7325646E+003, 4.2967795E-002
 1.1000425E+002, 2.0513069E+003, 1.4126405E+003, 1.7785263E+002, 1.7450837E+003, 4.2967795E-002
 1.1500618E+002, 2.0558932E+003, 1.4280925E+003, 1.8216844E+002, 1.7660326E+003, 4.2967795E-002
 1.2000207E+002, 2.0120043E+003, 1.4078603E+003, 1.8471094E+002, 1.7444811E+003, 4.2967795E-002
 1.2500786E+002, 2.0386226E+003, 1.4193807E+003, 1.8617147E+002, 1.7467785E+003, 4.2967795E-002
 1.3000816E+002, 2.0035894E+003, 1.3956137E+003, 1.9392842E+002, 1.7278336E+003, 4.2967795E-002
 1.3500705E+002, 2.1077995E+003, 1.4506293E+003, 2.0115933E+002, 1.7862150E+003, 4.2581607E-002
 1.4000436E+002, 1.9432908E+003, 1.3808391E+003, 1.9969036E+002, 1.7124174E+003, 4.1822384E-002
 1.4500272E+002, 1.9913445E+003, 1.3938776E+003, 1.9557843E+002, 1.7175552E+003, 4.1053730E-002
 1.5000833E+002, 1.9102989E+003, 1.3454997E+003, 1.9834621E+002, 1.6612834E+003, 4.0293154E-002
 1.5500160E+002, 1.9053950E+003, 1.3324782E+003, 1.9626531E+002, 1.6459385E+003, 3.9530581E-002
 1.6000563E+002, 1.8365534E+003, 1.2892199E+003, 1.9324388E+002, 1.6019507E+003, 3.8766696E-002
 1.6500130E+002, 1.8209291E+003, 1.2707201E+003, 1.9353215E+002, 1.5726018E+003, 3.8002347E-002
